type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product_option,2458,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2458,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2458,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2458,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2458,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2458,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2458,,,,,,,,,,,Color,Jet black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77905_77898,Dark denim,,,,,,,40 EU,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77905_77899,Dark denim,,,,,,,41 EU,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77905_77900,Dark denim,,,,,,,42 EU,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77905_77901,Dark denim,,,,,,,43 EU,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77905_77902,Dark denim,,,,,,,44 EU,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77905_77903,Dark denim,,,,,,,45 EU,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77905_77904,Dark denim,,,,,,,46 EU,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77906_77898,Jet black,,,,,,,,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77906_77899,Jet black,,,,,,,,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77906_77900,Jet black,,,,,,,,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77906_77901,Jet black,,,,,,,,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77906_77902,Jet black,,,,,,,,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77906_77903,Jet black,,,,,,,,,,,,,,,,,
product_variation,2458,164.42,,,,,,,,TB0A2FY_77906_77904,Jet black,,,,,,,,,,,,,,,,,
product,2459,221.42,Schoenen Sprint trekker mid,"Bovendeel: exclusief nubuckleer Better Leather en ReBOTL™-stof met minstens 50% gerecycleerd plastic. Duurzame ReBOTL™-voering met minstens 50% gerecycleerd plastic. Model met veters voor meer steun. Het OrthoLite®-voetbed staat garant voor frisheid, demping en steun. De tussenzool is van gemengd EVA-schuim en dempt beter, de rubberen zool staat garant voor een goede stabiliteit.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=277696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Schoenen & Accessoires,Schoenen Lifestyle / Leisure,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277695&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Color,Jet black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2459,,,,,,,,,,,Color,Wheat,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77874_77867,Jet black,,,,,,,40 EU,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77874_77868,Jet black,,,,,,,41 EU,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77874_77869,Jet black,,,,,,,42 EU,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77874_77870,Jet black,,,,,,,43 EU,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77874_77871,Jet black,,,,,,,44 EU,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77874_77872,Jet black,,,,,,,45 EU,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77874_77873,Jet black,,,,,,,46 EU,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_85238_77867,Navy,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_85238_77868,Navy,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_85238_77869,Navy,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_85238_77870,Navy,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_85238_77871,Navy,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_85238_77872,Navy,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_85238_77873,Navy,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77875_77867,Wheat,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77875_77868,Wheat,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77875_77869,Wheat,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77875_77870,Wheat,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77875_77871,Wheat,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77875_77872,Wheat,,,,,,,,,,,,,,,,,
product_variation,2459,221.42,,,,,,,,TB0A257_77875_77873,Wheat,,,,,,,,,,,,,,,,,
product,2460,152.76,Schoenen Seneca bay oxford,Bovendeel: exclusief nubuckleer Better Leather. OrthoLite®-voetbed. Zool van rubber en EVA.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277688&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Schoenen & Accessoires,Schoenen Lifestyle / Leisure,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277688&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277686&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277687&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Color,Blanc de blanc,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Color,Dark denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2460,,,,,,,,,,,Color,Jet black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77883_77876,Blanc de blanc,,,,,,,40 EU,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77883_77877,Blanc de blanc,,,,,,,41 EU,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77883_77878,Blanc de blanc,,,,,,,42 EU,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77883_77879,Blanc de blanc,,,,,,,43 EU,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77883_77880,Blanc de blanc,,,,,,,44 EU,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77883_77881,Blanc de blanc,,,,,,,45 EU,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77883_77882,Blanc de blanc,,,,,,,46 EU,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77884_77876,Dark denim,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77884_77877,Dark denim,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77884_77878,Dark denim,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77884_77879,Dark denim,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77884_77880,Dark denim,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77884_77881,Dark denim,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77884_77882,Dark denim,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77885_77876,Jet black,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77885_77877,Jet black,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77885_77878,Jet black,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77885_77879,Jet black,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77885_77880,Jet black,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77885_77881,Jet black,,,,,,,,,,,,,,,,,
product_variation,2460,152.76,,,,,,,,TB0A275R_77885_77882,Jet black,,,,,,,,,,,,,,,,,
product,2461,228.96,Schoenen Allington 6in,"Exclusief nubuckleer Better Leather. Duurzame ReBOTL™-voering bestaande uit minstens 40% gerecycleerde plastic flessen. Licht en ademend OrthoLite®-voetbed voor een betere demping. Veters van 50% gerecycled PET. Gewatteerde kraag. Hiel en gekartelde buitenzool van rubber, voor meer grip. Hoogte hiel: 8,25 cm / 3,25 inch.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=278005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Schoenen & Accessoires,Schoenen Lifestyle / Leisure,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278004&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2461,,,,,,,,,,,Color,Wheat,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77860_77854,Black,,,,,,,36 EU,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77860_77855,Black,,,,,,,37 EU,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77860_77856,Black,,,,,,,38 EU,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77860_77857,Black,,,,,,,39 EU,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77860_77858,Black,,,,,,,40 EU,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77860_77859,Black,,,,,,,41 EU,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77861_77854,Wheat,,,,,,,,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77861_77855,Wheat,,,,,,,,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77861_77856,Wheat,,,,,,,,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77861_77857,Wheat,,,,,,,,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77861_77858,Wheat,,,,,,,,,,,,,,,,,
product_variation,2461,228.96,,,,,,,,TB0A1HL_77861_77859,Wheat,,,,,,,,,,,,,,,,,
product,2462,59.74,Truckerpet w,100% katoen. Afgeronde boord in imitatiedaim met stikseldetails. Geborduurde verluchtingsgaatjes. Aanpasbare riem op de achterkant. Hoofdband met anti-geurbehandeling.<br/>,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278056&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278056&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2462,,,,,,,,,,,Color,Dark denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2462,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2462,,,,,,,,,,,Color,Grape leaf,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2462,59.74,,,,,,,,TB0A2NW9_77920_77919,Dark denim,,,,,,,One Size,,,,,,,,,,
product_variation,2462,59.74,,,,,,,,TB0A2NW9_77921_77919,Grape leaf,,,,,,,,,,,,,,,,,
product,2463,52.54,Bob logo Timberland,100% katoen. Fluweelachtige afwerking. Geborduurde verluchtingsgaatjes. Ronde boord met stiksels. In 3D geborduurd boompje van Timberland®.<br/>,https://media.europeancatalog.com/ws.php?act=download&mamfileid=304319&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Headwear & Accessoires,Bob,https://media.europeancatalog.com/ws.php?act=download&mamfileid=304319&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2463,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2463,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2463,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2463,,,,,,,,,,,Color,Peacoat,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2463,,,,,,,,,,,Color,Wheat,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2463,52.54,,,,,,,,TB0A1XQV_77864_77862,Black,,,,,,,S/M,,,,,,,,,,
product_variation,2463,52.54,,,,,,,,TB0A1XQV_77864_77863,Black,,,,,,,L/XL,,,,,,,,,,
product_variation,2463,52.54,,,,,,,,TB0A1XQV_77865_77862,Peacoat,,,,,,,,,,,,,,,,,
product_variation,2463,52.54,,,,,,,,TB0A1XQV_77865_77863,Peacoat,,,,,,,,,,,,,,,,,
product_variation,2463,52.54,,,,,,,,TB0A1XQV_77866_77862,Wheat,,,,,,,,,,,,,,,,,
product_variation,2463,52.54,,,,,,,,TB0A1XQV_77866_77863,Wheat,,,,,,,,,,,,,,,,,
product,2464,84.12,Rugzak Timberpack core 22LT,Buitenzijde: 100% gerecycleerd polyester. Binnenkant: 100% echt rundsleer. Voering: 100% gerecycleerd polyester. Inhoud 22 L. Grote ritssluiting voor het hoofdvak. Gevulde binnenhoes voor laptop (13"). Talloze binnenzakken voor een goede organisatie. Twee flessenzakken opzij. Afmetingen: 45x31x15 cm/400 g.<br/>,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278067&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278067&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278068&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,2464,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2464,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2464,,,,,,,,,,,Color,Wheat,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2464,84.12,,,,,,,,TB0A2QDQ_77923_77922,Black,,,,,,,One Size,,,,,,,,,,
product_variation,2464,84.12,,,,,,,,TB0A2QDQ_77924_77922,Wheat,,,,,,,,,,,,,,,,,
product,2465,38.46,Schoenpoetsset voor op reis,"Bevat drie belangrijke producten voor het onderhoud van uw schoenen: Balm Proofer™ Water & Stain Repellent, schuimreinigingsset en drycleainingset Renewbuck™. Herbruikbaar reistasje 2fl oz (flesjes 59 ml).<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=278008&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Schoenen & Accessoires,Accessoires voor schoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278008&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=445076&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,2465,,,,,,,,,,,Color,Transparent,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2465,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2465,38.46,,,,,,,,TB0A2K6D_77918_77917,Transparent,,,,,,,One Size,,,,,,,,,,
product,2466,104.7,Sweatshirt core tree ronde hals,"80% katoen, 20% polyester. Boompje van Timberland® op de borst. Mouwuiteinden en geribde boorden. Casual, rechte snit.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=447263&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Timberland,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=447263&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=447261&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=447260&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=447264&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=447265&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=447258&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=447257&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2466,,,,,,,,,,,Color,Black / Wheat Boot,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Color,Dark Sapphire / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2466,,,,,,,,,,,Color,Wheat Boot / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77892_77886,Black / Wheat Boot,,,,,,,S,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77892_77887,Black / Wheat Boot,,,,,,,M,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77892_77888,Black / Wheat Boot,,,,,,,L,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77892_77889,Black / Wheat Boot,,,,,,,XL,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77892_77890,Black / Wheat Boot,,,,,,,XXL,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77892_77891,Black / Wheat Boot,,,,,,,3XL,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77893_77886,Dark Sapphire / White,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77893_77887,Dark Sapphire / White,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77893_77888,Dark Sapphire / White,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77893_77889,Dark Sapphire / White,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77893_77890,Dark Sapphire / White,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77893_77891,Dark Sapphire / White,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77894_77886,Wheat Boot / Black,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77894_77887,Wheat Boot / Black,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77894_77888,Wheat Boot / Black,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77894_77889,Wheat Boot / Black,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77894_77890,Wheat Boot / Black,,,,,,,,,,,,,,,,,
product_variation,2466,104.7,,,,,,,,TB0A2BJ8_77894_77891,Wheat Boot / Black,,,,,,,,,,,,,,,,,
product,2467,47.22,Sponsen poncho,100% polyester. Polyester microvezel. Poncho met ingewerkte capuchon. Kangoeroezak met binnenin een gsm-zakje. Zijsplitten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391960&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Towel City,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391960&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391958&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391959&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2467,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2467,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2467,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2467,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2467,47.22,,,,,,,,TC810_77736_77735,Black,,,,,,,One Size,,,,,,,,,,
product_variation,2467,47.22,,,,,,,,TC810_77738_77735,Royal,,,,,,,,,,,,,,,,,
product_variation,2467,47.22,,,,,,,,TC810_77739_77735,White,,,,,,,,,,,,,,,,,
product,2468,38.32,Sponsen kinderponcho,100% polyester. Polyester microvezel. Poncho met ingewerkte capuchon. Kangoeroezak met binnenin een gsm-zakje alleen voor de maten 6/9 en 10/13 jaar. Zijsplitten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391957&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Towel City,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391957&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2468,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2468,,,,,,,,,,,Size,6/9 ans,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2468,,,,,,,,,,,Size,10/13 ans,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2468,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2468,38.32,,,,,,,,TC811_77742_77740,Black,,,,,,,6/9 ans,,,,,,,,,,
product_variation,2468,41.26,,,,,,,,TC811X_77743_77741,Black,,,,,,,10/13 ans,,,,,,,,,,
product_variation,2468,38.32,,,,,,,,TC811_77746_77740,Royal,,,,,,,,,,,,,,,,,
product_variation,2468,41.26,,,,,,,,TC811X_77747_77741,Royal,,,,,,,,,,,,,,,,,
product,2469,10.36,Handdoek voor het haar,100% katoen. Speciale handdoek voor het haar. Elastische bevestiging.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391955&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Towel City,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391955&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2469,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,2469,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,2469,10.36,,,,,,,,TC933_77749_77748,White,,,,,,,One Size,,,,,,,,,,
