type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product,1114,59.4,Rieten boodschappenmand,100 % stro. Klassieke shoppingmand met vlechtwerk van strovezels. Tweekleurige katoenen pompon als decoratief element en groot etiket om het product gemakkelijk te personaliseren.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Winkelwagen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383589&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383591&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383586&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1114,,,,,,,,,,,,,,,,,,,,,Color,Straw,RADIOBUTTONS,TRUE,
product_option,1114,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1114,59.4,,,,,,,,,,,,,,,,,,KI5225_80516_80515,Straw,,,,,One Size
product,1115,62.44,Boodschappenmand,100% polyester. Shoppingmand met hengsels van gevlochten koord. Binnenvoering van gerecycled polyester met klein zakje. Tweekleurige katoenen pompon als decoratief element en groot etiket katoenen label van 12x5 cm om het product gemakkelijk te personaliseren.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383585&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Winkelwagen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383585&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422522&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422521&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1115,,,,,,,,,,,,,,,,,,,,,Color,Vegetal Paper,RADIOBUTTONS,TRUE,
product_option,1115,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1115,62.44,,,,,,,,,,,,,,,,,,KI5226_80518_80517,Vegetal Paper,,,,,One Size
product,1116,21.24,‘K-loop’-koeltas,"Gerecycled katoen/gerecycled polyester. <br/>Koeltas met hengsels van katoenlint. <br/>Deze tas is verkrijgbaar in verschillende maten om aan elke behoefte te voldoen. <br/>Gemakkelijk te personaliseren, dankzij het voorvak met ritssluiting. <br/>Deze tas is onderdeel van het ‘K-loop’-project. <br/>Met dit project sluit Kimood de kring van de circulaire economie in de strikte zin van het woord. <br/>Het gebruiktfe katoen is immers afkomstig van het productieafval van de katoenproducten van het merk Kariban en uit het KARIBAN BRANDS-assortiment. <br/>Het toegevoegde polyester is afkomstig van de recycling van PET-plastic flessen. <br/>Tijdens het recyclingproces worden aan het garen tracers toegevoegd, namelijk viscose- en keramische filamenten die als een unieke digitale afdruk fungeren. <br/>De tracers weerkaatsen het licht op een unieke manier en dragen daardoor een unieke en onbreekbare code. Hierdoor kunnen we dus in een blockchain alle informatie opslaan over de processen waaraan het garen op unieke wijze werd onderworpen. Dankzij de Aware™-tracertechnologie en het bijbehorende blockchainplatform kan de eindconsument bij Kimood het hele productieproces volgen. <br/>Dit garandeert dat het product werd gerecycled met zijn eigen afval, zonder mogelijke aanpassingen aan het proces. <br/>Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383698&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383698&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408889&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1116,,,,,,,,,,,,,,,,,,,,,Color,Black Jhoot,RADIOBUTTONS,TRUE,
product_option,1116,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1116,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1116,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_variation,1116,21.24,,,,,,,,,,,,,,,,,,KI5301S_80531_80528,Black Jhoot,,,,,S
product_variation,1116,25.56,,,,,,,,,,,,,,,,,,KI5301M_80532_80529,Black Jhoot,,,,,M
product_variation,1116,33.84,,,,,,,,,,,,,,,,,,KI5301L_80533_80530,Black Jhoot,,,,,L
product,1117,9.4,Grote ‘K-loop’-shopper,"Gerecycled katoen/gerecycled polyester. Grote rechthoekige shopper met handgrepen in dezelfde stof als de tas. Deze tas is onderdeel van het ‘K-loop’-project. Met dit project sluit Kimood de kring van de circulaire economie in de strikte zin van het woord. Het gebruikte katoen is immers afkomstig van het productieafval van de katoenproducten van het merk Kariban en uit het KARIBAN BRANDS-assortiment. Het toegevoegde polyester is afkomstig van de recycling van PET-plastic flessen. Tijdens het recyclingproces worden aan het garen tracers toegevoegd, namelijk viscose- en keramische filamenten die als een unieke vingerafdruk fungeren. De tracers weerkaatsen het licht op een unieke manier en dragen daardoor een unieke en onbreekbare code. Hierdoor kunnen we dus in een blockchain alle informatie opslaan over de processen waaraan het garen op unieke wijze werd onderworpen. Dankzij de Aware™-tracertechnologie en het bijbehorende blockchainplatform kan de eindconsument bij Kimood het hele productieproces volgen. Dit garandeert dat het product werd gerecycled met zijn eigen afval, zonder mogelijke aanpassingen aan het proces. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=401315&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401315&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401310&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383584&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1117,,,,,,,,,,,,,,,,,,,,,Color,Black Jhoot,RADIOBUTTONS,TRUE,
product_option,1117,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1117,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue Jhoot,RADIOBUTTONS,TRUE,
product_option,1117,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey Jhoot,RADIOBUTTONS,TRUE,
product_option,1117,,,,,,,,,,,,,,,,,,,,,Color,White Jhoot,RADIOBUTTONS,TRUE,
product_variation,1117,9.4,,,,,,,,,,,,,,,,,,KI5227_80520_80519,Black Jhoot,,,,,One Size
product_variation,1117,9.4,,,,,,,,,,,,,,,,,,KI5227_80521_80519,Navy Blue Jhoot,,,,,
product_variation,1117,9.4,,,,,,,,,,,,,,,,,,KI5227_80522_80519,Oxford Grey Jhoot,,,,,
product_variation,1117,9.4,,,,,,,,,,,,,,,,,,KI5227_80523_80519,White Jhoot,,,,,
product,1118,8.16,Rugzak van denim,"70 % gerecycled katoen/30 % gerecycled polyester. Sluit met een koordje. Doordat het materiaal gerecycled is, vervaagt de kleur van de stof niet.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383632&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383630&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383633&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383631&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408890&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1118,,,,,,,,,,,,,,,,,,,,,Color,Recycled Denim,RADIOBUTTONS,TRUE,
product_option,1118,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1118,8.16,,,,,,,,,,,,,,,,,,KI5109_80486_80485,Recycled Denim,,,,,One Size
product,1119,9.36,Grote shopper in denim,"70 % gerecycled katoen/30 % gerecycled polyester. <br/>De hengsels zijn gemaakt van hetzelfde materiaal als de body van de tas. <br/>Doordat het materiaal gerecycled is, vervaagt de kleur van de stof niet.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383580&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383580&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383699&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383579&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383582&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383578&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383581&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1119,,,,,,,,,,,,,,,,,,,,,Color,Recycled Denim,RADIOBUTTONS,TRUE,
product_option,1119,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1119,9.36,,,,,,,,,,,,,,,,,,KI5229_80527_80526,Recycled Denim,,,,,One Size
product,1120,6.9,Shopper in denim,"70 % gerecycled katoen/30 % gerecycled polyester. <br/>Shopper met platte bodem en hengsels van hetzelfde materiaal als de tas.<br/>Doordat het materiaal gerecycled is, vervaagt de kleur van de stof niet.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383583&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383583&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1120,,,,,,,,,,,,,,,,,,,,,Color,Recycled Denim,RADIOBUTTONS,TRUE,
product_option,1120,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1120,6.9,,,,,,,,,,,,,,,,,,KI5228_80525_80524,Recycled Denim,,,,,One Size
product,1121,14.66,Shopper van verwassen katoen,100 % katoen. <br/>Verwassen producten zijn uniek en kunnen lichte variaties in kleur vertonen. <br/>Binnenvak voor sleutels en telefoon. <br/>Grote plooi die met drukknopen kan worden gesloten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383636&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383638&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383634&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383637&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1121,,,,,,,,,,,,,,,,,,,,,Color,Washed Caramel Coffee,RADIOBUTTONS,TRUE,
product_option,1121,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1121,,,,,,,,,,,,,,,,,,,,,Color,Washed Green Clay,RADIOBUTTONS,TRUE,
product_option,1121,,,,,,,,,,,,,,,,,,,,,Color,Washed Natural,RADIOBUTTONS,TRUE,
product_option,1121,,,,,,,,,,,,,,,,,,,,,Color,Washed Olive Gray,RADIOBUTTONS,TRUE,
product_option,1121,,,,,,,,,,,,,,,,,,,,,Color,Washed Pink Ochre,RADIOBUTTONS,TRUE,
product_option,1121,,,,,,,,,,,,,,,,,,,,,Color,Washed Sunflower,RADIOBUTTONS,TRUE,
product_variation,1121,14.66,,,,,,,,,,,,,,,,,,KI3208_80480_80479,Washed Caramel Coffee,,,,,One Size
product_variation,1121,14.66,,,,,,,,,,,,,,,,,,KI3208_80481_80479,Washed Green Clay,,,,,
product_variation,1121,14.66,,,,,,,,,,,,,,,,,,KI3208_81152_80479,Washed Natural,,,,,
product_variation,1121,14.66,,,,,,,,,,,,,,,,,,KI3208_80482_80479,Washed Olive Gray,,,,,
product_variation,1121,14.66,,,,,,,,,,,,,,,,,,KI3208_80483_80479,Washed Pink Ochre,,,,,
product_variation,1121,14.66,,,,,,,,,,,,,,,,,,KI3208_80484_80479,Washed Sunflower,,,,,
product,1122,12.94,Grote Golfparaplu,Golfparaplu 26 (66 cm) baleinlengte in 210T polyester. Automatische opening. Zwarte metalen stok 14mm dik. Zwart glasvezel frame. Metalen punten. et klittenbandsluiting. Golfhandvat van polycarbonaat gegomde afwerking.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207666&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207666&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68035&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331317&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68034&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208426&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68036&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Camouflage,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Lemon Yellow,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Reflex blue/White/French red,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Slate Grey,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,Snow Grey,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,True Coral,RADIOBUTTONS,TRUE,
product_option,1122,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48539_48538,Black,,,,,One Size
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48546_48538,Black / Orange,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_76974_48538,Black / Red,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48547_48538,Black / Royal Blue,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48541_48538,Bottle Green,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_76975_48538,Burgundy,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_55743_48538,Camouflage,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_76976_48538,Ice Mint,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_76977_48538,Lemon Yellow,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48540_48538,Navy,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48545_48538,Red,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_62930_48538,Reflex blue/White/French red,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48543_48538,Royal Blue,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_76978_48538,Sage,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48542_48538,Slate Grey,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_76979_48538,Snow Grey,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_76980_48538,True Coral,,,,,
product_variation,1122,12.94,,,,,,,,,,,,,,,,,,KI2008_48544_48538,White,,,,,
product,1123,10.5,Opvouwbare mini-paraplu,"Opvouwbare mini-paraplu 21 (54cm), 3-delig opvouwbaar, handmatige opening, metalen stok, baleinen van glasvezel, polypropylene handvat, 100% polyester pongee doek metalen punten.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207664&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207664&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68040&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68048&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68047&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68049&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68046&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Camouflage,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,True Yellow,RADIOBUTTONS,TRUE,
product_option,1123,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_34936_34935,Black,,,,,One Size
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_46277_34935,Bottle Green,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_46278_34935,Burnt Lime,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_55744_34935,Camouflage,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_34938_34935,Dark Grey,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_46279_34935,Fuchsia,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_46280_34935,Light Grey,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_46281_34935,Navy,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_46282_34935,Orange,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_34939_34935,Red,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_34940_34935,Royal Blue,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_46283_34935,True Yellow,,,,,
product_variation,1123,10.5,,,,,,,,,,,,,,,,,,KI2010_34937_34935,White,,,,,
product,1124,20.04,Opvouwbare Mini-paraplu,"Opvouwbare mini-paraplu 21 (54cm), 3-voudig inklapbaar, automatisch open en dicht, baleinen van aluminium/glasvezel en stok van metaal, stevig pongee zijde, rubberen handvat, nikkelen metalen punten.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68050&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68050&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68051&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1124,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1124,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1124,,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,
product_option,1124,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,1124,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1124,20.04,,,,,,,,,,,,,,,,,,KI2011_34969_34968,Black,,,,,One Size
product_variation,1124,20.04,,,,,,,,,,,,,,,,,,KI2011_46284_34968,Light Grey,,,,,
product_variation,1124,20.04,,,,,,,,,,,,,,,,,,KI2011_46285_34968,Navy,,,,,
product_variation,1124,20.04,,,,,,,,,,,,,,,,,,KI2011_34970_34968,White,,,,,
product,1125,16.24,Klassieke paraplu,20.9'' (53 cm) klassieke opvouwbare paraplu. 8 panels. Three-part folding system. Metalen stok. Aluminium en glasvezel frame. Rubber polypropylene J handvat. Metalen punten. 190T polyester pongee canvas.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68055&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68055&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68054&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=142188&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1125,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1125,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1125,16.24,,,,,,,,,,,,,,,,,,KI2013_43354_43353,Black,,,,,One Size
product,1126,11.5,Automatische Paraplu,"Klassieke paraplu 23 (58,5cm) automatische opening, pongee zijde, zwarte metalen baleinen, houten stok, houten J golf handvat, witte nikkelen metalen uiteinden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68067&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68067&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68066&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1126,,,,,,,,,,,,,,,,,,,,,Color,Bottle Green / Beige,RADIOBUTTONS,TRUE,
product_option,1126,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1126,,,,,,,,,,,,,,,,,,,,,Color,Burgundy / Beige,RADIOBUTTONS,TRUE,
product_option,1126,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey / Beige,RADIOBUTTONS,TRUE,
product_option,1126,,,,,,,,,,,,,,,,,,,,,Color,Navy / Beige,RADIOBUTTONS,TRUE,
product_variation,1126,11.5,,,,,,,,,,,,,,,,,,KI2020_34956_34953,Bottle Green / Beige,,,,,One Size
product_variation,1126,11.5,,,,,,,,,,,,,,,,,,KI2020_34954_34953,Burgundy / Beige,,,,,
product_variation,1126,11.5,,,,,,,,,,,,,,,,,,KI2020_40234_34953,Dark Grey / Beige,,,,,
