type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_variation_option_Size,product_media_gallery_image_url_8,product_media_gallery_image_url_9
product_option,110,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,,,
product_option,110,,,,,,,,,,,,,Color,Bright Royal / White,RADIOBUTTONS,TRUE,,,,,,,
product_option,110,,,,,,,,,,,,,Color,Classic Red / White,RADIOBUTTONS,TRUE,,,,,,,
product_option,110,,,,,,,,,,,,,Color,French Navy / White,RADIOBUTTONS,TRUE,,,,,,,
product_variation,110,26.34,,,,,,,,,,BG75_51533_32841,Black / Fuchsia,,,,,,,,,One Size,,
product_variation,110,26.34,,,,,,,,,,BG75_32842_32841,Black / White,,,,,,,,,,,
product_variation,110,26.34,,,,,,,,,,BG75_51534_32841,Bright Royal / White,,,,,,,,,,,
product_variation,110,26.34,,,,,,,,,,BG75_32844_32841,Classic Red / White,,,,,,,,,,,
product_variation,110,26.34,,,,,,,,,,BG75_37288_32841,French Navy / White,,,,,,,,,,,
product,111,20.12,Rugzak Héritage,"Polyester 600D, uitneembaar tearaway etiket, gewatteerde achterkant, aanpasbare gewatteerde schouderriemen, handgreep, ritszak vooraan, binnenzakken, zijzakken.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=63753&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bag Base,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63753&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63762&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63754&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,111,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,111,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,111,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,111,20.12,,,,,,,,,,BG825_51537_51536,Black,,,,,,,,,One Size,,
product_variation,111,20.12,,,,,,,,,,BG825_51541_51536,French Navy,,,,,,,,,,,
product,112,33.24,Old school boardpack,600D-polyester. TearAway-label. Geschikt voor laptops tot 17". Gevoerd laptopcompartiment met externe toegang. Intern organizergedeelte Aanspanriempjes. Voorvak met rits. Zijvakken met rits. Gevoerd rugpand. Gevoerde verstelbare schouderriemen. Riemen voor skateboardbevestiging. Grijplus.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63765&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bag Base,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63765&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63764&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=196501&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=196502&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=196503&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,112,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,112,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,112,,,,,,,,,,,,,Color,Jungle Camo,RADIOBUTTONS,TRUE,,,,,,,
product_variation,112,33.24,,,,,,,,,,BG853_61173_61172,Black,,,,,,,,,One Size,,
product_variation,112,33.24,,,,,,,,,,BG853_61174_61172,Jungle Camo,,,,,,,,,,,
product,113,4.26,Shopper voor sublimatie,"Polyester 300D, uitneembaar tearaway etiket, kan voor-en achteraan worden gedecoreerd.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=63769&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bag Base,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63769&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63768&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,113,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,113,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,113,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_variation,113,4.26,,,,,,,,,,BG901_51546_51545,Natural,,,,,,,,,One Size,,
product_variation,113,4.26,,,,,,,,,,BG901_51547_51545,White,,,,,,,,,,,
product,114,67.82,Mercury Mens Waistcoat,Gilet met 5 knopen en 2 zakken. Verstelbare achterkant met voering in satijn.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63791&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63791&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63784&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,114,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,114,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,114,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,114,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,114,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,114,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,114,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,114,67.82,,,,,,,,,,BT1295_50399_50398,Black,,,,,,,,,XS,,
product_variation,114,67.82,,,,,,,,,,BT1295_50399_50400,Black,,,,,,,,,S,,
product_variation,114,67.82,,,,,,,,,,BT1295_50399_50401,Black,,,,,,,,,M,,
product_variation,114,67.82,,,,,,,,,,BT1295_50399_50402,Black,,,,,,,,,L,,
product_variation,114,67.82,,,,,,,,,,BT1295_50399_50403,Black,,,,,,,,,XL,,
product_variation,114,67.82,,,,,,,,,,BT1295_51557_50398,Navy,,,,,,,,,,,
product_variation,114,67.82,,,,,,,,,,BT1295_51557_50400,Navy,,,,,,,,,,,
product_variation,114,67.82,,,,,,,,,,BT1295_51557_50401,Navy,,,,,,,,,,,
product_variation,114,67.82,,,,,,,,,,BT1295_51557_50402,Navy,,,,,,,,,,,
product_variation,114,67.82,,,,,,,,,,BT1295_51557_50403,Navy,,,,,,,,,,,
product,115,139.4,Memphis Men's Waistcoat,"40% wol / 40% polyester / 20% andere vezels met Teflon™ afwerking. Gilet in tweed, met 5 knopen, 2 zakken met bies vooraan, stoffen achterkant, verstelbaar.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=63793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63792&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390319&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,115,,,,,,,,,,,,,Color,Charcoal pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,115,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,115,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,115,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,115,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,115,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,115,,,,,,,,,,,,,Color,Grey Brown Check,RADIOBUTTONS,TRUE,,,,,,,
product_option,115,,,,,,,,,,,,,Color,Navy check,RADIOBUTTONS,TRUE,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_65025_61178,Charcoal pink,,,,,,,,,L,,
product_variation,115,139.4,,,,,,,,,,BT1463_65025_61179,Charcoal pink,,,,,,,,,M,,
product_variation,115,139.4,,,,,,,,,,BT1463_65025_61180,Charcoal pink,,,,,,,,,S,,
product_variation,115,139.4,,,,,,,,,,BT1463_65025_61181,Charcoal pink,,,,,,,,,XL,,
product_variation,115,139.4,,,,,,,,,,BT1463_65025_61182,Charcoal pink,,,,,,,,,XXL,,
product_variation,115,139.4,,,,,,,,,,BT1463_61184_61178,Grey Brown Check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_61184_61179,Grey Brown Check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_61184_61180,Grey Brown Check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_61184_61181,Grey Brown Check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_61184_61182,Grey Brown Check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_65026_61178,Navy check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_65026_61179,Navy check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_65026_61180,Navy check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_65026_61181,Navy check,,,,,,,,,,,
product_variation,115,139.4,,,,,,,,,,BT1463_65026_61182,Navy check,,,,,,,,,,,
product,116,252.98,Novara Tailored Fit Jacket,Damesblazer met 2 knopen. Getailleerde snit. Revers met decoratieve stiksels. Split aan de achterkant. 1 binnenzak. 1 borstzak.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267343&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267343&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63797&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,116,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,116,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,116,252.98,,,,,,,,,,BT2222_50369_50368,Black,,,,,,,,,34 EU (6 UK),,
product_variation,116,252.98,,,,,,,,,,BT2222_50369_50370,Black,,,,,,,,,36 EU (8 UK),,
product_variation,116,252.98,,,,,,,,,,BT2222_50369_50371,Black,,,,,,,,,38 EU (10 UK),,
product_variation,116,252.98,,,,,,,,,,BT2222_50369_50372,Black,,,,,,,,,40 EU (12 UK),,
product_variation,116,252.98,,,,,,,,,,BT2222_50369_50373,Black,,,,,,,,,42 EU (14 UK),,
product_variation,116,252.98,,,,,,,,,,BT2222_50369_50374,Black,,,,,,,,,44 EU (16 UK),,
product_variation,116,252.98,,,,,,,,,,BT2222_50369_50375,Black,,,,,,,,,46 EU (18 UK),,
product_variation,116,252.98,,,,,,,,,,BT2222_50377_50368,Navy,,,,,,,,,,,
product_variation,116,252.98,,,,,,,,,,BT2222_50377_50370,Navy,,,,,,,,,,,
product_variation,116,252.98,,,,,,,,,,BT2222_50377_50371,Navy,,,,,,,,,,,
product_variation,116,252.98,,,,,,,,,,BT2222_50377_50372,Navy,,,,,,,,,,,
product_variation,116,252.98,,,,,,,,,,BT2222_50377_50373,Navy,,,,,,,,,,,
product_variation,116,252.98,,,,,,,,,,BT2222_50377_50374,Navy,,,,,,,,,,,
product_variation,116,252.98,,,,,,,,,,BT2222_50377_50375,Navy,,,,,,,,,,,
product,117,104.98,Numana Straight Skirt,Rok met split aan de achterkant en verlengbare voering (lengte 56 cm).,https://media.europeancatalog.com/ws.php?act=download&mamfileid=474270&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Rok,https://media.europeancatalog.com/ws.php?act=download&mamfileid=474270&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=474269&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246954&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,117,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,117,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,117,104.98,,,,,,,,,,BT2224_50379_50378,Black,,,,,,,,,34 EU (6 UK),,
product_variation,117,104.98,,,,,,,,,,BT2224_50379_50380,Black,,,,,,,,,36 EU (8 UK),,
product_variation,117,104.98,,,,,,,,,,BT2224_50379_50381,Black,,,,,,,,,38 EU (10 UK),,
product_variation,117,104.98,,,,,,,,,,BT2224_50379_50382,Black,,,,,,,,,40 EU (12 UK),,
product_variation,117,104.98,,,,,,,,,,BT2224_50379_50383,Black,,,,,,,,,42 EU (14 UK),,
product_variation,117,104.98,,,,,,,,,,BT2224_50379_50384,Black,,,,,,,,,44 EU (16 UK),,
product_variation,117,104.98,,,,,,,,,,BT2224_50379_50385,Black,,,,,,,,,46 EU (18 UK),,
product_variation,117,104.98,,,,,,,,,,BT2224_50387_50378,Navy,,,,,,,,,,,
product_variation,117,104.98,,,,,,,,,,BT2224_50387_50380,Navy,,,,,,,,,,,
product_variation,117,104.98,,,,,,,,,,BT2224_50387_50381,Navy,,,,,,,,,,,
product_variation,117,104.98,,,,,,,,,,BT2224_50387_50382,Navy,,,,,,,,,,,
product_variation,117,104.98,,,,,,,,,,BT2224_50387_50383,Navy,,,,,,,,,,,
product_variation,117,104.98,,,,,,,,,,BT2224_50387_50384,Navy,,,,,,,,,,,
product_variation,117,104.98,,,,,,,,,,BT2224_50387_50385,Navy,,,,,,,,,,,
product,118,118.7,Genoa Slim Leg Trouser,"Nauwsluitende pantalon. 2 voorzakken. 2 achterzakken voor de sier (niet functioneel). Riemlussen. Geleverd 'onafgewerkt' - lengte 91,5 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=63803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246957&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,118,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,118,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,118,118.7,,,,,,,,,,BT2234_50349_50348,Black,,,,,,,,,34 EU (6 UK),,
product_variation,118,118.7,,,,,,,,,,BT2234_50349_50350,Black,,,,,,,,,36 EU (8 UK),,
product_variation,118,118.7,,,,,,,,,,BT2234_50349_50351,Black,,,,,,,,,38 EU (10 UK),,
product_variation,118,118.7,,,,,,,,,,BT2234_50349_50352,Black,,,,,,,,,40 EU (12 UK),,
product_variation,118,118.7,,,,,,,,,,BT2234_50349_50353,Black,,,,,,,,,42 EU (14 UK),,
product_variation,118,118.7,,,,,,,,,,BT2234_50349_50354,Black,,,,,,,,,44 EU (16 UK),,
product_variation,118,118.7,,,,,,,,,,BT2234_50349_50355,Black,,,,,,,,,46 EU (18 UK),,
product_variation,118,118.7,,,,,,,,,,BT2234_50357_50348,Navy,,,,,,,,,,,
product_variation,118,118.7,,,,,,,,,,BT2234_50357_50350,Navy,,,,,,,,,,,
product_variation,118,118.7,,,,,,,,,,BT2234_50357_50351,Navy,,,,,,,,,,,
product_variation,118,118.7,,,,,,,,,,BT2234_50357_50352,Navy,,,,,,,,,,,
product_variation,118,118.7,,,,,,,,,,BT2234_50357_50353,Navy,,,,,,,,,,,
product_variation,118,118.7,,,,,,,,,,BT2234_50357_50354,Navy,,,,,,,,,,,
product_variation,118,118.7,,,,,,,,,,BT2234_50357_50355,Navy,,,,,,,,,,,
product,119,245.04,Calvi Slim Fit Jacket,Nauwsluitende korte damesblazer. 2 knopen. Eenvoudige revers. 2 voorzakken. Geen split. 1 binnenzak.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277984&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277984&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,119,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,119,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,119,245.04,,,,,,,,,,BT2252_50339_50338,Black,,,,,,,,,34 EU (6 UK),,
product_variation,119,245.04,,,,,,,,,,BT2252_50339_50340,Black,,,,,,,,,36 EU (8 UK),,
product_variation,119,245.04,,,,,,,,,,BT2252_50339_50341,Black,,,,,,,,,38 EU (10 UK),,
product_variation,119,245.04,,,,,,,,,,BT2252_50339_50342,Black,,,,,,,,,40 EU (12 UK),,
product_variation,119,245.04,,,,,,,,,,BT2252_50339_50343,Black,,,,,,,,,42 EU (14 UK),,
product_variation,119,245.04,,,,,,,,,,BT2252_50339_50344,Black,,,,,,,,,44 EU (16 UK),,
product_variation,119,245.04,,,,,,,,,,BT2252_50339_50345,Black,,,,,,,,,46 EU (18 UK),,
product_variation,119,245.04,,,,,,,,,,BT2252_50347_50338,Navy,,,,,,,,,,,
product_variation,119,245.04,,,,,,,,,,BT2252_50347_50340,Navy,,,,,,,,,,,
product_variation,119,245.04,,,,,,,,,,BT2252_50347_50341,Navy,,,,,,,,,,,
product_variation,119,245.04,,,,,,,,,,BT2252_50347_50342,Navy,,,,,,,,,,,
product_variation,119,245.04,,,,,,,,,,BT2252_50347_50343,Navy,,,,,,,,,,,
product_variation,119,245.04,,,,,,,,,,BT2252_50347_50344,Navy,,,,,,,,,,,
product_variation,119,245.04,,,,,,,,,,BT2252_50347_50345,Navy,,,,,,,,,,,
product,120,164.04,Saturn Tailored Fit Jacket,Korte damesblazer. 1 knoop. Getailleerde snit. Revers met sierstiksels. Split aan de achterkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246949&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246949&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,120,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,32 EU (4 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,48 EU (20 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,50 EU (22 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,52 EU (24 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Size,54 EU (26 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,120,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_66596,Black,,,,,,,,,32 EU (4 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_50419,Black,,,,,,,,,34 EU (6 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_50421,Black,,,,,,,,,36 EU (8 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_50422,Black,,,,,,,,,38 EU (10 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_50423,Black,,,,,,,,,40 EU (12 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_50424,Black,,,,,,,,,42 EU (14 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_50425,Black,,,,,,,,,44 EU (16 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_50426,Black,,,,,,,,,46 EU (18 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_66597,Black,,,,,,,,,48 EU (20 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_66598,Black,,,,,,,,,50 EU (22 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_66599,Black,,,,,,,,,52 EU (24 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_50420_66600,Black,,,,,,,,,54 EU (26 UK),,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_66596,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_50419,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_50421,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_50422,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_50423,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_50424,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_50425,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_50426,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_66597,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_66598,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_66599,Navy,,,,,,,,,,,
product_variation,120,164.04,,,,,,,,,,BT2255_51562_66600,Navy,,,,,,,,,,,
product,121,49.58,Venus Straight Leg Trouser,"Recht gesneden pantalon. Riemlussen en sleutelhanger. 2 voorzakken. 2 achterzakken voor de sier (niet functioneel). Geleverd 'onafgewerkt' - lengte 91,5 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=63813&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63813&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,121,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,32 EU (4 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
