type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68490_68483,Recycled Anthracite Heather,,,,,S
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68490_68484,Recycled Anthracite Heather,,,,,M
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68490_68485,Recycled Anthracite Heather,,,,,L
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68490_68486,Recycled Anthracite Heather,,,,,XL
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68490_68487,Recycled Anthracite Heather,,,,,XXL
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68490_68488,Recycled Anthracite Heather,,,,,3XL
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68490_68489,Recycled Anthracite Heather,,,,,4XL
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68482,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68483,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68484,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68485,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68486,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68487,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68488,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68491_68489,Recycled Cream Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68482,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68483,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68484,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68485,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68486,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68487,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68488,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68492_68489,Recycled Navy Heather,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68482,Recycled Oxford Grey,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68483,Recycled Oxford Grey,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68484,Recycled Oxford Grey,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68485,Recycled Oxford Grey,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68486,Recycled Oxford Grey,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68487,Recycled Oxford Grey,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68488,Recycled Oxford Grey,,,,,
product_variation,1504,21.1,,,,,,,,,,,,,,,,,,,,,,NS210_68493_68489,Recycled Oxford Grey,,,,,
product,1505,30.8,Linnen heren-t-shirt ronde hals kraag,100 % Linnen<br/>Gauge 20.<br/>Fitted pasvorm.<br/>Zijnaden.<br/>Hals in de hoofdstof.<br/>Nektape in de hoofdstof in de kraag.<br/>Zoom met dubbel stiksel aan de mouwuiteinden en onderkant.<br/>,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408807&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408807&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408808&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456019&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207021&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ivory,RADIOBUTTONS,TRUE,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,1505,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68649_68643,Ivory,,,,,S
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68649_68644,Ivory,,,,,M
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68649_68645,Ivory,,,,,L
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68649_68646,Ivory,,,,,XL
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68649_68647,Ivory,,,,,XXL
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68649_68648,Ivory,,,,,3XL
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68650_68643,Navy Blue,,,,,
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68650_68644,Navy Blue,,,,,
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68650_68645,Navy Blue,,,,,
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68650_68646,Navy Blue,,,,,
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68650_68647,Navy Blue,,,,,
product_variation,1505,30.8,,,,,,,,,,,,,,,,,,,,,,NS320_68650_68648,Navy Blue,,,,,
product,1506,24.85,Linnen dames-t-shirt V-hals,100 % Linnen<br/>Gauge 20.<br/>Fitted pasvorm.<br/>Zijnaden.<br/>Hals in de hoofdstof.<br/>Nektape in de hoofdstof in de kraag.<br/>Zoom met dubbel stiksel aan de mouwuiteinden en onderkant.<br/>,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456004&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456004&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456002&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207011&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207012&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207009&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207010&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=441728&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ivory,RADIOBUTTONS,TRUE,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1506,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68657_68651,Ivory,,,,,XS
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68657_68652,Ivory,,,,,S
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68657_68653,Ivory,,,,,M
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68657_68654,Ivory,,,,,L
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68657_68655,Ivory,,,,,XL
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68657_68656,Ivory,,,,,XXL
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68658_68651,Navy Blue,,,,,
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68658_68652,Navy Blue,,,,,
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68658_68653,Navy Blue,,,,,
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68658_68654,Navy Blue,,,,,
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68658_68655,Navy Blue,,,,,
product_variation,1506,24.85,,,,,,,,,,,,,,,,,,,,,,NS321_68658_68656,Navy Blue,,,,,
product,1507,11.05,Oversized T-shirt kids,90 % biologisch katoen / 10 % pre-consumer gerecycled katoen<br/>4/6 jaar > 12/14 jaar<br/>Gekamd katoen.<br/>Regular snit.<br/>Afhangende mouwen.<br/>Enzymgewassen.<br/>Rib 2 x 1.<br/>Toon op toon nektape in jersey aan de binnenkant.<br/>De onderkant en de mouwuiteinden zijn afgewerkt met dubbel stiksel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=404782&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=404782&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=404783&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=404796&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=404835&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=404786&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=404785&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203504&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203503&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Size,4/6 years (4/6 ans),RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Size,6/8 years (6/8 ans),RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Size,8/10 years (8/10 ans),RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Size,10/12 years (10/12 ans),RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Size,12/14 years (12/14 ans),RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Color,Green field,RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Color,Mineral Grey,RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Color,Pineapple,RADIOBUTTONS,TRUE,
product_option,1507,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68624_68619,Black,,,,,4/6 years (4/6 ans)
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68624_68620,Black,,,,,6/8 years (6/8 ans)
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68624_68621,Black,,,,,8/10 years (8/10 ans)
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68624_68622,Black,,,,,10/12 years (10/12 ans)
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68624_68623,Black,,,,,12/14 years (12/14 ans)
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68625_68619,Green field,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68625_68620,Green field,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68625_68621,Green field,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68625_68622,Green field,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68625_68623,Green field,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68626_68619,Mineral Grey,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68626_68620,Mineral Grey,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68626_68621,Mineral Grey,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68626_68622,Mineral Grey,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68626_68623,Mineral Grey,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68627_68619,Navy Blue,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68627_68620,Navy Blue,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68627_68621,Navy Blue,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68627_68622,Navy Blue,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68627_68623,Navy Blue,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68628_68619,Pineapple,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68628_68620,Pineapple,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68628_68621,Pineapple,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68628_68622,Pineapple,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68628_68623,Pineapple,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68629_68619,White,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68629_68620,White,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68629_68621,White,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68629_68622,White,,,,,
product_variation,1507,11.05,,,,,,,,,,,,,,,,,,,,,,NS306_68629_68623,White,,,,,
product,1508,8.85,Grote gerecyclede shopper,"Hemp & Horizon Blue:<br/>75 % pre-consumer Gerecycled katoen / 22 % post-consumer Gerecycled Polyester / 3 % andere vezels.<br/>Rosewood & Topaz Blue:<br/>67 % pre-consumer Gerecycled katoen / 30 % post-consumer Gerecycled Polyester / 3 % andere vezels.<br/>1 FORMAAT (50 x 16 x 60cm)<br/>Inhoud: 48L.<br/>De contrastkleurige hengels hebben een gestreept grafisch<br/>patroon en zjin 60 cm lang en 4,25 cm breed.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=212590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=212590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=212589&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=212588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=212587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1508,,,,,,,,,,,,,,,,,,,,,,,,,Color,Hemp / Desert Sand / Horizon Blue Stripe,RADIOBUTTONS,TRUE,
product_option,1508,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1508,,,,,,,,,,,,,,,,,,,,,,,,,Color,Horizon Blue / Desert Sand / Horizon Blue Stripes,RADIOBUTTONS,TRUE,
product_option,1508,,,,,,,,,,,,,,,,,,,,,,,,,Color,Rosewood / Desert Sand / Horizon Blue Stripes,RADIOBUTTONS,TRUE,
product_option,1508,,,,,,,,,,,,,,,,,,,,,,,,,Color,Topaz Blue / Desert Sand / Horizon Blue Stripes,RADIOBUTTONS,TRUE,
product_variation,1508,8.85,,,,,,,,,,,,,,,,,,,,,,NS110_70353_70351,Hemp / Desert Sand / Horizon Blue Stripe,,,,,One Size
product_variation,1508,8.85,,,,,,,,,,,,,,,,,,,,,,NS110_70354_70351,Horizon Blue / Desert Sand / Horizon Blue Stripes,,,,,
product_variation,1508,8.85,,,,,,,,,,,,,,,,,,,,,,NS110_82193_70351,Rosewood / Desert Sand / Horizon Blue Stripes,,,,,
product_variation,1508,8.85,,,,,,,,,,,,,,,,,,,,,,NS110_82194_70351,Topaz Blue / Desert Sand / Horizon Blue Stripes,,,,,
product,1509,13.1,Modal dames-t-shirt,60 % biologisch katoen / 40 % modal TENCEL™<br/>XS > XXL<br/>Gekamd katoen.<br/>Fitted pasvorm.<br/>Enzymgewassen.<br/>toon op toon nektape in de hoofdstof.<br/>Dubbel stiksel aan de mouwuiteinden en de onderkant.<br/>Buisvormige afwerking aan mouwuiteinden en onderkant.<br/>1 x 1 ribboord.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207003&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207003&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203469&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207004&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206999&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206998&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207000&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207001&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,
product_option,1509,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68665_68659,Black,,,,,XS
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68665_68660,Black,,,,,S
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68665_68661,Black,,,,,M
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68665_68662,Black,,,,,L
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68665_68663,Black,,,,,XL
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68665_68664,Black,,,,,XXL
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68666_68659,Organic Khaki,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68666_68660,Organic Khaki,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68666_68661,Organic Khaki,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68666_68662,Organic Khaki,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68666_68663,Organic Khaki,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68666_68664,Organic Khaki,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68667_68659,White,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68667_68660,White,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68667_68661,White,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68667_68662,White,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68667_68663,White,,,,,
product_variation,1509,13.1,,,,,,,,,,,,,,,,,,,,,,NS322_68667_68664,White,,,,,
product,1510,20.5,Gerecycleerde rugzak,"75 % pre-consumer Gerecycled katoen / 22 % post-consumer Gerecycled Polyester / 3 % andere vezels.<br/>1 FORMAAT (28 x 10 x 47cm)<br/>Inhoud: 13L.<br/>De comfortabele hengsels hebben een contrasterende kleur met<br/>grafische strepen.<br/>Ze zijn 73 cm lang en 4,25 cm breed.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=219258&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219258&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1510,,,,,,,,,,,,,,,,,,,,,,,,,Color,Horizon Blue / Desert Sand / Horizon Blue Stripe,RADIOBUTTONS,TRUE,
product_option,1510,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1510,20.5,,,,,,,,,,,,,,,,,,,,,,NS120_70358_70357,Horizon Blue / Desert Sand / Horizon Blue Stripe,,,,,One Size
product,1511,9.9,Uniseks T -shirt,100% biologisch katoen.<br/>Gekamd en ringgesponnen katoen.<br/>Unisex.<br/>Rechte snit.<br/>Zijnaden.<br/>Enzymgewassen.<br/>1x1 ribboord.<br/>Nektape in de hoofdstof in de kraag.<br/>Zoom met dubbel stiksel aan de mouwuiteinden en onderaan.<br/>,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301144&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301144&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301142&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301148&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301156&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301155&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301152&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301153&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301150&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301151&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1511,,,,,,,,,,,,,,,,,,,,,,,,,Color,Apple Blossom,RADIOBUTTONS,TRUE,
product_option,1511,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXS,RADIOBUTTONS,TRUE,
