type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41,product_media_gallery_image_url_42,product_media_gallery_image_url_43,product_variation_option_Size
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80293_53611,Pale Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80293_53612,Pale Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80293_53613,Pale Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53606,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53607,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53608,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53609,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53610,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53611,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53612,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80294_53613,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53606,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53607,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53608,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53609,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53610,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53611,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53612,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80295_53613,Pistachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53606,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53607,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53608,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53609,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53610,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53611,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53612,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80296_53613,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53606,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53607,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53608,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53609,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53610,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53611,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53612,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76690_53613,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53606,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53607,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53608,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53609,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53610,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53611,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53612,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53621_53613,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53606,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53607,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53608,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53609,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53610,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53611,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53612,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76691_53613,Sky Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53606,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53607,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53608,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53609,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53610,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53611,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53612,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80297_53613,Storm Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53606,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53607,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53608,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53609,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53610,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53611,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53612,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80298_53613,Straw Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53606,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53607,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53608,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53609,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53610,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53611,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53612,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80299_53613,Sweet Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53606,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53607,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53608,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53609,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53610,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53611,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53612,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_76692_53613,Tropical Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53606,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53607,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53608,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53609,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53610,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53611,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53612,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_80300_53613,True Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53606,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53607,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53608,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53609,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53610,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53611,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53612,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53622_53613,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53606,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53607,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53608,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53609,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53610,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53611,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53612,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_54851_53613,Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53606,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53607,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53608,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53609,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53610,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53611,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53612,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,605,17.14,,,,,,,,,,,,,,,,,,,K474_53623_53613,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,606,11.3,Kindersweater ronde hals,"80% katoen / 20% polyester. Geborsteld fleece aan de binnenkant. Ingezette mouwen. Ribboord aan halsopening, mouwuiteinden en aan de onderkant.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=246071&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246071&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246055&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246060&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246061&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246056&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246062&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246057&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246070&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246072&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246058&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246059&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Size,4/6 Y (4/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Size,6/8 Y (6/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Size,8/10 Y (8/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Size,10/12 Y (10/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Size,12/14 Y (12/14 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Light Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,606,,,,,,,,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53634_53626,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/6 Y (4/6 ans)
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53634_53627,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/8 Y (6/8 ans)
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53634_53628,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/10 Y (8/10 ans)
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53634_53624,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12 Y (10/12 ans)
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53634_53625,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/14 Y (12/14 ans)
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53635_53626,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53635_53627,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53635_53628,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53635_53624,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53635_53625,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53636_53626,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53636_53627,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53636_53628,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53636_53624,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53636_53625,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53637_53626,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53637_53627,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53637_53628,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53637_53624,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53637_53625,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,606,11.3,,,,,,,,,,,,,,,,,,,K475C_53638_53626,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
