type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30
product_variation,558,43.36,,,,,,,,,,,,K4008_73702_73697,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73702_73698,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73702_73699,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73702_73700,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73692,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73693,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73694,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73695,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73696,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73697,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73698,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73699,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73703_73700,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73692,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73693,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73694,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73695,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73696,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73697,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73698,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73699,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73704_73700,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73692,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73693,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73694,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73695,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73696,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73697,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73698,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73699,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,558,43.36,,,,,,,,,,,,K4008_73705_73700,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,559,70.86,3-laagse uniseks softshelljas met afneembare capuchon en mouwen,"95% polyester / 5% elasthan. 3-laagse ademende stof. 3000 g/m²/24 u en waterdicht 8000 mm. Buitenkant : 95% polyester / 5% elasthan. Tussenlaag : ademend membraan. Binnenlaag : microfleece. Stof om gemakkelijk te bedrukken. Fitted pasvorm. Ritssluiting. 2 ritszakken aan de voorkant en een ritszak op de rechterkant vooraan. Afneembare capuchon met drukknopen en aanrijgkoordjes. De mouwen zijn afneembaar dankzij een rits. Dubbel stiksel aan mouwuiteinden en onderkant. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=372222&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372222&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372221&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,559,,,,,,,,,,,,,,,Color,Titanium,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73794_73785,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73794_73786,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73794_73787,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73794_73788,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73794_73789,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73794_73790,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73795_73791,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73795_73792,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73795_73793,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73797_73785,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73797_73786,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73797_73787,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73797_73788,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73797_73789,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73797_73790,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73796_73791,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73796_73792,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73796_73793,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73798_73785,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73798_73786,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73798_73787,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73798_73788,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73798_73789,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73798_73790,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73799_73791,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73799_73792,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73799_73793,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73801_73785,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73801_73786,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73801_73787,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73801_73788,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73801_73789,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,70.86,,,,,,,,,,,,K422_73801_73790,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73800_73791,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73800_73792,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,559,71.56,,,,,,,,,,,,K422X_73800_73793,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,560,38.36,Herenjas,"80% katoen / 20% polyester.  Buitenoppervlak 100% katoen. LSF-behandeling (Low Shrinkage Fleece: voorgekrompen fleece). Aan de binnenkant geborsteld fleece 3 draden van gekamd katoen. Fitted pasvorm. Rechte mouwen. Opstaande kraag. Ritssluiting in toon op toon plastic. 2 ritszakken en biesjes opzij.  Halvemaanvormige afwerking aan de halsopening op de achterkant, voor eenvoudige personalisatie van het merk aan de binnenkant van de kraag. Afwerking van 1x1 ribboord aan de mouwuiteinden en onderaan. Tear-away merklabel. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=252674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252672&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252657&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252667&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252669&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252671&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252670&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372516&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372517&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Color,Light Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,560,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73727_73720,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73727_73721,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73727_73722,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73727_73723,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73727_73724,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73728_73725,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73728_73726,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73730_73720,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73730_73721,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73730_73722,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73730_73723,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73730_73724,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73729_73725,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73729_73726,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73731_73720,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73731_73721,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73731_73722,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73731_73723,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73731_73724,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73732_73725,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73732_73726,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73734_73720,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73734_73721,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73734_73722,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73734_73723,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73734_73724,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73733_73725,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73733_73726,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73735_73720,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73735_73721,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73735_73722,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73735_73723,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73735_73724,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73736_73725,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73736_73726,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73738_73720,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73738_73721,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73738_73722,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73738_73723,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73738_73724,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73737_73725,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73737_73726,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73739_73720,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73739_73721,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73739_73722,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73739_73723,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,38.36,,,,,,,,,,,,K4010_73739_73724,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73740_73725,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,560,44.96,,,,,,,,,,,,K4010X_73740_73726,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,561,36.14,Damesjasje,"80% katoen / 20% polyester.  Buitenoppervlak 100% katoen. LSF-behandeling (Low Shrinkage Fleece: voorgekrompen fleece). Aan de binnenkant geborsteld fleece 3 draden van gekamd katoen. Fitted pasvorm. Rechte mouwen. Opstaande kraag. Ritssluiting in toon op toon plastic. 2 ritszakken en biesjes opzij.  Halvemaanvormige afwerking aan de halsopening op de achterkant, voor eenvoudige personalisatie van het merk aan de binnenkant van de kraag. Afwerking van 1x1 ribboord aan de mouwuiteinden en onderaan. Tear-away merklabel. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=252662&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252662&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252660&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252663&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252661&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252664&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252667&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252669&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252659&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252658&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252665&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372514&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372515&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,561,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,561,36.14,,,,,,,,,,,,K4011_73748_73741,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,561,36.14,,,,,,,,,,,,K4011_73748_73742,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,561,36.14,,,,,,,,,,,,K4011_73748_73743,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,561,36.14,,,,,,,,,,,,K4011_73748_73744,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
