type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_variation_option_Size,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Cloudy blue heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Green Marble Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lemon Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sea Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Terracotta Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,511,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wine Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73632_73613,Black,,,,,,,XXS,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73632_73614,Black,,,,,,,XS,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73632_73617,Black,,,,,,,S,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73632_73618,Black,,,,,,,M,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73632_73621,Black,,,,,,,L,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73632_73622,Black,,,,,,,XL,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73632_73625,Black,,,,,,,XXL,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73633_73626,Black,,,,,,,3XL,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73633_73629,Black,,,,,,,4XL,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73633_73630,Black,,,,,,,5XL,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73635_73613,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73635_73614,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73635_73617,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73635_73618,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73635_73621,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73635_73622,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73635_73625,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73634_73626,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73634_73629,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73634_73630,Cloudy blue heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73636_73613,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73636_73614,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73636_73617,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73636_73618,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73636_73621,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73636_73622,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73636_73625,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73637_73626,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73637_73629,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73637_73630,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73639_73613,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73639_73614,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73639_73617,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73639_73618,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73639_73621,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73639_73622,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73639_73625,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73638_73626,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73638_73629,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73638_73630,Deep Purple,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73640_73613,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73640_73614,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73640_73617,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73640_73618,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73640_73621,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73640_73622,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73640_73625,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73641_73626,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73641_73629,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73641_73630,Forest Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73643_73613,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73643_73614,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73643_73617,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73643_73618,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73643_73621,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73643_73622,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73643_73625,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73642_73626,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73642_73629,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73642_73630,Green Marble Heather,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73644_73613,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73644_73614,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73644_73617,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73644_73618,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73644_73621,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73644_73622,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73644_73625,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73645_73626,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73645_73629,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73645_73630,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73647_73613,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73647_73614,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73647_73617,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73647_73618,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73647_73621,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73647_73622,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73647_73625,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73646_73626,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73646_73629,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73646_73630,Kelly Green,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73648_73613,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73648_73614,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73648_73617,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73648_73618,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73648_73621,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73648_73622,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73648_73625,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73649_73626,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73649_73629,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73649_73630,Lemon Yellow,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73651_73613,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73651_73614,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73651_73617,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73651_73618,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73651_73621,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73651_73622,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73651_73625,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73650_73626,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73650_73629,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73650_73630,Light Orange,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73652_73613,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73652_73614,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73652_73617,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73652_73618,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73652_73621,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73652_73622,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73652_73625,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73653_73626,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73653_73629,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73653_73630,Light Royal Blue,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73655_73613,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73655_73614,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73655_73617,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73655_73618,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73655_73621,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73655_73622,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73655_73625,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73654_73626,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73654_73629,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73654_73630,Light Sand,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73656_73613,Navy,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73656_73614,Navy,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73656_73617,Navy,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73656_73618,Navy,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73656_73621,Navy,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73656_73622,Navy,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73656_73625,Navy,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73657_73626,Navy,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73657_73629,Navy,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73657_73630,Navy,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73659_73613,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73659_73614,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73659_73617,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73659_73618,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73659_73621,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73659_73622,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73659_73625,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73658_73626,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73658_73629,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73658_73630,Oxford Grey,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73660_73613,Red,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73660_73614,Red,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73660_73617,Red,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73660_73618,Red,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73660_73621,Red,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73660_73622,Red,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73660_73625,Red,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73661_73626,Red,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73661_73629,Red,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73661_73630,Red,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73663_73613,Sage,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73663_73614,Sage,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73663_73617,Sage,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73663_73618,Sage,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73663_73621,Sage,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73663_73622,Sage,,,,,,,,,,,,,,,,,
product_variation,511,8.16,,,,,,,,,,,,,,,,,,,,,,,,K3032ICC_73663_73625,Sage,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73662_73626,Sage,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73662_73629,Sage,,,,,,,,,,,,,,,,,
product_variation,511,10.06,,,,,,,,,,,,,,,,,,,,,,,,K3032ICCX_73662_73630,Sage,,,,,,,,,,,,,,,,,
