type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14
product,1210,4.7,Pet Oeko-Tex 6 panelen,"100% gekamd katoen. Pet 6 panelen Sluiting aan de achterkant met metalen gesp. Oeko-Tex-certificaat.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383879&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383879&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390815&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390818&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390816&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390817&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383877&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213067&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=260668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383878&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383876&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390813&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390814&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo
product_option,1210,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1210,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1210,,,,,,,,,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,,,
product_option,1210,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1210,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1210,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1210,,,,,,,,,,,,,,,,,,,,Color,Shale Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1210,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1210,4.7,,,,,,,,,,,,,,,,,KP108_60355_60353,Black,,,,,One Size,,,,
product_variation,1210,4.7,,,,,,,,,,,,,,,,,KP108_60356_60353,Khaki,,,,,,,,,
product_variation,1210,4.7,,,,,,,,,,,,,,,,,KP108_60357_60353,Navy,,,,,,,,,
product_variation,1210,4.7,,,,,,,,,,,,,,,,,KP108_60358_60353,Red,,,,,,,,,
product_variation,1210,4.7,,,,,,,,,,,,,,,,,KP108_60359_60353,Royal Blue,,,,,,,,,
product_variation,1210,4.7,,,,,,,,,,,,,,,,,KP108_60354_60353,Shale Grey,,,,,,,,,
product_variation,1210,4.7,,,,,,,,,,,,,,,,,KP108_60360_60353,White,,,,,,,,,
product,1211,9.84,Modieuze Cap Met 6 Segmenten,100% geborsteld twill katoen. 6 verstevigde panelen. Eyelets en naden in contrastkleur. Katoenen zweetband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262196&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262196&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262202&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262188&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68301&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68303&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1211,,,,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,
product_option,1211,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1211,,,,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,
product_option,1211,,,,,,,,,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,
product_option,1211,,,,,,,,,,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,
product_variation,1211,9.84,,,,,,,,,,,,,,,,,KP109_43516_43515,Black / White,,,,,One Size,,,,
product_variation,1211,9.84,,,,,,,,,,,,,,,,,KP109_43517_43515,Navy / White,,,,,,,,,
product_variation,1211,9.84,,,,,,,,,,,,,,,,,KP109_43518_43515,Red / White,,,,,,,,,
product_variation,1211,9.84,,,,,,,,,,,,,,,,,KP109_43519_43515,White / Navy,,,,,,,,,
product,1212,5.84,Truckerpet Oeko-Tex,"65% katoen / 35% polyester. Truckerpet met 6 panelen en zonneklep met half profiel en verstevigde ton-sur-ton voorpanelen. Oeko-Tex-certificaat.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390811&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213180&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213207&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213203&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Color,Khaki / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Color,Royal Blue / White,RADIOBUTTONS,TRUE,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Color,Shale Grey / Black,RADIOBUTTONS,TRUE,,,,,
product_option,1212,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1212,5.84,,,,,,,,,,,,,,,,,KP110_60363_60361,Black,,,,,One Size,,,,
product_variation,1212,5.84,,,,,,,,,,,,,,,,,KP110_60364_60361,Black / White,,,,,,,,,
product_variation,1212,5.84,,,,,,,,,,,,,,,,,KP110_60365_60361,Khaki / Light Grey,,,,,,,,,
product_variation,1212,5.84,,,,,,,,,,,,,,,,,KP110_60366_60361,Navy,,,,,,,,,
product_variation,1212,5.84,,,,,,,,,,,,,,,,,KP110_60367_60361,Royal Blue / White,,,,,,,,,
product_variation,1212,5.84,,,,,,,,,,,,,,,,,KP110_60362_60361,Shale Grey / Black,,,,,,,,,
product_variation,1212,5.84,,,,,,,,,,,,,,,,,KP110_60368_60361,White,,,,,,,,,
product,1213,4.14,Trucker - Pet 5 panelen,100% polyester. 5 panelen met een eenvoudig te bedrukken voorkant. Verstelbare plastic sluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262442&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262442&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262441&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262440&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68310&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68309&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68311&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Black,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Fuchsia,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Lime,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Red,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White / Sky Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1213,,,,,,,,,,,,,,,,,,,,Color,White/French red/Reflex blue,RADIOBUTTONS,TRUE,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43459_43458,Black,,,,,One Size,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43460_43458,Navy,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43461_43458,Royal Blue,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43462_43458,White,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43463_43458,White / Black,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43464_43458,White / Fluorescent Orange,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43465_43458,White / Fluorescent Yellow,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_46339_43458,White / Fuchsia,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_46340_43458,White / Lime,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43466_43458,White / Navy,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_43467_43458,White / Red,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_46341_43458,White / Royal Blue,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_54160_43458,White / Sky Blue,,,,,,,,,
product_variation,1213,4.14,,,,,,,,,,,,,,,,,KP111_64118_43458,White/French red/Reflex blue,,,,,,,,,
product,1214,6.5,Trucker - Pet 6 panelen,100% katoenen cap met 100% polyester mesh. 6 verstevigde panelen met platte klep. Katoenen zweetband. Verstelbare plastic sluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262437&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262437&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262438&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262439&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68318&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68317&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68319&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Color,Lime / White,RADIOBUTTONS,TRUE,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_option,1214,,,,,,,,,,,,,,,,,,,,Color,White / Black,RADIOBUTTONS,TRUE,,,,,
product_variation,1214,6.5,,,,,,,,,,,,,,,,,KP113_43474_43473,Black,,,,,One Size,,,,
product_variation,1214,2.62,,,,,,,,,,,,,,,,,KP113PROMO_78503_78504,Lime / White,,,,,,,,,
product_variation,1214,6.5,,,,,,,,,,,,,,,,,KP113_43475_43473,Navy,,,,,,,,,
product_variation,1214,6.5,,,,,,,,,,,,,,,,,KP113_43476_43473,Red,,,,,,,,,
product_variation,1214,6.5,,,,,,,,,,,,,,,,,KP113_43477_43473,Royal Blue,,,,,,,,,
product_variation,1214,6.5,,,,,,,,,,,,,,,,,KP113_43478_43473,White,,,,,,,,,
product_variation,1214,6.5,,,,,,,,,,,,,,,,,KP113_46346_43473,White / Black,,,,,,,,,
product,1215,2.6,Katoenen pet 5 panelen,100% katoen twill. 5 panelen. Verstelbare klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383873&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383873&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390806&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390807&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68325&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68329&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68328&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390808&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_option,1215,,,,,,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46347_43479,Beige,,,,,One Size,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_43480_43479,Black,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46348_43479,Burgundy,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46349_43479,Chocolate,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_54162_43479,Dark Grey,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_54163_43479,Forest Green,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46350_43479,Fuchsia,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46351_43479,Kelly Green,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_54164_43479,Light Grey,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46352_43479,Lime,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_43481_43479,Navy,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46353_43479,Orange,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46354_43479,Pink,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46355_43479,Purple,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_43482_43479,Red,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_43483_43479,Royal Blue,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46356_43479,Sky Blue,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_43484_43479,White,,,,,,,,,
product_variation,1215,2.6,,,,,,,,,,,,,,,,,KP116_46357_43479,Yellow,,,,,,,,,
product,1216,4.64,Printer's pet 6 panelen,100% geborstelde zware katoen. 6 verstevigde panelen. Voorpaneel eenvoudig te bedrukken. Verstelbare metalen gesp-sluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390805&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390804&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68336&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68334&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68337&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1216,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1216,4.64,,,,,,,,,,,,,,,,,KP119_43486_43485,Beige,,,,,One Size,,,,
product_variation,1216,4.64,,,,,,,,,,,,,,,,,KP119_43487_43485,Black,,,,,,,,,
product_variation,1216,4.64,,,,,,,,,,,,,,,,,KP119_43488_43485,Grey,,,,,,,,,
product_variation,1216,4.64,,,,,,,,,,,,,,,,,KP119_43489_43485,Orange,,,,,,,,,
product_variation,1216,4.64,,,,,,,,,,,,,,,,,KP119_43490_43485,Red,,,,,,,,,
product_variation,1216,4.64,,,,,,,,,,,,,,,,,KP119_43491_43485,Royal Blue,,,,,,,,,
product_variation,1216,4.64,,,,,,,,,,,,,,,,,KP119_43492_43485,White,,,,,,,,,
product,1217,4.84,Fleece gevoerde nekwarmer,100% polyester. Jersey : 140 g/m² ; fleece 200 g/m². Binnenvoering van microfleece om de hals te beschermen en warm te houden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383871&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383871&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390802&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213195&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213199&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1217,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1217,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1217,,,,,,,,,,,,,,,,,,,,Color,Lagoon / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1217,,,,,,,,,,,,,,,,,,,,Color,Navy / Slate Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1217,,,,,,,,,,,,,,,,,,,,Color,Red / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,1217,4.84,,,,,,,,,,,,,,,,,KP121_55346_55345,Black,,,,,One Size,,,,
product_variation,1217,4.84,,,,,,,,,,,,,,,,,KP121_55347_55345,Lagoon / Light Grey,,,,,,,,,
product_variation,1217,4.84,,,,,,,,,,,,,,,,,KP121_55348_55345,Navy / Slate Grey,,,,,,,,,
product_variation,1217,4.84,,,,,,,,,,,,,,,,,KP121_55349_55345,Red / Light Grey,,,,,,,,,
product,1218,3.26,Pet Met 5 Panelen En Contrasterende Bies,100% zwaar geborsteld sergé katoen. 5 panelen. Klep met contstrasterende bies. Katoenen zweetband. Verstelbare gesp-sluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262433&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262433&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262434&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68352&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68354&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68353&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1218,,,,,,,,,,,,,,,,,,,,Color,Beige / White,RADIOBUTTONS,TRUE,,,,,
product_option,1218,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
