type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_variation_option_Size,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29
product_variation,1411,10.3,,,,,,,,,,,,,,,,,,KP959_80808_80805,Mauve,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1411,10.3,,,,,,,,,,,,,,,,,,KP959_80809_80805,Off White,,,,,,,,,,,,,,,,,,,,,,,
product,1412,12.84,Vintage heren-t-shirt met korte mouwen,"100% katoen (Ash Heather : 98% katoen / 2% viscose). Jersey. Ronde halsopening. Fluweelachtig met vintage look. Dubbel nektape met visgraatmotief. Dubbel stiksel. Dit product kreeg een speciale behandeling om het er verouderd te laten uitzien. Dit ambachtelijke procedé maakt dat er kleurverschillen zijn tussen de producten, waardoor elk stuk uniek is. Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=240732&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240732&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240730&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240731&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201509&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201508&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201507&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240725&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240726&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201542&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201540&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201506&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201538&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201537&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240728&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240729&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240722&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Color,Ash Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Color,Night Blue Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Color,Slub Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Color,Vintage Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Color,Vintage Dark Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1412,,,,,,,,,,,,,,,,,,,,,Color,Vintage Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60513_60507,Ash Heather,,,,,,,,,,,,,,,,,,S,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60513_60508,Ash Heather,,,,,,,,,,,,,,,,,,M,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60513_60509,Ash Heather,,,,,,,,,,,,,,,,,,L,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60513_60510,Ash Heather,,,,,,,,,,,,,,,,,,XL,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60513_60511,Ash Heather,,,,,,,,,,,,,,,,,,XXL,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60513_60512,Ash Heather,,,,,,,,,,,,,,,,,,3XL,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60514_60504,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60514_60503,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60514_60502,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60514_60505,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60514_60506,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60514_60501,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60515_60504,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60515_60503,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60515_60502,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60515_60505,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60515_60506,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,14.14,,,,,,,,,,,,,,,,,,KV2106A_60515_60501,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60516_60507,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60516_60508,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60516_60509,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60516_60510,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60516_60511,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60516_60512,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60517_60507,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60517_60508,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60517_60509,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60517_60510,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60517_60511,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60517_60512,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60518_60507,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60518_60508,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60518_60509,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60518_60510,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60518_60511,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1412,12.84,,,,,,,,,,,,,,,,,,KV2106_60518_60512,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product,1413,12.84,Vintage dames-t-shirt met korte mouwen,"100% katoen (Ash Heather : 98% katoen / 2% viscose). Jersey. Ronde halsopening. Fluweelachtig met vintage look. Dubbel nektape met visgraatmotief. Dubbel stiksel. Dit product kreeg een speciale behandeling om het er verouderd te laten uitzien. Dit ambachtelijke procedé maakt dat er kleurverschillen zijn tussen de producten, waardoor elk stuk uniek is. Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=240758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240752&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240755&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201535&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201534&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201531&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201532&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240725&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240726&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=243655&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201525&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201527&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201528&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201533&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201538&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201537&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240754&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240748&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240747&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372641&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Color,Ash Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Color,Night Blue Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Color,Slub Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Color,Vintage Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Color,Vintage Dark Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1413,,,,,,,,,,,,,,,,,,,,,Color,Vintage Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60531_60525,Ash Heather,,,,,,,,,,,,,,,,,,XS,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60531_60526,Ash Heather,,,,,,,,,,,,,,,,,,S,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60531_60527,Ash Heather,,,,,,,,,,,,,,,,,,M,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60531_60528,Ash Heather,,,,,,,,,,,,,,,,,,L,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60531_60529,Ash Heather,,,,,,,,,,,,,,,,,,XL,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60531_60530,Ash Heather,,,,,,,,,,,,,,,,,,XXL,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60532_60523,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60532_60521,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60532_60520,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60532_60519,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60532_60522,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60532_60524,Night Blue Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60533_60523,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60533_60521,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60533_60520,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60533_60519,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60533_60522,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,14.14,,,,,,,,,,,,,,,,,,KV2107A_60533_60524,Slub Grey Heather,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60534_60525,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60534_60526,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60534_60527,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60534_60528,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60534_60529,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60534_60530,Vintage Charcoal,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60535_60525,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60535_60526,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60535_60527,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60535_60528,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60535_60529,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60535_60530,Vintage Dark Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60536_60525,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60536_60526,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60536_60527,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60536_60528,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60536_60529,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1413,12.84,,,,,,,,,,,,,,,,,,KV2107_60536_60530,Vintage Navy,,,,,,,,,,,,,,,,,,,,,,,
product,1414,13.6,Heren-t-shirt met korte mouwen,"100% katoen. In jersey met een speciale behandeling voor een 'verwassen' look. Ronde halsopening. Nektape. Dubbel stiksel aan mouwuiteinden en onderkant. Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie. Dit product kreeg een speciale behandeling om het er verouderd te laten uitzien. Dit ambachtelijke procedé maakt dat er kleurverschillen zijn tussen de producten, waardoor elk stuk uniek is. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=240777&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240777&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240776&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240772&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=243624&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=243623&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240773&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=240778&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=243625&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372638&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372639&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Color,Vintage Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Color,Vintage Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Color,Vintage Marsala,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1414,,,,,,,,,,,,,,,,,,,,,Color,Vintage Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,1414,13.6,,,,,,,,,,,,,,,,,,KV2115_60544_60537,Vintage Charcoal,,,,,,,,,,,,,,,,,,XS,,,,,
product_variation,1414,13.6,,,,,,,,,,,,,,,,,,KV2115_60544_60538,Vintage Charcoal,,,,,,,,,,,,,,,,,,S,,,,,
product_variation,1414,13.6,,,,,,,,,,,,,,,,,,KV2115_60544_60539,Vintage Charcoal,,,,,,,,,,,,,,,,,,M,,,,,
product_variation,1414,13.6,,,,,,,,,,,,,,,,,,KV2115_60544_60540,Vintage Charcoal,,,,,,,,,,,,,,,,,,L,,,,,
product_variation,1414,13.6,,,,,,,,,,,,,,,,,,KV2115_60544_60541,Vintage Charcoal,,,,,,,,,,,,,,,,,,XL,,,,,
