type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_variation_option_Size
product,1313,2.84,Gebreide Muts In Rib,"100% acryl. Gebreide muts in rib. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262519&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262519&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262518&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262520&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68619&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68618&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1313,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1313,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1313,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1313,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1313,,,,,,,,,,,,,,,Color,Strawberry Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1313,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1313,2.84,,,,,,,,,,,,KP517_47023_47022,Black,,,,,,,,,,,,,,One Size
product_variation,1313,2.84,,,,,,,,,,,,KP517_47024_47022,Light Grey,,,,,,,,,,,,,,
product_variation,1313,2.84,,,,,,,,,,,,KP517_47025_47022,Lime,,,,,,,,,,,,,,
product_variation,1313,2.84,,,,,,,,,,,,KP517_47026_47022,Strawberry Pink,,,,,,,,,,,,,,
product_variation,1313,2.84,,,,,,,,,,,,KP517_47027_47022,White,,,,,,,,,,,,,,
product,1314,4.6,Muts Met Fleecevoering,Muts van 100% acryl met hoofdband aan de binnenkant fleecevoering 100% polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383788&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383788&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68621&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1314,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1314,4.6,,,,,,,,,,,,KP518_49490_49489,Black,,,,,,,,,,,,,,One Size
product_variation,1314,4.6,,,,,,,,,,,,KP518_49491_49489,Forest Green,,,,,,,,,,,,,,
product_variation,1314,4.6,,,,,,,,,,,,KP518_49492_49489,Grey,,,,,,,,,,,,,,
product_variation,1314,4.6,,,,,,,,,,,,KP518_49493_49489,Khaki,,,,,,,,,,,,,,
product_variation,1314,4.6,,,,,,,,,,,,KP518_49494_49489,Light Grey,,,,,,,,,,,,,,
product_variation,1314,4.6,,,,,,,,,,,,KP518_49495_49489,Navy,,,,,,,,,,,,,,
product_variation,1314,4.6,,,,,,,,,,,,KP518_49496_49489,Red,,,,,,,,,,,,,,
product_variation,1314,4.6,,,,,,,,,,,,KP518_49497_49489,White,,,,,,,,,,,,,,
product,1315,5.44,Pomponmuts met omslag,"100% acryl. Pomponmuts met omslag. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383787&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383787&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390666&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390667&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68625&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1315,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1315,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1315,,,,,,,,,,,,,,,Color,Burgundy / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1315,,,,,,,,,,,,,,,Color,Grey / Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1315,,,,,,,,,,,,,,,Color,Grey Melange / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1315,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1315,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1315,5.44,,,,,,,,,,,,KP519_49499_49498,Black,,,,,,,,,,,,,,One Size
product_variation,1315,5.44,,,,,,,,,,,,KP519_49500_49498,Burgundy / Dark Grey,,,,,,,,,,,,,,
product_variation,1315,5.44,,,,,,,,,,,,KP519_49501_49498,Grey / Burgundy,,,,,,,,,,,,,,
product_variation,1315,5.44,,,,,,,,,,,,KP519_49502_49498,Grey Melange / Dark Grey,,,,,,,,,,,,,,
product_variation,1315,5.44,,,,,,,,,,,,KP519_49503_49498,Navy,,,,,,,,,,,,,,
product_variation,1315,5.44,,,,,,,,,,,,KP519_49504_49498,White,,,,,,,,,,,,,,
product,1316,3.5,Gebreide Kindermuts,"100% acryl. Tricot muts. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=401368&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401368&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401370&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401367&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401365&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1316,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1316,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1316,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1316,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1316,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1316,3.5,,,,,,,,,,,,KP524_49527_49526,Black,,,,,,,,,,,,,,One Size
product_variation,1316,3.5,,,,,,,,,,,,KP524_49529_49526,Navy,,,,,,,,,,,,,,
product_variation,1316,3.5,,,,,,,,,,,,KP524_49530_49526,Red,,,,,,,,,,,,,,
product_variation,1316,3.5,,,,,,,,,,,,KP524_49531_49526,Royal Blue,,,,,,,,,,,,,,
product,1317,2.02,Dik gebreide muts,"52% viscose / 28% polyester / 20% polyamide. Dik gebreide muts, heel zacht met omslag.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262575&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262575&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262574&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262572&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262573&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68663&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1317,,,,,,,,,,,,,,,Color,Off Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1317,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1317,2.02,,,,,,,,,,,,KP532_55404_55402,Off Fuchsia,,,,,,,,,,,,,,One Size
product,1318,5.5,Zijden muts met omslag,"52% viscose / 28% polyester / 20% polyamide. Heel zachte, gebreide muts met omslag.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262570&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262570&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262569&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262571&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68667&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1318,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1318,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1318,,,,,,,,,,,,,,,Color,Off Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1318,,,,,,,,,,,,,,,Color,Off Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1318,5.5,,,,,,,,,,,,KP533_55408_55407,Dark Grey,,,,,,,,,,,,,,One Size
product_variation,1318,5.5,,,,,,,,,,,,KP533_55409_55407,Off Grey,,,,,,,,,,,,,,
product_variation,1318,5.5,,,,,,,,,,,,KP533_55410_55407,Off Navy,,,,,,,,,,,,,,
product,1319,4.66,Pomponmuts met omslag,"100% acryl. Pomponmuts met omslag. Met de hand gebreide look met 3 draden in een andere kleur. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262566&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262566&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262567&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262568&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68670&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1319,,,,,,,,,,,,,,,Color,Black Twist,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1319,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1319,,,,,,,,,,,,,,,Color,Navy Twist,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1319,,,,,,,,,,,,,,,Color,Red Twist,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1319,,,,,,,,,,,,,,,Color,Sky Blue Twist,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1319,4.66,,,,,,,,,,,,KP534_55412_55411,Black Twist,,,,,,,,,,,,,,One Size
product_variation,1319,4.66,,,,,,,,,,,,KP534_55413_55411,Navy Twist,,,,,,,,,,,,,,
product_variation,1319,4.66,,,,,,,,,,,,KP534_55414_55411,Red Twist,,,,,,,,,,,,,,
product_variation,1319,4.66,,,,,,,,,,,,KP534_55415_55411,Sky Blue Twist,,,,,,,,,,,,,,
product,1320,5.1,Getailleerde sportmuts,Getailleerde sportmuts van 95% katoen / 5% elasthan.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383786&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383786&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390665&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390664&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214049&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214050&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1320,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1320,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1320,,,,,,,,,,,,,,,Color,Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1320,5.1,,,,,,,,,,,,KP535_60456_60455,Black,,,,,,,,,,,,,,One Size
product_variation,1320,5.1,,,,,,,,,,,,KP535_60457_60455,Grey Heather,,,,,,,,,,,,,,
product,1321,7.34,Pomponmuts,Gebreide muts van 100% acryl met pompon van polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383785&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383785&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390663&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390662&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214044&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214046&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1321,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1321,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1321,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1321,7.34,,,,,,,,,,,,KP537_60463_60462,Black,,,,,,,,,,,,,,One Size
product_variation,1321,7.34,,,,,,,,,,,,KP537_60464_60462,White,,,,,,,,,,,,,,
product,1322,7.86,Gebreide kerstmuts met sterren,100% acryl. Gauge 7. Voering van microfleece.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262564&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262564&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262565&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214039&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214040&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1322,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1322,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1322,,,,,,,,,,,,,,,Color,Night Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1322,,,,,,,,,,,,,,,Color,Steel Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1322,7.86,,,,,,,,,,,,KP540_60471_60470,Cherry Red,,,,,,,,,,,,,,One Size
product_variation,1322,7.86,,,,,,,,,,,,KP540_60472_60470,Night Navy,,,,,,,,,,,,,,
product_variation,1322,7.86,,,,,,,,,,,,KP540_60473_60470,Steel Grey,,,,,,,,,,,,,,
product,1323,14.16,Gebreide kerstsjaal met sterrenpatroon,100% acryl. Gauge 7. Voelt zacht aan. Afgewerkt met ribboord aan de uiteinden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262564&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262564&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262565&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214060&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1323,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1323,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1323,,,,,,,,,,,,,,,Color,Night Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1323,,,,,,,,,,,,,,,Color,Steel Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1323,14.16,,,,,,,,,,,,KP541_60475_60474,Cherry Red,,,,,,,,,,,,,,One Size
product_variation,1323,14.16,,,,,,,,,,,,KP541_60477_60474,Night Navy,,,,,,,,,,,,,,
product_variation,1323,14.16,,,,,,,,,,,,KP541_60476_60474,Steel Grey,,,,,,,,,,,,,,
product,1324,13.44,Klassieke Duckbill Hat,100% zwaar geborsteld katoen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262610&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Beret,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262610&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262609&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208582&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208580&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208581&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1324,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1324,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1324,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1324,13.44,,,,,,,,,,,,KP601_43521_43520,Black,,,,,,,,,,,,,,S/M
product_variation,1324,13.44,,,,,,,,,,,,KP601_43521_43522,Black,,,,,,,,,,,,,,L/XL
product,1325,12.86,Baret,92% wol / 8% polyamide. Baret met voering.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390647&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Beret,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390647&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390648&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68682&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383779&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1325,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1325,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1325,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1325,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1325,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1325,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1325,12.86,,,,,,,,,,,,KP604_43615_43614,Black,,,,,,,,,,,,,,One Size
product_variation,1325,12.86,,,,,,,,,,,,KP604_64133_43614,Forest Green,,,,,,,,,,,,,,
product_variation,1325,12.86,,,,,,,,,,,,KP604_43616_43614,Navy,,,,,,,,,,,,,,
product_variation,1325,12.86,,,,,,,,,,,,KP604_43617_43614,Red,,,,,,,,,,,,,,
product_variation,1325,12.86,,,,,,,,,,,,KP604_64134_43614,Royal Blue,,,,,,,,,,,,,,
product,1326,15.2,Zomer Duckbill pet,Linnen / katoen. Duckbill pet voor de zomer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383778&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Beret,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383778&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390645&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390646&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208579&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208577&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208578&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,1326,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1326,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1326,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1326,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1326,15.2,,,,,,,,,,,,KP605_43535_43534,Light Grey,,,,,,,,,,,,,,S/M
product_variation,1326,15.2,,,,,,,,,,,,KP605_43535_43536,Light Grey,,,,,,,,,,,,,,L/XL
product_variation,1326,15.2,,,,,,,,,,,,KP605_43537_43534,Navy,,,,,,,,,,,,,,
product_variation,1326,15.2,,,,,,,,,,,,KP605_43537_43536,Navy,,,,,,,,,,,,,,
product,1327,6.34,Zeemanspet,100% katoen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390644&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390644&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68688&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383777&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1327,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1327,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1327,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1327,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1327,6.34,,,,,,,,,,,,KP606_49539_49538,Navy,,,,,,,,,,,,,,S/M
product_variation,1327,6.34,,,,,,,,,,,,KP606_49539_49540,Navy,,,,,,,,,,,,,,L/XL
product_variation,1327,6.34,,,,,,,,,,,,KP606_49541_49538,White,,,,,,,,,,,,,,
product_variation,1327,6.34,,,,,,,,,,,,KP606_49541_49540,White,,,,,,,,,,,,,,
