type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81756_81752,Metal grey,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81756_81753,Metal grey,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81756_81754,Metal grey,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81757_81749,White,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81757_81750,White,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81757_81751,White,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81757_81752,White,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81757_81753,White,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81757_81754,White,,,,,,,,,,,,,,
product,1166,12.14,Heren T-shirt henley - 140 gr/m2,"80% biologisch katoen / 20% post-consumer gerecycleerd polyester. Rechte snit. Zijnaden. Kraag in 1x1 ribboord met open knopenpasje met 3 metalen knopen. Nektape in de hoofdstof in de kraag. Zoom met dubbel stiksel aan de mouwuiteinden en onderkant. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=407516&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407516&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407517&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407515&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407509&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407511&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397890&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397889&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397887&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397886&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397888&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408093&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,1166,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Color,Cool blue heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Color,Navy blue heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Color,Organic khaki heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1166,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81963_81956,Black,,,,,S,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81963_81957,Black,,,,,M,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81963_81958,Black,,,,,L,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81963_81959,Black,,,,,XL,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81963_81960,Black,,,,,XXL,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81963_81961,Black,,,,,3XL,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81963_81962,Black,,,,,4XL,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82020_82021,Cool blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82020_82027,Cool blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82020_82029,Cool blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82020_82031,Cool blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82020_82033,Cool blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82020_82035,Cool blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82020_82037,Cool blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82023_82021,Navy blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82023_82027,Navy blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82023_82029,Navy blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82023_82031,Navy blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82023_82033,Navy blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82023_82035,Navy blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82023_82037,Navy blue heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82025_82021,Organic khaki heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82025_82027,Organic khaki heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82025_82029,Organic khaki heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82025_82031,Organic khaki heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82025_82033,Organic khaki heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82025_82035,Organic khaki heather,,,,,,,,,,,,,,
product_variation,1166,16,,,,,,,,,,,,,KNS302A_82025_82037,Organic khaki heather,,,,,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81967_81956,White,,,,,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81967_81957,White,,,,,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81967_81958,White,,,,,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81967_81959,White,,,,,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81967_81960,White,,,,,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81967_81961,White,,,,,,,,,,,,,,
product_variation,1166,12.14,,,,,,,,,,,,,KNS302_81967_81962,White,,,,,,,,,,,,,,
product,1167,12.2,Heren T-shirt slub - 160 gr m2,"80% biokatoen / 20% post-consumer gerecycleerd polyester. Stof in jersey met gevlamd effect. Rechte snit. Zijnaden. Enzymgewassen. Kraag in 2x2 ribboord en voering met contrasterend stiksel. Nektape in de hoofdstof in de kraag en contrasterende naden. Personalisatiepatch aan de achterkant van de kraag. Flatlock-afwerking aan de mouwuiteinden en de onderkant. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=407536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407534&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407535&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397881&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397879&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397877&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397878&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397880&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Color,Cool blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1167,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81968,Cool blue,,,,,XS,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81969,Cool blue,,,,,S,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81970,Cool blue,,,,,M,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81971,Cool blue,,,,,L,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81972,Cool blue,,,,,XL,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81973,Cool blue,,,,,XXL,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81974,Cool blue,,,,,3XL,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81976_81975,Cool blue,,,,,4XL,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81968,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81969,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81970,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81971,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81972,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81973,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81974,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81977_81975,Curcuma,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81968,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81969,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81970,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81971,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81972,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81973,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81974,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81978_81975,Navy Blue,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81968,White,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81969,White,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81970,White,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81971,White,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81972,White,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81973,White,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81974,White,,,,,,,,,,,,,,
product_variation,1167,12.2,,,,,,,,,,,,,KNS303_81979_81975,White,,,,,,,,,,,,,,
product,1168,43.6,Afgewassen Twill  herenoverhemd,100% biologisch katoen. Gekamd katoen. Rechte snit. Klassieke knooplijst met knopen met parelmoereffect. Inzetsel op de achterkant met casual ‘ronde plooi’. Mouwen afgewerkt met puntvormige mouwlijst met knoopjes.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407523&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407524&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407525&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407520&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407521&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397858&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397857&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397859&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397856&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407522&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408090&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1168,,,,,,,,,,,,,,,,Color,Bleached Indigo,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1168,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1168,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1168,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1168,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1168,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1168,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1168,43.6,,,,,,,,,,,,,KNS500_81986_81980,Bleached Indigo,,,,,S,,,,,,,,,
product_variation,1168,43.6,,,,,,,,,,,,,KNS500_81986_81981,Bleached Indigo,,,,,M,,,,,,,,,
product_variation,1168,43.6,,,,,,,,,,,,,KNS500_81986_81982,Bleached Indigo,,,,,L,,,,,,,,,
product_variation,1168,43.6,,,,,,,,,,,,,KNS500_81986_81983,Bleached Indigo,,,,,XL,,,,,,,,,
product_variation,1168,43.6,,,,,,,,,,,,,KNS500_81986_81984,Bleached Indigo,,,,,XXL,,,,,,,,,
product_variation,1168,43.6,,,,,,,,,,,,,KNS500_81986_81985,Bleached Indigo,,,,,3XL,,,,,,,,,
product,1169,40.34,Afgewassen Twill damesblouse,100% biologisch katoen. Gekamd katoen. Rechte snit. Klassieke knooplijst met knopen met parelmoereffect. Inzetsel op de achterkant met casual ‘ronde plooi’. Mouwen afgewerkt met puntvormige mouwlijst met knoopjes.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407553&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407553&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407537&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407519&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407554&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407520&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407521&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397843&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397842&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397845&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397844&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407522&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407518&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407552&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408089&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408088&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo
product_option,1169,,,,,,,,,,,,,,,,Color,Bleached Indigo,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1169,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1169,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1169,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1169,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1169,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1169,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1169,40.34,,,,,,,,,,,,,KNS501_81993_81987,Bleached Indigo,,,,,XS,,,,,,,,,
product_variation,1169,40.34,,,,,,,,,,,,,KNS501_81993_81988,Bleached Indigo,,,,,S,,,,,,,,,
product_variation,1169,40.34,,,,,,,,,,,,,KNS501_81993_81989,Bleached Indigo,,,,,M,,,,,,,,,
product_variation,1169,40.34,,,,,,,,,,,,,KNS501_81993_81990,Bleached Indigo,,,,,L,,,,,,,,,
product_variation,1169,40.34,,,,,,,,,,,,,KNS501_81993_81991,Bleached Indigo,,,,,XL,,,,,,,,,
product_variation,1169,40.34,,,,,,,,,,,,,KNS501_81993_81992,Bleached Indigo,,,,,XXL,,,,,,,,,
product,1170,30.66,Heren pullover met ronde hals,"100% biologisch katoen. Gekamd katoen. Gauge 12. Fitted pasvorm. Halsopening, mouwboorden en onderzijde in 1x1 ribboord. Contrasterende garen aan de binnenkant van de kraag. Nektape. Mouwinzet ‘Fully Fashion’. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=407541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407540&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397947&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397945&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397943&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397944&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397946&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408085&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408084&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1170,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Color,Cool blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Color,Grizzly brown heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Color,Moon Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1170,,,,,,,,,,,,,,,,Color,Organic khaki,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82013_82006,Black,,,,,S,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82013_82007,Black,,,,,M,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82013_82008,Black,,,,,L,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82013_82009,Black,,,,,XL,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82013_82010,Black,,,,,XXL,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82013_82011,Black,,,,,3XL,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82013_82012,Black,,,,,4XL,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82014_82006,Cool blue,,,,,,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82014_82007,Cool blue,,,,,,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82014_82008,Cool blue,,,,,,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82014_82009,Cool blue,,,,,,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82014_82010,Cool blue,,,,,,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82014_82011,Cool blue,,,,,,,,,,,,,,
product_variation,1170,30.66,,,,,,,,,,,,,KNS901_82014_82012,Cool blue,,,,,,,,,,,,,,
product_variation,1170,34.44,,,,,,,,,,,,,KNS901A_82039_82040,Grizzly brown heather,,,,,,,,,,,,,,
product_variation,1170,34.44,,,,,,,,,,,,,KNS901A_82039_82044,Grizzly brown heather,,,,,,,,,,,,,,
product_variation,1170,34.44,,,,,,,,,,,,,KNS901A_82039_82046,Grizzly brown heather,,,,,,,,,,,,,,
product_variation,1170,34.44,,,,,,,,,,,,,KNS901A_82039_82048,Grizzly brown heather,,,,,,,,,,,,,,
product_variation,1170,34.44,,,,,,,,,,,,,KNS901A_82039_82050,Grizzly brown heather,,,,,,,,,,,,,,
