type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_variation_option_Size
product,1907,27.64,Jongenszwemslip,"100% polyester waarvan 43% polybutyleentereftalaat. Chloorbestendig. UV 50+ bescherming. Blijft beter zitten dankzij de aanrijgkoordjes aan de binnenkant. Volledig gevoerd aan de voorkant. Gemaakt in Spanje.  Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=197853&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Maillot de bain,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197853&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197855&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197854&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374944&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374943&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1907,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1907,,,,,,,,,,,,,,,,,,,,,,Size,6/8 ans,RADIOBUTTONS,TRUE,,,,,,
product_option,1907,,,,,,,,,,,,,,,,,,,,,,Size,8/10 ans,RADIOBUTTONS,TRUE,,,,,,
product_option,1907,,,,,,,,,,,,,,,,,,,,,,Size,10/12 ans,RADIOBUTTONS,TRUE,,,,,,
product_option,1907,,,,,,,,,,,,,,,,,,,,,,Size,12/14 ans,RADIOBUTTONS,TRUE,,,,,,
product_option,1907,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,1907,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69203_69199,Black,,,,,,,,,,6/8 ans
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69203_69200,Black,,,,,,,,,,8/10 ans
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69203_69201,Black,,,,,,,,,,10/12 ans
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69203_69202,Black,,,,,,,,,,12/14 ans
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69204_69199,Sporty Dark Navy,,,,,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69204_69200,Sporty Dark Navy,,,,,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69204_69201,Sporty Dark Navy,,,,,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69204_69202,Sporty Dark Navy,,,,,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69205_69199,Sporty Red,,,,,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69205_69200,Sporty Red,,,,,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69205_69201,Sporty Red,,,,,,,,,,
product_variation,1907,27.64,,,,,,,,,,,,,,,,,,,PA951_69205_69202,Sporty Red,,,,,,,,,,
product,1908,33.7,Herenzwemboxer,"100% polyester waarvan 43% polybutyleentereftalaat. Chloorbestendig. UV 50+ bescherming. Blijft beter zitten dankzij de aanrijgkoordjes aan de binnenkant. Volledig gevoerd aan de voorkant. Breedte zijkant : 28 cm. Gemaakt in Spanje. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201839&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Maillot de bain,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201839&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201838&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201837&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246347&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374939&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374940&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1908,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69220_69214,Black,,,,,,,,,,S
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69220_69215,Black,,,,,,,,,,M
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69220_69216,Black,,,,,,,,,,L
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69220_69217,Black,,,,,,,,,,XL
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69220_69218,Black,,,,,,,,,,XXL
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69220_69219,Black,,,,,,,,,,3XL
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69221_69214,Sporty Dark Navy,,,,,,,,,,
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69221_69215,Sporty Dark Navy,,,,,,,,,,
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69221_69216,Sporty Dark Navy,,,,,,,,,,
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69221_69217,Sporty Dark Navy,,,,,,,,,,
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69221_69218,Sporty Dark Navy,,,,,,,,,,
product_variation,1908,33.7,,,,,,,,,,,,,,,,,,,PA953_69221_69219,Sporty Dark Navy,,,,,,,,,,
product,1909,7.44,Badmuts voor volwassenen,"100% polyester waarvan 43% polybutyleentereftalaat. Ademende, rekbare stof. Heel chloorbestendig en UV 50+ bescherming. Ergonomisch en comfortabel. Gemaakt in Spanje.  Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201836&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201836&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201835&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201834&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201833&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246335&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246331&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374938&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1909,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1909,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,
product_option,1909,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_variation,1909,7.44,,,,,,,,,,,,,,,,,,,PA960_69223_69222,Black,,,,,,,,,,One Size
product_variation,1909,7.44,,,,,,,,,,,,,,,,,,,PA960_69224_69222,Sporty Dark Navy,,,,,,,,,,
product,1910,54.5,Damesbadpak,"100% polyester waarvan 43% polybutyleentereftalaat. Chloorbestendig. UV 50+ bescherming. V-hals vooraan. Blijft beter zitten dankzij de brede schouderbandjes, met biesje en dubbele stiksels. Gekruist inzetstuk vooraan met kleine plooien om de buste te accentueren. Decoratief biesje op inzetstuk vooraan. Dubbel stiksel aan de beenopening. Ondiepe halsuitsnijding aan de achterkant. Inzetstuk vooraan en onderkant gevoerd. Gemaakt in Spanje.  Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=203402&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Maillot de bain,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203402&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203398&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203401&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203397&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203400&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=203399&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246359&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374947&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374948&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1910,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69188_69182,Black,,,,,,,,,,XS
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69188_69183,Black,,,,,,,,,,S
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69188_69184,Black,,,,,,,,,,M
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69188_69185,Black,,,,,,,,,,L
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69188_69186,Black,,,,,,,,,,XL
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69188_69187,Black,,,,,,,,,,XXL
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69189_69182,Sporty Dark Navy,,,,,,,,,,
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69189_69183,Sporty Dark Navy,,,,,,,,,,
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69189_69184,Sporty Dark Navy,,,,,,,,,,
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69189_69185,Sporty Dark Navy,,,,,,,,,,
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69189_69186,Sporty Dark Navy,,,,,,,,,,
product_variation,1910,54.5,,,,,,,,,,,,,,,,,,,PA944_69189_69187,Sporty Dark Navy,,,,,,,,,,
product,1911,29,Supima® herenpolo korte mouwen,"95% katoen / 5% elasthan. Piquétricot van Supima® katoen. Heel fijne, zachte en zijdeachtige stof van grote kwaliteit. Kraag in 1x1 ribboord, ton-sur-ton nektape aan de binnenkant van de kraag. Ton-sur-ton lijst met 2 knopen. Versteviging van de schoudernaad met een silicone bandje. De mouwuiteinden en onderkant zijn afgewerkt met een zoompje met dubbel stiksel. Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=356150&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban Premium,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356150&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356149&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356147&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356148&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356145&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356144&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356139&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356140&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356137&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356138&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356136&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356143&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356142&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356141&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372964&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373048&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,1911,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75722_75715,Black,,,,,,,,,,S
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75722_75716,Black,,,,,,,,,,M
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75722_75717,Black,,,,,,,,,,L
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75722_75718,Black,,,,,,,,,,XL
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75722_75719,Black,,,,,,,,,,XXL
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75722_75720,Black,,,,,,,,,,3XL
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75722_75721,Black,,,,,,,,,,4XL
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75723_75715,Deep Navy,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75723_75716,Deep Navy,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75723_75717,Deep Navy,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75723_75718,Deep Navy,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75723_75719,Deep Navy,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75723_75720,Deep Navy,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75723_75721,Deep Navy,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75724_75715,White,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75724_75716,White,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75724_75717,White,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75724_75718,White,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75724_75719,White,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75724_75720,White,,,,,,,,,,
product_variation,1911,29,,,,,,,,,,,,,,,,,,,PK200_75724_75721,White,,,,,,,,,,
product,1912,34.76,Supima® herenpolo lange mouwen,"95% katoen / 5% elasthan. Piquétricot van Supima® katoen. Heel fijne, zachte en zijdeachtige stof van grote kwaliteit. Kraag in 1x1 ribboord, ton-sur-ton nektape aan de binnenkant van de kraag. Ton-sur-ton lijst met 2 knopen. Versteviging van de schoudernaad met een silicone bandje. De mouwuiteinden en onderkant zijn afgewerkt met een zoompje met dubbel stiksel.  Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=356123&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban Premium,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356123&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356122&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356121&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356120&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356119&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356118&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356126&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356125&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356124&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356128&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356127&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278474&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278473&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278472&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373043&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373042&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,1912,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75741_75734,Black,,,,,,,,,,S
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75741_75735,Black,,,,,,,,,,M
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75741_75736,Black,,,,,,,,,,L
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75741_75737,Black,,,,,,,,,,XL
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75741_75738,Black,,,,,,,,,,XXL
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75741_75739,Black,,,,,,,,,,3XL
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75741_75740,Black,,,,,,,,,,4XL
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75742_75734,Deep Navy,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75742_75735,Deep Navy,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75742_75736,Deep Navy,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75742_75737,Deep Navy,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75742_75738,Deep Navy,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75742_75739,Deep Navy,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75742_75740,Deep Navy,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75743_75734,White,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75743_75735,White,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75743_75736,White,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75743_75737,White,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75743_75738,White,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75743_75739,White,,,,,,,,,,
product_variation,1912,34.76,,,,,,,,,,,,,,,,,,,PK202_75743_75740,White,,,,,,,,,,
