type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_option_Size,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_variation,910,10.8,,,,,,,,KI0227_46878_46872,Natural / Saffron,,,,,,,,,,,,
product,911,11.84,Grote reistas van jute/katoen,"Grote reistas van jutecanvas en katoen (juco), met plooi en hengsels van 55 cm in een contrasterende kleur.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210407&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210407&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67594&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263292&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263291&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263293&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,911,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,911,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,911,,,,,,,,,,,Color,Natural / Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,911,,,,,,,,,,,Color,Natural / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,911,11.84,,,,,,,,KI0228N_55235_55233,Natural,,,,,,,,,,One Size,,
product_variation,911,13.7,,,,,,,,KI0228_55236_55234,Natural / Navy,,,,,,,,,,,,
product_variation,911,13.7,,,,,,,,KI0228_55237_55234,Natural / Red,,,,,,,,,,,,
product,912,5.16,Shopper van jute/katoen,"Shopper van jutecanvas en katoen (juco), met plooi en hengsels van 70 cm in contrasterend ecru.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210406&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210406&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67597&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,912,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Crimson Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Dusty Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Lime Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_option,912,,,,,,,,,,,Color,Vanilla White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55240_55238,Black,,,,,,,,,,One Size,,
product_variation,912,5.16,,,,,,,,KI0229_55241_55238,Crimson Red,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55242_55238,Dark Grey,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55243_55238,Dusty Blue,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55244_55238,Dusty Pink,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55245_55238,Fuchsia,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55246_55238,Lime Green,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55247_55238,Midnight Blue,,,,,,,,,,,,
product_variation,912,4.86,,,,,,,,KI0229N_55248_55239,Natural,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55249_55238,Turquoise,,,,,,,,,,,,
product_variation,912,5.16,,,,,,,,KI0229_55250_55238,Vanilla White,,,,,,,,,,,,
product,913,18.34,Grote tas van jute/katoen met binnenvoering,"Grote reistas van jutecanvas en katoen (juco). Katoenen voering, binnenzak met rits, plooi en hengsels van 65 cm in dezelfde stof en kleur. Sluit met magnetische drukknopen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210404&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210404&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67601&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,913,,,,,,,,,,,Color,Washed Crimson Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,913,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,913,,,,,,,,,,,Color,Washed Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,913,,,,,,,,,,,Color,Washed Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,913,18.34,,,,,,,,KI0231_55257_55255,Washed Crimson Red,,,,,,,,,,One Size,,
product_variation,913,18.34,,,,,,,,KI0231_55259_55255,Washed Midnight Blue,,,,,,,,,,,,
product_variation,913,15.34,,,,,,,,KI0231N_55260_55256,Washed Natural,,,,,,,,,,,,
product,914,29.56,Reistas,"Reistas in 900D polyester met contrasterende afwerking langs de ritssluiting. Voering van 210D polyester. Contrasterende hengsels en schouderriem, versterkt met een band. Afneembare schouderband. Pootjes voor stabiliteit onderaan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210403&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210403&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210400&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210401&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210402&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,914,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,914,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,914,29.56,,,,,,,,KI0233_60184_60183,Black,,,,,,,,,,One Size,,
product,915,5.04,Shopper met lovertjes,"Shopper van katoencanvas met geborduurde lovertjes op de voorkant. Dubbelzijdige lovertjes, voor een 2-in-1 opdruk: een zichtbare opdruk en één die tevoorschijn komt wanneer men over de lovertjes wrijft. Geschikt voor sublimatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=142146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=142146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67606&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,915,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,915,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,915,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,915,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,915,5.04,,,,,,,,KI0234_60187_60186,Black,,,,,,,,,,One Size,,
product_variation,915,4.66,,,,,,,,KI0234N_60188_60185,Natural,,,,,,,,,,,,
product_variation,915,5.04,,,,,,,,KI0234_60189_60186,White,,,,,,,,,,,,
product,916,13,Shopper van jute- & katoencanvas,Grote reistas van katoen met gelamineerde bodem van natuurlijk jutecanvas. Binnenzak met rits. Plooi. Katoenen hengsels van 55 cm. Sluiting met drukknopen. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210396&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210396&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210398&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210397&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210399&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331291&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331290&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,916,,,,,,,,,,,Color,Arandano Red / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Color,Black / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Color,Cumin Yellow / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Color,Dusty Light Green / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Color,Light Sand / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Color,Patriot Blue / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,916,,,,,,,,,,,Color,Snow Grey / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,916,13,,,,,,,,KI0235_76917_60191,Arandano Red / Natural,,,,,,,,,,One Size,,
product_variation,916,13,,,,,,,,KI0235_76918_60191,Black / Natural,,,,,,,,,,,,
product_variation,916,13,,,,,,,,KI0235_60192_60191,Cumin Yellow / Natural,,,,,,,,,,,,
product_variation,916,13,,,,,,,,KI0235_60193_60191,Dusty Light Green / Natural,,,,,,,,,,,,
product_variation,916,13,,,,,,,,KI0235_76919_60191,Light Sand / Natural,,,,,,,,,,,,
product_variation,916,12.26,,,,,,,,KI0235N_60194_60190,Natural,,,,,,,,,,,,
product_variation,916,13,,,,,,,,KI0235_60195_60191,Patriot Blue / Natural,,,,,,,,,,,,
product_variation,916,13,,,,,,,,KI0235_76920_60191,Snow Grey / Natural,,,,,,,,,,,,
product,917,8.44,Gestreepte shopper van juco,Vierkante shopper van jute en katoen (juco) met kleurgeweven strepen. Binnenzak met rits. Katoenen hengsels van 55 cm in dezelfde stof.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210443&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210443&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210446&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210444&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210445&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263305&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263304&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263303&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,917,,,,,,,,,,,Color,Iris Blue / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,917,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,917,,,,,,,,,,,Color,Magenta / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,917,,,,,,,,,,,Color,Steel Grey / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,917,8.44,,,,,,,,KI0236_60197_60196,Iris Blue / Natural,,,,,,,,,,One Size,,
product_variation,917,8.44,,,,,,,,KI0236_60198_60196,Magenta / Natural,,,,,,,,,,,,
product_variation,917,8.44,,,,,,,,KI0236_60199_60196,Steel Grey / Natural,,,,,,,,,,,,
product,918,5.3,Tas van jutecanvas met koordjes,"Tas van jutecanvas met koordjes, doorweven met glansdraad in een contrasterende kleur. Katoenen zak op de voorkant voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210441&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210441&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210440&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210442&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,918,,,,,,,,,,,Color,Natural / Gold,RADIOBUTTONS,TRUE,,,,,,,,
product_option,918,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,918,5.3,,,,,,,,KI0239_60201_60200,Natural / Gold,,,,,,,,,,One Size,,
product,919,18.56,Strandtas,"Grote strandtas in marinestijl van katoenen canvas. Hengsels van katoenen koordjes, binnenzak met rits, sluiting met drukknoop.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67618&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67618&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,919,,,,,,,,,,,Color,Natural / Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,919,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,919,,,,,,,,,,,Color,Natural / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,919,18.56,,,,,,,,KI0242_49175_49174,Natural / Navy,,,,,,,,,,One Size,,
product_variation,919,18.56,,,,,,,,KI0242_55261_49174,Natural / Red,,,,,,,,,,,,
product,920,4.34,Shopper van katoen,"Shopper van katoen met brede bodem met plooi, en hengsels van 35 cm in dezelfde stof en kleur. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67623&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67623&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,920,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,920,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,920,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,920,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,920,4.34,,,,,,,,KI0247_54038_54036,Black,,,,,,,,,,One Size,,
product_variation,920,3.26,,,,,,,,KI0247N_54039_54037,Natural,,,,,,,,,,,,
product_variation,920,4.34,,,,,,,,KI0247_54040_54036,White,,,,,,,,,,,,
product,921,10.34,Zak van jute met contrasterende naad,Niet-gelamineerde shopper met contrasterende naad van jutedraad opzij. Binnenzak van jute. Katoenen hengsel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210438&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210438&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210439&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,921,,,,,,,,,,,Color,Arandano Red / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,921,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,921,,,,,,,,,,,Color,Black / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,921,,,,,,,,,,,Color,Natural / Arandano Red,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,921,10.34,,,,,,,,KI0248_60204_60203,Arandano Red / Natural,,,,,,,,,,One Size,,
product_variation,921,10.34,,,,,,,,KI0248_60205_60203,Black / Natural,,,,,,,,,,,,
product_variation,921,9.66,,,,,,,,KI0248N_60207_60202,Natural / Arandano Red,,,,,,,,,,,,
product,922,3.4,Shopper van canvaskatoen,"Klassieke shopper van canvaskatoen, hengsels van 35 cm in dezelfde stof en kleur. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67624&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67624&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,922,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,922,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,922,3.4,,,,,,,,KI0249_54042_54041,Natural,,,,,,,,,,One Size,,
product,923,5.34,Shopper van canvaskatoen,"Klassieke shopper van canvaskatoen, lange hengsels van 70 cm in dezelfde stof en kleur. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67626&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67626&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67625&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207676&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,923,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,923,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,923,,,,,,,,,,,Color,Lagoon,RADIOBUTTONS,TRUE,,,,,,,,
product_option,923,,,,,,,,,,,Color,Metal Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,923,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,923,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,923,5.34,,,,,,,,KI0250C_55262_55842,Black,,,,,,,,,,One Size,,
product_variation,923,5.34,,,,,,,,KI0250C_69608_55842,Lagoon,,,,,,,,,,,,
product_variation,923,5.34,,,,,,,,KI0250C_69609_55842,Metal Grey,,,,,,,,,,,,
product_variation,923,3.9,,,,,,,,KI0250_54044_54043,Natural,,,,,,,,,,,,
product_variation,923,5.34,,,,,,,,KI0250C_69610_55842,Navy,,,,,,,,,,,,
product,924,8.5,Shopper met plooi,"Shopper van canvaskatoen met brede bodem met plooi, en lange hengsels van 70 cm in ecru katoen. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67627&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67627&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,924,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,924,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,924,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,924,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,924,8.5,,,,,,,,KI0251_54047_54045,Black,,,,,,,,,,One Size,,
product_variation,924,5.8,,,,,,,,KI0251N_54048_54046,Natural,,,,,,,,,,,,
product_variation,924,8.5,,,,,,,,KI0251_54049_54045,White,,,,,,,,,,,,
product,925,8.76,Shopper van biologisch katoen,Shopper 100% katoen. Gemaakt van 100% biologisch katoen. Brede bodem met plooi van 12 cm en lange hengsels van 70 cm. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67628&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67628&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,925,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,925,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,925,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,,,,,,,,
product_option,925,,,,,,,,,,,Color,Metal Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,925,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,925,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,925,8.76,,,,,,,,KI0252_54052_54050,Black,,,,,,,,,,One Size,,
product_variation,925,8.76,,,,,,,,KI0252_69611_54050,Curcuma,,,,,,,,,,,,
product_variation,925,8.76,,,,,,,,KI0252_69612_54050,Metal Grey,,,,,,,,,,,,
product_variation,925,6.06,,,,,,,,KI0252N_54053_54051,Natural,,,,,,,,,,,,
product_variation,925,8.76,,,,,,,,KI0252_69613_54050,Navy Blue,,,,,,,,,,,,
product,926,5.76,Shopper van katoen/jute - 23 L,Shopper van canvaskatoen en contrasterende inzetstukken van jutecanvas aan de zijkant. Katoenen hengsels van 55 cm in ecru.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,926,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,926,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,926,,,,,,,,,,,Color,Natural / Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,926,5.76,,,,,,,,KI0253_54055_54054,Natural / Black,,,,,,,,,,One Size,,
product_variation,926,5.76,,,,,,,,KI0253_54056_54054,Natural / Turquoise,,,,,,,,,,,,
product,927,5.04,Broodzak van biokatoen,"Broodzak van biologisch katoen. Hengsels in dezelfde kleur en stof, sluiting met koord, ideaal voor 2 tot 3 stokbroden. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67631&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67631&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67630&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,927,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,927,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,927,5.04,,,,,,,,KI0254_54058_54057,Natural,,,,,,,,,,One Size,,
product,928,4.9,Shopper van katoen/jute - 17 L,Shopper van canvaskatoen en contrasterende inzetstukken van jutecanvas aan de zijkant. Katoenen hengsels van 55 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67632&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67632&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,928,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,928,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,928,,,,,,,,,,,Color,Natural / Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,928,4.9,,,,,,,,KI0255_54060_54059,Natural / Black,,,,,,,,,,One Size,,
product_variation,928,4.9,,,,,,,,KI0255_54061_54059,Natural / Turquoise,,,,,,,,,,,,
