type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68810_68802,Recycled Cream Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68810_68803,Recycled Cream Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68810_68804,Recycled Cream Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68810_68805,Recycled Cream Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68810_68806,Recycled Cream Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68810_68807,Recycled Cream Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68810_68808,Recycled Cream Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68800,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68801,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68802,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68803,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68804,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68805,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68806,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68807,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68811_68808,Recycled Navy Heather,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68800,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68801,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68802,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68803,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68804,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68805,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68806,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68807,Recycled Oxford Grey,,,,,
product_variation,1554,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS411_68812_68808,Recycled Oxford Grey,,,,,
product,1555,41.55,Uniseks gerecyclede sweater met rits,"55 % pre-consumer gerecycled katoen / 45 % post-consumer gerecycled polyester<br/>XXS > 4XL<br/>Fitted pasvorm.<br/>Contrasterend geborsteld fleece<br/>aan de binnenkant.<br/>Rits van gerecycled nylon.<br/>Contrasterende halvemaan 2 x 2 ribboord aan de halsopening,<br/>de zoom en de mouwboorden.<br/>Dubbel stiksel aan de mouwboorden, de mouwinzetten,<br/>de zoom en de halsopening.<br/>Nektape aan de binnenzijde.<br/>Gevoerde capuchon in de hoofdstof.<br/>Rond capuchonkoord met metalen uiteinde.<br/>Oogjes van het koord in de knoopsgaten.<br/>De producten van gerecycled materiaal kunnen licht variëren in samenstelling en kleur.<br/>_x000D_<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=369005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370221&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369010&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369019&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369011&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369021&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369017&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369026&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369012&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369013&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369014&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369015&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Recycled Anthracite Heather,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXS,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Recycled Cream Heather,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Recycled Navy Heather,RADIOBUTTONS,TRUE,
product_option,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Recycled Oxford Grey,RADIOBUTTONS,TRUE,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68813,Recycled Anthracite Heather,,,,,XXS
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68814,Recycled Anthracite Heather,,,,,XS
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68815,Recycled Anthracite Heather,,,,,S
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68816,Recycled Anthracite Heather,,,,,M
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68817,Recycled Anthracite Heather,,,,,L
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68818,Recycled Anthracite Heather,,,,,XL
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68819,Recycled Anthracite Heather,,,,,XXL
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68820,Recycled Anthracite Heather,,,,,3XL
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68822_68821,Recycled Anthracite Heather,,,,,4XL
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68813,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68814,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68815,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68816,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68817,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68818,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68819,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68820,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68823_68821,Recycled Cream Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68813,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68814,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68815,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68816,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68817,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68818,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68819,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68820,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68824_68821,Recycled Navy Heather,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68813,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68814,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68815,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68816,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68817,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68818,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68819,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68820,Recycled Oxford Grey,,,,,
product_variation,1555,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS412_68825_68821,Recycled Oxford Grey,,,,,
product,1556,34.4,Oversized damessweater,"70 % biologisch katoen<br/>30 % TENCEL™<br/>XS > XXL<br/>Gekamd en ringgesponnen katoen.<br/>Los oversized model met afhangende<br/>schouders.<br/>2 x 2 ribboord.<br/>1 x 1 ribboord aan de zoom en de mouwboorden.<br/>Halvemaan op de achterkant.<br/>Flatterende steek in V op de hals.<br/>Flatlock aan weerszijden aan de halsopening, de mouwboorden en de zoom.<br/>Nektape met kepermotief aan de binnenkant.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=402395&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402395&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402391&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403483&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402402&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402400&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402398&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402396&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402399&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Candy Rose,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ivory,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Jade Green,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lemon Citrus,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Moon Grey Heather,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,
product_option,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Peacock Blue,RADIOBUTTONS,TRUE,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68832_68826,Black,,,,,XS
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68832_68827,Black,,,,,S
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68832_68828,Black,,,,,M
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68832_68829,Black,,,,,L
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68832_68830,Black,,,,,XL
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68832_68831,Black,,,,,XXL
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81319_68826,Candy Rose,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81319_68827,Candy Rose,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81319_68828,Candy Rose,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81319_68829,Candy Rose,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81319_68830,Candy Rose,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81319_68831,Candy Rose,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68833_68826,Curcuma,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68833_68827,Curcuma,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68833_68828,Curcuma,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68833_68829,Curcuma,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68833_68830,Curcuma,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68833_68831,Curcuma,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68834_68826,Hibiscus Red,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68834_68827,Hibiscus Red,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68834_68828,Hibiscus Red,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68834_68829,Hibiscus Red,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68834_68830,Hibiscus Red,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68834_68831,Hibiscus Red,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68835_68826,Ivory,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68835_68827,Ivory,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68835_68828,Ivory,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68835_68829,Ivory,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68835_68830,Ivory,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68835_68831,Ivory,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81320_68826,Jade Green,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81320_68827,Jade Green,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81320_68828,Jade Green,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81320_68829,Jade Green,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81320_68830,Jade Green,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81320_68831,Jade Green,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81321_68826,Lemon Citrus,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81321_68827,Lemon Citrus,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81321_68828,Lemon Citrus,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81321_68829,Lemon Citrus,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81321_68830,Lemon Citrus,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81321_68831,Lemon Citrus,,,,,
product_variation,1556,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420A_81322_81313,Moon Grey Heather,,,,,
product_variation,1556,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420A_81322_81314,Moon Grey Heather,,,,,
product_variation,1556,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420A_81322_81315,Moon Grey Heather,,,,,
product_variation,1556,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420A_81322_81316,Moon Grey Heather,,,,,
product_variation,1556,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420A_81322_81317,Moon Grey Heather,,,,,
product_variation,1556,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420A_81322_81318,Moon Grey Heather,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81323_68826,Organic Khaki,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81323_68827,Organic Khaki,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81323_68828,Organic Khaki,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81323_68829,Organic Khaki,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81323_68830,Organic Khaki,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_81323_68831,Organic Khaki,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68836_68826,Peacock Blue,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68836_68827,Peacock Blue,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68836_68828,Peacock Blue,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68836_68829,Peacock Blue,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68836_68830,Peacock Blue,,,,,
product_variation,1556,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS420_68836_68831,Peacock Blue,,,,,
product,1557,40.45,Afgewassen herenoverhemd Twill,100 % biologisch katoen<br/>Gekamd katoen.<br/>Fitted pasvorm.<br/>Klassieke knooplijst met knopen met parelmoereffect.<br/>Inzetsel op de achterkant met casual ‘ronde plooi’.<br/>Mouwen afgewerkt met puntvormige mouwlijst met knoopjes.<br/>Kleding geverfd na confectie: de kleuren kunnen per stuk licht verschillen. Dit product kan afgeven als het in contact komt met andere oppervlakken of kleding.<br/>,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408980&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408980&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408981&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398716&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395956&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398713&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206844&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206846&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206843&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206845&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,
product_option,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Washed Cool Blue,RADIOBUTTONS,TRUE,
product_option,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
