type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5
product_variation,2265,80.16,,,,,,,,RU140M_20716_14617,Titanium,,,,,,,,
product_variation,2265,80.16,,,,,,,,RU140M_20716_14618,Titanium,,,,,,,,
product_variation,2265,80.16,,,,,,,,RU140M_20716_14619,Titanium,,,,,,,,
product_variation,2265,80.16,,,,,,,,RU140M_20716_14620,Titanium,,,,,,,,
product_variation,2265,92.18,,,,,,,,RU140MX_58134_58128,Titanium,,,,,,,,
product_variation,2265,92.18,,,,,,,,RU140MX_58134_58129,Titanium,,,,,,,,
product,2266,73.2,Ladies' Softshell Gilet,"92% polyester / 8% elasthan. Drie-laagse softshell met ademend membraan en microfleece voering, waterdicht t/m 5.000mm. Winddicht. Getailleerd model. 2 gevoerde zijzakken en 1 gevoerde borstzak allen met ritssluiting en ritstrekker. Volledige ritssluiting met stormoverslag aan de binnenkant en ritsbeschermer aan de kraag. Elastisch aanrijgkoord onderaan. Langer achterpand. Wasbaar op 40°C zonder wasverzachter en op een lage temperatuur drogen. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387601&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387601&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387600&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2266,,,,,,,,,,,Color,Azur Blue,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2266,,,,,,,,,,,Color,Titanium,RADIOBUTTONS,TRUE,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20723_14655,Azur Blue,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20723_14642,Azur Blue,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20723_14643,Azur Blue,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20723_14644,Azur Blue,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20723_14645,Azur Blue,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20723_40589,Azur Blue,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14656_14655,Black,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14656_14642,Black,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14656_14643,Black,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14656_14644,Black,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14656_14645,Black,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14656_40589,Black,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14657_14655,Classic Red,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14657_14642,Classic Red,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14657_14643,Classic Red,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14657_14644,Classic Red,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14657_14645,Classic Red,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14657_40589,Classic Red,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14658_14655,French Navy,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14658_14642,French Navy,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14658_14643,French Navy,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14658_14644,French Navy,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14658_14645,French Navy,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_14658_40589,French Navy,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20725_14655,Titanium,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20725_14642,Titanium,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20725_14643,Titanium,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20725_14644,Titanium,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20725_14645,Titanium,,,,,,,,
product_variation,2266,73.2,,,,,,,,RU141F_20725_40589,Titanium,,,,,,,,
product,2267,73.2,Men's Softshell Gilet,"92% polyester / 8% elasthan. Drie-laagse softshell met ademend membraan en microfleece voering, waterdicht t/m 5000MM. Winddicht. 2 gevoerde zijzakken en 1 gevoerde borstzak allen met ritssluiting en ritstrekker. Volledige ritssluiting met stormoverslag aan de binnenkant en ritsbeschermer aan de kraag. Elastisch aanrijgkoord onderaan. Langer achterpand. Wasbaar op 40°C zonder wasverzachter en op een lage temperatuur drogen. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387603&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387603&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387602&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2267,,,,,,,,,,,Color,Azur Blue,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2267,,,,,,,,,,,Color,Titanium,RADIOBUTTONS,TRUE,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20720_14682,Azur Blue,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20720_14669,Azur Blue,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20720_14670,Azur Blue,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20720_14671,Azur Blue,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20720_14672,Azur Blue,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20720_14673,Azur Blue,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14683_14682,Black,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14683_14669,Black,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14683_14670,Black,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14683_14671,Black,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14683_14672,Black,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14683_14673,Black,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14684_14682,Classic Red,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14684_14669,Classic Red,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14684_14670,Classic Red,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14684_14671,Classic Red,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14684_14672,Classic Red,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14684_14673,Classic Red,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14685_14682,French Navy,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14685_14669,French Navy,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14685_14670,French Navy,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14685_14671,French Navy,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14685_14672,French Navy,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_14685_14673,French Navy,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20722_14682,Titanium,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20722_14669,Titanium,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20722_14670,Titanium,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20722_14671,Titanium,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20722_14672,Titanium,,,,,,,,
product_variation,2267,73.2,,,,,,,,RU141M_20722_14673,Titanium,,,,,,,,
product,2268,13.08,Ladies' HD crew neck T-shirt,"65% polyester / 35% ringgesponnen katoen. T-shirt geschikt voor sublimatie. Getailleerde snit. Ronde hals in rib. Zijnaden. Nektape van schouder tot schouder. Valt langer uit. Uitneembare sticker in de nek. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2268,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Color,Blue Marl,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Color,Silver Marl,RADIOBUTTONS,TRUE,,,,
product_option,2268,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,
product_variation,2268,13.08,,,,,,,,RU165F_52679_44196,Black,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_52679_44191,Black,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_52679_44193,Black,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_52679_44194,Black,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_52679_44195,Black,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_52679_58135,Black,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44192_44196,Blue Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44192_44191,Blue Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44192_44193,Blue Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44192_44194,Blue Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44192_44195,Blue Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44192_58135,Blue Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_47749_44196,Silver Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_47749_44191,Silver Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_47749_44193,Silver Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_47749_44194,Silver Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_47749_44195,Silver Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_47749_58135,Silver Marl,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44199_44196,White,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44199_44191,White,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44199_44193,White,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44199_44194,White,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44199_44195,White,,,,,,,,
product_variation,2268,13.08,,,,,,,,RU165F_44199_58135,White,,,,,,,,
product,2269,13.08,Men's crew neck HD T-shirt,"65% polyester / 35% ringgesponnen katoen. T-shirt geschikt voor sublimatie. Nauwsluitende snit. Ronde hals in rib. Zijnaden. Nektape van schouder tot schouder. Uitneembare sticker in de nek. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387606&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2269,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Color,Silver Marl,RADIOBUTTONS,TRUE,,,,
product_option,2269,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,
product_variation,2269,13.08,,,,,,,,RU165M_54610_58137,Black,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_54610_44182,Black,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_54610_44184,Black,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_54610_44185,Black,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_54610_44186,Black,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_54610_44187,Black,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_54610_58136,Black,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_47743_58137,Silver Marl,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_47743_44182,Silver Marl,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_47743_44184,Silver Marl,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_47743_44185,Silver Marl,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_47743_44186,Silver Marl,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_47743_44187,Silver Marl,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_47743_58136,Silver Marl,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_44190_58137,White,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_44190_44182,White,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_44190_44184,White,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_44190_44185,White,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_44190_44186,White,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_44190_44187,White,,,,,,,,
product_variation,2269,13.08,,,,,,,,RU165M_44190_58136,White,,,,,,,,
product,2270,27.04,Authentic Crew neck melange sweatshirt,"75% ringgesponnen gekamd katoen / 21% polyester / 4% viscose ; buitenstof in 100% katoen (stof 3 diktes) voor een beter decoratievlak. Nektape met visgraatmotief. Rechte snit. V-vormig inzetsel met siernaad in de kraag. Ingezette mouwen. Zijnaden. Ribboord voor de mouwuiteinden en de tailleband in elasthan. Stiksel op armsgaten, mouwuiteinden en taille. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=405921&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=405921&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2270,,,,,,,,,,,Color,Brick Red Melange,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Color,Burgundy Melange,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Color,Indigo Melange,RADIOBUTTONS,TRUE,,,,
product_option,2270,,,,,,,,,,,Color,Ocean Melange,RADIOBUTTONS,TRUE,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61898_61896,Brick Red Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61898_61894,Brick Red Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61898_61893,Brick Red Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61898_61892,Brick Red Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61898_61895,Brick Red Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61898_61897,Brick Red Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61898_61891,Brick Red Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61899_61896,Burgundy Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61899_61894,Burgundy Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61899_61893,Burgundy Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61899_61892,Burgundy Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61899_61895,Burgundy Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61899_61897,Burgundy Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61899_61891,Burgundy Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61902_61896,Indigo Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61902_61894,Indigo Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61902_61893,Indigo Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61902_61892,Indigo Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61902_61895,Indigo Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61902_61897,Indigo Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61902_61891,Indigo Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61903_61896,Ocean Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61903_61894,Ocean Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61903_61893,Ocean Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61903_61892,Ocean Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61903_61895,Ocean Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61903_61897,Ocean Melange,,,,,,,,
product_variation,2270,27.04,,,,,,,,RU260M_61903_61891,Ocean Melange,,,,,,,,
product,2271,35.7,Authentic hooded melange sweatshirt,"75% ringgesponnen gekamd katoen / 21% polyester / 4% viscose (Carbon: 77% katoen / 23% polyester) met buitenstof in 100% katoen (stof 3 diktes) voor een beter decoratievlak. Nektape met visgraatmotief. Rechte snit. Gevoerde capuchon met platte koordjes. Ribboord aan taille en mouwuiteinden in elasthan. Stiksel op armsgaten, mouwuiteinden en taille. Kangoeroezak. Opening voor MP3-kabeltje. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=397639&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397639&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,2271,,,,,,,,,,,Color,Brick Red Melange,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Color,Carbon Melange,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Color,Indigo Melange,RADIOBUTTONS,TRUE,,,,
product_option,2271,,,,,,,,,,,Color,Ocean Melange,RADIOBUTTONS,TRUE,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61911_61909,Brick Red Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61911_61907,Brick Red Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61911_61906,Brick Red Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61911_61905,Brick Red Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61911_61908,Brick Red Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61911_61910,Brick Red Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61911_61904,Brick Red Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61913_61909,Carbon Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61913_61907,Carbon Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61913_61906,Carbon Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61913_61905,Carbon Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61913_61908,Carbon Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61913_61910,Carbon Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61913_61904,Carbon Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61915_61909,Indigo Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61915_61907,Indigo Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61915_61906,Indigo Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61915_61905,Indigo Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61915_61908,Indigo Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61915_61910,Indigo Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61915_61904,Indigo Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61916_61909,Ocean Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61916_61907,Ocean Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61916_61906,Ocean Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61916_61905,Ocean Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61916_61908,Ocean Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61916_61910,Ocean Melange,,,,,,,,
product_variation,2271,35.7,,,,,,,,RU261M_61916_61904,Ocean Melange,,,,,,,,
product,2272,26.22,Authentic Crew Neck Sweatshirt,"80% ringgesponnen gekamd katoen / 20% polyester en de buitenkant is 100% katoen (3-laagse stof) voor een optimaal drukoppervlakte. Nektape in visgraatmotief. Rechte snit. Set-in mouwen. Breed ribboord aan de taille en de mouwuiteinden. Zijnaden. Overstiksels aan de mouwsgaten, polsen en taille. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387617&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387617&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387616&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2272,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2272,,,,,,,,,,,Color,Convoy Grey,RADIOBUTTONS,TRUE,,,,
