type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product_variation,2510,138.14,,,,,,,,UPRV10024X_84002_83997,Black,44 EU,,,,,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024X_84002_83998,Black,45 EU,,,,,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024XX_84003_83999,Black,46 EU,,,,,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024XX_84003_84000,Black,47 EU,,,,,,,,,,,,,
product,2511,135.46,Veiligheidsschoenen Matt,"Lichte veiligheidsschoenen met neus Airtoe® Aluminium en zool gemaakt met een innovatieve PU-compound van de nieuwste generatie, superlicht, in staat om het gewicht van de schoen aanzienlijk te verminderen.<br/>Het gerichte gewicht van deze veiligheidsschoen staat meer bewegingsvrijheid toe, zorgt voor meer energie en betere prestaties.<br/>Veiligheidsschoenen dames en heren, met bovenwerk in PUTEK® star, uiterst abrasiebestendig, waterafstotend en ademend. Bescherming van de neus van de schoen met abrasiebestendige folie.<br/>Ademende schoenen met antislip, antistatische, oliewerende, en abrasiebestendige zool, met de innovatieve, ultralichte, perforatiebestendige stoffen binnenzool, ideaal voor: ambachtslieden, elektriciens, timmermannen, magazijnmedewerkers, de sector logistiek en transport.<br/>Comfort en welzijn gegarandeerd door de voering WingTex met ademende luchttunnels en door de U-Power Original inlegzool in lichtgewicht polyurethaan compound, anatomische, ademende en antibacteriële polyurethaan.<br/>Veiligheidsschoen in beschermingsklasse S3 SRC CI ESD met speciale bescherming van de zool tegen de kou.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=421542&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421542&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421137&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421138&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421136&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2511,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2511,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014_84016_84004,Black / Yellow,36 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014_84016_84005,Black / Yellow,37 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014_84016_84006,Black / Yellow,38 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014_84016_84007,Black / Yellow,39 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014X_84017_84008,Black / Yellow,40 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014X_84017_84009,Black / Yellow,41 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014X_84017_84010,Black / Yellow,42 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014X_84017_84011,Black / Yellow,43 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014X_84017_84012,Black / Yellow,44 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014X_84017_84013,Black / Yellow,45 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014XX_84018_84014,Black / Yellow,46 EU,,,,,,,,,,,,,
product_variation,2511,135.46,,,,,,,,UPRV20014XX_84018_84015,Black / Yellow,47 EU,,,,,,,,,,,,,
product,2512,136,Veiligheidsschoenen Ultra,"Veiligheidsschoenen RedLion®, met aluminium AirToe® neus en antiperforatiesysteem Save & Flex PLUS, ontworpen om een langdurig welzijn van de voet te garanderen. Laag en ultra-lichtgewicht, met schacht van ultra-ademende mesh met inzetstukken van zachte suède. Deze werkschoenen zijn in staat comfort en lichtheid te garanderen dankzij de zool met het innovatieve Infinergy®-systeem en de tussenzool van PU-schuim. De multifunctionele hak en het loopoppervlak van compacte PU bieden grip, veiligheid en stabiliteit van de lichaamshouding. Deze schoen voldoet aan de veiligheidsnormen S1P SRC ESD en is geschikt voor gebruik in droge omgevingen, in de transport- en logistieke sector, ambachtelijke laboratoria en de sector dienstverlening.",,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,,,,,,,,,,,,,,,,,
product_option,2512,,,,,,,,,,,,Color,Grey / Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2512,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476_83974_83962,Grey / Orange,36 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476_83974_83963,Grey / Orange,37 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476_83974_83964,Grey / Orange,38 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476_83974_83965,Grey / Orange,39 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476X_83975_83966,Grey / Orange,40 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476X_83975_83967,Grey / Orange,41 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476X_83975_83968,Grey / Orange,42 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476X_83975_83969,Grey / Orange,43 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476X_83975_83970,Grey / Orange,44 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476X_83975_83971,Grey / Orange,45 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476XX_83976_83972,Grey / Orange,46 EU,,,,,,,,,,,,,
product_variation,2512,136,,,,,,,,UPRL20476XX_83976_83973,Grey / Orange,47 EU,,,,,,,,,,,,,
product,2513,134.94,Veiligheidsschoenen Point,"Lage veiligheidsschoenen, lichtgewicht en comfortabel van U-Power, productlijn Red Lion, met schacht van zachte geperforeerde suède, aluminium neus, perforatiebestendig, antislip en PU/PU Infinergy-zool, S1P SRC ESD",https://media.europeancatalog.com/ws.php?act=download&mamfileid=421546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421112&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421113&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421148&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2513,,,,,,,,,,,,Color,Grey / Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2513,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036_83943_83931,Grey / Green,36 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036_83943_83932,Grey / Green,37 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036_83943_83933,Grey / Green,38 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036_83943_83934,Grey / Green,39 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036X_83944_83935,Grey / Green,40 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036X_83944_83936,Grey / Green,41 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036X_83944_83937,Grey / Green,42 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036X_83944_83938,Grey / Green,43 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036X_83944_83939,Grey / Green,44 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036X_83944_83940,Grey / Green,45 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036XX_83945_83941,Grey / Green,46 EU,,,,,,,,,,,,,
product_variation,2513,134.94,,,,,,,,UPRL20036XX_83945_83942,Grey / Green,47 EU,,,,,,,,,,,,,
product,2514,132.46,Veiligheidsschoenen Robin,"Superlichte veiligheidsschoenen die hoge prestaties en energiebesparing garanderen.<br/>De voor het loopvlak gebruikte innovatieve PU-compound verzekert, samen met het perforatiebestendige systeem met de ultralichte stoffen binnenzool en de neus Airtoe® Aluminium, het geringe gewicht van deze zomerse veiligheidsschoenen.<br/>ROBIN is een model werkschoenen met schacht van ademend nylon en een speciale bescherming van de neus met abrasiebestendige folie. <br/>De zool is oliewerend, antislip, abrasiebestendig en antistatisch.<br/>Comfortabele en ademende veiligheidsschoenen met voering met luchttunnels WingTex en U-Power Original lichtgewicht ademende, anatomische en antibacteriële inlegzool.<br/>Veiligheidsschoenen in beschermingsklasse S1P SRC ESD, geschikt voor zowel heren als voor dames in de volgende beroepen: timmermannen, elektriciens en ambachtslieden in het algemeen, vrachtwagenchauffeurs, logistieke arbeiders, magazijnmedewerkers.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=421544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421109&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421108&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,2514,,,,,,,,,,,,Color,Black / Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2514,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096_84046_84034,Black / Green,36 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096_84046_84035,Black / Green,37 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096_84046_84036,Black / Green,38 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096_84046_84037,Black / Green,39 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096X_84047_84038,Black / Green,40 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096X_84047_84039,Black / Green,41 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096X_84047_84040,Black / Green,42 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096X_84047_84041,Black / Green,43 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096X_84047_84042,Black / Green,44 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096X_84047_84043,Black / Green,45 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096XX_84048_84044,Black / Green,46 EU,,,,,,,,,,,,,
product_variation,2514,132.46,,,,,,,,UPRV20096XX_84048_84045,Black / Green,47 EU,,,,,,,,,,,,,
product,2515,130.94,Veiligheidsschoenen Ben,"Waterafstotende ultra lichte veiligheidsschoenen met schacht van zachte microvezel met nubuckeffect, in beschermingsklasse S3 SRC CI ESD.<br/>Deze lage werkschoenen, met lichte neus Airtoe® Aluminium hebben een ultralichte zool van de nieuwste generatie in PU-compound, abrasiebestendig, oliewerend, antislip en antistatisch.<br/>Het geheel nieuwe perforatiebestendige systeem, bestaande uit een perforatiebestendige binnenzool van stof, maakt dat dit model werkschoen minder weegt dan de traditionele modellen. Immers, met het gebruik van zeer innovatieve materialen voor de productie van de zool en het perforatiebestendige systeem, samen met de aluminium neus, wordt een aanzienlijke vermindering van het totale gewicht van de werkschoen verkregen, geheel in het voordeel van het welzijn en de prestaties van de werknemer.<br/>Veiligheidsschoenen met speciale bescherming van de zool tegen de kou, ideaal voor: elektriciens, timmermannen, ambachtslieden, magazijnmedewerkers, de sectoren transport en logistiek.<br/>Comfort en gezondheid van de voet gegarandeerd door de U-Power Original binnenzool van lichtgewicht, comfortabele en ademende polyurethaanverbinding, en ademende eigenschappen en met de voering met luchttunnels die de recirculatie van de lucht garandeert.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=421543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2515,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2515,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024_84031_84019,Black / Grey,36 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024_84031_84020,Black / Grey,37 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024_84031_84021,Black / Grey,38 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024_84031_84022,Black / Grey,39 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024X_84032_84023,Black / Grey,40 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024X_84032_84024,Black / Grey,41 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024X_84032_84025,Black / Grey,42 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024X_84032_84026,Black / Grey,43 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024X_84032_84027,Black / Grey,44 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024X_84032_84028,Black / Grey,45 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024XX_84033_84029,Black / Grey,46 EU,,,,,,,,,,,,,
product_variation,2515,130.94,,,,,,,,UPRV20024XX_84033_84030,Black / Grey,47 EU,,,,,,,,,,,,,
product,2516,114.08,Veiligheidsschoenen Blanco,"Witte veiligheidsschoenen, geheel “metal-free”, zonder veters, comfortabel en lichtgewicht van U-Power, productlijn Red Lion, met schacht van New safety dry, waterafstotend, ademend, Composite neus, antislip en PU/PU Infinergy-zool, S2 SRC",https://media.europeancatalog.com/ws.php?act=download&mamfileid=421541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2516,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,35 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2516,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272_83959_83946,White,35 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272_83959_83947,White,36 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272_83959_83948,White,37 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272_83959_83949,White,38 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272_83959_83950,White,39 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272X_83960_83951,White,40 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272X_83960_83952,White,41 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272X_83960_83953,White,42 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272X_83960_83954,White,43 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272X_83960_83955,White,44 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272X_83960_83956,White,45 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272XX_83961_83957,White,46 EU,,,,,,,,,,,,,
product_variation,2516,114.08,,,,,,,,UPRL20272XX_83961_83958,White,47 EU,,,,,,,,,,,,,
product,2517,112.58,Veiligheidsschoenen Scuro,"Hoge veiligheidsschoenen, lichtgewicht en comfortabel van U-Power, productlijn Red Industry, met schacht van zacht, getrommeld volnerfleder, waterafstotend, AirToe Composite neus, perforatiebestendig en PU/PU-zool, slijtvast, oliewerend, antislip en antistatisch. Anti-vermoeidheidsvoetbed WOW2. S3 CI SRC ESD",,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,,,,,,,,,,,,,,,,,
product_option,2517,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2517,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164_83841_83832,Black / Grey,39 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164X_83842_83833,Black / Grey,40 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164X_83842_83834,Black / Grey,41 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164X_83842_83835,Black / Grey,42 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164X_83842_83836,Black / Grey,43 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164X_83842_83837,Black / Grey,44 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164X_83842_83838,Black / Grey,45 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164XX_83843_83839,Black / Grey,46 EU,,,,,,,,,,,,,
product_variation,2517,112.58,,,,,,,,UPRI10164XX_83843_83840,Black / Grey,47 EU,,,,,,,,,,,,,
product,2518,111.82,Veiligheidsschoenen Stoccolma,"Hoge veiligheidsschoenen, lichtgewicht en comfortabel van U-Power, productlijn Red Industry, met schacht van uiterst slijtvaste PUTEK® PLUS, waterafstotend en ademend, AirToe Composite neus, perforatiebestendig en PU/PU-zool, slijtvast, oliewerend, antislip en antistatisch. Anti-vermoeidheidsvoetbed WOW2. S3 CI SRC ESD",,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,,,,,,,,,,,,,,,,,
product_option,2518,,,,,,,,,,,,Color,Black / Grey / Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2518,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2518,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2518,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2518,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
