type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9
product_option,1361,,,,,,,,,,,,Size,55 cm,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1361,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1361,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1361,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1361,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74299_74297,Black,51 cm,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74299_74298,Black,55 cm,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74300_74297,Dark Grey,,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74300_74298,Dark Grey,,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74301_74297,Navy,,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74301_74298,Navy,,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74302_74297,Red,,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74302_74298,Red,,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74303_74297,Royal Blue,,,,,,,,,,,,,
product_variation,1361,5.64,,,,,,,,KP884_74303_74298,Royal Blue,,,,,,,,,,,,,
product,1362,11.04,Gerecycleerde halswarmer van fleece,100% polyester. Halswarmer met ergonomische snit aan de onderkant en een aanrijgkoordje aan de bovenkant. De halswarmer is gemaakt van fleece in 100% gerecycleerd polyester. Tear-away merklabel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383772&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383772&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390634&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390633&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266687&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1362,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1362,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1362,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1362,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1362,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1362,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1362,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74306_74304,Black,S/M,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74306_74305,Black,L/XL,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74307_74304,Dark Grey,,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74307_74305,Dark Grey,,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74308_74304,Navy,,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74308_74305,Navy,,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74309_74304,Red,,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74309_74305,Red,,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74310_74304,Royal Blue,,,,,,,,,,,,,
product_variation,1362,11.04,,,,,,,,KP885_74310_74305,Royal Blue,,,,,,,,,,,,,
product,1363,7.7,Gerecycleerde sjaal van fleece,"100% polyester. Sjaal in microfleece, gemaakt van 100% gerecycleerd polyester. Tear-away merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390628&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266686&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383770&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1363,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1363,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1363,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1363,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1363,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1363,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1363,7.7,,,,,,,,KP886_74312_74311,Black,One Size,,,,,,,,,,,,
product_variation,1363,7.7,,,,,,,,KP886_74313_74311,Dark Grey,,,,,,,,,,,,,
product_variation,1363,7.7,,,,,,,,KP886_74314_74311,Navy,,,,,,,,,,,,,
product_variation,1363,7.7,,,,,,,,KP886_74315_74311,Red,,,,,,,,,,,,,
product_variation,1363,7.7,,,,,,,,KP886_74316_74311,Royal Blue,,,,,,,,,,,,,
product,1364,13.34,Gerecycleerde handschoenen van fleece en Thinsulate,"100% polyester. Handschoenen in microfleece, gemaakt van 100% gerecycleerd polyester. Voering in Thinsulate, voor maximaal comfort en warmte. Tear-away merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390628&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266685&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383770&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1364,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1364,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1364,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1364,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1364,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1364,13.34,,,,,,,,KP887_74319_74317,Black,S/M,,,,,,,,,,,,
product_variation,1364,13.34,,,,,,,,KP887_74319_74318,Black,L/XL,,,,,,,,,,,,
product_variation,1364,13.34,,,,,,,,KP887_74320_74317,Dark Grey,,,,,,,,,,,,,
product_variation,1364,13.34,,,,,,,,KP887_74320_74318,Dark Grey,,,,,,,,,,,,,
product_variation,1364,13.34,,,,,,,,KP887_74321_74317,Navy,,,,,,,,,,,,,
product_variation,1364,13.34,,,,,,,,KP887_74321_74318,Navy,,,,,,,,,,,,,
product,1365,19.66,Microgeperforeerde pet - 6 panelen,100% gerecycleerd polyester. De 4 achterpanelen zijn met de laser microgeperforeerd voor een uitstekende ventilatie. Gewelfde klep en klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390614&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390614&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390613&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390615&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383762&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1365,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1365,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1365,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1365,,,,,,,,,,,,Color,Nocturn Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1365,,,,,,,,,,,,Color,Sky Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1365,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1365,19.66,,,,,,,,KP918_80744_80743,Black,One Size,,,,,,,,,,,,
product_variation,1365,19.66,,,,,,,,KP918_80745_80743,Navy,,,,,,,,,,,,,
product_variation,1365,19.66,,,,,,,,KP918_80746_80743,Nocturn Blue,,,,,,,,,,,,,
product_variation,1365,19.66,,,,,,,,KP918_80747_80743,Sky Grey,,,,,,,,,,,,,
product_variation,1365,19.66,,,,,,,,KP918_80748_80743,White,,,,,,,,,,,,,
product,1366,18.26,Pet - 6 panelen,100% gerecycleerd polyester. Gewelfde klep en klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390609&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390610&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390611&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390612&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,1366,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1366,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1366,,,,,,,,,,,,Color,Dark Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1366,,,,,,,,,,,,Color,Icy Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1366,,,,,,,,,,,,Color,Rock grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1366,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1366,18.26,,,,,,,,KP919_80750_80749,Black,One Size,,,,,,,,,,,,
product_variation,1366,18.26,,,,,,,,KP919_80751_80749,Dark Blue,,,,,,,,,,,,,
product_variation,1366,18.26,,,,,,,,KP919_80752_80749,Icy Blue,,,,,,,,,,,,,
product_variation,1366,18.26,,,,,,,,KP919_80753_80749,Rock grey,,,,,,,,,,,,,
product_variation,1366,18.26,,,,,,,,KP919_80754_80749,White,,,,,,,,,,,,,
product,1367,16.14,Trucker pet - 6 panelen,100% gerecycleerd polyester. Truckermodel met Snapback-sluiting. Voorpanelen in Oxford-polyester. Tricot van gerecycleerd polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390606&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390608&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,1367,,,,,,,,,,,,Color,Abyss Blue Heather,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1367,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1367,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1367,,,,,,,,,,,,Color,Dark Shadow Heather,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1367,,,,,,,,,,,,Color,Granite Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1367,16.14,,,,,,,,KP920_80756_80755,Abyss Blue Heather,One Size,,,,,,,,,,,,
product_variation,1367,16.14,,,,,,,,KP920_80757_80755,Black,,,,,,,,,,,,,
product_variation,1367,16.14,,,,,,,,KP920_80758_80755,Dark Shadow Heather,,,,,,,,,,,,,
product_variation,1367,16.14,,,,,,,,KP920_80759_80755,Granite Grey Heather,,,,,,,,,,,,,
product,1368,8.06,Dubbel geribde muts met omslag,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383744&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383744&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390870&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390869&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390871&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1368,,,,,,,,,,,,Color,Algae Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1368,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1368,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1368,,,,,,,,,,,,Color,Granite Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1368,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1368,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1368,8.06,,,,,,,,KP953_81155_80773,Algae Green,One Size,,,,,,,,,,,,
product_variation,1368,8.06,,,,,,,,KP953_80774_80773,Black,,,,,,,,,,,,,
product_variation,1368,8.06,,,,,,,,KP953_81156_80773,Granite Grey,,,,,,,,,,,,,
product_variation,1368,8.06,,,,,,,,KP953_80777_80773,Light Sand,,,,,,,,,,,,,
product_variation,1368,8.06,,,,,,,,KP953_80778_80773,Navy,,,,,,,,,,,,,
product,1369,9.1,Geribde muts met omslag,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Muts met omslag. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390603&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1369,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1369,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1369,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1369,,,,,,,,,,,,Color,Mauve,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1369,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1369,9.1,,,,,,,,KP950_80761_80760,Black,One Size,,,,,,,,,,,,
product_variation,1369,9.1,,,,,,,,KP950_80762_80760,Light Sand,,,,,,,,,,,,,
product_variation,1369,9.1,,,,,,,,KP950_80763_80760,Mauve,,,,,,,,,,,,,
product_variation,1369,9.1,,,,,,,,KP950_80764_80760,Off White,,,,,,,,,,,,,
product,1370,10.9,Geribde muts met dubbele omslag,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Geribde muts met dubbele omslag. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het platform van Aware™. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390876&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383750&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383757&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383751&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383753&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383755&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,1370,,,,,,,,,,,,Color,Algae Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1370,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1370,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1370,,,,,,,,,,,,Color,Cement Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1370,,,,,,,,,,,,Color,Twilight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1370,10.9,,,,,,,,KP951_81153_80765,Algae Green,One Size,,,,,,,,,,,,
product_variation,1370,10.9,,,,,,,,KP951_80766_80765,Black,,,,,,,,,,,,,
product_variation,1370,10.9,,,,,,,,KP951_81154_80765,Cement Grey,,,,,,,,,,,,,
product_variation,1370,10.9,,,,,,,,KP951_80769_80765,Twilight Blue,,,,,,,,,,,,,
product,1371,6.54,Lange muts,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Lange, dubbel geribde muts. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383749&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383749&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390873&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383746&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383745&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383748&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383747&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,1371,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1371,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1371,,,,,,,,,,,,Color,Insignia Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1371,6.54,,,,,,,,KP952_80771_80770,Black,One Size,,,,,,,,,,,,
product_variation,1371,6.54,,,,,,,,KP952_80772_80770,Insignia Blue,,,,,,,,,,,,,
product,1372,7,Fijn gebreide muts,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Fijn gebreide muts met omslag. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383743&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383743&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390868&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390867&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1372,,,,,,,,,,,,Color,Algae Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Color,Cement Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Color,Dark Cherry,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1372,,,,,,,,,,,,Color,Sweet Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_81157_80779,Algae Green,One Size,,,,,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_80780_80779,Black,,,,,,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_81158_80779,Cement Grey,,,,,,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_80781_80779,Dark Cherry,,,,,,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_80784_80779,Light Sand,,,,,,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_80785_80779,Navy,,,,,,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_80786_80779,Off White,,,,,,,,,,,,,
product_variation,1372,7,,,,,,,,KP955_80787_80779,Sweet Grey,,,,,,,,,,,,,
product,1373,6.24,Fijn gebreide muts,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383902&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383902&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390865&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390866&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
