type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_option_Size,product_media_gallery_image_url_7
product,64,13.74,Cropped dames-T-shirt,"100% gekamd en ringgesponnen katoen. Dit cropped T-shirt in jersey in streetwearstijl is ideaal voor de zomer. Heel zacht en licht. Oversized mouwen. Ruime snit. De rug is iets langer. Dubbel stiksel aan hals, mouwuiteinden en onderkant.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=401050&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401050&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401051&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=423910&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=423909&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=423908&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=423907&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=423906&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo
product_option,64,,,,,,,,,,,,Color,Athletic Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Color,Mustard,RADIOBUTTONS,TRUE,,,,,,
product_option,64,,,,,,,,,,,,Color,Vintage White,RADIOBUTTONS,TRUE,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82672_82668,Athletic Heather,,,,,,,,,S,
product_variation,64,13.74,,,,,,,,,BE6482_82672_82669,Athletic Heather,,,,,,,,,M,
product_variation,64,13.74,,,,,,,,,BE6482_82672_82670,Athletic Heather,,,,,,,,,L,
product_variation,64,13.74,,,,,,,,,BE6482_82672_82671,Athletic Heather,,,,,,,,,XL,
product_variation,64,13.74,,,,,,,,,BE6482_82673_82668,Black,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82673_82669,Black,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82673_82670,Black,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82673_82671,Black,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82674_82668,Military Green,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82674_82669,Military Green,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82674_82670,Military Green,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82674_82671,Military Green,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82675_82668,Mustard,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82675_82669,Mustard,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82675_82670,Mustard,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82675_82671,Mustard,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82676_82668,Vintage White,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82676_82669,Vintage White,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82676_82670,Vintage White,,,,,,,,,,
product_variation,64,13.74,,,,,,,,,BE6482_82676_82671,Vintage White,,,,,,,,,,
product,65,41.28,Uniseks fleece short<br/>,52% gekamd ringgesponnen katoen / 48% polyester. Gemaakt van fleece. Zachte en tijdloze uniseks short. Aanrijgkoordjes op de taille  voor een optimaal comfort de hele dag lang. Zijzakken.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401042&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401042&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401041&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401040&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401039&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,65,,,,,,,,,,,,Color,Athletic Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,65,,,,,,,,,,,,Color,Tan,RADIOBUTTONS,TRUE,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724A_82656_82645,Athletic Heather,,,,,,,,,XS,
product_variation,65,41.28,,,,,,,,,BE3724A_82656_82646,Athletic Heather,,,,,,,,,S,
product_variation,65,41.28,,,,,,,,,BE3724A_82656_82649,Athletic Heather,,,,,,,,,M,
product_variation,65,41.28,,,,,,,,,BE3724A_82656_82650,Athletic Heather,,,,,,,,,L,
product_variation,65,41.28,,,,,,,,,BE3724A_82656_82653,Athletic Heather,,,,,,,,,XL,
product_variation,65,45.98,,,,,,,,,BE3724AX_82657_82655,Athletic Heather,,,,,,,,,XXL,
product_variation,65,41.28,,,,,,,,,BE3724_82659_82644,Black,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82659_82647,Black,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82659_82648,Black,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82659_82651,Black,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82659_82652,Black,,,,,,,,,,
product_variation,65,45.98,,,,,,,,,BE3724X_82658_82654,Black,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82660_82644,Military Green,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82660_82647,Military Green,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82660_82648,Military Green,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82660_82651,Military Green,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82660_82652,Military Green,,,,,,,,,,
product_variation,65,45.98,,,,,,,,,BE3724X_82661_82654,Military Green,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82663_82644,Navy,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82663_82647,Navy,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82663_82648,Navy,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82663_82651,Navy,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82663_82652,Navy,,,,,,,,,,
product_variation,65,45.98,,,,,,,,,BE3724X_82662_82654,Navy,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82664_82644,Tan,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82664_82647,Tan,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82664_82648,Tan,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82664_82651,Tan,,,,,,,,,,
product_variation,65,41.28,,,,,,,,,BE3724_82664_82652,Tan,,,,,,,,,,
product_variation,65,45.98,,,,,,,,,BE3724X_82665_82654,Tan,,,,,,,,,,
product,66,6.64,Camo Snapback Trucker,Voorpand en klep van 100% katoen. 100% Polyester mesh panelen achterkant. 5 panelen. Voorgevormde klep. Camouflagedetails. Retro stijl snapback maatregelaar. TearAway-label.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62670&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62670&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,66,,,,,,,,,,,,Color,Jungle Camo,RADIOBUTTONS,TRUE,,,,,,
product_option,66,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,
product_option,66,,,,,,,,,,,,Color,Midnight Camo,RADIOBUTTONS,TRUE,,,,,,
product_variation,66,6.64,,,,,,,,,B694_55877_55876,Jungle Camo,,,,,,,,,One Size,
product_variation,66,6.64,,,,,,,,,B694_55878_55876,Midnight Camo,,,,,,,,,,
product,67,11.48,Marbella wide-brimmed sun Hat,100% papierstro. 100% polyester zweetband. TearAway-label. Koepelvormige hoed. Ontwerp met brede rand.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219805&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219805&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62672&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62671&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,67,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,67,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,
product_option,67,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,
product_variation,67,11.48,,,,,,,,,B740_61112_61111,Black,,,,,,,,,One Size,
product_variation,67,11.48,,,,,,,,,B740_61113_61111,Natural,,,,,,,,,,
product,68,8.86,Unisex Jersey Short Sleeve Tee,100% ringgesponnen gekamd katoen. Zeer zachte jersey van hoogwaardige kwaliteit. Modern unisex t-shirt. Nektape. Getailleerde snit. Zijnaden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401026&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401026&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401025&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401024&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,68,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,68,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,68,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,68,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,68,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,68,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,68,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,68,8.86,,,,,,,,,BE3001C_66524_64963,Black,,,,,,,,,S,
product_variation,68,8.86,,,,,,,,,BE3001C_66524_64964,Black,,,,,,,,,M,
product_variation,68,8.86,,,,,,,,,BE3001C_66524_64965,Black,,,,,,,,,L,
product_variation,68,8.86,,,,,,,,,BE3001C_66524_64966,Black,,,,,,,,,XL,
product_variation,68,11.52,,,,,,,,,BE3001CX_66525_64967,Black,,,,,,,,,XXL,
product_variation,68,8.86,,,,,,,,,BE3001_31086_31082,White,,,,,,,,,,
product_variation,68,8.86,,,,,,,,,BE3001_31086_31083,White,,,,,,,,,,
product_variation,68,8.86,,,,,,,,,BE3001_31086_31084,White,,,,,,,,,,
product_variation,68,8.86,,,,,,,,,BE3001_31086_31085,White,,,,,,,,,,
product_variation,68,11.52,,,,,,,,,BE3001X_31101_31112,White,,,,,,,,,,
product,69,9.1,Unisex Jersey Short Sleeve Tee Heather,52% ringgesponnen gekamd katoen / 48% polyester (Athletic Heather en Heather Black : 90% ringgesponnen gekamd katoen / 10% polyester). Zeer zachte jersey van hoogwaardige kwaliteit. Modern unisex t-shirt. Nektape. Getailleerde snit. Zijnaden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403591&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403591&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=416743&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,69,,,,,,,,,,,,Color,Athletic Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Deep Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Aqua,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Black,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Clay,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Columbia Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Deep Teal,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Dusty Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Ice Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Kelly,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Maroon,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Mauve,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Midnight Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Military Green,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Mustard,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Olive,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Peach,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Red,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Sea Green,RADIOBUTTONS,TRUE,,,,,,
product_option,69,,,,,,,,,,,,Color,Heather Stone,RADIOBUTTONS,TRUE,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62729_62724,Athletic Heather,,,,,,,,,S,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62729_62725,Athletic Heather,,,,,,,,,M,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62729_62726,Athletic Heather,,,,,,,,,L,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62729_62727,Athletic Heather,,,,,,,,,XL,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62730_62728,Athletic Heather,,,,,,,,,XXL,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62731_62724,Dark Grey Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62731_62725,Dark Grey Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62731_62726,Dark Grey Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62731_62727,Dark Grey Heather,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62732_62728,Dark Grey Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64982_62724,Deep Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64982_62725,Deep Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64982_62726,Deep Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64982_62727,Deep Heather,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_64983_62728,Deep Heather,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62733_62724,Heather Aqua,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62733_62725,Heather Aqua,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62733_62726,Heather Aqua,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62733_62727,Heather Aqua,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62734_62728,Heather Aqua,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62735_62724,Heather Black,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62735_62725,Heather Black,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62735_62726,Heather Black,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62735_62727,Heather Black,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62736_62728,Heather Black,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62737_62724,Heather Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62737_62725,Heather Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62737_62726,Heather Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62737_62727,Heather Blue,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62738_62728,Heather Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62739_62724,Heather Clay,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62739_62725,Heather Clay,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62739_62726,Heather Clay,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62739_62727,Heather Clay,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62740_62728,Heather Clay,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62741_62724,Heather Columbia Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62741_62725,Heather Columbia Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62741_62726,Heather Columbia Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62741_62727,Heather Columbia Blue,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62742_62728,Heather Columbia Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62743_62724,Heather Deep Teal,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62743_62725,Heather Deep Teal,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62743_62726,Heather Deep Teal,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62743_62727,Heather Deep Teal,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62744_62728,Heather Deep Teal,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64985_62724,Heather Dusty Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64985_62725,Heather Dusty Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64985_62726,Heather Dusty Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64985_62727,Heather Dusty Blue,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_64984_62728,Heather Dusty Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62745_62724,Heather Ice Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62745_62725,Heather Ice Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62745_62726,Heather Ice Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62745_62727,Heather Ice Blue,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62746_62728,Heather Ice Blue,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62747_62724,Heather Kelly,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62747_62725,Heather Kelly,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62747_62726,Heather Kelly,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62747_62727,Heather Kelly,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62748_62728,Heather Kelly,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62749_62724,Heather Maroon,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62749_62725,Heather Maroon,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62749_62726,Heather Maroon,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62749_62727,Heather Maroon,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62750_62728,Heather Maroon,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64986_62724,Heather Mauve,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64986_62725,Heather Mauve,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64986_62726,Heather Mauve,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64986_62727,Heather Mauve,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_64987_62728,Heather Mauve,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62751_62724,Heather Midnight Navy,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62751_62725,Heather Midnight Navy,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62751_62726,Heather Midnight Navy,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62751_62727,Heather Midnight Navy,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62752_62728,Heather Midnight Navy,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64989_62724,Heather Military Green,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64989_62725,Heather Military Green,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64989_62726,Heather Military Green,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64989_62727,Heather Military Green,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_64988_62728,Heather Military Green,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64990_62724,Heather Mustard,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64990_62725,Heather Mustard,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64990_62726,Heather Mustard,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_64990_62727,Heather Mustard,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_64991_62728,Heather Mustard,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62753_62724,Heather Olive,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62753_62725,Heather Olive,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62753_62726,Heather Olive,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62753_62727,Heather Olive,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62754_62728,Heather Olive,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62755_62724,Heather Peach,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62755_62725,Heather Peach,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62755_62726,Heather Peach,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62755_62727,Heather Peach,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62756_62728,Heather Peach,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62757_62724,Heather Red,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62757_62725,Heather Red,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62757_62726,Heather Red,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62757_62727,Heather Red,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62758_62728,Heather Red,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62759_62724,Heather Sea Green,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62759_62725,Heather Sea Green,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62759_62726,Heather Sea Green,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62759_62727,Heather Sea Green,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62760_62728,Heather Sea Green,,,,,,,,,,
