type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_option_Size
product_variation,210,11.56,,,,,,,,CGPWI11C_47949_47931,Sand,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47949_47925,Sand,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47949_47927,Sand,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47949_47928,Sand,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47949_47929,Sand,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47949_47930,Sand,,,,,,,
product_variation,210,13.92,,,,,,,,CGPWI11CX_56297_56278,Sand,,,,,,,
product_variation,210,10.3,,,,,,,,CGPWI11_47918_47923,White,,,,,,,
product_variation,210,10.3,,,,,,,,CGPWI11_47918_47917,White,,,,,,,
product_variation,210,10.3,,,,,,,,CGPWI11_47918_47919,White,,,,,,,
product_variation,210,10.3,,,,,,,,CGPWI11_47918_47920,White,,,,,,,
product_variation,210,10.3,,,,,,,,CGPWI11_47918_47921,White,,,,,,,
product_variation,210,10.3,,,,,,,,CGPWI11_47918_47922,White,,,,,,,
product_variation,210,12.36,,,,,,,,CGPWI11X_56298_56279,White,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47950_47931,Wine,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47950_47925,Wine,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47950_47927,Wine,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47950_47928,Wine,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47950_47929,Wine,,,,,,,
product_variation,210,11.56,,,,,,,,CGPWI11C_47950_47930,Wine,,,,,,,
product_variation,210,13.92,,,,,,,,CGPWI11CX_56299_56278,Wine,,,,,,,
product,211,17.5,ID.001 Ladies' long-sleeve polo shirt,"100% voorgekrompen ringgesponnen katoen (behalve Heather Grey: 90% voorgekrompen ringgesponnen katoen / 10% viscose). Piquétricot. Kraag in 1x1 ribboord met nektape aan de binnenkant. Knooplijst versterkt met twee ton-sur-ton knopen. Zijnaden. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=276282&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276282&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,211,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,
product_option,211,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56314_56310,Black,,,,,,,XS
product_variation,211,17.5,,,,,,,,CGPWI13C_56314_56306,Black,,,,,,,S
product_variation,211,17.5,,,,,,,,CGPWI13C_56314_56305,Black,,,,,,,M
product_variation,211,17.5,,,,,,,,CGPWI13C_56314_56303,Black,,,,,,,L
product_variation,211,17.5,,,,,,,,CGPWI13C_56314_56308,Black,,,,,,,XL
product_variation,211,17.5,,,,,,,,CGPWI13C_56314_56312,Black,,,,,,,XXL
product_variation,211,21.1,,,,,,,,CGPWI13CX_56315_56300,Black,,,,,,,3XL
product_variation,211,17.5,,,,,,,,CGPWI13C_56317_56310,Bottle Green,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56317_56306,Bottle Green,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56317_56305,Bottle Green,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56317_56303,Bottle Green,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56317_56308,Bottle Green,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56317_56312,Bottle Green,,,,,,,
product_variation,211,21.1,,,,,,,,CGPWI13CX_56316_56300,Bottle Green,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56318_56310,Heather Grey,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56318_56306,Heather Grey,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56318_56305,Heather Grey,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56318_56303,Heather Grey,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56318_56308,Heather Grey,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56318_56312,Heather Grey,,,,,,,
product_variation,211,21.1,,,,,,,,CGPWI13CX_56319_56300,Heather Grey,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56321_56310,Navy,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56321_56306,Navy,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56321_56305,Navy,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56321_56303,Navy,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56321_56308,Navy,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56321_56312,Navy,,,,,,,
product_variation,211,21.1,,,,,,,,CGPWI13CX_56320_56300,Navy,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56322_56310,Orange,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56322_56306,Orange,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56322_56305,Orange,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56322_56303,Orange,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56322_56308,Orange,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56322_56312,Orange,,,,,,,
product_variation,211,21.1,,,,,,,,CGPWI13CX_56323_56300,Orange,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56325_56310,Red,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56325_56306,Red,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56325_56305,Red,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56325_56303,Red,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56325_56308,Red,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56325_56312,Red,,,,,,,
product_variation,211,21.1,,,,,,,,CGPWI13CX_56324_56300,Red,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56326_56310,Royal Blue,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56326_56306,Royal Blue,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56326_56305,Royal Blue,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56326_56303,Royal Blue,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56326_56308,Royal Blue,,,,,,,
product_variation,211,17.5,,,,,,,,CGPWI13C_56326_56312,Royal Blue,,,,,,,
product_variation,211,21.1,,,,,,,,CGPWI13CX_56327_56300,Royal Blue,,,,,,,
product_variation,211,16.16,,,,,,,,CGPWI13_56329_56311,White,,,,,,,
product_variation,211,16.16,,,,,,,,CGPWI13_56329_56307,White,,,,,,,
product_variation,211,16.16,,,,,,,,CGPWI13_56329_56304,White,,,,,,,
product_variation,211,16.16,,,,,,,,CGPWI13_56329_56302,White,,,,,,,
product_variation,211,16.16,,,,,,,,CGPWI13_56329_56309,White,,,,,,,
product_variation,211,16.16,,,,,,,,CGPWI13_56329_56313,White,,,,,,,
product_variation,211,19.44,,,,,,,,CGPWI13X_56328_56301,White,,,,,,,
product,212,16.46,Safran Polo Shirt,"100% voorgekrompen ringgesponnen gekamd katoen (Ash: 99% voorgekrompen ringgesponnen gekamd katoen / 1% viscose, Heather Grey: 90% voorgekrompen ringgesponnen gekamd katoen / 10% viscose). Piqué. Nektape. Verstevigde stiksels op de schouders. Knooplijst met 3 toon op toon knopen. Kraag en mouwuiteinden in 1x1 rib. Zijnaden. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=276286&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276286&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276283&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276285&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,212,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Pumpkin Orange,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Real Green,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Real Turquoise,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,
product_option,212,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1264_1258,Black,,,,,,,S
product_variation,212,16.46,,,,,,,,CGSAFC_1264_1259,Black,,,,,,,M
product_variation,212,16.46,,,,,,,,CGSAFC_1264_1260,Black,,,,,,,L
product_variation,212,16.46,,,,,,,,CGSAFC_1264_1261,Black,,,,,,,XL
product_variation,212,16.46,,,,,,,,CGSAFC_1264_1262,Black,,,,,,,XXL
product_variation,212,16.46,,,,,,,,CGSAFC_1264_51661,Black,,,,,,,3XL
product_variation,212,16.46,,,,,,,,CGSAFC_30898_1258,Dark Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_30898_1259,Dark Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_30898_1260,Dark Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_30898_1261,Dark Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_30898_1262,Dark Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1273_1258,Heather Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1273_1259,Heather Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1273_1260,Heather Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1273_1261,Heather Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1273_1262,Heather Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1273_51661,Heather Grey,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_30897_1262,Kelly Green,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1265_1258,Navy,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1265_1259,Navy,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1265_1260,Navy,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1265_1261,Navy,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1265_1262,Navy,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1265_51661,Navy,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1275_1258,Pumpkin Orange,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1275_1259,Pumpkin Orange,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1275_1260,Pumpkin Orange,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1275_1261,Pumpkin Orange,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1275_1262,Pumpkin Orange,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_20679_1258,Purple,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_20679_1259,Purple,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_20679_1260,Purple,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_20679_1261,Purple,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_20679_1262,Purple,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_12009_1258,Real Green,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_12009_1259,Real Green,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_12009_1262,Real Green,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_23246_1258,Real Turquoise,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_23246_1259,Real Turquoise,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_23246_1260,Real Turquoise,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_23246_1261,Real Turquoise,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_23246_1262,Real Turquoise,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1268_1258,Red,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1268_1259,Red,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1268_1260,Red,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1268_1261,Red,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1268_1262,Red,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1268_51661,Red,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1270_1258,Royal Blue,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1270_1259,Royal Blue,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1270_1260,Royal Blue,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1270_1261,Royal Blue,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1270_1262,Royal Blue,,,,,,,
product_variation,212,16.46,,,,,,,,CGSAFC_1270_51661,Royal Blue,,,,,,,
product_variation,212,14.32,,,,,,,,CGSAF_1256_1251,White,,,,,,,
product_variation,212,14.32,,,,,,,,CGSAF_1256_1252,White,,,,,,,
product_variation,212,14.32,,,,,,,,CGSAF_1256_1253,White,,,,,,,
product_variation,212,14.32,,,,,,,,CGSAF_1256_1254,White,,,,,,,
product_variation,212,14.32,,,,,,,,CGSAF_1256_1255,White,,,,,,,
product_variation,212,14.32,,,,,,,,CGSAF_1256_51660,White,,,,,,,
product,213,13.54,Safran / Kids Polo Shirt,"100% voorgekrompen ringgesponnen gekamd katoen. Piqué. Kraag en mouwuiteinden in 1x1 rib. Nektape. Verstevigde naden op de schouders voor meer draagcomfort. Knooplijst met 2 toon op toon knopen. Zijnaden. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=401914&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401914&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401913&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,213,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Size,12/14 Y (12/14 ans),RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Gold,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Pacific Grey,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Pixel Lime,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Pumpkin Orange,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Real Green,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,
product_option,213,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1285_1281,Black,,,,,,,5/6 Y (5/6 ans)
product_variation,213,13.54,,,,,,,,CGSAFEC_1285_1282,Black,,,,,,,7/8 Y (7/8 ans)
product_variation,213,13.54,,,,,,,,CGSAFEC_1285_1283,Black,,,,,,,9/11 Y (9/11 ans)
product_variation,213,13.54,,,,,,,,CGSAFEC_1285_1284,Black,,,,,,,12/14 Y (12/14 ans)
product_variation,213,13.54,,,,,,,,CGSAFEC_9564_1281,Fuchsia,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_9564_1282,Fuchsia,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_9564_1283,Fuchsia,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_9564_1284,Fuchsia,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_9565_1281,Gold,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_9565_1282,Gold,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_9565_1283,Gold,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_9565_1284,Gold,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1286_1281,Navy,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1286_1282,Navy,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1286_1283,Navy,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1286_1284,Navy,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43900_1281,Pacific Grey,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43900_1282,Pacific Grey,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43900_1283,Pacific Grey,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43900_1284,Pacific Grey,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_47541_1281,Pixel Lime,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_47541_1282,Pixel Lime,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_47541_1283,Pixel Lime,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_47541_1284,Pixel Lime,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_17947_1281,Pumpkin Orange,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_17947_1282,Pumpkin Orange,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_17947_1283,Pumpkin Orange,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_17947_1284,Pumpkin Orange,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43901_1281,Real Green,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43901_1282,Real Green,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43901_1283,Real Green,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_43901_1284,Real Green,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1287_1281,Red,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1287_1282,Red,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1287_1283,Red,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1287_1284,Red,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1289_1281,Royal Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1289_1282,Royal Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1289_1283,Royal Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1289_1284,Royal Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1288_1281,Sky Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1288_1282,Sky Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1288_1283,Sky Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFEC_1288_1284,Sky Blue,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFE_1280_1276,White,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFE_1280_1277,White,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFE_1280_1278,White,,,,,,,
product_variation,213,13.54,,,,,,,,CGSAFE_1280_1279,White,,,,,,,
product,214,22.86,Safran Lsl Polo Shirt,"100% voorgekrompen ringgesponnen gekamd katoen (Ash: 99% voorgekrompen ringgesponnen gekamd katoen / 1% viscose, Heather Grey: 90% voorgekrompen ringgesponnen gekamd katoen /10% viscose). Piqué. Kraag en mouwuiteinden in 1x1 rib. Nektape. Verstevigde naden op de schouders. Knooplijst met 3 toon op toon knopen. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",,B&C,Kleding,Polo,,,,,,,,,,
product_option,214,,,,,,,,,,,Color,Ash,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Color,Gold,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Color,Pumpkin Orange,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,
product_option,214,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1324_1319,Ash,,,,,,,S
product_variation,214,22.86,,,,,,,,CGSAFMLC_1324_1320,Ash,,,,,,,M
product_variation,214,22.86,,,,,,,,CGSAFMLC_1324_1321,Ash,,,,,,,L
product_variation,214,22.86,,,,,,,,CGSAFMLC_1324_1322,Ash,,,,,,,XL
product_variation,214,22.86,,,,,,,,CGSAFMLC_1324_1323,Ash,,,,,,,XXL
product_variation,214,22.86,,,,,,,,CGSAFMLC_20683_1319,Gold,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20683_1320,Gold,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20683_1321,Gold,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20683_1322,Gold,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20683_1323,Gold,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1330_1319,Heather Grey,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1330_1320,Heather Grey,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1330_1321,Heather Grey,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1330_1322,Heather Grey,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1330_1323,Heather Grey,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1326_1319,Navy,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1326_1320,Navy,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1326_1321,Navy,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1326_1322,Navy,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1326_1323,Navy,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1326_51663,Navy,,,,,,,3XL
product_variation,214,22.86,,,,,,,,CGSAFMLC_20684_1319,Pumpkin Orange,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20684_1320,Pumpkin Orange,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20684_1321,Pumpkin Orange,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20684_1322,Pumpkin Orange,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_20684_1323,Pumpkin Orange,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1327_1319,Red,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1327_1320,Red,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1327_1321,Red,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1327_1322,Red,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1327_1323,Red,,,,,,,
product_variation,214,22.86,,,,,,,,CGSAFMLC_1327_51663,Red,,,,,,,
