type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product,1018,21.66,Kofferbaktas,"Kofferbaktas in 600D polyester. Ruim compartiment wat dicht geritst kan worden aan de bovenkant, voorvak, binnenvak met netvoering, opvouwbaar, metalen eylets.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67783&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67783&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67780&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67781&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1018,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1018,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1018,21.66,,,,,,,,,KI0508_37771_37770,Black,One Size,,,,,,,,,,,,
product,1019,40.46,Vintage Canvas Reistas,"Canvas reistas met polyvinyl (PVC) handvatten, vintage look, gespen en ogen in oude koperen afwerking, buitenzak.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207904&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207904&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67791&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392227&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1019,,,,,,,,,,,,,Color,Vintage Kaki,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1019,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1019,40.46,,,,,,,,,KI0603_31997_31996,Vintage Kaki,One Size,,,,,,,,,,,,
product,1020,14.84,Sporttas,"Sporttas van 600D polyester + ripstop met PU backing, twee draaghengsels, verstelbare schouderriem, vak van mesh, ruime zijvakken.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67795&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67794&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Fuchsia / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Navy / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Red / Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Reflex Blue / White / French Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Slate Grey / Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Slate Grey / Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1020,,,,,,,,,,,,,Color,Yellow / Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_46272_34858,Black,One Size,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_46273_34858,Black / Red,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_34862_34858,Black / Royal Blue,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_46274_34858,Fuchsia / Black,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_34861_34858,Navy / Light Grey,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_34859_34858,Red / Slate Grey,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_62802_34858,Reflex Blue / White / French Red,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_34860_34858,Slate Grey / Burnt Lime,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_46275_34858,Slate Grey / Orange,,,,,,,,,,,,,
product_variation,1020,14.84,,,,,,,,,KI0607_46276_34858,Yellow / Slate Grey,,,,,,,,,,,,,
product,1021,21.66,Kitbag,Kitbag van 1680D polyester. Schoenenvak. Waterdichte rits. Schouderbanden. Metaalkleurige eyelets.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67796&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67796&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1021,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1021,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1021,,,,,,,,,,,,,Color,Light Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1021,,,,,,,,,,,,,Color,Navy / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1021,21.66,,,,,,,,,KI0609_37773_37772,Black / Light Grey,One Size,,,,,,,,,,,,
product_variation,1021,21.66,,,,,,,,,KI0609_37774_37772,Light Grey / Black,,,,,,,,,,,,,
product_variation,1021,21.66,,,,,,,,,KI0609_42145_37772,Navy / Black,,,,,,,,,,,,,
product,1022,24.34,Waterproof Barrel Bag,"Kitbag van polyvinyl (PVC) zeilstof, bovenkant met rits- en gesp-sluiting, verstelbare schouderbanden in webbing, voorzak met waterdichte rits.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1022,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1022,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1022,24.34,,,,,,,,,KI0613_43329_43328,Black,One Size,,,,,,,,,,,,
product,1023,20.74,Multisporttas,Multisporttas van 600D polyester. Zijvak in mesh en apart vak voor schoenen. Afneembare gewatteerde schouderband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277811&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67811&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168934&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1023,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Color,Black / Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Color,Dark Grey / Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Color,Dark Grey / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Color,Navy / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Color,Navy / Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1023,,,,,,,,,,,,,Color,Olive Camouflage,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617_46915_46914,Black,One Size,,,,,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617_46916_46914,Black / Fuchsia,,,,,,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617_46918_46914,Dark Grey / Burnt Lime,,,,,,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617_46920_46914,Dark Grey / Royal Blue,,,,,,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617_46922_46914,Navy,,,,,,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617_46921_46914,Navy / Light Grey,,,,,,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617_46923_46914,Navy / Yellow,,,,,,,,,,,,,
product_variation,1023,20.74,,,,,,,,,KI0617CC_62895_62894,Olive Camouflage,,,,,,,,,,,,,
product,1024,38.34,Teamsporttas,"Teamsporttas van 600D polyester met sterke bodem. Volledig rondom ritssluiting, afneembare gewateerde schouderband, grote zijvakken, vak in mesh.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67813&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1024,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1024,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1024,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1024,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1024,38.34,,,,,,,,,KI0618_47275_47274,Black,One Size,,,,,,,,,,,,
product_variation,1024,38.34,,,,,,,,,KI0618_47276_47274,Black / Red,,,,,,,,,,,,,
product_variation,1024,38.34,,,,,,,,,KI0618_47278_47274,Navy,,,,,,,,,,,,,
product,1025,32.66,Reistas,"Volledig waterdichte reistas van PVC zeildoek. Rolsluiting met banden, ideaal voor aan zee of op de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67823&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67823&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67825&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67824&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1025,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1025,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1025,32.66,,,,,,,,,KI0625_49218_49217,Navy / White,One Size,,,,,,,,,,,,
product,1026,9.9,Katoenen tas met koord in marinestijl,Marinetas van canvaskatoen met riemen van dik koord en sluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67831&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67831&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1026,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1026,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1026,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1026,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1026,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1026,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1026,,,,,,,,,,,,,Color,Vintage Khaki,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1026,9.9,,,,,,,,,KI0629_54110_54107,Black,One Size,,,,,,,,,,,,
product_variation,1026,9.9,,,,,,,,,KI0629_54111_54107,Grey,,,,,,,,,,,,,
product_variation,1026,8.66,,,,,,,,,KI0629N_54112_54108,Natural,,,,,,,,,,,,,
product_variation,1026,9.9,,,,,,,,,KI0629_54113_54107,Navy,,,,,,,,,,,,,
product_variation,1026,9.9,,,,,,,,,KI0629_54114_54107,Royal Blue,,,,,,,,,,,,,
product_variation,1026,9.9,,,,,,,,,KI0629_54109_54107,Vintage Khaki,,,,,,,,,,,,,
product,1027,11.04,Reistas van katoencanvas,"Reistas van katoencanvas, hengsels van de schouderband in polykatoen, ritssluiting. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67836&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67836&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67835&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331307&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Arandano Red / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Cumin Yellow / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Dark Khaki / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Natural / Striped Reflex Blue / White / French Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Navy / Off White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Sage / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1027,,,,,,,,,,,,,Color,Snow Grey / Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_76948_54115,Arandano Red / Natural,One Size,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_54117_54115,Black,,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_76949_54115,Cumin Yellow / Natural,,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_76950_54115,Dark Khaki / Black,,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_54118_54115,Grey / Black,,,,,,,,,,,,,
product_variation,1027,8.66,,,,,,,,,KI0632N_54119_54116,Natural / Black,,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_62899_54115,Natural / Striped Reflex Blue / White / French Red,,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_62900_54115,Navy / Off White,,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_76952_54115,Sage / Natural,,,,,,,,,,,,,
product_variation,1027,11.04,,,,,,,,,KI0632_76953_54115,Snow Grey / Natural,,,,,,,,,,,,,
product,1028,13.34,Cilindervormige reistas,"Tas van polyester 600D. Buisvormig. Ritszakje aan de zijkant, Verstelbare schouderriem.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67840&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67840&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67838&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67839&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168934&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1028,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1028,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1028,,,,,,,,,,,,,Color,Burnt Lime / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1028,,,,,,,,,,,,,Color,Light Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1028,,,,,,,,,,,,,Color,Navy / Natural White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1028,,,,,,,,,,,,,Color,Olive Camouflage,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1028,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1028,,,,,,,,,,,,,Color,Royal Blue / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1028,13.34,,,,,,,,,KI0633_54122_54121,Black,One Size,,,,,,,,,,,,
product_variation,1028,13.34,,,,,,,,,KI0633_54123_54121,Burnt Lime / Dark Grey,,,,,,,,,,,,,
product_variation,1028,13.34,,,,,,,,,KI0633_54124_54121,Light Grey / Black,,,,,,,,,,,,,
product_variation,1028,14.84,,,,,,,,,KI0633N_54125_54120,Navy / Natural White,,,,,,,,,,,,,
product_variation,1028,13.34,,,,,,,,,KI0633CC_62902_62901,Olive Camouflage,,,,,,,,,,,,,
product_variation,1028,13.34,,,,,,,,,KI0633_54126_54121,Red / Black,,,,,,,,,,,,,
product_variation,1028,13.34,,,,,,,,,KI0633_54127_54121,Royal Blue / Black,,,,,,,,,,,,,
product,1029,29.5,Waterdichte reistas,"Waterdichte reistas van polyvinylchloride (pvc). Aan de voorkant een 100% waterdichte zak. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=250035&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=250035&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=250037&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=250036&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1029,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1029,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1029,29.5,,,,,,,,,KI0638_60300_60298,Black,One Size,,,,,,,,,,,,
product,1030,10.74,Waterdichte tas van 2 liter,"Waterdichte tas van 2 liter van polyvinylchloride (pvc). Rolsluiting. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=278673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278672&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210745&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1030,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1030,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1030,10.74,,,,,,,,,KI0643_60302_60301,Yellow,One Size,,,,,,,,,,,,
product,1031,12.86,Waterdichte tas van 5 liter,"Waterdichte tas van 5 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210742&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210742&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210741&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210740&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210744&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1031,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1031,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1031,12.86,,,,,,,,,KI0644_60304_60303,Orange,One Size,,,,,,,,,,,,
product,1032,15.74,Waterdichte tas van 10 liter,"Waterdichte tas van 10 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210739&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210739&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210737&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210736&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210738&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1032,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1032,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1032,15.74,,,,,,,,,KI0645_60306_60305,Red,One Size,,,,,,,,,,,,
product,1033,18.16,Waterdichte tas van 15 liter,"Waterdichte tas van 15 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. <br/> Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=206464&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206464&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210734&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210733&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210735&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1033,,,,,,,,,,,,,Color,Aqua Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1033,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1033,18.16,,,,,,,,,KI0646_60308_60307,Aqua Blue,One Size,,,,,,,,,,,,
product,1034,20.06,Waterdichte tas van 20 liter,"Waterdichte tas van 20 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210731&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210731&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210730&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1034,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1034,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1034,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1034,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1034,20.06,,,,,,,,,KI0647_60310_60309,Black,One Size,,,,,,,,,,,,
product_variation,1034,20.06,,,,,,,,,KI0647_80415_60309,Red,,,,,,,,,,,,,
product_variation,1034,20.06,,,,,,,,,KI0647_80416_60309,Yellow,,,,,,,,,,,,,
