type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product,2011,19.18,Classic Stripe Bib Apron,100% katoen. Verticaal gestreept schort. Linten in dezelfde stof. Breedte: 72 cm. Lengte vanaf de taille 71 cm. Totale lengte 101 cm. Linten 90 cm lang.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70199&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70199&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70196&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2011,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2011,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2011,19.18,,,,,,,,,PR110_47616_10362,Black / White,,,,,,One Size,,,,,,,,,,
product,2012,22.9,Fairtrade Apron With Pocket,100% fair trade katoen twill. Met voorzak en verstelbare gesp aan de hals.  Linten in hetzelfde materiaal. Afmetingen: 84cm lang en 60cm breed. Huiselijk reinigen tot 40°C,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268725&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268725&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2012,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2012,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2012,22.9,,,,,,,,,PR112_21149_21148,Black,,,,,,One Size,,,,,,,,,,
product,2013,10.56,Waterproof bib apron,100% polyurethaan bekleed met polyester. Waterdichte schort met verstelbaar halslint. Lengte van de linten: 90 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395880&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395880&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395907&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2013,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2013,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2013,,,,,,,,,,,,Color,Bottle,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2013,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2013,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2013,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2013,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2013,10.56,,,,,,,,,PR115_61743_61742,Black,,,,,,One Size,,,,,,,,,,
product_variation,2013,10.56,,,,,,,,,PR115_70581_61742,Bottle,,,,,,,,,,,,,,,,
product_variation,2013,10.56,,,,,,,,,PR115_70582_61742,Burgundy,,,,,,,,,,,,,,,,
product_variation,2013,10.56,,,,,,,,,PR115_61744_61742,Dark Grey,,,,,,,,,,,,,,,,
product_variation,2013,10.56,,,,,,,,,PR115_61745_61742,Navy,,,,,,,,,,,,,,,,
product_variation,2013,10.56,,,,,,,,,PR115_61746_61742,White,,,,,,,,,,,,,,,,
product,2014,16.56,Waterproof salon gown,100% polyurethaan bekleed met polyester. Waterdichte blouse voor kapsalons en barbiers. Lus om de blouse aan op te hangen. Verstelbare klittenbandsluiting. Afmetingen : 117 x 160 cm,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268375&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268375&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268374&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268372&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268373&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2014,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2014,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2014,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2014,16.56,,,,,,,,,PR116_61748_61747,Black,,,,,,One Size,,,,,,,,,,
product_variation,2014,16.56,,,,,,,,,PR116_70583_61747,Dark Grey,,,,,,,,,,,,,,,,
product,2015,18.6,Tailleschort Denim","70% katoen / 30% twillpolyester. Contrasterende naden op de middenzak, verdeeld in 4 vakken voor tablet en/of CB-terminals. Koperen spijkers. Linten in dezelfde stof als het schort en lang genoeg om te worden gekruist en vooraan gestrikt. Breedte 79 cm. Lengte 39,5 cm. Lengte van de linten 106 cm. Industrieel reinigen op 85°. Huiselijk reinigen op 60°.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268720&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268720&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268719&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268721&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2015,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2015,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2015,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2015,18.6,,,,,,,,,PR125_52392_52391,Black Denim,,,,,,One Size,,,,,,,,,,
product_variation,2015,18.6,,,,,,,,,PR125_52393_52391,Indigo Denim,,,,,,,,,,,,,,,,
product,2016,21.36,Schort met bovenstuk Denim","70% katoen / 30% twillpolyester. Contrasterende naden op de middenzak, verdeeld in 4 vakken voor tablet en/of CB-terminals. Linten in dezelfde stof als het schort en lang genoeg om te worden gekruist en vooraan gestrikt. Regelbare gesp. Koperen spijkers. Breedte 72 cm. Lengte 86 cm. Industrieel reinigen op 85°. Huiselijk reinigen op 60°.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268716&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268716&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268717&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268718&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2016,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2016,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2016,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2016,21.36,,,,,,,,,PR126_52395_52394,Black Denim,,,,,,One Size,,,,,,,,,,
product_variation,2016,21.36,,,,,,,,,PR126_52396_52394,Indigo Denim,,,,,,,,,,,,,,,,
product,2017,22.68,Domain - Contrast denim bib apron,"70% katoen / 30% polyester. Dit schort met bovenstuk straalt een zekere 'industriële' charme uit, met grote metalen ogen daar waar de linten vastzitten. De contrasterende achterkant is zichtbaar op de zakken en de linten, voor een omkeerbare stijl. Metalen gesp aan de hals om de schort in lengte aan te passen. In het midden een zak van 36 cm met contrasterende afwerking. Vak voor een pen. In het midden een zak in denim, met contrasterende achterzijde. Contrasterende linten (100 cm lang) en bevestigingssysteem met metalen oogjes. Lengte: 86 cm. Breedte: 72 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268714&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268714&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268715&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268713&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268712&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2017,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2017,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2017,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2017,22.68,,,,,,,,,PR127_57814_57813,Black Denim,,,,,,One Size,,,,,,,,,,
product_variation,2017,22.68,,,,,,,,,PR127_57815_57813,Indigo Denim,,,,,,,,,,,,,,,,
product,2018,20.14,Domain - Contrast denim waist apron,"70% katoen / 30% polyester. Dit halflange schort straalt een zekere 'industriële' charme uit, met grote metalen ogen daar waar de heuplinten vastzitten. De contrasterende achterkant is zichtbaar op de zakken en de linten, voor een omkeerbare stijl.  Halflange heupschort. Lengte: 50 cm. Breedte: 70 cm. In het midden een zak van 36 cm met een vak voor een pen en een contrasterende afwerking. Contrasterende linten (100 cm lang) en bevestigingssysteem met metalen oogjes. Lengte: 50 cm. Breedte: 70 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268709&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268709&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268711&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268710&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268708&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2018,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2018,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2018,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2018,20.14,,,,,,,,,PR128_57823_57816,Black Denim,,,,,,One Size,,,,,,,,,,
product_variation,2018,20.14,,,,,,,,,PR128_57824_57816,Indigo Denim,,,,,,,,,,,,,,,,
product,2019,27.24,Chino - Cotton bib apron,"100% twillkatoen. Dit schort met bovenstuk kreeg details die aan de klassieke 'chino' doen denken. Perfect voor wie op zoek is naar een speciaal en hip uniform voor zijn bar/restaurant. 3 zakken die zowel mooi als handig zijn. Bevestigingslint aan de kraag, met handige drukknoop. Schort met bovenstuk. Lengte: 86 cm. Breedte: 72 cm. Zakken in chinostijl met klinknagels. Zak in het midden bovenaan. Aanpasbaar halslint met gesp en drukknopen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268705&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268705&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268704&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268703&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268707&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268706&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2019,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2019,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2019,,,,,,,,,,,,Color,Khaki Beige,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2019,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2019,,,,,,,,,,,,Color,Steel,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2019,27.24,,,,,,,,,PR132_57826_57825,Black,,,,,,One Size,,,,,,,,,,
product_variation,2019,27.24,,,,,,,,,PR132_57827_57825,Khaki Beige,,,,,,,,,,,,,,,,
product_variation,2019,27.24,,,,,,,,,PR132_57828_57825,Navy,,,,,,,,,,,,,,,,
product_variation,2019,27.24,,,,,,,,,PR132_57829_57825,Steel,,,,,,,,,,,,,,,,
product,2020,33.82,District - Waxed look denim bib apron,"100% katoendenim en acryl. Het geoliede effect geeft de schort een stevige, duurzame look, met een zekere 'industriële' charme die het interieur van veel restaurants weerspiegelt. Grote opgezette zak waar een tablet in past, afgewerkt met een klassieke zaknaad. Duurzame afwerking met geolied effect. Extra grote zakken, afgewerkt met stiksels en klinknagels. Contrasterende koordjes en bevestigingssysteem met metalen oogje. Stofdetails: opgezette zak en vaatdoekhouder. Lengte: 86 cm. Breedte: 72 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268695&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2020,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2020,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2020,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2020,33.82,,,,,,,,,PR134_57836_57835,Black Denim,,,,,,One Size,,,,,,,,,,
product_variation,2020,33.82,,,,,,,,,PR134_57837_57835,Indigo Denim,,,,,,,,,,,,,,,,
product,2021,27.24,Division - Waxed look denim waist apron,"100% katoendenim en acryl. Het geoliede effect geeft de schort een stevige, duurzame look, met een zekere 'industriële' charme die het interieur van veel restaurants weerspiegelt. Grote opgezette zak waar een tablet in past, afgewerkt met een klassieke zaknaad. Extra grote zakken, afgewerkt met stiksels en klinknagels. Contrasterende koordjes en bevestigingssysteem met metalen oogje. Stofdetails: opgezette zak en vaatdoekhouder. Lengte: 50 cm. Breedte: 70 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268692&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268690&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268691&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2021,,,,,,,,,,,,Color,Black / Tan Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2021,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2021,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2021,,,,,,,,,,,,Color,Indigo / Brown Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2021,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2021,27.24,,,,,,,,,PR135_57839_57838,Black / Tan Denim,,,,,,One Size,,,,,,,,,,
product_variation,2021,27.24,,,,,,,,,PR135_57840_57838,Black Denim,,,,,,,,,,,,,,,,
product_variation,2021,27.24,,,,,,,,,PR135_57841_57838,Indigo / Brown Denim,,,,,,,,,,,,,,,,
product_variation,2021,27.24,,,,,,,,,PR135_57842_57838,Indigo Denim,,,,,,,,,,,,,,,,
product,2022,32.5,Division - Waxed look denim bib apron with faux leather,"100% katoendenim en acryl. Geolied effect. De details in contrasterende stof zorgen voor een hoogwaardige afwerking die degelijkheid en stijl verenigt, terwijl de details in imitatieleer deze schort een uitstraling geven die tegelijk authentiek en luxueus overkomt en in veel zaken populair is. Waterafstotend oppervlak dankzij het geoliede effect. Inzetsels in contrasterende stof zorgen voor functionaliteit en stijl. Linten aan taille en hals in imitatieleer. Halslint met aanpasbare gesp.  Effect van gekleurd denim dankzij de kleurgeweven draden. Lengte: 86 cm. Breedte: 72 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268689&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268689&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268688&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268687&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2022,,,,,,,,,,,,Color,Black / Tan Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2022,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2022,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2022,,,,,,,,,,,,Color,Indigo / Brown Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2022,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2022,32.5,,,,,,,,,PR136_57844_57843,Black / Tan Denim,,,,,,One Size,,,,,,,,,,
product_variation,2022,32.5,,,,,,,,,PR136_57845_57843,Black Denim,,,,,,,,,,,,,,,,
product_variation,2022,32.5,,,,,,,,,PR136_57846_57843,Indigo / Brown Denim,,,,,,,,,,,,,,,,
product_variation,2022,32.5,,,,,,,,,PR136_57847_57843,Indigo Denim,,,,,,,,,,,,,,,,
product,2023,12.48,Colours Bib Apron,"65% polyester / 35% katoen twill. Verstelbaar aan de hals. Linten in hetzelfde materiaal, 90cm lang. Afmetingen: 86cm lang en 72cm breed. Industrieel reinigen tot 85°C.  Huiselijk reinigen tot 60°C.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268732&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268732&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268733&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268734&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268735&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268731&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Camel,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Duck Egg Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Emerald,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Green Olive,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Grey Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Hot Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Indigo Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Khaki Beige,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Lemon,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Mustard,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Oasis Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Pistachio,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Salsa,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Sunflower,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2023,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2023,12.48,,,,,,,,,PR150_10323_10321,Black,,,,,,One Size,,,,,,,,,,
product_variation,2023,17.38,,,,,,,,,PR150CC_57852_57851,Black Denim,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38021_38019,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38022_38019,Brown,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38023_38019,Burgundy,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_57853_38019,Camel,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38026_38019,Dark Grey,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_49930_38019,Duck Egg Blue,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38024_38019,Emerald,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38025_38019,Fuchsia,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38034_38019,Green Olive,,,,,,,,,,,,,,,,
product_variation,2023,17.38,,,,,,,,,PR150CC_57854_57851,Grey Denim,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_57855_38019,Hot Pink,,,,,,,,,,,,,,,,
product_variation,2023,17.38,,,,,,,,,PR150CC_57856_57851,Indigo Denim,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38027_38019,Khaki Beige,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38028_38019,Lemon,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38030_38019,Lime,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_49931_38019,Mustard,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38032_38019,Natural,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38033_38019,Navy,,,,,,,,,,,,,,,,
