type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Royal Blue,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Green,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Royal Blue,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Yellow,RADIOBUTTONS,TRUE,
product_option,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23397,Black,,,,,XS
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23384,Black,,,,,S
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23385,Black,,,,,M
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23386,Black,,,,,L
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23387,Black,,,,,XL
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23388,Black,,,,,XXL
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23389,Black,,,,,3XL
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23397,Dark Grey,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23384,Dark Grey,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23385,Dark Grey,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23386,Dark Grey,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23387,Dark Grey,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23388,Dark Grey,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23389,Dark Grey,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69672_23397,Dark Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69672_23384,Dark Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69672_23385,Dark Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69672_23386,Dark Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69672_23387,Dark Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69672_23388,Dark Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69672_23389,Dark Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23417_23397,Green,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23417_23384,Green,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23417_23385,Green,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23417_23386,Green,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23417_23387,Green,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23417_23388,Green,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23417_23389,Green,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30315_23397,Sky Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30315_23384,Sky Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30315_23385,Sky Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30315_23386,Sky Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30315_23387,Sky Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30315_23388,Sky Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30315_23389,Sky Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30316_23397,Sporty Navy,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30316_23384,Sporty Navy,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30316_23385,Sporty Navy,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30316_23386,Sporty Navy,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30316_23387,Sporty Navy,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30316_23388,Sporty Navy,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_30316_23389,Sporty Navy,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23418_23397,Sporty Red,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23418_23384,Sporty Red,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23418_23385,Sporty Red,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23418_23386,Sporty Red,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23418_23387,Sporty Red,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23418_23388,Sporty Red,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23418_23389,Sporty Red,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23416_23397,Sporty Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23416_23384,Sporty Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23416_23385,Sporty Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23416_23386,Sporty Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23416_23387,Sporty Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23416_23388,Sporty Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23416_23389,Sporty Royal Blue,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23415_23397,Sporty Yellow,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23415_23384,Sporty Yellow,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23415_23385,Sporty Yellow,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23415_23386,Sporty Yellow,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23415_23387,Sporty Yellow,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23415_23388,Sporty Yellow,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23415_23389,Sporty Yellow,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23414_23397,White,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23414_23384,White,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23414_23385,White,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23414_23386,White,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23414_23387,White,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23414_23388,White,,,,,
product_variation,1713,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23414_23389,White,,,,,
product,1714,33.26,Multisport-joggingbroek met zakken volwassene,"65% polyester / 35% katoen. Geborsteld fleece aan de binnenkant. Elastische tailleband met toon op toon aanrijgkoordjes. Voor meer comfort werd de binnenkant van de taille afgewerkt met een zachte elastiek met een contrasterend, fluorescerend biesje. 2 fantasie-zijzakken met ritssluiting, zak van mesh en een contrasterende, fluorescerende gsm-zak. 1 opgezette achterzak. De broekspijp is onderaan aangesnoerd met 2x2 ribboord. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=69353&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=69353&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=69356&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201704&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201703&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201771&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=69358&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=69359&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=69360&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216842&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216841&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216840&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216837&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216839&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216838&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216836&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201773&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201772&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Grey Heather,RADIOBUTTONS,TRUE,
product_option,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60694_60687,Black,,,,,XS
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60694_60688,Black,,,,,S
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60694_60689,Black,,,,,M
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60694_60690,Black,,,,,L
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60694_60691,Black,,,,,XL
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60694_60692,Black,,,,,XXL
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60694_60693,Black,,,,,3XL
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_69673_60687,Dark Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_69673_60688,Dark Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_69673_60689,Dark Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_69673_60690,Dark Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_69673_60691,Dark Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_69673_60692,Dark Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_69673_60693,Dark Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60695_60687,Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60695_60688,Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60695_60689,Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60695_60690,Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60695_60691,Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60695_60692,Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60695_60693,Grey Heather,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60696_60687,Sporty Navy,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60696_60688,Sporty Navy,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60696_60689,Sporty Navy,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60696_60690,Sporty Navy,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60696_60691,Sporty Navy,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60696_60692,Sporty Navy,,,,,
product_variation,1714,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1012_60696_60693,Sporty Navy,,,,,
product,1715,27.96,Kinder multisport-joggingbroek met zakken,"65% polyester / 35% katoen. Geborsteld fleece aan de binnenkant. Elastische tailleband met toon op toon aanrijgkoordjes. Voor meer comfort werd de binnenkant van de taille afgewerkt met een zachte elastiek met een contrasterend, fluorescerend biesje. 2 fantasie-zijzakken met ritssluiting, zak van mesh en een contrasterende, fluorescerende gsm-zak. 1 opgezette achterzak. De broekspijp is onderaan aangesnoerd met 2x2 ribboord. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=199771&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199771&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199768&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249214&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249213&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249224&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249222&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249168&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197865&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197873&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197871&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197877&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197876&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249211&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249212&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,6/8 years (6/8 ans),RADIOBUTTONS,TRUE,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,8/10 years (8/10 ans),RADIOBUTTONS,TRUE,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,10/12 years (10/12 ans),RADIOBUTTONS,TRUE,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,12/14 years (12/14 ans),RADIOBUTTONS,TRUE,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Grey Heather,RADIOBUTTONS,TRUE,
product_option,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60701_60697,Black,,,,,6/8 years (6/8 ans)
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60701_60698,Black,,,,,8/10 years (8/10 ans)
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60701_60699,Black,,,,,10/12 years (10/12 ans)
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60701_60700,Black,,,,,12/14 years (12/14 ans)
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_69674_60697,Dark Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_69674_60698,Dark Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_69674_60699,Dark Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_69674_60700,Dark Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60702_60697,Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60702_60698,Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60702_60699,Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60702_60700,Grey Heather,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60703_60697,Sporty Navy,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60703_60698,Sporty Navy,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60703_60699,Sporty Navy,,,,,
product_variation,1715,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1013_60703_60700,Sporty Navy,,,,,
product,1716,10.4,Dames sportshort,100% katoen. (Grey Heather: 65% polyester / 35% katoen). Jersey. Contrasterende bies en aanrijgkoordjes. Elastische tailleband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249100&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249100&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249093&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249094&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249091&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249096&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=141349&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=141348&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249092&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249101&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249095&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / Grey Heather,RADIOBUTTONS,TRUE,
product_option,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
