type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_variation_option_Size
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35865_35860,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35865_35863,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35865_35864,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35865_35855,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35865_35857,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35865_35858,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35865_35859,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_53899,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35862,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35861,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35860,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35863,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35864,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35855,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35857,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35858,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35866_35859,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_53899,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35862,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35861,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35860,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35863,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35864,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35855,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35857,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35858,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76757_35859,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_53899,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35862,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35861,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35860,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35863,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35864,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35855,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35857,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35858,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35867_35859,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_53899,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35862,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35861,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35860,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35863,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35864,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35855,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35857,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35858,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_76758_35859,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_53898,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35852,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35851,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35850,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35853,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35854,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35845,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35847,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35848,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541_35846_35849,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_53899,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35862,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35861,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35860,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35863,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35864,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35855,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35857,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35858,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,662,23.96,,,,,,,,,,,,,,,,,,,K541C_35868_35859,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product,663,23.96,Dames poplin blouse lange mouwen,"100% popeline katoen. Gemakkelijk in onderhoud ( Easy Care). Kraag zonder knopen. Toon op toon knopen. Borstzakje. Verstelbare mouwen. 1 extra knoop. Afgerond boord aan de onderkant.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=455427&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455427&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455426&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455428&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455430&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455429&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455424&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455423&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455425&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372069&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372070&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,Bright Sky,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,Cobalt Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,Snow Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,663,,,,,,,,,,,,,,,,,,,,,,Color,Zinc,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35885,Black,,,,,,,,,,,,,,,,,,,,,,,XS
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35883,Black,,,,,,,,,,,,,,,,,,,,,,,S
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35882,Black,,,,,,,,,,,,,,,,,,,,,,,M
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35881,Black,,,,,,,,,,,,,,,,,,,,,,,L
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35884,Black,,,,,,,,,,,,,,,,,,,,,,,XL
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35886,Black,,,,,,,,,,,,,,,,,,,,,,,XXL
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35878,Black,,,,,,,,,,,,,,,,,,,,,,,3XL
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35879_35880,Black,,,,,,,,,,,,,,,,,,,,,,,4XL
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35885,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35883,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35882,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35881,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35884,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35886,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35878,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35887_35880,Bright Sky,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35885,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35883,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35882,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35881,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35884,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35886,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35878,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35888_35880,Classic Red,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35885,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35883,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35882,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35881,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35884,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35886,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35878,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76759_35880,Cobalt Blue,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35885,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35883,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35882,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35881,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35884,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35886,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35878,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35889_35880,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35885,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35883,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35882,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35881,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35884,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35886,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35878,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_76760_35880,Snow Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35876,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35874,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35873,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35872,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35875,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35877,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35869,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542_35870_35871,White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35885,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35883,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35882,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35881,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35884,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35886,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35878,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product_variation,663,23.96,,,,,,,,,,,,,,,,,,,K542C_35890_35880,Zinc,,,,,,,,,,,,,,,,,,,,,,,
product,664,22.44,Heren poplin overhemd korte mouwen,"100% popeline katoen. Gemakkelijk in onderhoud ( Easy Care). Verstevigde kraag met baleinen. Toon op toon knopen. Borstzakje. Dubbel inzetstuk op de rug en 2 plooitjes. Afgewerkt met dubbele vouwnaden. Mouwuiteinden omgezoomd. 1 extra knoop. Afgerond boord aan de onderkant.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=455421&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455421&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455420&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455415&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455414&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455416&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455422&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455418&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455417&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=455419&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372067&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372068&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Size,6XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,Bright Sky,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,Cobalt Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,Snow Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,664,,,,,,,,,,,,,,,,,,,,,,Color,Zinc,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,664,22.44,,,,,,,,,,,,,,,,,,,K543C_35902_53900,Black,,,,,,,,,,,,,,,,,,,,,,,XS
product_variation,664,22.44,,,,,,,,,,,,,,,,,,,K543C_35902_35908,Black,,,,,,,,,,,,,,,,,,,,,,,S
product_variation,664,22.44,,,,,,,,,,,,,,,,,,,K543C_35902_35907,Black,,,,,,,,,,,,,,,,,,,,,,,M
product_variation,664,22.44,,,,,,,,,,,,,,,,,,,K543C_35902_35906,Black,,,,,,,,,,,,,,,,,,,,,,,L
product_variation,664,22.44,,,,,,,,,,,,,,,,,,,K543C_35902_35909,Black,,,,,,,,,,,,,,,,,,,,,,,XL
