type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72671_72666,Grey,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72671_72667,Grey,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72671_72668,Grey,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72671_72669,Grey,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72672_72664,Navy,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72672_72665,Navy,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72672_72666,Navy,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72672_72667,Navy,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72672_72668,Navy,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72672_72669,Navy,,,,,,,,,,,,,,,
product,311,113.44,Softshell-herenjasje WINTER (JW7019),96% polyester / 4% elasthan. Stof waterdicht tot 8000 mm. Ademend tot 3000 g/m²/24 u. Gewatteerd jasje. Reflecterende stroken aan de ritssluitingen. Afgeronde zoom aan de achterkant. Bescherming tegen de regen. Afneembare en aanpasbare capuchon. Versterkte ellebogen met details van silicone. Meerdere zakken. Binnenrits voor eenvoudige personalisatie.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221863&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221863&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221859&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221968&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221858&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221857&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,311,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,311,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,311,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,311,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,311,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,311,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,311,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,311,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72607_72601,Black,,,,,S,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72607_72602,Black,,,,,M,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72607_72603,Black,,,,,L,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72607_72604,Black,,,,,XL,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72607_72605,Black,,,,,XXL,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72607_72606,Black,,,,,3XL,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72608_72601,Navy,,,,,,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72608_72602,Navy,,,,,,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72608_72603,Navy,,,,,,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72608_72604,Navy,,,,,,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72608_72605,Navy,,,,,,,,,,,,,,,
product_variation,311,113.44,,,,,,,,,,DK0A4XTM_72608_72606,Navy,,,,,,,,,,,,,,,
product,312,20.48,Katoenen bob Flexfit,98% katoen / 2% elasthan. Een hip-hopessential uit de jaren 90 en een ontspannen metgezel voor warme dagen. De bob is gemaakt van sterk katoentwill. Hij bevat weinig elasthan en is dan ook aangenaam om te dragen. De typische soepele klep maakt de ontspannen look compleet.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387969&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Bob,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387969&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387970&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391076&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,GREY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,KHAKI,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,Light Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,LILAC,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,NAVY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,ORANGE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,RED,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,312,,,,,,,,,,,,,Color,WHITE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_78003_78002,BLACK,,,,,One Size,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_78004_78002,GREY,,,,,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_78005_78002,KHAKI,,,,,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_82562_78002,Light Pink,,,,,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_78006_78002,LILAC,,,,,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_78007_78002,NAVY,,,,,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_82563_78002,ORANGE,,,,,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_78008_78002,RED,,,,,,,,,,,,,,,
product_variation,312,20.48,,,,,,,,,,FL5003_78009_78002,WHITE,,,,,,,,,,,,,,,
product,313,29.68,Bob Camo,100% polyester. Camouflage werkt altijd! Kijk maar naar deze bob met groen camouflagemotief. Zet ’m op en trek eropuit! De decoratieve stiksels rond de bob horen er uiteraard bij.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391075&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Bob,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391075&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,313,,,,,,,,,,,,,Color,GREEN CAMOUFLAGE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,313,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,313,29.68,,,,,,,,,,FL5003CB_78011_78010,GREEN CAMOUFLAGE,,,,,One Size,,,,,,,,,,
product,314,29.68,Bob met open rand,100% katoen. Platte rand rafeleffect. Eén maat. Robuuste bob. Optimaal comfort en aangename stof.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394991&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Bob,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394991&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,314,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,314,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,314,,,,,,,,,,,,,Color,OFFWHITE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,314,29.68,,,,,,,,,,FL5003OE_78013_78012,BLACK,,,,,One Size,,,,,,,,,,
product_variation,314,29.68,,,,,,,,,,FL5003OE_78014_78012,OFFWHITE,,,,,,,,,,,,,,,
product,315,14.96,Pet Trucker Camo,"98% katoen / 2% elasthan, achterkant: 100% polyester. Ontspannen en klassiek. Doorlopende en verstevigde voorkant. Rug in luchtig tricot.  De camouflageprint met licht afgesleten effect maakt het design compleet.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391078&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Helm,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391078&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,315,,,,,,,,,,,,,Color,DARK CAMOUFLAGE / BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,315,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,315,,,,,,,,,,,,,Color,WOOD CAMOUFLAGE / BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,315,14.96,,,,,,,,,,FL6606C_78041_78040,DARK CAMOUFLAGE / BLACK,,,,,One Size,,,,,,,,,,
product_variation,315,14.96,,,,,,,,,,FL6606C_78042_78040,WOOD CAMOUFLAGE / BLACK,,,,,,,,,,,,,,,
product,316,14.96,Pet van twillkatoen - 6 panelen,"100% katoen. Klassieke herenpet met soepele voorkant, voorgebogen klep en sluiting met metalen gesp. Comfortabel en perfect voor elke gelegenheid.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391074&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Helm,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391074&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,BUCK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,CRANBERRY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,CURRY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,DARK GREY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,GREEN CAMOUFLAGE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,KHAKI,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,LIGHT BLUE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,MAROON,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,NAVY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,PINK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,RED,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,SILVER,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,STONE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,TAN,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,316,,,,,,,,,,,,,Color,WHITE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78016_78015,BLACK,,,,,One Size,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78017_78015,BUCK,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78018_78015,CRANBERRY,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78019_78015,CURRY,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78020_78015,DARK GREY,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78021_78015,GREEN CAMOUFLAGE,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78022_78015,KHAKI,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78023_78015,LIGHT BLUE,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78024_78015,MAROON,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78025_78015,NAVY,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78026_78015,PINK,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78027_78015,RED,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78028_78015,SILVER,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78029_78015,STONE,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78030_78015,TAN,,,,,,,,,,,,,,,
product_variation,316,14.96,,,,,,,,,,FL6245CM_78031_78015,WHITE,,,,,,,,,,,,,,,
product,317,25.08,Pet Flexfit Delta mix,100% polyester. Gemêleerde kleuren. Gebogen zonneklep. Zonder decoratieve naden. Verstelbare pet naargelang de vorm van het hoofd.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394989&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Helm,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394989&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,317,,,,,,,,,,,,,Color,MELANGE CHARCOAL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,317,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,317,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,317,,,,,,,,,,,,,Color,MELANGE SILVER,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,317,25.08,,,,,,,,,,FL180M_78000_78139,MELANGE CHARCOAL,,,,,L/XL,,,,,,,,,,
product_variation,317,25.08,,,,,,,,,,FL180M_78000_78140,MELANGE CHARCOAL,,,,,S/M,,,,,,,,,,
product_variation,317,25.08,,,,,,,,,,FL180M_78001_78139,MELANGE SILVER,,,,,,,,,,,,,,,
product_variation,317,25.08,,,,,,,,,,FL180M_78001_78140,MELANGE SILVER,,,,,,,,,,,,,,,
product,318,22.78,Pet Flexfit Pro-Formance,98% bio katoen / 2% elasthan. Lichte en comfortabele pet. Aanpasbare sluiting. Hoofdband met opgenaaide elastiek. De Flexfit Pro-Formance-pet is extreem comfortabel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394982&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Helm,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394982&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,318,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,318,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,318,,,,,,,,,,,,,Color,DARK GREY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,318,,,,,,,,,,,,,Color,DARK NAVY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,318,22.78,,,,,,,,,,FL110OC_77994_77993,BLACK,,,,,One Size,,,,,,,,,,
product_variation,318,22.78,,,,,,,,,,FL110OC_77995_77993,DARK GREY,,,,,,,,,,,,,,,
product_variation,318,22.78,,,,,,,,,,FL110OC_77996_77993,DARK NAVY,,,,,,,,,,,,,,,
product,319,19.56,Pet van gerecycleerd polyester,"97% gerecycleerd polyester / 3% elasthan. Design met effen kleur, gebogen zonneklep en decoratieve naden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=394990&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,FLEXFIT,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394990&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Color,CHARCOAL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Color,KHAKI,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Color,LODEN,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Color,NAVY,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Color,SILVER,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,319,,,,,,,,,,,,,Color,WHITE,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78033_78143,BLACK,,,,,L/XL,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78033_78144,BLACK,,,,,S/M,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78034_78143,CHARCOAL,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78034_78144,CHARCOAL,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78035_78143,KHAKI,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78035_78144,KHAKI,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78036_78143,LODEN,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78036_78144,LODEN,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78037_78143,NAVY,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78037_78144,NAVY,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78038_78143,SILVER,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78038_78144,SILVER,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78039_78143,WHITE,,,,,,,,,,,,,,,
product_variation,319,19.56,,,,,,,,,,FL6277RP_78039_78144,WHITE,,,,,,,,,,,,,,,
product,320,15.72,Set van 3 paar sokken NO COMPRIM,"Werksokken die niet afzakken.  Dubbel ribboord voor een betere afwerking. Fijn bouclétricot in de voet. Antibacteriële behandeling SILVADUR ®, resistentie getest tot 20 wasbeurten.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392268&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Estex,Ondergoed,Sokken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392268&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392267&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,320,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,320,,,,,,,,,,,,,Size,39/42 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,320,,,,,,,,,,,,,Size,43/46 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,320,15.72,,,,,,,,,,ES6004_77461_77459,Navy,,,,,39/42 EU,,,,,,,,,,
product_variation,320,15.72,,,,,,,,,,ES6004_77461_77460,Navy,,,,,43/46 EU,,,,,,,,,,
product,321,13.42,Set van 3 paar sokken SAFETY WORK,Werksokken om te dragen in veiligheidsschoenen. Antibacteriële behandeling SILVADUR ®. Neutraliseert vieze geurtjes. Werking getest tot 20 wasbeurten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392266&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Estex,Ondergoed,Sokken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392266&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392265&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,321,,,,,,,,,,,,,Color,NOIR,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,321,,,,,,,,,,,,,Size,39/42 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,321,,,,,,,,,,,,,Size,43/46 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,321,13.42,,,,,,,,,,ES6106_77464_77462,NOIR,,,,,39/42 EU,,,,,,,,,,
product_variation,321,13.42,,,,,,,,,,ES6106_77464_77463,NOIR,,,,,43/46 EU,,,,,,,,,,
product,322,149.98,Broek TECHDUCK,"68% katoen / 29% polyester / 3% Duck-elasthan. De TechDuck-broek combineert de traditionele snit van Dickies met moderne en functionele details. Casual, rechte snit. Vooraan een verlengde lus om gereedschap aan op te hangen, met een licht rekbare riem zodat het goed blijft zitten. Rekbare Flex-technologie: goede bewegingsvrijheid, thermoregulerende stof Temp-iQ 365: voert transpiratie af. Inzetsels voor kniebescherming met opening aan de onderkant. Flexibel aan de knieën. Afneembare zak. Meerdere zakken om onmisbare spullen in op te bergen.  Ruimteplooi in het kruis",https://media.europeancatalog.com/ws.php?act=download&mamfileid=394182&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394182&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394184&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394183&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394185&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394186&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399211&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,322,,,,,,,,,,,,,Color,Rinsed Brown Duck,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,42 NL (28 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,44 NL (30 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,46 NL (32 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,33 UK,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,48 NL (34 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,50 NL (36 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,52 NL (38 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,54 NL (40 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,56 NL (42 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,322,,,,,,,,,,,,,Size,58 NL (44 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82742,Rinsed Brown Duck,,,,,42 NL (28 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82743,Rinsed Brown Duck,,,,,44 NL (30 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82744,Rinsed Brown Duck,,,,,46 NL (32 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82745,Rinsed Brown Duck,,,,,33 UK,,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82746,Rinsed Brown Duck,,,,,48 NL (34 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82747,Rinsed Brown Duck,,,,,50 NL (36 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82748,Rinsed Brown Duck,,,,,52 NL (38 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82749,Rinsed Brown Duck,,,,,54 NL (40 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82750,Rinsed Brown Duck,,,,,56 NL (42 UK),,,,,,,,,,
product_variation,322,149.98,,,,,,,,,,DK0A4XUND_82752_82751,Rinsed Brown Duck,,,,,58 NL (44 UK),,,,,,,,,,
