type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_option_Size
product,2208,61.98,Gerecyclede veiligheidssweater met capuchon,"100% polyester. 100% gerecycled REPREVE® polyester. Gemaakt van petflessen en postindustrieel afval.  Warme, ademende en winddichte veiligheidssweater. YKK ritssluiting met schuiver aan de voorkant. Manchetten en tailleband in rekbaar tricot. Bedrukt met rekbare, reflecterende details. Ritszak aan de zijkanten en op de rechterborst. Capuchon met aanrijgkoordjes. Fleece met een zachte binnenkant. Ophanglus. Norm High Viz: EN ISO 20471: 2013+A1: 2016 Klasse 2 (RIS-3279-TOM Klasse 2 (enkel oranje model)).",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392456&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392456&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392462&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392455&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2208,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2208,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2208,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2208,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2208,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2208,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2208,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2208,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2208,61.98,,,,,,,,,R503X_70774_70768,Fluorescent Orange,,,,,,,,,,,,,,S
product_variation,2208,61.98,,,,,,,,,R503X_70774_70769,Fluorescent Orange,,,,,,,,,,,,,,M
product_variation,2208,61.98,,,,,,,,,R503X_70774_70770,Fluorescent Orange,,,,,,,,,,,,,,L
product_variation,2208,61.98,,,,,,,,,R503X_70774_70771,Fluorescent Orange,,,,,,,,,,,,,,XL
product_variation,2208,61.98,,,,,,,,,R503X_70774_70772,Fluorescent Orange,,,,,,,,,,,,,,XXL
product_variation,2208,61.98,,,,,,,,,R503X_70774_70773,Fluorescent Orange,,,,,,,,,,,,,,3XL
product_variation,2208,61.98,,,,,,,,,R503X_70775_70768,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2208,61.98,,,,,,,,,R503X_70775_70769,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2208,61.98,,,,,,,,,R503X_70775_70770,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2208,61.98,,,,,,,,,R503X_70775_70771,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2208,61.98,,,,,,,,,R503X_70775_70772,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2208,61.98,,,,,,,,,R503X_70775_70773,Fluorescent Yellow,,,,,,,,,,,,,,
product,2209,20.58,Gerecyclede microfleece met ritskraag,100% gerecycled polyester. Duurzaam kwaliteitsgaren. Gemaakt van petflessen. Ecologische YKK NATULON® kwartrits aan de voorkant. Ophanglus. Mooie sierstiksels op het lichaam. Omboorde en zachte manchetten en tailleband. Sneldrogend (Quick Dry).,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276554&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276554&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392535&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392537&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392538&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2209,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2209,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70819_70813,Black,,,,,,,,,,,,,,S
product_variation,2209,20.58,,,,,,,,,R905X_70819_70814,Black,,,,,,,,,,,,,,M
product_variation,2209,20.58,,,,,,,,,R905X_70819_70815,Black,,,,,,,,,,,,,,L
product_variation,2209,20.58,,,,,,,,,R905X_70819_70816,Black,,,,,,,,,,,,,,XL
product_variation,2209,20.58,,,,,,,,,R905X_70819_70817,Black,,,,,,,,,,,,,,XXL
product_variation,2209,20.58,,,,,,,,,R905X_70819_70818,Black,,,,,,,,,,,,,,3XL
product_variation,2209,20.58,,,,,,,,,R905X_82268_70813,Forest Green,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82268_70814,Forest Green,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82268_70815,Forest Green,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82268_70816,Forest Green,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82268_70817,Forest Green,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82268_70818,Forest Green,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70820_70813,Grey,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70820_70814,Grey,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70820_70815,Grey,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70820_70816,Grey,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70820_70817,Grey,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70820_70818,Grey,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70821_70813,Navy,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70821_70814,Navy,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70821_70815,Navy,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70821_70816,Navy,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70821_70817,Navy,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_70821_70818,Navy,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82269_70813,Red,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82269_70814,Red,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82269_70815,Red,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82269_70816,Red,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82269_70817,Red,,,,,,,,,,,,,,
product_variation,2209,20.58,,,,,,,,,R905X_82269_70818,Red,,,,,,,,,,,,,,
product,2210,57.38,Gerecycleerde jumpsuit Action,"100% gerecycleerde twillpolyester. Winddichte en ademende jumpsuit. YKK-ritssluiting in twee richtingen met beschermende overslag. Zijzakken met grote toegang. De tailleband is achteraan elastisch. De kraag sluit met een drukknoop. Penzakje op de mouw, borstzakje met rits en meterzak.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392460&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Werkoveral,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392460&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392459&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392457&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392458&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2210,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2210,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77667_77661,Black,,,,,,,,,,,,,,S
product_variation,2210,57.38,,,,,,,,,R510X_77667_77662,Black,,,,,,,,,,,,,,M
product_variation,2210,57.38,,,,,,,,,R510X_77667_77663,Black,,,,,,,,,,,,,,L
product_variation,2210,57.38,,,,,,,,,R510X_77667_77664,Black,,,,,,,,,,,,,,XL
product_variation,2210,57.38,,,,,,,,,R510X_77667_77665,Black,,,,,,,,,,,,,,XXL
product_variation,2210,57.38,,,,,,,,,R510XX_78583_78584,Black,,,,,,,,,,,,,,3XL
product_variation,2210,57.38,,,,,,,,,R510X_77668_77661,Bottle Green,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77668_77662,Bottle Green,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77668_77663,Bottle Green,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77668_77664,Bottle Green,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77668_77665,Bottle Green,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510XX_78586_78584,Bottle Green,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77669_77661,Navy,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77669_77662,Navy,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77669_77663,Navy,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77669_77664,Navy,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510X_77669_77665,Navy,,,,,,,,,,,,,,
product_variation,2210,57.38,,,,,,,,,R510XX_78588_78584,Navy,,,,,,,,,,,,,,
product,2211,50.69,Veiligheidslaarzen Kane dealer,Bovendeel: leder met elastische inzetsels opzij. Zool: dubbele densiteit polyurethaan. Tussenzool: staal. Stalen neus. Binnenkant in mesh met een lichte vulling. Schokdempende hiel met een luchtkussentje. Zijpanelen voor ventilatie. Bestand tegen olie. Achteraan lipjes om de schoenen aan te trekken. Licht. CE EN 20345:2011 S3 SRC.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392471&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392471&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,36 EU (3 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,37 EU (4 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,38 EU (5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,39 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,40 EU (6.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,41 EU (7 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,42 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,43 EU (9 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,44 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,45 EU (11 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2211,,,,,,,,,,,,Size,46 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2211,50.69,,,,,,,,,R460X_77645_77634,Black,,,,,,,,,,,,,,36 EU (3 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77635,Black,,,,,,,,,,,,,,37 EU (4 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77636,Black,,,,,,,,,,,,,,38 EU (5 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77637,Black,,,,,,,,,,,,,,39 EU (6 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77638,Black,,,,,,,,,,,,,,40 EU (6.5 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77639,Black,,,,,,,,,,,,,,41 EU (7 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77640,Black,,,,,,,,,,,,,,42 EU (8 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77641,Black,,,,,,,,,,,,,,43 EU (9 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77642,Black,,,,,,,,,,,,,,44 EU (10 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77643,Black,,,,,,,,,,,,,,45 EU (11 UK)
product_variation,2211,50.69,,,,,,,,,R460X_77645_77644,Black,,,,,,,,,,,,,,46 EU (12 UK)
product,2212,53.26,Veiligheidsschoenen Stirling,Bovendeel in nubuckleder. Dubbele densiteit zool. Gevulde enkelboord. Schokdempende hiel. Beschermende neus e tussenzool van composiet. Voering van mesh. Bestand tegen olie. Achteraan lipjes om de schoenen aan te trekken.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392472&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392472&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Color,Black / Grey / Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,36 EU (3 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,37 EU (4 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,38 EU (5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,39 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,40 EU (6.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,41 EU (7 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,42 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,43 EU (9 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,44 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,45 EU (11 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2212,,,,,,,,,,,,Size,46 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2212,53.26,,,,,,,,,R459X_77633_77622,Black / Grey / Orange,,,,,,,,,,,,,,36 EU (3 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77623,Black / Grey / Orange,,,,,,,,,,,,,,37 EU (4 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77624,Black / Grey / Orange,,,,,,,,,,,,,,38 EU (5 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77625,Black / Grey / Orange,,,,,,,,,,,,,,39 EU (6 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77626,Black / Grey / Orange,,,,,,,,,,,,,,40 EU (6.5 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77627,Black / Grey / Orange,,,,,,,,,,,,,,41 EU (7 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77628,Black / Grey / Orange,,,,,,,,,,,,,,42 EU (8 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77629,Black / Grey / Orange,,,,,,,,,,,,,,43 EU (9 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77630,Black / Grey / Orange,,,,,,,,,,,,,,44 EU (10 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77631,Black / Grey / Orange,,,,,,,,,,,,,,45 EU (11 UK)
product_variation,2212,53.26,,,,,,,,,R459X_77633_77632,Black / Grey / Orange,,,,,,,,,,,,,,46 EU (12 UK)
product,2213,20.58,Veiligheidshesje met rits,Veiligheidshesje met reflecterende stroken van 50 mm op het lichaam en de schouders. Zijzakken met verschillende dieptes en met klittenbandsluiting. Boord in dezelfde kleur. Borstzak met zakje voor toegangsbadge. Ritssluiting aan de voorkant. EN ISO 13688:2013. Fluorescent Yellow en Fluorescent Orange : EN ISO 2013+A1 :2016 Class 2. Black en Navy : EN17353:2020 (Type B3 alleen voor nachtgebruik).,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399220&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399220&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392468&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2213,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2213,20.58,,,,,,,,,R477X_77658_77646,Black,,,,,,,,,,,,,,S
product_variation,2213,20.58,,,,,,,,,R477X_77658_77649,Black,,,,,,,,,,,,,,M
product_variation,2213,20.58,,,,,,,,,R477X_77658_77650,Black,,,,,,,,,,,,,,L
product_variation,2213,20.58,,,,,,,,,R477X_77658_77653,Black,,,,,,,,,,,,,,XL
product_variation,2213,20.58,,,,,,,,,R477X_77658_77654,Black,,,,,,,,,,,,,,XXL
product_variation,2213,20.58,,,,,,,,,R477X_77658_77657,Black,,,,,,,,,,,,,,3XL
product_variation,2213,25.18,,,,,,,,,R477XCC_82260_77647,Fluorescent Orange,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_82260_77648,Fluorescent Orange,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_82260_77651,Fluorescent Orange,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_82260_77652,Fluorescent Orange,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_82260_77655,Fluorescent Orange,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_82260_77656,Fluorescent Orange,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_77659_77647,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_77659_77648,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_77659_77651,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_77659_77652,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_77659_77655,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2213,25.18,,,,,,,,,R477XCC_77659_77656,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2213,20.58,,,,,,,,,R477X_77660_77646,Navy,,,,,,,,,,,,,,
product_variation,2213,20.58,,,,,,,,,R477X_77660_77649,Navy,,,,,,,,,,,,,,
product_variation,2213,20.58,,,,,,,,,R477X_77660_77650,Navy,,,,,,,,,,,,,,
product_variation,2213,20.58,,,,,,,,,R477X_77660_77653,Navy,,,,,,,,,,,,,,
product_variation,2213,20.58,,,,,,,,,R477X_77660_77654,Navy,,,,,,,,,,,,,,
product_variation,2213,20.58,,,,,,,,,R477X_77660_77657,Navy,,,,,,,,,,,,,,
product,2214,49.1,Gerecyclede softshelljas,"100% polyester. 100% gerecycled polyester. Gemaakt van petflessen. Softshell 3 lagen. Buitenlaag: TOPGREEN® polyester. Sterke, waterafstotende afwerking. Tussenlaag: membraan van TPU waterdicht t/m 8000 mm, ademend t/m 1000 g en winddicht. Binnenlaag: microfleece. YKK-ritssluiting aan de voorkant met kinbescherming en schuiver. Reflecterende bies voor- en achteraan op de schouders. Decoratieve inzetstukken voor- en achteraan. Ritszak aan de zijkant en op de linkerborst. Open tailleband en mouwuiteinden. Opstaande kraag. Ophanglus.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392560&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392560&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392461&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2214,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78760_78761,Black,,,,,,,,,,,,,,XS
product_variation,2214,49.1,,,,,,,,,R900M_78760_78765,Black,,,,,,,,,,,,,,S
product_variation,2214,49.1,,,,,,,,,R900M_78760_78767,Black,,,,,,,,,,,,,,M
product_variation,2214,49.1,,,,,,,,,R900M_78760_78769,Black,,,,,,,,,,,,,,L
product_variation,2214,49.1,,,,,,,,,R900M_78760_78771,Black,,,,,,,,,,,,,,XL
product_variation,2214,49.1,,,,,,,,,R900M_78760_78773,Black,,,,,,,,,,,,,,XXL
product_variation,2214,49.1,,,,,,,,,R900M_78760_78775,Black,,,,,,,,,,,,,,3XL
product_variation,2214,49.1,,,,,,,,,R900M_78760_78777,Black,,,,,,,,,,,,,,4XL
product_variation,2214,49.1,,,,,,,,,R900M_78763_78761,Navy,,,,,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78763_78765,Navy,,,,,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78763_78767,Navy,,,,,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78763_78769,Navy,,,,,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78763_78771,Navy,,,,,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78763_78773,Navy,,,,,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78763_78775,Navy,,,,,,,,,,,,,,
product_variation,2214,49.1,,,,,,,,,R900M_78763_78777,Navy,,,,,,,,,,,,,,
