type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product,1069,49.64,Sporttas op wieltjes,"Grote sporttas op wieltjes van 600D polyester, grote opening aan de bovenkant met een rits, zijvak voor schoenen, 5cm breed HD webbing rondom.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207670&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207670&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1069,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1069,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1069,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1069,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1069,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1069,49.64,,,,,,,,,,,,KI0812_40300_40299,Black,,,,,One Size,,,,,,,,,,
product_variation,1069,49.64,,,,,,,,,,,,KI0812_40301_40299,Navy,,,,,,,,,,,,,,,
product_variation,1069,49.64,,,,,,,,,,,,KI0812_48618_40299,Red,,,,,,,,,,,,,,,
product_variation,1069,49.64,,,,,,,,,,,,KI0812_48619_40299,Royal Blue,,,,,,,,,,,,,,,
product,1070,47.34,Sporttas trolley,"Sporttas/sports co met trolleysysteem, middelgroot formaat (55 cm), van 600D polyester. 1 zijzak met rits voor een paar schoenen, grote opening met een brede rits op de bovenkant, etikethouder voor identificatie, verstevigde hengsels met riemen van 5 cm helemaal rond de tas.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210700&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210700&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210699&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210701&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210697&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210698&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67933&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,1070,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1070,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1070,47.34,,,,,,,,,,,,KI0824_55318_55317,Black,,,,,One Size,,,,,,,,,,
product,1071,50.16,Cabine-trolley,Cabine-trolley van 600D polyester. Semi-rigide onderzijde met versteviging in reliëf en plastic pootjes voor stabiliteit. Eén vak met een brede opening met ritssluiting bovenaan. Ritszak voor eenvoudige personalisatie. Handgreep aan de zijkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210695&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1071,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1071,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1071,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1071,50.16,,,,,,,,,,,,KI0828_60327_60325,Black,,,,,One Size,,,,,,,,,,
product_variation,1071,50.16,,,,,,,,,,,,KI0828_60326_60325,Dark Grey,,,,,,,,,,,,,,,
product,1072,63.34,Cabine-trolley,Cabine-trolley van 600D polyester met een grote ritszak aan de voorkant voor eenvoudige personalisatie. Binnenin twee vakken met riemen. Aansnoerriemen aan de buitenkant om het volume aan te passen. Onderzijde met versteviging in reliëf en stoppunten op de handgrepen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210692&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1072,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1072,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1072,,,,,,,,,,,,,,,Color,Patriot Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1072,63.34,,,,,,,,,,,,KI0830_60329_60328,Black,,,,,One Size,,,,,,,,,,
product_variation,1072,63.34,,,,,,,,,,,,KI0830_60330_60328,Patriot Blue,,,,,,,,,,,,,,,
product,1073,66.66,Middelgrote trolley,Trolley van 600D polyester met een grote ritszak aan de voorkant voor eenvoudige personalisatie. Binnenin twee vakken met riemen. Riemen aan de buitenkant om het volume aan te passen. Onderzijde met versteviging in reliëf en stoppunten op de handgrepen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210689&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210689&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206466&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67939&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1073,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1073,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1073,66.66,,,,,,,,,,,,KI0831_60332_60331,Black,,,,,One Size,,,,,,,,,,
product,1074,51.66,Reistas op wieltjes,Reistas op wieltjes van 600D polyester met overslag met rits. Ritszak aan de zijkant. Onderzijde met beschermende reliëfbekleding. Schoenenvak met rits. Blijft ook leeg rechtop staan. Telescopische handgreep met verborgen opbergruimte.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210683&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210683&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210684&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1074,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1074,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1074,51.66,,,,,,,,,,,,KI0834_60338_60337,Black,,,,,One Size,,,,,,,,,,
product,1075,98.34,Rugzak anti-diefstal,"100% Polyester. Waarvan 50% gerecycled polyester. Rugzak anti-diefstal van 600D polyester. Voorpaneel met anti-snijbescherming. Ritssluiting met TSA-vergrendelingssysteem op de achterkant. Ritszak voor snelle toegang op de achterkant. Aanpasbare borstriem en schouderbanden. 2 ritszakken op de schouderbanden. 2 riemen onder de tas voor het vervoer van truien, jassen enz. 2 zijzakken. 1 opbergzak opzij, met een USB-poort aan de zakkant voor het opladen van apparaten, en een micro-USB-poort (kabel inbegrepen) aan de taskant voor aansluiting van de powerbank. 1 zijzak met spiraalvormig anti-diefstalkabeltje om de tas aan een tafel- of stoelpoot te bevestigen. Binnenvak met opbergruimte voor een computer van maximaal 15 inch. Gewatteerde opbergruimte voor een tablet van maximaal 11 inch. 2 zakken van mesh. 2 uitneembare ritszakken voor kabeltjes en accessoires. 2 binnenzakken, waarvan 1 voor waterfles/drinkbussen en 1 voor powerbanks.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207669&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207669&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67944&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67946&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67947&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67945&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67948&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67952&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67951&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206453&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67950&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67949&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263294&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263309&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263307&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo
product_option,1075,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1075,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1075,,,,,,,,,,,,,,,Color,Graphite Grey Heather / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1075,98.34,,,,,,,,,,,,KI0888_60346_60345,Black,,,,,One Size,,,,,,,,,,
product_variation,1075,98.34,,,,,,,,,,,,KI0888_60347_60345,Graphite Grey Heather / Black,,,,,,,,,,,,,,,
product,1076,158.34,Computer trolley,"Computer trolley van 1000D polyester. Sterke maar lichte structuur, voorvak met organizer, hoofdvak voor laptop max 15, vak voor documenten, onderkant uitgerust met stabiliserende voetstukken, band op rugzijde om op de trolly te plaatsen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67956&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67956&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67954&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1076,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1076,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1076,158.34,,,,,,,,,,,,KI0901_32152_32151,Black,,,,,One Size,,,,,,,,,,
product,1077,71.3,Laptop Rugzak,"Rugzak, tevens te gebruiken als computer- documententas van 1680D polyester gerecycled, verborgen schouderhengsels, gewatteerde met meshvoering afgewerkte rugzijde, ritssluiting aan de onderkant om tas op de trekstang te bevestigen,  afneembare en verstelbare schouderbandmet shouderstuk, dubbel verstevigde handvaten, voorvak met organizer, beschermd hoofdvak voor laptop tot 15 en documenten, doorsteekgat voor oortjes van tel/mp3/etc, sleutelring.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67959&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67959&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67958&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67957&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1077,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1077,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1077,71.3,,,,,,,,,,,,KI0903_32378_32377,Black,,,,,One Size,,,,,,,,,,
product,1078,176.66,Laptop trolley,"Laptop trolley van 1680D polyester, geoxideerde aluminium trekstang, 2 hoofdvakken, een vak voor laptop tot 15 en een vak voor documenten en/of kleding voor een overnachting , 2 voorvakken waarvan een met organizer voor laptop accessories, sleutelring, band op rugzijde om de tas op een trekstang te kunnen bevestigen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67961&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67961&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67960&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67962&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206452&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1078,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1078,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1078,176.66,,,,,,,,,,,,KI0904_32157_32156,Black,,,,,One Size,,,,,,,,,,
product,1079,54,Kledinghoes,"Kledingtas/hoes van 840D polyester, 2 ruime voorzakken met drukkersrits, afneembare en verstelbare schouderband, haak om de kledinghoes op te hangen, kledinghanger, binnenvoering om de kleding te beschermen en twee vakjes voor accessoires.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67964&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Hoes,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67964&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67963&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1079,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1079,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1079,54,,,,,,,,,,,,KI0906_32003_32002,Black,,,,,One Size,,,,,,,,,,
product,1080,31.34,15 Laptop rugzak,"Rugzak van 900D polyester, 3 binnenvakken,  inclusief gewatteerd binnenvak met ritssluiting voor laptops tot 15, voorvak met meshvoering, sleutelring, verstelbare schouderhengsels.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67966&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67966&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67965&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1080,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1080,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1080,31.34,,,,,,,,,,,,KI0907_37787_37786,Black,,,,,One Size,,,,,,,,,,
product,1081,15.44,Stormparaplu,Stormparaplu 30 (76 cm) baleinlengte in 210T polyester. Handmatige opening. Glasvezel stok. Ethylene-vinyl acetate (EVA) handvat. Polypropylene punten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68029&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68029&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207681&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68028&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68027&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1081,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1081,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1081,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1081,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1081,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1081,,,,,,,,,,,,,,,Color,Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1081,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1081,15.44,,,,,,,,,,,,KI2004_40311_40310,Black,,,,,One Size,,,,,,,,,,
product_variation,1081,15.44,,,,,,,,,,,,KI2004_40312_40310,Black / Orange,,,,,,,,,,,,,,,
product_variation,1081,15.44,,,,,,,,,,,,KI2004_40313_40310,Black / Royal Blue,,,,,,,,,,,,,,,
product_variation,1081,15.44,,,,,,,,,,,,KI2004_40314_40310,Navy,,,,,,,,,,,,,,,
product_variation,1081,15.44,,,,,,,,,,,,KI2004_40315_40310,Slate Grey,,,,,,,,,,,,,,,
product_variation,1081,15.44,,,,,,,,,,,,KI2004_46311_40310,White,,,,,,,,,,,,,,,
product,1082,11.46,Vierkante Golfparaplu,Vierkante parapalu 30 (76 cm) baleinlengte in 210T polyester. Handmatige opening. Glasvezel frame en stok. Ethylene-vinyl acetate (EVA) handvat. Polypropylene punten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68030&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68030&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=227793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1082,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1082,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1082,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1082,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1082,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1082,,,,,,,,,,,,,,,Color,Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1082,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1082,11.46,,,,,,,,,,,,KI2005_47288_47287,Black,,,,,One Size,,,,,,,,,,
product_variation,1082,11.46,,,,,,,,,,,,KI2005_47289_47287,Navy,,,,,,,,,,,,,,,
product_variation,1082,11.46,,,,,,,,,,,,KI2005_47290_47287,Red,,,,,,,,,,,,,,,
product_variation,1082,11.46,,,,,,,,,,,,KI2005_47291_47287,Royal Blue,,,,,,,,,,,,,,,
product_variation,1082,11.46,,,,,,,,,,,,KI2005_47292_47287,Slate Grey,,,,,,,,,,,,,,,
product_variation,1082,11.46,,,,,,,,,,,,KI2005_47293_47287,White,,,,,,,,,,,,,,,
product,1083,19.24,Automatische golfparaplu,Golfparaplu 27.5 (60 cm) baleinlengte in 210T polyester canvas. Automatische opening. Glasvezel frame en stok. 8 panelen. Ethylene-vinyl acetate (EVA) handvat. Polypropylene punten. Opberghoes met klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68031&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68031&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68032&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,Black / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,Fuchsia / Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,Navy / Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,Orange / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,Red / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,Royal Blue / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,White / White,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1083,,,,,,,,,,,,,,,Color,Yellow / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47295_47294,Black / Black,,,,,One Size,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47296_47294,Fuchsia / Slate Grey,,,,,,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47297_47294,Navy / Slate Grey,,,,,,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47298_47294,Orange / Dark Grey,,,,,,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47299_47294,Red / Light Grey,,,,,,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47300_47294,Royal Blue / Dark Grey,,,,,,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47301_47294,White / White,,,,,,,,,,,,,,,
product_variation,1083,19.24,,,,,,,,,,,,KI2006_47302_47294,Yellow / Dark Grey,,,,,,,,,,,,,,,
product,1084,10.16,Golfparaplu,"Golfparaplu 23 inch (58,5 cm), gaat automatisch open, 10 mm dikke zwartmetalen stok, zwarte baleinen van glasvezel, metalen punten, golfhandvat van polycarbonaat matte afwerking, 210T polyesterdoek.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68033&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68033&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207667&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208427&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331312&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Black / Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Pale Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Reflex blue/White/French red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1084,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,
