type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_option_Size,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9
product_option,2061,,,,,,,,,,,,,Size,64 EU (64 DE),RADIOBUTTONS,TRUE,,,,,,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77226,Light Anthracite / Black,,,,,,,,44 EU (44 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77227,Light Anthracite / Black,,,,,,,,46 EU (46 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77228,Light Anthracite / Black,,,,,,,,48 EU (48 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77229,Light Anthracite / Black,,,,,,,,50 EU (50 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77230,Light Anthracite / Black,,,,,,,,52 EU (52 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77231,Light Anthracite / Black,,,,,,,,54 EU (54 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77232,Light Anthracite / Black,,,,,,,,56 EU (56 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77233,Light Anthracite / Black,,,,,,,,58 EU (58 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77234,Light Anthracite / Black,,,,,,,,60 EU (60 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77235,Light Anthracite / Black,,,,,,,,62 EU (62 DE),,,
product_variation,2061,116.56,,,,,,,,,,PW1000_77237_77236,Light Anthracite / Black,,,,,,,,64 EU (64 DE),,,
product,2062,137.06,Werkbroek heren,72% katoen / 23% polyamide / 5% elasthan. Bi-elastische stretch. Verstevigde Cordura® stof. Twee achterzakken. Eén zak met knooplijst. Eén meterzak. Eén gsm-zak. Achterzakken. Gulp met rits. Transversaal elastisch.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398547&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398547&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=255779&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398548&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,2062,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,44 EU (44 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,46 EU (46 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,48 EU (48 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,50 EU (50 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,52 EU (52 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,54 EU (54 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,56 EU (56 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,58 EU (58 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,60 EU (60 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,62 EU (62 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2062,,,,,,,,,,,,,Size,64 EU (64 DE),RADIOBUTTONS,TRUE,,,,,,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77238,Grey / Black,,,,,,,,44 EU (44 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77239,Grey / Black,,,,,,,,46 EU (46 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77240,Grey / Black,,,,,,,,48 EU (48 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77241,Grey / Black,,,,,,,,50 EU (50 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77242,Grey / Black,,,,,,,,52 EU (52 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77243,Grey / Black,,,,,,,,54 EU (54 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77244,Grey / Black,,,,,,,,56 EU (56 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77245,Grey / Black,,,,,,,,58 EU (58 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77246,Grey / Black,,,,,,,,60 EU (60 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77247,Grey / Black,,,,,,,,62 EU (62 DE),,,
product_variation,2062,137.06,,,,,,,,,,PW2000_77249_77248,Grey / Black,,,,,,,,64 EU (64 DE),,,
product,2063,89.8,Unisex sweater met ritskraag,"60% polyester / 40% katoen. Gemaakt van 60% Natura® polyester. Hoge, gesloten kraag met kinbescherming. Logo ‘puma workwear’ op de voorarm rechts.  Elastische mouwboorden. Verlengd achterpand. Geschikt voor industriële reiniging. Wasbaar op 60°.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=398542&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398542&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2063,,,,,,,,,,,,,Color,Anthracite / Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2063,,,,,,,,,,,,,Color,Anthracite / Grey,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77276,Anthracite / Blue,,,,,,,,S,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77277,Anthracite / Blue,,,,,,,,M,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77278,Anthracite / Blue,,,,,,,,L,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77279,Anthracite / Blue,,,,,,,,XL,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77280,Anthracite / Blue,,,,,,,,XXL,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77281,Anthracite / Blue,,,,,,,,3XL,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77282,Anthracite / Blue,,,,,,,,4XL,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77284_77283,Anthracite / Blue,,,,,,,,5XL,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77276,Anthracite / Grey,,,,,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77277,Anthracite / Grey,,,,,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77278,Anthracite / Grey,,,,,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77279,Anthracite / Grey,,,,,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77280,Anthracite / Grey,,,,,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77281,Anthracite / Grey,,,,,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77282,Anthracite / Grey,,,,,,,,,,,
product_variation,2063,89.8,,,,,,,,,,PW4000_77285_77283,Anthracite / Grey,,,,,,,,,,,
product,2064,89.8,Werkoverall heren,"65% katoen / 35% polyester. Twee achterzakken, één zak met knooplijst, één gsm-zak en één meterzak. Ergonomische schouderbanden. Comfortabele rits. Logo ‘PUMA WORK WEAR’ boven de knie. Gesegmenteerde, reflecterende zone. Schuine knie. Wasbaar op 60°.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=398543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Coverall,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2064,,,,,,,,,,,,,Color,Anthracite / Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,44 EU (44 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,46 EU (46 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,48 EU (48 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,50 EU (50 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,52 EU (52 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,54 EU (54 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,56 EU (56 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,58 EU (58 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,60 EU (60 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,62 EU (62 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Size,64 EU (64 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2064,,,,,,,,,,,,,Color,Anthracite / Grey,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77263,Anthracite / Blue,,,,,,,,44 EU (44 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77264,Anthracite / Blue,,,,,,,,46 EU (46 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77265,Anthracite / Blue,,,,,,,,48 EU (48 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77266,Anthracite / Blue,,,,,,,,50 EU (50 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77267,Anthracite / Blue,,,,,,,,52 EU (52 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77268,Anthracite / Blue,,,,,,,,54 EU (54 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77269,Anthracite / Blue,,,,,,,,56 EU (56 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77270,Anthracite / Blue,,,,,,,,58 EU (58 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77271,Anthracite / Blue,,,,,,,,60 EU (60 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77272,Anthracite / Blue,,,,,,,,62 EU (62 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77274_77273,Anthracite / Blue,,,,,,,,64 EU (64 DE),,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77263,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77264,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77265,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77266,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77267,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77268,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77269,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77270,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77271,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77272,Anthracite / Grey,,,,,,,,,,,
product_variation,2064,89.8,,,,,,,,,,PW2700_77275_77273,Anthracite / Grey,,,,,,,,,,,
product,2065,83.5,Werkbroek heren,"65% katoen / 35% polyester. Elastische tailleband met lussen voor een riem. Twee achterzakken. Gsm-zak. Meterzak. Logo ‘PUMA WORK WEAR’ boven de knie, gesegmenteerde, reflecterende zone. Wasbaar op 60°.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=398544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2065,,,,,,,,,,,,,Color,Anthracite / Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,44 EU (44 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,46 EU (46 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,48 EU (48 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,50 EU (50 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,52 EU (52 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,54 EU (54 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,56 EU (56 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,58 EU (58 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,60 EU (60 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,62 EU (62 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Size,64 EU (64 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2065,,,,,,,,,,,,,Color,Anthracite / Grey,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77250,Anthracite / Blue,,,,,,,,44 EU (44 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77251,Anthracite / Blue,,,,,,,,46 EU (46 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77252,Anthracite / Blue,,,,,,,,48 EU (48 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77253,Anthracite / Blue,,,,,,,,50 EU (50 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77254,Anthracite / Blue,,,,,,,,52 EU (52 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77255,Anthracite / Blue,,,,,,,,54 EU (54 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77256,Anthracite / Blue,,,,,,,,56 EU (56 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77257,Anthracite / Blue,,,,,,,,58 EU (58 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77258,Anthracite / Blue,,,,,,,,60 EU (60 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77259,Anthracite / Blue,,,,,,,,62 EU (62 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77261_77260,Anthracite / Blue,,,,,,,,64 EU (64 DE),,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77250,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77251,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77252,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77253,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77254,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77255,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77256,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77257,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77258,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77259,Anthracite / Grey,,,,,,,,,,,
product_variation,2065,83.5,,,,,,,,,,PW2600_77262_77260,Anthracite / Grey,,,,,,,,,,,
product,2066,28.36,Gevlochten riem,"Rubber / Polyester. Breedte 4,5 cm. Lengte verstelbaar. Logo ‘PUMA WORK WEAR’ op de gesp van de riem. Metalen gesp.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=261694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399219&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,2066,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,80 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,85 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,90 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,95 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,100 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,105 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,110 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,115 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,120 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,125 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,130 cm,RADIOBUTTONS,TRUE,,,,,,,
product_option,2066,,,,,,,,,,,,,Size,135 cm,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77296,Black,,,,,,,,80 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77297,Black,,,,,,,,85 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77298,Black,,,,,,,,90 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77299,Black,,,,,,,,95 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77300,Black,,,,,,,,100 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77301,Black,,,,,,,,105 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77302,Black,,,,,,,,110 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77303,Black,,,,,,,,115 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77304,Black,,,,,,,,120 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77305,Black,,,,,,,,125 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77306,Black,,,,,,,,130 cm,,,
product_variation,2066,28.36,,,,,,,,,,PW9999_77308_77307,Black,,,,,,,,135 cm,,,
product,2067,16.56,Coolchecker Studded Polo,100% polyester bird's eye" piqué. Ademend en sneldrogend. Kraag en knooplijst in zelfde stof. Roestvrije drukknopen. Kleurvast. Unisex model.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268765&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268765&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268767&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268766&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268768&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2067,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2067,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2067,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2067,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2067,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2067,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2067,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,2067,,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41484_41483,Black,,,,,,,,S,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41484_41485,Black,,,,,,,,M,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41484_41486,Black,,,,,,,,L,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41484_41487,Black,,,,,,,,XL,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41484_41488,Black,,,,,,,,XXL,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41489_41483,Navy,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41489_41485,Navy,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41489_41486,Navy,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41489_41487,Navy,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41489_41488,Navy,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41492_41483,Silver,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41492_41485,Silver,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41492_41486,Silver,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41492_41487,Silver,,,,,,,,,,,
product_variation,2067,16.56,,,,,,,,,,PR612_41492_41488,Silver,,,,,,,,,,,
product,2068,26.62,Men's Hospitality Waistcoat,65% polyester / 35% katoen twill. Moderne look met 5 knopen en 2 voorzakken. Achterkant in hetzelfde materiaal. Huiselijk reinigen tot 60°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268764&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268762&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,2068,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2068,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2068,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2068,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2068,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2068,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2068,26.62,,,,,,,,,,PR620_25644_25639,Black,,,,,,,,S,,,
product_variation,2068,26.62,,,,,,,,,,PR620_25644_25640,Black,,,,,,,,M,,,
product_variation,2068,26.62,,,,,,,,,,PR620_25644_25641,Black,,,,,,,,L,,,
product_variation,2068,26.62,,,,,,,,,,PR620_25644_25642,Black,,,,,,,,XL,,,
product_variation,2068,26.62,,,,,,,,,,PR620_25644_25643,Black,,,,,,,,XXL,,,
product,2069,26.62,Ladies' Hospitality Waistcoat,65% polyester / 35% katoen twill. Moderne look met 4 knopen en 2 voorzakken. Huiselijk reinigen tot 60°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,2069,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2069,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2069,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2069,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2069,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2069,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2069,26.62,,,,,,,,,,PR621_25633_25604,Black,,,,,,,,S,,,
product_variation,2069,26.62,,,,,,,,,,PR621_25633_25605,Black,,,,,,,,M,,,
product_variation,2069,26.62,,,,,,,,,,PR621_25633_25606,Black,,,,,,,,L,,,
product_variation,2069,26.62,,,,,,,,,,PR621_25633_25607,Black,,,,,,,,XL,,,
product_variation,2069,26.62,,,,,,,,,,PR621_25633_25608,Black,,,,,,,,XXL,,,
