type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_variation,2309,34.48,,,,,,,RU932F_6368_6362,Black,S,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6368_6363,Black,M,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6368_6364,Black,L,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6368_6365,Black,XL,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6368_6366,Black,XXL,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6368_13727,Black,3XL,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6368_13728,Black,4XL,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_6367,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_6362,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_6363,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_6364,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_6365,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_6366,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_13727,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_61969_13728,Bright Navy,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_6367,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_6362,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_6363,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_6364,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_6365,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_6366,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_13727,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6371_13728,Oxford Blue,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_6367,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_6362,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_6363,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_6364,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_6365,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_6366,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_13727,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6372_13728,Silver,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_6367,White,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_6362,White,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_6363,White,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_6364,White,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_6365,White,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_6366,White,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_13727,White,,,,,,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6369_13728,White,,,,,,,,,,,,,
product,2310,34.86,Mens' Long Sleeve Easy Care Oxford Shirt,"70% gekamd katoen / 30% polyester. Easy Care. Classic fit. Button down. Inzetstuk op de rug en 2 plooitjes. Verstelbare, afgeronde mouwuiteinden met 2 knopen en een knoop op de mouw. Borstzakje. Afgeronde onderkant. Reserveknoopjes. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387677&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Overhemd,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387677&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387676&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2310,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Size,6XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Color,Bright Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Color,Oxford Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2310,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_6374,Black,S,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_6375,Black,M,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_6376,Black,L,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_6377,Black,XL,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_6378,Black,XXL,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_6380,Black,3XL,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_6379,Black,4XL,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_13723,Black,5XL,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6381_13724,Black,6XL,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_6374,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_6375,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_6376,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_6377,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_6378,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_6380,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_6379,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_13723,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_61970_13724,Bright Navy,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_6374,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_6375,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_6376,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_6377,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_6378,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_6380,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_6379,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_13723,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6384_13724,Oxford Blue,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_6374,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_6375,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_6376,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_6377,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_6378,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_6380,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_6379,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_13723,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6385_13724,Silver,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_6374,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_6375,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_6376,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_6377,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_6378,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_6380,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_6379,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_13723,White,,,,,,,,,,,,,
product_variation,2310,34.86,,,,,,,RU932M_6382_13724,White,,,,,,,,,,,,,
product,2311,30.8,Ladies Short Sleeve Easy Care Oxford Shirt,"70% gekamd katoen / 30% polyester. Easy Care. Tailored fit. Klassieke kraag met 2 knoopjes. Plooitjes ter hoogte van de borst en op rug. Afgeronde onderkant. Reserveknoopjes. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387679&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Overhemd,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387679&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387678&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71685&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71681&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71682&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2311,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Color,Bright Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Color,Oxford Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2311,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_6391,Black,XS,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_6386,Black,S,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_6387,Black,M,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_6388,Black,L,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_6389,Black,XL,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_6390,Black,XXL,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_13729,Black,3XL,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6392_13730,Black,4XL,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_6391,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_6386,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_6387,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_6388,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_6389,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_6390,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_13729,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_61971_13730,Bright Navy,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_6391,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_6386,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_6387,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_6388,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_6389,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_6390,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_13729,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6395_13730,Oxford Blue,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_6391,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_6386,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_6387,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_6388,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_6389,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_6390,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_13729,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6396_13730,Silver,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_6391,White,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_6386,White,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_6387,White,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_6388,White,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_6389,White,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_6390,White,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_13729,White,,,,,,,,,,,,,
product_variation,2311,30.8,,,,,,,RU933F_6393_13730,White,,,,,,,,,,,,,
product,2312,31.64,Men's Short Sleeve Easy Care Oxford Shirt,"70% gekamd katoen / 30% polyester. Easy Care. Classic fit. Button down. Inzetstuk op de rug en 2 plooitjes. Borstzakje. Afgeronde onderkant. Reserveknoopjes. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387681&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Overhemd,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387681&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387680&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71687&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71688&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71689&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2312,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Size,6XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Color,Bright Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Color,Oxford Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2312,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_6398,Black,S,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_6399,Black,M,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_6400,Black,L,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_6401,Black,XL,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_6402,Black,XXL,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_6403,Black,3XL,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_6404,Black,4XL,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_13725,Black,5XL,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6405_13726,Black,6XL,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_6398,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_6399,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_6400,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_6401,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_6402,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_6403,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_6404,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_13725,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_61972_13726,Bright Navy,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_6398,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_6399,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_6400,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_6401,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_6402,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_6403,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_6404,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_13725,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6408_13726,Oxford Blue,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_6398,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_6399,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_6400,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_6401,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_6402,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_6403,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_6404,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_13725,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6409_13726,Silver,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_6398,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_6399,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_6400,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_6401,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_6402,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_6403,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_6404,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_13725,White,,,,,,,,,,,,,
product_variation,2312,31.64,,,,,,,RU933M_6406_13726,White,,,,,,,,,,,,,
product,2313,31.4,Ladies' Ls Polycotton Poplin Shirt,"65% polyester / 35% gekamd katoen popline. Classic fit. Easy Care. Klassieke kraag met knoop. Verstelbare, afgeronde mouwuiteinden met 2 knopen. Knopen toon op toon. Reserveknoop. Open borstzakje links. Afgeronde onderkant. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387683&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Overhemd,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387683&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387682&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2313,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2313,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2313,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2313,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2313,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2313,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2313,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2313,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_13722_6415,Black,XS,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_13722_6410,Black,S,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_13722_6411,Black,M,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_13722_6412,Black,L,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_13722_6413,Black,XL,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_13722_6414,Black,XXL,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_6416_6415,White,,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_6416_6410,White,,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_6416_6411,White,,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_6416_6412,White,,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_6416_6413,White,,,,,,,,,,,,,
product_variation,2313,31.4,,,,,,,RU934F_6416_6414,White,,,,,,,,,,,,,
product,2314,32.26,Men's Ls Polycotton Poplin Shirt,"65% polyester / 35% gekamd katoen popline. Classic fit. Easy Care. Klassieke verstevigde kraag. Verstelbare, afgeronde mouwuiteinden met 2 knopen en een knoop op de mouw. Inzetstuk op de achterkant met 2 plooitjes. Knopen toon op toon. Reserveknoop. Open borstzakje links. Rechte onderkant. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387685&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Overhemd,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387685&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387684&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2314,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2314,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2314,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2314,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2314,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2314,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2314,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
