type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_variation_option_Size,product_media_gallery_image_url_10,product_media_gallery_image_url_11
product_option,2660,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2660,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2660,,,,,,,,,,,,,Color,Hi Vis Yellow / Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77774_77768,Hi Vis Orange / Navy,,,,,,,,,,,S,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77774_77769,Hi Vis Orange / Navy,,,,,,,,,,,M,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77774_77770,Hi Vis Orange / Navy,,,,,,,,,,,L,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77774_77771,Hi Vis Orange / Navy,,,,,,,,,,,XL,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77774_77772,Hi Vis Orange / Navy,,,,,,,,,,,XXL,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77774_77773,Hi Vis Orange / Navy,,,,,,,,,,,3XL,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77775_77768,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77775_77769,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77775_77770,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77775_77771,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77775_77772,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2660,18.3,,,,,,,,,,YHVJ400_77775_77773,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product,2661,11.24,Signalisatiehesje met lange mouwen,"100% polyester. 120 gm². EN ISO20471:2013 Klasse 3. Signalisatie Yellow/Orange, het contrast van de 2 kleuren zorgt voor een betere zichtbaarheid. Een witte, reflecterende strook van 5 cm op elke schouder en twee rond het lichaam en de armen. Klittenbandsluiting op de voorkant. Zak voor walkietalkie/gsm op de rechterkant. Het ideale hesje voor transporteurs, EHBO’ers, verkeersagenten enz.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=393710&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=393710&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=393711&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2661,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77766_77760,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77766_77761,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77766_77762,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77766_77763,Hi Vis Orange,,,,,,,,,,,XL,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77766_77764,Hi Vis Orange,,,,,,,,,,,XXL,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77766_77765,Hi Vis Orange,,,,,,,,,,,3XL,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77767_77760,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77767_77761,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77767_77762,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77767_77763,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77767_77764,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2661,11.24,,,,,,,,,,YHVJ200_77767_77765,Hi Vis Yellow,,,,,,,,,,,,,
product,2662,20.5,Gewatteerde pet met oorkleppen,"100% polyamide. Warme muts met een zachte vulling, ook in de kleppen voor de oren. Clipsluiting om de oorkleppen te verstellen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390364&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,WK. Designed To Work,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390364&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383262&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390858&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390859&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=396329&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=396328&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2662,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2662,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2662,20.5,,,,,,,,,,WKP121_81105_81104,Fluorescent Yellow,,,,,,,,,,,One Size,,
product,2663,10.62,Baseball Cap With Reflective Hem,100% polyester. Gemaakt van polyurethaan (PU) gecoat 300D polyester met katoenen voering voor duurzaamheid en comfort. Voorgebogen klep met 6 gestikte naden. 6 panelen. Laag profiel. 3M™ genaaid label. 3M™ reflecive-materialen rond de klep en de regelaar. Genaaide ventilatieoogjes.  Verstelbaar met klittenband. Ideaal voor borduren en bedrukken. Omtrek : 56-62 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72579&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72579&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72578&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2663,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2663,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2663,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2663,10.62,,,,,,,,,,YC6713_62365_62364,Orange,,,,,,,,,,,One Size,,
product_variation,2663,10.62,,,,,,,,,,YC6713_62366_62364,Yellow,,,,,,,,,,,,,
product,2664,57.7,Signalisatiegilet van softshell,"100% polyester. 3-laags, waterdicht tot 8.000mm. Buitenkant 100% polyester. middenlaag: TPU waterbestendig Binnenlaag: Microfleece. 100% waterdichte ritsen en ritstrekkers met merk aangebracht op de voor- en borstzak. 2 handwarmerzakken met ritssluiting. Verlengde rug. 5 cm brede reflectiebanden rond het lichaam en één over elke schouder. Voldoet aan EN ISO20471:2013 Klasse 2: enkel Hi Vis Yello, Hi Vis Yellow/Navy, Hi-vis Orange en Hi-vis Orange/Navy.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=72582&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72582&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72583&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72580&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Color,Hi Vis Orange / Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2664,,,,,,,,,,,,,Color,Hi Vis Yellow / Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52908_52905,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52908_52904,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52908_52903,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52908_52906,Hi Vis Orange,,,,,,,,,,,XL,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52908_52907,Hi Vis Orange,,,,,,,,,,,XXL,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52908_52902,Hi Vis Orange,,,,,,,,,,,3XL,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52909_52905,Hi Vis Orange / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52909_52904,Hi Vis Orange / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52909_52903,Hi Vis Orange / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52909_52906,Hi Vis Orange / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52909_52907,Hi Vis Orange / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52909_52902,Hi Vis Orange / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52910_52905,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52910_52904,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52910_52903,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52910_52906,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52910_52907,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52910_52902,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52911_52905,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52911_52904,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52911_52903,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52911_52906,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52911_52907,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product_variation,2664,57.7,,,,,,,,,,YHV006_52911_52902,Hi Vis Yellow / Navy,,,,,,,,,,,,,
product,2665,64,Kensington - Hi-Vis hoodied gilet,"100% waterafstotend polyester, met fleecevoering en wattering in 100% polyester. 2 reflecterende v-vormige stroken (5 cm breed) op het lichaam, voor een betere zichtbaarheid. Opstaande kraag met ingewerkte kinbescherming. Borstzakje met rits. 2 handverwarmende ritszakken opzij. 1 opgenaaide zak in de vaste fleecevoering. Reflecterende bies onderaan het kledingstuk. Blinde drukkersrits onderaan het kledingstuk (binnenkant). Conform aan de norm EN ISO 20471:2013 van klasse 2 (enkel kleuren Hi-Vis Yellow en Hi-Vis Orange) en aan de norm inzake signalisatiekledij van de spoorwegen UK GO/RT 3279 Issue 8:2013 (enkel Hi-Vis Orange).",https://media.europeancatalog.com/ws.php?act=download&mamfileid=72587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72585&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72589&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72584&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2665,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2665,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58817_58813,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2665,64,,,,,,,,,,YHV007_58817_58812,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2665,64,,,,,,,,,,YHV007_58817_58811,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2665,64,,,,,,,,,,YHV007_58817_58814,Hi Vis Orange,,,,,,,,,,,XL,,
product_variation,2665,64,,,,,,,,,,YHV007_58817_58815,Hi Vis Orange,,,,,,,,,,,XXL,,
product_variation,2665,64,,,,,,,,,,YHV007_58817_58810,Hi Vis Orange,,,,,,,,,,,3XL,,
product_variation,2665,64,,,,,,,,,,YHV007_58818_58813,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58818_58812,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58818_58811,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58818_58814,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58818_58815,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58818_58810,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58816_58813,Navy,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58816_58812,Navy,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58816_58811,Navy,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58816_58814,Navy,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58816_58815,Navy,,,,,,,,,,,,,
product_variation,2665,64,,,,,,,,,,YHV007_58816_58810,Navy,,,,,,,,,,,,,
product,2666,40,Signalisatie omkeerbaar fleece gilet,Buitenkant: waterdichte PU gecoate polyester. Binnenkant: anti-pilling fleece. Ritssluiting over de volledige lengte tot aan de kin. 2 handwarmerzakken aan beide zijden. Borduurwerk toegang aan de onderkant. Conform aan EN ISO20471:2013 Klasse 2.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72591&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72591&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2666,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2666,40,,,,,,,,,,YHV008F_52918_52915,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2666,40,,,,,,,,,,YHV008F_52918_52914,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2666,40,,,,,,,,,,YHV008F_52918_52913,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2666,40,,,,,,,,,,YHV008F_52918_52916,Hi Vis Orange,,,,,,,,,,,XL,,
product_variation,2666,40,,,,,,,,,,YHV008F_52918_52917,Hi Vis Orange,,,,,,,,,,,XXL,,
product_variation,2666,40,,,,,,,,,,YHV008F_52918_52912,Hi Vis Orange,,,,,,,,,,,3XL,,
product_variation,2666,40,,,,,,,,,,YHV008F_52919_52915,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2666,40,,,,,,,,,,YHV008F_52919_52914,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2666,40,,,,,,,,,,YHV008F_52919_52913,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2666,40,,,,,,,,,,YHV008F_52919_52916,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2666,40,,,,,,,,,,YHV008F_52919_52917,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2666,40,,,,,,,,,,YHV008F_52919_52912,Hi Vis Yellow,,,,,,,,,,,,,
product,2667,45.84,Jogging Trousers,100% anti-pilling polyester. Elastisch tailleband met aanrijgkoord. 2 refelecterende banden van 5 cm breed op het dijbeen. Cargozak met klep en klittenband. Elastische enkelband. Hi-Vis Yellow en Hi Vis Orange  EN ISO 20471 Class 1 confrom. Hi Vis Orange ook UK GO/RT 3279 railway standard conform. Black & Navy zorgen voor een hogere zichtbaarheid.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72592&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72592&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72600&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72595&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72598&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72596&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,2667,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2667,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62372_62369,Black,,,,,,,,,,,S,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62372_62368,Black,,,,,,,,,,,M,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62372_62367,Black,,,,,,,,,,,L,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62372_62370,Black,,,,,,,,,,,XL,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62372_62371,Black,,,,,,,,,,,XXL,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62373_62369,Hi Vis Orange,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62373_62368,Hi Vis Orange,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62373_62367,Hi Vis Orange,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62373_62370,Hi Vis Orange,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62373_62371,Hi Vis Orange,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62374_62369,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62374_62368,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62374_62367,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62374_62370,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62374_62371,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62375_62369,Navy,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62375_62368,Navy,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62375_62367,Navy,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62375_62370,Navy,,,,,,,,,,,,,
product_variation,2667,45.84,,,,,,,,,,YHV016T_62375_62371,Navy,,,,,,,,,,,,,
product,2668,48.62,Hi-Vis cargo trousers,80% polyester / 20% katoen met langdurige waterafstotende behandeling. 2 reflecterende stroken 3M (5 cm breed) onderaan de broekspijpen. 2 cargozakken met reflecterende strook en reflecterende afwerkingen. Kniezakken met onzichtbare sluiting. Knoopzak aan de achterkant. Semi-elastische tailleband met 5 riemlussen. Ton-sur-ton rits en knoop. Conform aan de norm EN ISO 20471:2013 van klasse 1 en aan de norm inzake 'Signalisatiekledij' van de spoorwegen UK GO/RT 3279 Issue 8:2013 (enkel Hi-Vis Orange).,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72601&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72602&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72603&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2668,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,38 NL (28 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,40 NL (30 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,42 NL (32 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,44 NL (34 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,44/46 NL (36 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,46 NL (38 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,48 NL (38/40 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,50 NL (40/42 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,52 NL (42/44 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,54 NL (44/46 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,56 NL (46/48 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Size,58 NL (48/50 UK),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2668,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58819,Hi Vis Orange,,,,,,,,,,,38 NL (28 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58820,Hi Vis Orange,,,,,,,,,,,40 NL (30 UK),,
