type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72442,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72443,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72439,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72444,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72445,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72446,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72447,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72448,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72440,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72441,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72442,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72443,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72439,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72444,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72445,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72446,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72447,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72456_72448,Khaki Beige / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72440,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72441,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72442,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72443,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72439,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72444,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72445,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72446,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72447,Navy,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72457_72448,Navy,,,,,
product,259,119.72,Broek GDT Premium (EX. DWD4901),"98% katoen / 2% elasthan. Gulp met YKK® rits. Drievoudige naden. Veel zakken, waaronder een cargozak met gsm-vak en een meterzak. Lus voor een hamer. Elastische tailleband. Zakken voor kniebeschermers in Cordura®.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390491&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390491&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390490&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390492&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219749&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219748&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219790&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219789&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219788&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,259,,,,,,,,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,42 NL (28 UK),RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,44 NL (30 UK),RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,46 NL (32 UK),RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,33 UK,RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,48 NL (34 UK),RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,50 NL (36 UK),RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,52 NL (38 UK),RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Size,54 NL (40 UK),RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Color,Camouflage,RADIOBUTTONS,TRUE,
product_option,259,,,,,,,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72461,Black / Grey,,,,,42 NL (28 UK)
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72462,Black / Grey,,,,,44 NL (30 UK)
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72463,Black / Grey,,,,,46 NL (32 UK)
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72460,Black / Grey,,,,,33 UK
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72464,Black / Grey,,,,,48 NL (34 UK)
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72465,Black / Grey,,,,,50 NL (36 UK)
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72466,Black / Grey,,,,,52 NL (38 UK)
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72470_72467,Black / Grey,,,,,54 NL (40 UK)
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72461,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72462,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72463,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72460,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72464,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72465,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72466,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72471_72467,Camouflage,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72461,Grey / Black,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72462,Grey / Black,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72463,Grey / Black,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72460,Grey / Black,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72464,Grey / Black,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72465,Grey / Black,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72466,Grey / Black,,,,,
product_variation,259,119.72,,,,,,,,,,,,,,,,DK0A4XSP_72472_72467,Grey / Black,,,,,
product,260,68.06,LEAD IN FLEX broek (EX. DTR2009),97% katoen / 3% elastaan. Cargozak met krassluiting en telefoonzakje. Ergonomisch gevormde knieën. Dubbele zoom. De beenmanchetten zijn aangetrokken. Ritssluiting. Grote achterzak. 2 achterzakken met klittenbandsluiting. 6 riemlussen. Plastic bedekte knopen. Dubbele duimstokzak.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390493&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390493&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390494&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390495&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219785&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219786&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219783&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219782&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219781&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,260,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,42 NL (28 UK),RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,44 NL (30 UK),RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,46 NL (32 UK),RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,33 UK,RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,48 NL (34 UK),RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,50 NL (36 UK),RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,52 NL (38 UK),RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Size,54 NL (40 UK),RADIOBUTTONS,TRUE,
product_option,260,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72474,Black,,,,,42 NL (28 UK)
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72475,Black,,,,,44 NL (30 UK)
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72476,Black,,,,,46 NL (32 UK)
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72473,Black,,,,,33 UK
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72477,Black,,,,,48 NL (34 UK)
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72478,Black,,,,,50 NL (36 UK)
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72479,Black,,,,,52 NL (38 UK)
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72483_72480,Black,,,,,54 NL (40 UK)
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72474,Navy,,,,,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72475,Navy,,,,,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72476,Navy,,,,,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72473,Navy,,,,,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72477,Navy,,,,,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72478,Navy,,,,,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72479,Navy,,,,,
product_variation,260,68.06,,,,,,,,,,,,,,,,DK0A4XSQ_72485_72480,Navy,,,,,
product,261,61.76,Redhawk Pro Trousers (EX. DWD801),"65% polyester / 35% katoen. Broek met meerdere zakken: gereedschapzak aan de riem, zakken voor kniebeschermers met klittenbandsluiting, meterzak, cargozak, achterzak links met overslag en drukknoop, versterkte achterzakken, hamerlus. Maat in de catalogus is de Franse maat.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390496&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390496&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390497&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390498&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219778&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219776&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,261,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,40 NL (26 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,42 NL (28 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,44 NL (30 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,46 NL (32 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,33 UK,RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,48 NL (34 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,50 NL (36 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,52 NL (38 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,54 NL (40 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Size,56 NL (42 UK),RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,
product_option,261,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72487,Black,,,,,40 NL (26 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72488,Black,,,,,42 NL (28 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72489,Black,,,,,44 NL (30 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72490,Black,,,,,46 NL (32 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72486,Black,,,,,33 UK
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72491,Black,,,,,48 NL (34 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72492,Black,,,,,50 NL (36 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72493,Black,,,,,52 NL (38 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72494,Black,,,,,54 NL (40 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72497_72495,Black,,,,,56 NL (42 UK)
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72487,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72488,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72489,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72490,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72486,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72491,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72492,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72493,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72494,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72498_72495,Grey,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72487,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72488,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72489,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72490,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72486,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72491,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72492,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72493,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72494,Navy,,,,,
product_variation,261,61.76,,,,,,,,,,,,,,,,DK0A4XSU_72499_72495,Navy,,,,,
product,262,86.96,Portland shirt  (EX. DSH5000),"Overhemd in fleece van 100% polyester 220 g/m², gevoerd met 100% polyester<br/>(50 g/m²) en gewatteerd met 100% polyester (vulling 120 g/m²). Sluit met drukknopen. 2 zijzakken en 2 borstzakken met een klep met een drukknoop. Opgenaaid Dickies-etiket op de borstzak links.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=221852&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221852&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221847&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221849&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221848&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,262,,,,,,,,,,,,,,,,,,,Color,Blue / Black,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Color,Green / Black,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Color,Khaki / Black,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,
product_option,262,,,,,,,,,,,,,,,,,,,Color,Royal / Black,RADIOBUTTONS,TRUE,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_77186_72570,Blue / Black,,,,,S
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_77186_72571,Blue / Black,,,,,M
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_77186_72572,Blue / Black,,,,,L
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_77186_72573,Blue / Black,,,,,XL
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_77186_72574,Blue / Black,,,,,XXL
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_77186_72575,Blue / Black,,,,,3XL
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72576_72570,Green / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72576_72571,Green / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72576_72572,Green / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72576_72573,Green / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72576_72574,Green / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72576_72575,Green / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72577_72570,Khaki / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72577_72571,Khaki / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72577_72572,Khaki / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72577_72573,Khaki / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72577_72574,Khaki / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72577_72575,Khaki / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72578_72570,Red / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72578_72571,Red / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72578_72572,Red / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72578_72573,Red / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72578_72574,Red / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72578_72575,Red / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72579_72570,Royal / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72579_72571,Royal / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72579_72572,Royal / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72579_72573,Royal / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72579_72574,Royal / Black,,,,,
product_variation,262,86.96,,,,,,,,,,,,,,,,DK0A4XTA_72579_72575,Royal / Black,,,,,
product,263,31.12,Riem WEBBING (BE400),90% polypropeenvezel / 10% elasthan. Rekbare en flexibele tailleband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399216&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399216&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399215&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,263,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,263,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,263,31.12,,,,,,,,,,,,,,,,DK0A4XRW_72359_72358,Black,,,,,One Size
product,264,30.24,Muts EVADALE (DT8003),100% acryl. 2x2 geribd. Zacht tricot voor meer warmte.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390566&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390566&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390567&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,264,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,264,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,264,,,,,,,,,,,,,,,,,,,Color,Dark Green,RADIOBUTTONS,TRUE,
product_option,264,,,,,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,
product_option,264,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_variation,264,30.24,,,,,,,,,,,,,,,,DK0A4XRY_72361_72360,Black,,,,,One Size
product_variation,264,30.24,,,,,,,,,,,,,,,,DK0A4XRY_72362_72360,Dark Green,,,,,
product_variation,264,30.24,,,,,,,,,,,,,,,,DK0A4XRY_72363_72360,Grey,,,,,
product_variation,264,30.24,,,,,,,,,,,,,,,,DK0A4XRY_72364_72360,Navy,,,,,
product,265,35.28,Pet LOGO  (HA450),100% polyester. 6 panelen. Logo van Dickies. Sluiting met metalen gesp en geweven logo van Dickies op de riem.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390568&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390568&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219720&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,265,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,265,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,265,35.28,,,,,,,,,,,,,,,,DK0A4XS1_72366_72365,Black,,,,,One Size
