type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4
product_variation,2408,13.54,,,,,,,,,,SC63212_19809_18023,Royal Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19809_18024,Royal Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19809_18025,Royal Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19809_18026,Royal Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19807_49884,Sky Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19807_18022,Sky Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19807_18023,Sky Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19807_18024,Sky Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19807_18025,Sky Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19807_18026,Sky Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19811_49884,Sunflower,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19811_18022,Sunflower,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19811_18023,Sunflower,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19811_18024,Sunflower,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19811_18025,Sunflower,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19811_18026,Sunflower,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_18029_49884,White,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_18029_18022,White,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_18029_18023,White,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_18029_18024,White,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_18029_18025,White,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_18029_18026,White,,,,,,
product,2409,14.04,Premium Polo (63-218-0),"100% katoen piqué (Ash: 90% katoen / 10% polyester, Heather Grey: 97% katoen / 3% polyester). Mouwuiteinden in 1x1 rib. Knooplijst met 3 toon op toon knopen. Zijsplitjes. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391142&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391142&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391143&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391141&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2409,,,,,,,,,,,,,,Color,Azur Blue,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Light Graphite,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,Sunflower,RADIOBUTTONS,TRUE,
product_option,2409,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49952_40503,Azur Blue,S,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49952_40505,Azur Blue,M,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49952_40506,Azur Blue,L,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49952_40507,Azur Blue,XL,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49952_40508,Azur Blue,XXL,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62606_62603,Azur Blue,3XL,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40509_40503,Black,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40509_40505,Black,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40509_40506,Black,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40509_40507,Black,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40509_40508,Black,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62607_62603,Black,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40518_40503,Burgundy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40518_40505,Burgundy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40518_40506,Burgundy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40518_40507,Burgundy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40518_40508,Burgundy,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62608_62603,Burgundy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40510_40503,Deep Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40510_40505,Deep Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40510_40506,Deep Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40510_40507,Deep Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40510_40508,Deep Navy,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62609_62603,Deep Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_47718_40503,Heather Grey,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_47718_40505,Heather Grey,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_47718_40506,Heather Grey,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_47718_40507,Heather Grey,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_47718_40508,Heather Grey,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62611_62603,Heather Grey,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49953_40503,Kelly Green,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49953_40505,Kelly Green,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49953_40506,Kelly Green,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49953_40507,Kelly Green,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49953_40508,Kelly Green,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62612_62603,Kelly Green,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49954_40503,Light Graphite,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49954_40505,Light Graphite,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49954_40506,Light Graphite,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49954_40507,Light Graphite,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49954_40508,Light Graphite,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62614_62603,Light Graphite,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49955_40503,Lime,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49955_40505,Lime,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49955_40506,Lime,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49955_40507,Lime,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49955_40508,Lime,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62615_62603,Lime,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49956_40503,Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49956_40505,Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49956_40506,Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49956_40507,Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_49956_40508,Navy,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62616_62603,Navy,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40513_40503,Orange,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40513_40505,Orange,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40513_40506,Orange,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40513_40507,Orange,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40513_40508,Orange,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62617_62603,Orange,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40514_40503,Red,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40514_40505,Red,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40514_40506,Red,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40514_40507,Red,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40514_40508,Red,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62620_62603,Red,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40515_40503,Royal Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40515_40505,Royal Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40515_40506,Royal Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40515_40507,Royal Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40515_40508,Royal Blue,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62621_62603,Royal Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40516_40503,Sky Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40516_40505,Sky Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40516_40506,Sky Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40516_40507,Sky Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40516_40508,Sky Blue,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62622_62603,Sky Blue,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40517_40503,Sunflower,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40517_40505,Sunflower,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40517_40506,Sunflower,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40517_40507,Sunflower,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218C_40517_40508,Sunflower,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218CX_62623_62603,Sunflower,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218_40498_40497,White,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218_40498_40499,White,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218_40498_40500,White,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218_40498_40501,White,,,,,,
product_variation,2409,14.04,,,,,,,,,,SC63218_40498_40502,White,,,,,,
product_variation,2409,17.3,,,,,,,,,,SC63218X_62624_62604,White,,,,,,
product,2410,18.58,Premium Long Sleeve Polo (63-310-0),"100% katoen piqué (Ash: 90% katoen / 10% polyester). Knooplijst met 3 toon op toon knopen. Lange mouwen met mouwuiteinden in rib katoen / elasthan. Zijsplitten. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391145&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391145&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391144&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2410,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,2410,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40531_40525,Black,S,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40531_40527,Black,M,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40531_40528,Black,L,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40531_40529,Black,XL,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40531_40530,Black,XXL,,,,,
product_variation,2410,21.76,,,,,,,,,,SC63310CX_62568_62565,Black,3XL,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40533_40525,Deep Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40533_40527,Deep Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40533_40528,Deep Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40533_40529,Deep Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40533_40530,Deep Navy,,,,,,
product_variation,2410,21.76,,,,,,,,,,SC63310CX_62569_62565,Deep Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40532_40525,Forest Green,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40532_40527,Forest Green,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40532_40528,Forest Green,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40532_40529,Forest Green,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40532_40530,Forest Green,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_49961_40525,Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_49961_40527,Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_49961_40528,Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_49961_40529,Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_49961_40530,Navy,,,,,,
product_variation,2410,21.76,,,,,,,,,,SC63310CX_62571_62565,Navy,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40534_40525,Red,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40534_40527,Red,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40534_40528,Red,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40534_40529,Red,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40534_40530,Red,,,,,,
product_variation,2410,21.76,,,,,,,,,,SC63310CX_62572_62565,Red,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40535_40525,Royal Blue,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40535_40527,Royal Blue,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40535_40528,Royal Blue,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40535_40529,Royal Blue,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310C_40535_40530,Royal Blue,,,,,,
product_variation,2410,21.76,,,,,,,,,,SC63310CX_62573_62565,Royal Blue,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310_40520_40519,White,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310_40520_40521,White,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310_40520_40522,White,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310_40520_40523,White,,,,,,
product_variation,2410,18.58,,,,,,,,,,SC63310_40520_40524,White,,,,,,
product_variation,2410,21.76,,,,,,,,,,SC63310X_62574_62566,White,,,,,,
product,2411,13.54,65/35 Polo (63-402-0),"65% polyester / 35% katoen. Knooplijst met 3 toon op toon knopen. Nektape. Verstevigde naden op de schouders. Kraag en mouwuiteinden in 1x1 rib. Wasbaar op 60°C. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,2411,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Dark Heather Grey,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Emerald,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,Sunflower,RADIOBUTTONS,TRUE,
product_option,2411,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7499_7487,Black,S,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7499_7488,Black,M,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7499_7489,Black,L,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7499_7490,Black,XL,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7499_7491,Black,XXL,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CX_7506_7503,Black,3XL,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CXX_48441_48437,Black,4XL,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CXX_48441_48438,Black,5XL,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7500_7487,Bottle Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7500_7488,Bottle Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7500_7489,Bottle Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7500_7490,Bottle Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7500_7491,Bottle Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7502_7487,Burgundy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7502_7488,Burgundy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7502_7489,Burgundy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7502_7490,Burgundy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7502_7491,Burgundy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_62138_7487,Dark Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_62138_7488,Dark Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_62138_7489,Dark Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_62138_7490,Dark Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_62138_7491,Dark Heather Grey,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CX_62139_7503,Dark Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_49867_7487,Deep Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_49867_7488,Deep Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_49867_7489,Deep Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_49867_7490,Deep Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_49867_7491,Deep Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7494_7487,Emerald,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7494_7488,Emerald,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7494_7489,Emerald,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7494_7490,Emerald,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7494_7491,Emerald,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7497_7487,Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7497_7488,Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7497_7489,Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7497_7490,Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7497_7491,Heather Grey,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CX_7505_7503,Heather Grey,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CXX_48440_48437,Heather Grey,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CXX_48440_48438,Heather Grey,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_30915_7487,Kelly Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_30915_7488,Kelly Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_30915_7489,Kelly Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_30915_7490,Kelly Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_30915_7491,Kelly Green,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7493_7487,Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7493_7488,Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7493_7489,Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7493_7490,Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7493_7491,Navy,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CX_7504_7503,Navy,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CXX_48439_48437,Navy,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CXX_48439_48438,Navy,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7501_7487,Orange,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7501_7488,Orange,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7501_7489,Orange,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7501_7490,Orange,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7501_7491,Orange,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_58635_7487,Purple,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_58635_7488,Purple,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_58635_7489,Purple,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_58635_7490,Purple,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_58635_7491,Purple,,,,,,
product_variation,2411,15.64,,,,,,,,,,SC63402CX_62602_7503,Purple,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7496_7487,Red,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7496_7488,Red,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7496_7489,Red,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7496_7490,Red,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7496_7491,Red,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7498_7487,Royal Blue,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7498_7488,Royal Blue,,,,,,
product_variation,2411,13.54,,,,,,,,,,SC63402C_7498_7489,Royal Blue,,,,,,
