type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_variation_option_Size
product_variation,15,6.78,,,,,,,,,,,,B540_83216_83215,Black,,,,,,One Size
product_variation,15,6.78,,,,,,,,,,,,B540_83217_83215,Graphite Grey,,,,,,
product_variation,15,6.78,,,,,,,,,,,,B540_83218_83215,Military Green,,,,,,
product_variation,15,6.78,,,,,,,,,,,,B540_83219_83215,Navy,,,,,,
product,16,4.8,Original 5 panel cap,"100% twillkatoen, 5 panelen, voorgevormde klep, verluchtingsgaatjes, Rip-Strip™ klittenbandsluiting.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=219803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,16,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Bright Red,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Classic Pink,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Emerald,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Gold,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Lime Green,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Sand,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Surf Blue,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_option,16,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,
product_variation,16,4.8,,,,,,,,,,,,B10_51146_51145,Black,,,,,,One Size
product_variation,16,4.8,,,,,,,,,,,,B10_51147_51145,Bottle Green,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51148_51145,Bright Red,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51149_51145,Bright Royal,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51150_51145,Burgundy,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51151_51145,Chocolate,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51152_51145,Classic Pink,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51153_51145,Classic Red,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51154_51145,Emerald,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51155_51145,French Navy,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51156_51145,Fuchsia,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51157_51145,Gold,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51158_51145,Graphite Grey,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51159_51145,Kelly Green,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51160_51145,Light Grey,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51161_51145,Lime Green,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51162_51145,Natural,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51163_51145,Olive Green,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51164_51145,Orange,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51165_51145,Purple,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51166_51145,Sand,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51167_51145,Sky Blue,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51168_51145,Surf Blue,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51169_51145,White,,,,,,
product_variation,16,4.8,,,,,,,,,,,,B10_51170_51145,Yellow,,,,,,
product,17,5.64,Ultimate 5 Panel Cap,100% katoen drill. Rip-Strip™ klittenbandsluiting. Gestikte ventilatieoogjes.<br/>Perfect voor print en borduursel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219802&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219802&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62512&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62513&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,17,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,17,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_variation,17,5.64,,,,,,,,,,,,B15_11130_11128,Black,,,,,,One Size
product_variation,17,5.64,,,,,,,,,,,,B15_11132_11128,Bottle Green,,,,,,
product_variation,17,5.64,,,,,,,,,,,,B15_11133_11128,Bright Royal,,,,,,
product_variation,17,5.64,,,,,,,,,,,,B15_51171_11128,Burgundy,,,,,,
product_variation,17,5.64,,,,,,,,,,,,B15_11134_11128,Classic Red,,,,,,
product_variation,17,5.64,,,,,,,,,,,,B15_11135_11128,French Navy,,,,,,
product_variation,17,5.64,,,,,,,,,,,,B15_37232_11128,Graphite Grey,,,,,,
product_variation,17,5.64,,,,,,,,,,,,B15_11129_11128,White,,,,,,
product,18,7.56,Grand Prix Cap,100% katoen twill. Rip-Strip™ klittenbandsluiting. Gestikte ventilatieoogjes.<br/>Perfect voor print en borduursel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219795&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219795&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62514&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62515&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,18,,,,,,,,,,,,,,,Color,Black / Classic Red,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Color,Black / Lime Green,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Color,Bright Royal / White,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Color,Classic Red / Black,RADIOBUTTONS,TRUE,,
product_option,18,,,,,,,,,,,,,,,Color,White / Black,RADIOBUTTONS,TRUE,,
product_variation,18,7.56,,,,,,,,,,,,B159_83208_25491,Black / Classic Red,,,,,,One Size
product_variation,18,7.56,,,,,,,,,,,,B159_83209_25491,Black / Lime Green,,,,,,
product_variation,18,7.56,,,,,,,,,,,,B159_83210_25491,Black / Orange,,,,,,
product_variation,18,7.56,,,,,,,,,,,,B159_25499_25491,Black / White,,,,,,
product_variation,18,7.56,,,,,,,,,,,,B159_83211_25491,Black / Yellow,,,,,,
product_variation,18,7.56,,,,,,,,,,,,B159_30964_25491,Bright Royal / White,,,,,,
product_variation,18,7.56,,,,,,,,,,,,B159_25500_25491,Classic Red / Black,,,,,,
product_variation,18,7.56,,,,,,,,,,,,B159_25492_25491,White / Black,,,,,,
product,19,5.86,Pet Ultimate met 5 panelen contrasterende sandwich,"100% drillkatoen, 5 panelen, voorgevormde klep met sandwich in contrastkleur, Rip-Strip™ klittenbandsluiting.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=219801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,19,,,,,,,,,,,,,,,Color,Black / Bright Royal,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Black / Classic Red,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Black / Fuchsia,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Black / Lime Green,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Bright Royal / White,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Classic Red / White,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,French Navy / Classic Red,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,French Navy / Putty,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Graphite Grey / Oyster Grey,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,Putty / French Navy,RADIOBUTTONS,TRUE,,
product_option,19,,,,,,,,,,,,,,,Color,White / French Navy,RADIOBUTTONS,TRUE,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51173_51172,Black / Bright Royal,,,,,,One Size
product_variation,19,5.86,,,,,,,,,,,,B15C_51174_51172,Black / Classic Red,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51175_51172,Black / Fuchsia,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51176_51172,Black / Light Grey,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51177_51172,Black / Lime Green,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51178_51172,Black / Orange,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51179_51172,Black / Yellow,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51180_51172,Bright Royal / White,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51181_51172,Classic Red / White,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51182_51172,French Navy / Classic Red,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51183_51172,French Navy / Putty,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51184_51172,Graphite Grey / Oyster Grey,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51185_51172,Putty / French Navy,,,,,,
product_variation,19,5.86,,,,,,,,,,,,B15C_51186_51172,White / French Navy,,,,,,
product,20,8.72,Outdoor 6 Panel Cap,100% Nylon Ripstop en 100% polyester Coolmax® zweetband. 6 panelen. Voorgevormde klep.  Waterdichte en ademende stof. Gesp-sluiting. Tearaway label voor het gemak van rebranding.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219794&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219794&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62527&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62522&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,20,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,20,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,20,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,
product_option,20,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,
product_option,20,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_variation,20,8.72,,,,,,,,,,,,B187_55850_55849,Black,,,,,,One Size
product_variation,20,8.72,,,,,,,,,,,,B187_55851_55849,Light Grey,,,,,,
product_variation,20,8.72,,,,,,,,,,,,B187_55852_55849,Navy,,,,,,
product_variation,20,8.72,,,,,,,,,,,,B187_55853_55849,Olive Green,,,,,,
product,21,8.72,Air mesh 6 panel Cap,100% zacht aanvoelend Airmesh-polyester. TearAway-label. Ontwerp met 6 panelen. Gestructureerde voorsegmenten. Gestikte verluchtingsgaatjes. Voorgevormde klep. Onderkant van klep van katoenkeper. Zweetband van katoenkeper. Band van hetzelfde materiaal met verstelgesp.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,21,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,21,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,21,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,
product_option,21,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,
product_variation,21,8.72,,,,,,,,,,,,B196_61064_61063,Black,,,,,,One Size
product_variation,21,8.72,,,,,,,,,,,,B196_61065_61063,Light Grey,,,,,,
product_variation,21,8.72,,,,,,,,,,,,B196_61066_61063,Navy,,,,,,
product,22,6.78,Pet Athleisure met 6 panelen,"100% geborsteld katoen, uitneembaar tearaway etiket, model 6 panelen, voorgevormde klep, gestructureerde voorpanelen, halfhoog profiel, sandwichklep in een contrastkleur, verluchtingsgaatjes, verstelbare sluiting met gesp.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=219800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,22,,,,,,,,,,,,,,,Color,Black / Classic Red,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Black / Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Black / Lime Green,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Bright Royal / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Classic Red / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,French Navy / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Fuchsia / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Graphite Grey / Black,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Kelly Green / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Orange / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Purple / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,Surf Blue / White,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,White / Bright Royal,RADIOBUTTONS,TRUE,,
product_option,22,,,,,,,,,,,,,,,Color,White / Classic Red,RADIOBUTTONS,TRUE,,
product_variation,22,6.78,,,,,,,,,,,,B20_51189_51188,Black / Classic Red,,,,,,One Size
product_variation,22,6.78,,,,,,,,,,,,B20_51190_51188,Black / Graphite Grey,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51191_51188,Black / Lime Green,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51192_51188,Black / Yellow,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51193_51188,Bright Royal / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51194_51188,Classic Red / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51195_51188,French Navy / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51196_51188,Fuchsia / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51197_51188,Graphite Grey / Black,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51198_51188,Kelly Green / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51199_51188,Orange / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51200_51188,Purple / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51201_51188,Surf Blue / White,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51202_51188,White / Bright Royal,,,,,,
product_variation,22,6.78,,,,,,,,,,,,B20_51203_51188,White / Classic Red,,,,,,
product,23,6.78,Microfleece balaclava,100% polyester microfleece. Bivakmuts met open gezicht. Licht en comfortabel. Ultrathermisch materiaal voor warmte zonder gewicht. Ademende stof. Platte naden voor comfort. Machinewasbaar/strijkvrij.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219792&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Balaclava,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219792&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62534&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,23,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,23,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_variation,23,6.78,,,,,,,,,,,,B230_61068_61067,Black,,,,,,One Size
product,24,4.26,Suprafleece® Snood/hat Combo,100% polyester Anti-Pilling Suprafleece®. Isolerende stof - Warm maar licht. Multifunctioneel en uniek design. Kan rond de nek of als gewone  muts  gebruikt worden. Elastisch aanrijgkoord met stopper.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219791&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219791&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62540&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,24,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,24,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,24,,,,,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,
product_option,24,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,
product_option,24,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,24,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,
product_variation,24,4.26,,,,,,,,,,,,B285_11109_11107,Black,,,,,,One Size
product_variation,24,4.26,,,,,,,,,,,,B285_11113_11107,Charcoal,,,,,,
product_variation,24,4.26,,,,,,,,,,,,B285_11114_11107,Classic Red,,,,,,
product_variation,24,4.26,,,,,,,,,,,,B285_11110_11107,French Navy,,,,,,
product_variation,24,4.26,,,,,,,,,,,,B285_23207_11107,Sky Blue,,,,,,
product,25,8.4,Suprafleece® Thinsulate™ handschoenen,"Buitenzijde: 100% Polyester Anti-Pilling Suprafleece®, Voering: 100% Polyester, Superthermisch materiaal - warmte zonder gewicht, Thinsulate™-laag, Elastische pols, Verkrijgbaar in twee maten - S/M en L/XL.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=219832&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219832&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62542&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,25,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,25,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,
product_option,25,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,
product_option,25,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_variation,25,8.4,,,,,,,,,,,,B295_10450_55854,Black,,,,,,S/M
product_variation,25,8.4,,,,,,,,,,,,B295_10450_10434,Black,,,,,,L/XL
product_variation,25,8.4,,,,,,,,,,,,B295_10451_55854,French Navy,,,,,,
product_variation,25,8.4,,,,,,,,,,,,B295_10451_10434,French Navy,,,,,,
product,26,5.4,Suprafleece® Alpine Gloves,100% polyester Anti-Pilling Suprafleece®. Unisex. Isolerende stof - warm maar licht.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219831&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219831&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,26,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,26,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,
product_option,26,,,,,,,,,,,,,,,Size,M/L,RADIOBUTTONS,TRUE,,
product_option,26,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,
product_option,26,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_variation,26,5.4,,,,,,,,,,,,B296_10455_10452,Black,,,,,,S
product_variation,26,5.4,,,,,,,,,,,,B296_10455_10453,Black,,,,,,M/L
product_variation,26,5.4,,,,,,,,,,,,B296_10455_10454,Black,,,,,,XL
product_variation,26,5.4,,,,,,,,,,,,B296_10459_10452,French Navy,,,,,,
product_variation,26,5.4,,,,,,,,,,,,B296_10459_10453,French Navy,,,,,,
product_variation,26,5.4,,,,,,,,,,,,B296_10459_10454,French Navy,,,,,,
product,27,6.42,Camouflage Army Cap,100% katoen twill. Rip-Strip™ klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,27,,,,,,,,,,,,,,,Color,Field Camo,RADIOBUTTONS,TRUE,,
product_option,27,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,27,,,,,,,,,,,,,,,Color,Jungle Camo,RADIOBUTTONS,TRUE,,
product_option,27,,,,,,,,,,,,,,,Color,Urban Camouflage,RADIOBUTTONS,TRUE,,
product_variation,27,6.42,,,,,,,,,,,,B33_51204_14208,Field Camo,,,,,,One Size
product_variation,27,6.42,,,,,,,,,,,,B33_14209_14208,Jungle Camo,,,,,,
product_variation,27,6.42,,,,,,,,,,,,B33_51205_14208,Urban Camouflage,,,,,,
product,28,7.24,Army Cap,100% zware gewassen katoen. Zilverkleurige gesp-sluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,28,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,28,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,28,,,,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,
product_option,28,,,,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,
product_option,28,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,
product_option,28,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_option,28,,,,,,,,,,,,,,,Color,Peeble,RADIOBUTTONS,TRUE,,
product_option,28,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
