type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6
product_option,971,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,971,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,971,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,
product_option,971,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,971,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,
product_option,971,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,971,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,971,6.34,,,,,,,,KI0304_42073_37730,Black,One Size,,,,,,,,,
product_variation,971,6.34,,,,,,,,KI0304_42075_37730,Burnt Lime,,,,,,,,,,
product_variation,971,6.34,,,,,,,,KI0304_42074_37730,Navy,,,,,,,,,,
product_variation,971,6.34,,,,,,,,KI0304_37733_37730,Orange,,,,,,,,,,
product_variation,971,6.34,,,,,,,,KI0304_37731_37730,Red,,,,,,,,,,
product_variation,971,6.34,,,,,,,,KI0304_37732_37730,Royal Blue,,,,,,,,,,
product,972,9,Grote Koeltas,Grote koeltas van 210D polyester. Medium maat.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67662&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67662&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67663&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392228&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,972,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,972,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,972,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_variation,972,9,,,,,,,,KI0306_37738_37737,Light Grey,One Size,,,,,,,,,
product_variation,972,9,,,,,,,,KI0306_40562_37737,Navy,,,,,,,,,,
product,973,19.26,Hoge Koeltas,Koeltas van 300D polyester. Hengsels in webbing voor een sterkere structuur. Voorvak met rits.  Afneembare en verstelbare schouderband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67665&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67665&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67664&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,973,,,,,,,,,,,,Color,Full Grey,RADIOBUTTONS,TRUE,,,,,
product_option,973,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,973,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,973,19.26,,,,,,,,KI0307_55739_37739,Full Grey,One Size,,,,,,,,,
product_variation,973,19.26,,,,,,,,KI0307_37740_37739,Royal Blue,,,,,,,,,,
product,974,14.44,Koeltas met dubbel compartiment,"Koeltas met dubbel compartiment  van600D polyester, groot voorvak, verstelbare schouderband.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,974,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,974,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,974,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_variation,974,14.44,,,,,,,,KI0317_43269_43268,Light Grey,One Size,,,,,,,,,
product_variation,974,14.44,,,,,,,,KI0317_43270_43268,Navy,,,,,,,,,,
product,975,13,Koeltas,"Koeltas van 420D polyester, groot voorvak met ritssluiting, zijvak in mesh, verstelbare schouderband.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,975,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,975,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,975,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,975,13,,,,,,,,KI0318_43272_43271,Light Grey,One Size,,,,,,,,,
product_variation,975,13,,,,,,,,KI0318_43273_43271,Royal Blue,,,,,,,,,,
product,976,1.2,Smartphone armband,"Armhouder van polyester neopreen voor smartphones tot 4,7, ideaal voor alle sport-en buitenactiviteiten, met venster voor touchscreenfunctie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=417437&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Armhouders,https://media.europeancatalog.com/ws.php?act=download&mamfileid=417437&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=417435&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=417436&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,976,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,
product_option,976,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,976,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,976,1.2,,,,,,,,KI0325_46883_46880,Lime,One Size,,,,,,,,,
product_variation,976,1.2,,,,,,,,KI0325_46885_46880,White,,,,,,,,,,
product,977,8.34,Heuptas,"Heuptas van 210D ripstop. Voorvak met rits, binnenvak van mesh, gaatje voor de oortjes.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,977,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,977,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,977,8.34,,,,,,,,KI0332_46896_46895,Black,One Size,,,,,,,,,
product,978,4.7,Travel set,"Reissetje in bedrukbaar zakje van 210D polyester. Klittenbandsluiting in het midden. Inclusief oordopjes, oogmasker en opblaasbaar nekkussen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67700&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Accessoires voor tassen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67700&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,978,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,978,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,978,4.7,,,,,,,,KI0336_46904_46903,Black,One Size,,,,,,,,,
product,979,17.54,Heuptas voor fles,"Heuptas voor fles voor hardlopers, van polyester. Gewatteerde rug en ademende mesh, hoofdzak met rits, 2 fleszakken opzij, elastische houder voor hardloophesje/energiereep. Geleverd met twee flessen van 350 ml, verstelbare klittenbandsluiting.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67712&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67712&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67710&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67711&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,979,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,979,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,979,17.54,,,,,,,,KI0343_54104_54103,Black,One Size,,,,,,,,,
product,980,6.66,Petanquetas,Petanquetas van 600D polyester. Draagriem en ritssluiting. Voor maximaal 3 ballen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210459&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210459&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210458&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210456&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210455&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210457&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,980,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,980,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,980,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,980,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,980,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,
product_option,980,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,980,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,980,6.66,,,,,,,,KI0344_60259_60258,Black,One Size,,,,,,,,,
product_variation,980,6.66,,,,,,,,KI0344_60264_60258,Dark Grey,,,,,,,,,,
product_variation,980,6.66,,,,,,,,KI0344_60260_60258,Navy,,,,,,,,,,
product_variation,980,6.66,,,,,,,,KI0344_60261_60258,Orange,,,,,,,,,,
product_variation,980,6.66,,,,,,,,KI0344_60262_60258,Red,,,,,,,,,,
product_variation,980,6.66,,,,,,,,KI0344_60263_60258,Royal Blue,,,,,,,,,,
product,981,3.06,Minitas met koelvak,Koeltas van 210D polyester + wand van aluminium. Zak aan de voorkant voor eenvoudige personalisatie. Er kunnen tot 6 blikjes in.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67713&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,981,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,981,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,981,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,981,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,981,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,
product_option,981,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,981,3.06,,,,,,,,KI0345_55265_55264,Black,One Size,,,,,,,,,
product_variation,981,3.06,,,,,,,,KI0345_55266_55264,Navy,,,,,,,,,,
product_variation,981,3.06,,,,,,,,KI0345_55267_55264,Red,,,,,,,,,,
product_variation,981,3.06,,,,,,,,KI0345_55268_55264,Turquoise,,,,,,,,,,
product_variation,981,3.06,,,,,,,,KI0345_55269_55264,White,,,,,,,,,,
product,982,14.56,Semi-rigide petanquetas,Petanquetas van 600D polyester. Voor maximaal 3 ballen. Semi-rigide structuur om de ballen te beschermen. Overslag met dubbele ritssluiting en magneetsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210454&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210454&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210453&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,982,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,982,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,982,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,982,14.56,,,,,,,,KI0346_60266_60265,Black,One Size,,,,,,,,,
product_variation,982,14.56,,,,,,,,KI0346_60267_60265,Royal Blue,,,,,,,,,,
product,983,12.96,Koeltas met ritszak,Koeltas van 600D polyester.1 ritszak aan de voorkant voor eenvoudige personalisatie. Hengsels en zak in een contrasterende kleur. Er kunnen flessen van 500 ml en blikjes in.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210452&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210452&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210451&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210450&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67715&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,983,,,,,,,,,,,,Color,Dark Grey Heather / Navy,RADIOBUTTONS,TRUE,,,,,
product_option,983,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,983,,,,,,,,,,,,Color,Light Blue Heather / Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,983,12.96,,,,,,,,KI0347_55271_55270,Dark Grey Heather / Navy,One Size,,,,,,,,,
product_variation,983,12.96,,,,,,,,KI0347_55272_55270,Light Blue Heather / Dark Grey,,,,,,,,,,
product,984,14.66,Koeltas van jute - klein model,"Koeltas met buitenzijde van jutecanvas en katoenen zak voor eenvoudige personalisatie, koelvak binnenin met isolerende wand van aluminium en koelschuim met hoge densiteit. Katoenen hengsels. Klein model.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210493&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210493&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67722&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,984,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,
product_option,984,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,984,14.66,,,,,,,,KI0352_55278_55277,Natural,One Size,,,,,,,,,
product,985,16.8,Koeltas van jute - middelgroot model,"Koeltas met buitenzijde van jutecanvas en katoenen zak voor eenvoudige personalisatie, koelvak binnenin met isolerende wand van aluminium en koelschuim met hoge densiteit. Katoenen hengsels. Middelgroot model.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210492&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210492&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67725&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,985,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,
product_option,985,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,985,16.8,,,,,,,,KI0353_55280_55279,Natural,One Size,,,,,,,,,
product,986,21.66,Koeltas van jute - groot model,"Koeltas met buitenzijde van jutecanvas en katoenen zak voor eenvoudige personalisatie, koelvak binnenin met isolerende wand van aluminium en koelschuim met hoge densiteit. Katoenen hengsels. Groot model.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210491&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210491&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67726&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,986,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,
product_option,986,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,986,21.66,,,,,,,,KI0354_55282_55281,Natural,One Size,,,,,,,,,
product,987,10.16,Documententas,"Documententas van 600D polyester. Verstelbare schouderband. Overslag met gespsluiting, vak met ritssluiting op flap, pen en visitekaarthouder, binnenvak.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=211518&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=211518&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=211519&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,987,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,987,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,987,,,,,,,,,,,,Color,Corde,RADIOBUTTONS,TRUE,,,,,
product_option,987,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,987,,,,,,,,,,,,Color,Slate Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,987,10.16,,,,,,,,KI0403_32254_32253,Black,One Size,,,,,,,,,
product_variation,987,10.16,,,,,,,,KI0403_32255_32253,Corde,,,,,,,,,,
product_variation,987,10.16,,,,,,,,KI0403_48601_32253,Red,,,,,,,,,,
product_variation,987,10.16,,,,,,,,KI0403_32256_32253,Slate Grey,,,,,,,,,,
product,988,29.56,Schrijfmap,"Schrijfmap van polyurethane en microvezel, ritssluiting rondom, schrijfblok en penlus rechts, vakje met rits, links een rekenmachine op zonne-energie en organizer vakjes. Pen niet meegeleverd. Prijs inclusief Recupel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67733&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Accessoires voor tassen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67733&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,988,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,988,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,988,29.56,,,,,,,,KI0408_37748_37747,Black,One Size,,,,,,,,,
product,989,13.44,Documententas met overslag,"Documententas van 600D polyester, overslag met  gespsluiting vak met rits op overslag, bovensluiting met rits, afneembare en verstelbare schouderband, binnenvak met organizer indeling.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67734&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67734&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67735&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,989,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,989,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,989,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,989,,,,,,,,,,,,Color,Black / Navy,RADIOBUTTONS,TRUE,,,,,
product_option,989,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,
product_variation,989,13.44,,,,,,,,KI0412_42142_37755,Black,One Size,,,,,,,,,
product_variation,989,13.44,,,,,,,,KI0412_37758_37755,Black / Light Grey,,,,,,,,,,
product_variation,989,13.44,,,,,,,,KI0412_37757_37755,Black / Navy,,,,,,,,,,
product_variation,989,13.44,,,,,,,,KI0412_37756_37755,Black / Red,,,,,,,,,,
product,990,6.66,Documententas,Documententas van 600D polyester. Afneembare en verstelbare schouderband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67736&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,990,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,990,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,990,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,990,,,,,,,,,,,,Color,Dark Grey / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,990,,,,,,,,,,,,Color,Navy / Corde,RADIOBUTTONS,TRUE,,,,,
product_variation,990,6.66,,,,,,,,KI0413_37761_37759,Black,One Size,,,,,,,,,
product_variation,990,6.66,,,,,,,,KI0413_37762_37759,Black / Royal Blue,,,,,,,,,,
product_variation,990,6.66,,,,,,,,KI0413_48611_37759,Dark Grey / Light Grey,,,,,,,,,,
product_variation,990,6.66,,,,,,,,KI0413_37760_37759,Navy / Corde,,,,,,,,,,
product,991,5.26,Foliotas,Foliotas van 600D polyester. Overslag met gespsluiting. Draaghengsel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216657&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216657&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,991,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,991,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,991,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,
product_option,991,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,991,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,991,5.26,,,,,,,,KI0414_37764_37763,Black,One Size,,,,,,,,,
product_variation,991,5.26,,,,,,,,KI0414_42076_37763,Orange,,,,,,,,,,
product_variation,991,5.26,,,,,,,,KI0414_37765_37763,Red,,,,,,,,,,
product_variation,991,5.26,,,,,,,,KI0414_37767_37763,Royal Blue,,,,,,,,,,
product,992,17.34,Aktetas/laptoptas,"Tas voor documenten/laptop, van polyester 600D. Gewatteerd vak voor een computer van max. 13, ritszak aan de voorkant, hengsels van PU in een contrasterende kleur. Afneembare schouderriem.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67762&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,992,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,992,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,992,,,,,,,,,,,,Color,Graphite Grey Heather,RADIOBUTTONS,TRUE,,,,,
product_variation,992,17.34,,,,,,,,KI0426_54106_54105,Dark Grey,One Size,,,,,,,,,
product_variation,992,17.34,,,,,,,,KI0426_55740_54105,Graphite Grey Heather,,,,,,,,,,
product,993,30.96,Laptoptas,"Laptoptas van polyester, contrasterende bodem van 600D polyester. Gewatteerd vak voor een computer met een scherm van max. 15 inch en gewatteerde ritszak voor een tablet. 2 binnenzakken, 1 ritszak bovenaan de zak voor een gsm, 1 zak aan de voorkant met contrasterende klep en drukknopen. Lus op de achterkant om een trolley aan te bevestigen, afneembare schouderriem.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210525&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210524&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67764&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,993,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,993,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,993,,,,,,,,,,,,Color,Grey Twill / Black,RADIOBUTTONS,TRUE,,,,,
product_variation,993,30.96,,,,,,,,KI0427_55285_55284,Black,One Size,,,,,,,,,
product_variation,993,30.96,,,,,,,,KI0427_55286_55284,Grey Twill / Black,,,,,,,,,,
