type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product_variation,163,6.42,,,,,,,,,,CG189C_51645_750,Ash,,,,,7/8 Y (7/8 ans),,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_51645_751,Ash,,,,,9/11 Y (9/11 ans),,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_51645_752,Ash,,,,,12/14 Y (12/14 ans),,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_753_748,Black,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_753_749,Black,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_753_750,Black,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_753_751,Black,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_753_752,Black,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_757_748,Gold,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_757_749,Gold,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_757_750,Gold,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_757_751,Gold,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_757_752,Gold,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56145_748,Indigo,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56145_749,Indigo,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56145_750,Indigo,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56145_751,Indigo,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56145_752,Indigo,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32713_748,Kelly Green,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32713_749,Kelly Green,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32713_750,Kelly Green,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32713_751,Kelly Green,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32713_752,Kelly Green,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_754_748,Navy,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_754_749,Navy,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_754_750,Navy,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_754_751,Navy,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_754_752,Navy,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32712_748,Orange,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32712_749,Orange,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32712_750,Orange,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32712_751,Orange,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_32712_752,Orange,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56146_748,Pacific Grey,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56146_749,Pacific Grey,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56146_750,Pacific Grey,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56146_751,Pacific Grey,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56146_752,Pacific Grey,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56147_748,Pink Sixties,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56147_749,Pink Sixties,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56147_750,Pink Sixties,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56147_751,Pink Sixties,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_56147_752,Pink Sixties,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_755_748,Red,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_755_749,Red,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_755_750,Red,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_755_751,Red,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_755_752,Red,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_756_748,Royal Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_756_749,Royal Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_756_750,Royal Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_756_751,Royal Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_756_752,Royal Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_758_748,Sky Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_758_749,Sky Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_758_750,Sky Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_758_751,Sky Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_758_752,Sky Blue,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49821_748,Sorbet,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49821_749,Sorbet,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49821_750,Sorbet,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49821_751,Sorbet,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49821_752,Sorbet,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49822_748,Swimming Pool,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49822_749,Swimming Pool,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49822_750,Swimming Pool,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49822_751,Swimming Pool,,,,,,,,,,,,
product_variation,163,6.42,,,,,,,,,,CG189C_49822_752,Swimming Pool,,,,,,,,,,,,
product_variation,163,5.48,,,,,,,,,,CG189_741_736,White,,,,,,,,,,,,
product_variation,163,5.48,,,,,,,,,,CG189_741_737,White,,,,,,,,,,,,
product_variation,163,5.48,,,,,,,,,,CG189_741_738,White,,,,,,,,,,,,
product_variation,163,5.48,,,,,,,,,,CG189_741_739,White,,,,,,,,,,,,
product_variation,163,5.48,,,,,,,,,,CG189_741_740,White,,,,,,,,,,,,
product,164,65.8,Universal Pro Pants,"65% polyester / 35% gekamd twill katoen met versterkte naden aan de belaste punten. Verstelbare kniehouder zakken met overslag en Velcro® sluiting versterkt in Oxford. Zwevende plooimeterzak met hamerlus. Achterzakken met overslag en Velcro®sluiting. Brede riemlussen en verstelbare rekbare taille. Verstelbare brede broekspijpopening ( tot 5cm ). YKK® rits en reserveknoop. Schuur en scheurbestendig. Geschikt voor droger en wasbaar op 60°C. Maat in de catalogus is de Franse maat. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=209751&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209751&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63941&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,164,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,44 EU (44 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,46 EU (46 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,48 EU (48 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,50 EU (50 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,52 EU (52 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,54 EU (54 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,56 EU (56 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,58 EU (58 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,60 EU (60 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Size,62 EU (62 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,164,,,,,,,,,,,,,Color,Steel Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32565,Black,,,,,44 EU (44 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32566,Black,,,,,46 EU (46 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32567,Black,,,,,48 EU (48 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32568,Black,,,,,50 EU (50 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32569,Black,,,,,52 EU (52 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32570,Black,,,,,54 EU (54 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32571,Black,,,,,56 EU (56 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32572,Black,,,,,58 EU (58 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32573,Black,,,,,60 EU (60 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32575_32574,Black,,,,,62 EU (62 DE),,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32565,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32566,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32567,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32568,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32569,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32570,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32571,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32572,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32573,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32576_32574,Navy,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32565,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32566,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32567,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32568,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32569,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32570,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32571,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32572,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32573,Steel Grey,,,,,,,,,,,,
product_variation,164,65.8,,,,,,,,,,CGBUC50_32577_32574,Steel Grey,,,,,,,,,,,,
product,165,78.56,Performance Pro Pants,"65% polyester / 35% gekamd twill katoen met versterkte naden aan de belaste punten. Verstelbare kniehouder zakken met overslag en Velcro® sluiting versterkt in Cordura. Zwevende plooimeterzak met hamerlus. Achterzakken met overslag en Velcro® sluiting. Brede riemlussen en verstelbare rekbare  tailleband. Verstelbare brede broekspijpopening (tot 5cm ). YKK® rits en reserveknoop. Schuur en scheurbestendig. Geschikt voor droger en wasbaar op 60°C. Brede zwevende insteekbare frontzakken met verschillende compartimenten versterkt in Cordura. Maat in de catalogus is de Franse maat. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=209750&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209750&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63947&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63945&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63944&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63942&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63943&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209746&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209747&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209749&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209748&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo
product_option,165,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,44 EU (44 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,46 EU (46 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,48 EU (48 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,50 EU (50 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,52 EU (52 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,54 EU (54 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,56 EU (56 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,58 EU (58 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,60 EU (60 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Size,62 EU (62 DE),RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Color,Steel Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,165,,,,,,,,,,,,,Color,Steel Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32578,Black,,,,,44 EU (44 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32579,Black,,,,,46 EU (46 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32580,Black,,,,,48 EU (48 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32581,Black,,,,,50 EU (50 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32582,Black,,,,,52 EU (52 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32583,Black,,,,,54 EU (54 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32584,Black,,,,,56 EU (56 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32585,Black,,,,,58 EU (58 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32586,Black,,,,,60 EU (60 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32588_32587,Black,,,,,62 EU (62 DE),,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32578,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32579,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32580,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32581,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32582,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32583,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32584,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32585,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32586,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32589_32587,Navy,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32578,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32579,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32580,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32581,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32582,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32583,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32584,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32585,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32586,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32590_32587,Steel Grey,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32578,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32579,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32580,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32581,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32582,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32583,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32584,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32585,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32586,Steel Grey / Black,,,,,,,,,,,,
product_variation,165,78.56,,,,,,,,,,CGBUC51_32591_32587,Steel Grey / Black,,,,,,,,,,,,
product,166,68.36,Bodywarmer Explorer,"Buitenkant: 65% polyester  / 35% katoen. Binnenkant: 100% zware, gewatteerde polysterwatten voor extra warmte. Waterafstotend, winddicht en warmte houdend. Ritssluiting gecombineerd met drukknopen. 4 voorzakken waarvan 2 met ritssluiting. 2 zakjes voor pennen. 1 binnenzak voor portefeuille. Open zoom en achterkant langer dan voorkant. Verstelbare windstoppers in de armsgaten met elastisch aanrijgkoord en stopper.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=275983&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275983&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275984&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,166,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Color,Green Olive,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,166,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_953_20727,Beige,,,,,S,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_953_947,Beige,,,,,M,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_953_948,Beige,,,,,L,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_953_949,Beige,,,,,XL,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_953_950,Beige,,,,,XXL,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_951_20727,Black,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_951_947,Black,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_951_948,Black,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_951_949,Black,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_951_950,Black,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_951_51647,Black,,,,,3XL,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_20728_20727,Green Olive,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_20728_947,Green Olive,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_20728_948,Green Olive,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_20728_949,Green Olive,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_20728_950,Green Olive,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_952_20727,Navy,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_952_947,Navy,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_952_948,Navy,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_952_949,Navy,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_952_950,Navy,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_952_51647,Navy,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_954_20727,Red,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_954_947,Red,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_954_948,Red,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_954_949,Red,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_954_950,Red,,,,,,,,,,,,
product_variation,166,68.36,,,,,,,,,,CGEX_954_51647,Red,,,,,,,,,,,,
product,167,36.38,Traveller+,"100% anti-pilling polyester fleece. Toon op toon rits met trekker. 2 zakken met ritssluiting.  Rechte snit en achterkant langer dan de voorkant. Kraag, armsgaten en onderkant afgewerkt met polyester biesje in dezelfde kleur.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=275997&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275997&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275998&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,167,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,,,,,,
product_option,167,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21837_21822,Black,,,,,S,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21837_21823,Black,,,,,M,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21837_21824,Black,,,,,L,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21837_21825,Black,,,,,XL,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21837_21826,Black,,,,,XXL,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21837_51648,Black,,,,,3XL,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21841_21822,Charcoal,,,,,,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21841_21823,Charcoal,,,,,,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21841_21824,Charcoal,,,,,,,,,,,,
product_variation,167,36.38,,,,,,,,,,CGFU705_21841_21825,Charcoal,,,,,,,,,,,,
