type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_19,product_variation_option_Size
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45153_55589,Fine Grey,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45153_45147,Fine Grey,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45153_45149,Fine Grey,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45153_45150,Fine Grey,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45153_45151,Fine Grey,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45153_55591,Fine Grey,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483A_70053_70054,Grey Melange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483A_70053_70056,Grey Melange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483A_70053_70058,Grey Melange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483A_70053_70060,Grey Melange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483A_70053_70062,Grey Melange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483A_70053_70064,Grey Melange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_69739_55589,Ice Mint,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_69739_45147,Ice Mint,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_69739_45149,Ice Mint,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_69739_45150,Ice Mint,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_69739_45151,Ice Mint,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_69739_55591,Ice Mint,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45155_55589,Lime,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45155_45147,Lime,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45155_45149,Lime,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45155_45150,Lime,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45155_45151,Lime,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45155_55591,Lime,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45156_55589,Navy,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45156_45147,Navy,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45156_45149,Navy,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45156_45150,Navy,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45156_45151,Navy,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45156_55591,Navy,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45157_55589,Orange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45157_45147,Orange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45157_45149,Orange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45157_45150,Orange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45157_45151,Orange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45157_55591,Orange,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45158_55589,Red,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45158_45147,Red,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45158_45149,Red,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45158_45150,Red,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45158_45151,Red,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45158_55591,Red,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45159_55589,True Yellow,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45159_45147,True Yellow,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45159_45149,True Yellow,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45159_45150,True Yellow,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45159_45151,True Yellow,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483C_45159_55591,True Yellow,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483_45143_55590,White,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483_45143_45142,White,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483_45143_45144,White,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483_45143_45145,White,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483_45143_45146,White,,,,,,
product_variation,1854,15.96,,,,,,,,,,,,,,,,,,,,,,,,,PA483_45143_55592,White,,,,,,
product,1855,14.7,Kindersportpolo,"50% polyester CoolPlus® / 50% polyester. Ademende kinder polo. Knooplijst met 3 knopen. Afwerking met dubbele stiksels. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=266206&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266206&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266195&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266204&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266205&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266194&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266197&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266196&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374982&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374983&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Aqua Blue,RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,6/8 years (6/8 ans),RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,8/10 years (8/10 ans),RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,10/12 years (10/12 ans),RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,12/14 years (12/14 ans),RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,
product_option,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45170_45169,Aqua Blue,,,,,,6/8 years (6/8 ans)
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45170_45171,Aqua Blue,,,,,,8/10 years (8/10 ans)
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45170_45172,Aqua Blue,,,,,,10/12 years (10/12 ans)
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45170_45173,Aqua Blue,,,,,,12/14 years (12/14 ans)
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45174_45169,Lime,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45174_45171,Lime,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45174_45172,Lime,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45174_45173,Lime,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45175_45169,Navy,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45175_45171,Navy,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45175_45172,Navy,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45175_45173,Navy,,,,,,
product_variation,1855,4.26,,,,,,,,,,,,,,,,,,,,,,,,,PA484CPROMO_64946_64942,Orange,,,,,,
product_variation,1855,4.26,,,,,,,,,,,,,,,,,,,,,,,,,PA484CPROMO_64946_64943,Orange,,,,,,
product_variation,1855,4.26,,,,,,,,,,,,,,,,,,,,,,,,,PA484CPROMO_64946_64944,Orange,,,,,,
product_variation,1855,4.26,,,,,,,,,,,,,,,,,,,,,,,,,PA484CPROMO_64946_64945,Orange,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45177_45169,Red,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45177_45171,Red,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45177_45172,Red,,,,,,
product_variation,1855,14.7,,,,,,,,,,,,,,,,,,,,,,,,,PA484C_45177_45173,Red,,,,,,
product_variation,1855,14.14,,,,,,,,,,,,,,,,,,,,,,,,,PA484_45165_45164,White,,,,,,
product_variation,1855,14.14,,,,,,,,,,,,,,,,,,,,,,,,,PA484_45165_45166,White,,,,,,
product_variation,1855,14.14,,,,,,,,,,,,,,,,,,,,,,,,,PA484_45165_45167,White,,,,,,
product_variation,1855,14.14,,,,,,,,,,,,,,,,,,,,,,,,,PA484_45165_45168,White,,,,,,
product,1856,22.06,Heren piqué sportpolo,"95% polyester / 5% elasthan. Ademende en anti-statische stof. Piqué. Kraag in rib. Knooplijst met 3 knopen en gecontrasteerde bies. Nektape en zijsplitjes in contrastkleur. Afwerking met dubbele stiksels. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=251284&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251284&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251286&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251283&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251285&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251287&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251288&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251289&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251290&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374981&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374980&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lagoon / Black,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy / Silver,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Silver / Black,RADIOBUTTONS,TRUE,,
product_option,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White / Silver,RADIOBUTTONS,TRUE,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45119_45109,Lagoon / Black,,,,,,S
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45119_45111,Lagoon / Black,,,,,,M
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45119_45112,Lagoon / Black,,,,,,L
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45119_45113,Lagoon / Black,,,,,,XL
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45119_45114,Lagoon / Black,,,,,,XXL
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45119_45115,Lagoon / Black,,,,,,3XL
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45119_45116,Lagoon / Black,,,,,,4XL
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45118_45109,Navy / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45118_45111,Navy / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45118_45112,Navy / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45118_45113,Navy / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45118_45114,Navy / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45118_45115,Navy / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45118_45116,Navy / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55593_45109,Red / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55593_45111,Red / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55593_45112,Red / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55593_45113,Red / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55593_45114,Red / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55593_45115,Red / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55593_45116,Red / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55594_45109,Silver / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55594_45111,Silver / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55594_45112,Silver / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55594_45113,Silver / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55594_45114,Silver / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55594_45115,Silver / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_55594_45116,Silver / Black,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45120_45109,White / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45120_45111,White / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45120_45112,White / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45120_45113,White / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45120_45114,White / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45120_45115,White / Silver,,,,,,
product_variation,1856,22.06,,,,,,,,,,,,,,,,,,,,,,,,,PA485_45120_45116,White / Silver,,,,,,
product,1857,5.02,Heren sportshirt met ritskraag,100% polyester piqué interlock. Korte raglan mouwen. Afgewerkt met overstiksel aan mouwinzet. Afwerking met dubbele stiksels aan de mouwuiteinden en onderkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=306562&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=306562&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Aqua Blue,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,
product_option,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45269_45275,Aqua Blue,,,,,,XS
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45269_45268,Aqua Blue,,,,,,S
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45269_45270,Aqua Blue,,,,,,M
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45269_45271,Aqua Blue,,,,,,L
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45269_45272,Aqua Blue,,,,,,XL
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45269_45273,Aqua Blue,,,,,,XXL
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45269_45274,Aqua Blue,,,,,,3XL
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45276_45275,Black,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45276_45268,Black,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45276_45270,Black,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45276_45271,Black,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45276_45272,Black,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45276_45273,Black,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45276_45274,Black,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45279_45275,Orange,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45279_45268,Orange,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45279_45270,Orange,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45279_45271,Orange,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45279_45272,Orange,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45279_45273,Orange,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45279_45274,Orange,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45280_45275,Red,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45280_45268,Red,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45280_45270,Red,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45280_45271,Red,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45280_45272,Red,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45280_45273,Red,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45280_45274,Red,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45278_45275,Sporty Navy,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45278_45268,Sporty Navy,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45278_45270,Sporty Navy,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45278_45271,Sporty Navy,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45278_45272,Sporty Navy,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45278_45273,Sporty Navy,,,,,,
product_variation,1857,5.02,,,,,,,,,,,,,,,,,,,,,,,,,PA486C_45278_45274,Sporty Navy,,,,,,
product_variation,1857,4.68,,,,,,,,,,,,,,,,,,,,,,,,,PA486_45261_45267,White,,,,,,
product_variation,1857,4.68,,,,,,,,,,,,,,,,,,,,,,,,,PA486_45261_45260,White,,,,,,
product_variation,1857,4.68,,,,,,,,,,,,,,,,,,,,,,,,,PA486_45261_45262,White,,,,,,
product_variation,1857,4.68,,,,,,,,,,,,,,,,,,,,,,,,,PA486_45261_45263,White,,,,,,
product_variation,1857,4.68,,,,,,,,,,,,,,,,,,,,,,,,,PA486_45261_45264,White,,,,,,
product_variation,1857,4.68,,,,,,,,,,,,,,,,,,,,,,,,,PA486_45261_45265,White,,,,,,
product_variation,1857,4.68,,,,,,,,,,,,,,,,,,,,,,,,,PA486_45261_45266,White,,,,,,
