type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_variation_option_Size
product,405,52.86,Biologische badjas met capuchon,"100% katoen. Alle kleuren zijn gemaakt van biologisch katoen. Terrytricot. Voelt aangenaam en zacht aan. Grote capuchon. 2 opgezette zijzakken met een verstevigend stiksel bovenaan. Tailleband met lussen. Ophanglus in de kraag. Dubbel stiksel aan de rand van de capuchon, aan de mouwuiteinden en onderaan. Buisvormig aan de onderste zoom en aan het mouwuiteinde. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/6, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=377175&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377175&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377180&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377181&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377178&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377172&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377171&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377170&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200306&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200303&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200307&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200310&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200308&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200305&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200318&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377182&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377179&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377177&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377176&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377174&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377173&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408029&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408030&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,405,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,405,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,405,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,405,,,,,,,,,,,,,,,,,,,,,Size,XXL/3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,405,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,405,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,405,52.86,,,,,,,,,,,,,,,,,,K140_78631_67682,Black,,,,,,,,,,,,,,,,,S/M
product_variation,405,57.34,,,,,,,,,,,,,,,,,,K140CX_78630_67683,Black,,,,,,,,,,,,,,,,,L/XL
product_variation,405,60.66,,,,,,,,,,,,,,,,,,K140CXX_78632_67686,Black,,,,,,,,,,,,,,,,,XXL/3XL
product_variation,405,52.86,,,,,,,,,,,,,,,,,,K140C_67692_67681,Navy,,,,,,,,,,,,,,,,,
product_variation,405,57.34,,,,,,,,,,,,,,,,,,K140CX_67690_67683,Navy,,,,,,,,,,,,,,,,,
product_variation,405,60.66,,,,,,,,,,,,,,,,,,K140CXX_67691_67686,Navy,,,,,,,,,,,,,,,,,
product_variation,405,52.86,,,,,,,,,,,,,,,,,,K140_67693_67682,White,,,,,,,,,,,,,,,,,
product_variation,405,57.34,,,,,,,,,,,,,,,,,,K140X_67694_67684,White,,,,,,,,,,,,,,,,,
product_variation,405,60.66,,,,,,,,,,,,,,,,,,K140XX_67695_67685,White,,,,,,,,,,,,,,,,,
product,406,7.3,Theedoek met 2 strepen 'Origine France Garantie',100% katoen. Katoencanvas. 2 strepen aan iedere kant. Driekleurig etiket om de theedoek aan op te hangen. Label 'Origine France Garantie. Fabriqué en Bretagne'.  Tip voor een perfecte droogkracht: laat 12 uur weken in koud water en was dan 2 tot 3 keer op de aanbevolen temperatuur.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=202620&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Tafel / keuken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=202620&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205244&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,406,,,,,,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,406,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,406,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,406,7.3,,,,,,,,,,,,,,,,,,K138N_67677_67676,Natural,,,,,,,,,,,,,,,,,One Size
product_variation,406,7.5,,,,,,,,,,,,,,,,,,K138_67678_67675,White,,,,,,,,,,,,,,,,,
product,407,7.44,Theedoek met 5 strepen 'Origine France Garantie',100% katoen. Katoencanvas. 5 strepen aan iedere kant. Driekleurig etiket om de theedoek aan op te hangen. Label 'Origine France Garantie. Fabriqué en Bretagne'.  Tip voor een perfecte droogkracht: laat 12 uur weken in koud water en was dan 2 tot 3 keer op de aanbevolen temperatuur.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205240&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Tafel / keuken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205240&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205241&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205250&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277400&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,407,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,407,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,407,7.44,,,,,,,,,,,,,,,,,,K139_67680_67679,White,,,,,,,,,,,,,,,,,One Size
product,408,8.54,Geruite theedoek 'Origine France Garantie.,"50% linnen / 50% katoen. 3 strepen aan iedere kant. Driekleurig etiket met de Franse vlag op, om de theedoek aan op te hangen. Afneembaar, zelfhechtend etiket: 'Origine France Garantie. Fabriqué en Bretagne'. Tip voor een perfecte droogkracht: laat 12 uur weken in koud water en was dan 2 tot 3 keer op de aanbevolen temperatuur.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=202574&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Tafel / keuken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=202574&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=202572&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,408,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,408,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,408,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,408,8.54,,,,,,,,,,,,,,,,,,K136_67671_67670,Navy,,,,,,,,,,,,,,,,,One Size
product_variation,408,8.54,,,,,,,,,,,,,,,,,,K136_67672_67670,Red,,,,,,,,,,,,,,,,,
product,409,6.84,Handdoek - Vaatdoek 'Origine France Garantie',"100% katoen. Deze handdoek werd gemaakt van 100% biologisch katoen. Natuurlijk, effen katoencanvas. Driekleurig etiket om de theedoek aan op te hangen. Afneembaar, zelfhechtend etiket: 'Origine France Garantie. Fabriqué en Bretagne'. Tip voor een perfecte droogkracht: laat 12 uur weken in koud water en was dan 2 tot 3 keer op de aanbevolen temperatuur.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=205248&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Tafel / keuken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205248&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,409,,,,,,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,409,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,409,6.84,,,,,,,,,,,,,,,,,,K137_67674_67673,Natural,,,,,,,,,,,,,,,,,One Size
product,410,31.08,Ecologische unisex sweater,"60% geregenereerd katoen / 40% gerecycleerd polyester. Geborsteld fleece op de achterkant. Mouwuiteinden met geribde boord. Contrasterende strook op de achterkant van de halsopening. V-vormig, geribd inzetsel in het midden. Regular snit. De kleur kan variëren omdat er gerecycleerde materialen in werden verwerkt.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391240&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391240&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391244&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391241&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,410,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840XS_77497_77490,Black,,,,,,,,,,,,,,,,,XS
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77496_77491,Black,,,,,,,,,,,,,,,,,S
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77496_77492,Black,,,,,,,,,,,,,,,,,M
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77496_77493,Black,,,,,,,,,,,,,,,,,L
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77496_77494,Black,,,,,,,,,,,,,,,,,XL
product_variation,410,32.4,,,,,,,,,,,,,,,,,,H840X_77498_77495,Black,,,,,,,,,,,,,,,,,XXL
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840XS_77500_77490,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77501_77491,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77501_77492,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77501_77493,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77501_77494,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,410,32.4,,,,,,,,,,,,,,,,,,H840X_77499_77495,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840XS_77503_77490,Navy,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77502_77491,Navy,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77502_77492,Navy,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77502_77493,Navy,,,,,,,,,,,,,,,,,
product_variation,410,31.08,,,,,,,,,,,,,,,,,,H840_77502_77494,Navy,,,,,,,,,,,,,,,,,
product_variation,410,32.4,,,,,,,,,,,,,,,,,,H840X_77504_77495,Navy,,,,,,,,,,,,,,,,,
product,411,37,Ecologische unisex sweater met capuchon,"60% geregenereerd katoen / 40% gerecycleerd polyester. Geborsteld fleece op de achterkant. Capuchon in 3 delen, eenvoudige voering in jersey. Ribboord aan de mouwuiteinden en de onderkant. V-vormig, geribd inzetsel in het midden. Trekkoorden met metalen uiteinden. De kleur kan variëren omdat er gerecycleerde materialen in werden verwerkt.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391242&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391242&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391243&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,411,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841XS_77512_77505,Black,,,,,,,,,,,,,,,,,XS
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77511_77506,Black,,,,,,,,,,,,,,,,,S
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77511_77507,Black,,,,,,,,,,,,,,,,,M
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77511_77508,Black,,,,,,,,,,,,,,,,,L
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77511_77509,Black,,,,,,,,,,,,,,,,,XL
product_variation,411,38.24,,,,,,,,,,,,,,,,,,H841X_77513_77510,Black,,,,,,,,,,,,,,,,,XXL
product_variation,411,37,,,,,,,,,,,,,,,,,,H841XS_77515_77505,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77516_77506,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77516_77507,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77516_77508,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77516_77509,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,411,38.24,,,,,,,,,,,,,,,,,,H841X_77514_77510,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841XS_77518_77505,Navy,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77517_77506,Navy,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77517_77507,Navy,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77517_77508,Navy,,,,,,,,,,,,,,,,,
product_variation,411,37,,,,,,,,,,,,,,,,,,H841_77517_77509,Navy,,,,,,,,,,,,,,,,,
product_variation,411,38.24,,,,,,,,,,,,,,,,,,H841X_77519_77510,Navy,,,,,,,,,,,,,,,,,
product,412,15.04,Guest handdoekjes 30 x 30 cm – verpakking per 5,"100% katoen. Lus Gebreid. Verpakking per 5. Afscheurbaar label. Gecertificeerd STANDARD 100 door OEKO-TEX®N° CQ1007/6, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=445336&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=445336&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=445334&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=445335&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=482078&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=482077&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,412,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,412,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,412,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,412,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,412,15.04,,,,,,,,,,,,,,,,,,K104C_84561_84560,Black,,,,,,,,,,,,,,,,,One Size
product_variation,412,15.04,,,,,,,,,,,,,,,,,,K104C_84562_84560,Dark Grey,,,,,,,,,,,,,,,,,
product_variation,412,13.86,,,,,,,,,,,,,,,,,,K104_84563_84559,White,,,,,,,,,,,,,,,,,
product,413,23.52,Ladies Coolplus®  Polo Shirt,100% Coolplus® polyester. Micropiqué. Klassieke snit. Knooplijst met twee ton-sur-ton knopen. Platte gebreide kraag. Zijsplitjes. Mouwuiteinden afgewerkt met ribboord.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387473&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387473&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387474&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Bright Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Silver Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,413,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31290_57576,Black,,,,,,,,,,,,,,,,,XS
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31290_31285,Black,,,,,,,,,,,,,,,,,S
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31290_31286,Black,,,,,,,,,,,,,,,,,M
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31290_31287,Black,,,,,,,,,,,,,,,,,L
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31290_31288,Black,,,,,,,,,,,,,,,,,XL
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57578_57577,Black,,,,,,,,,,,,,,,,,XXL
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47687_57576,Bright Pink,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47687_31285,Bright Pink,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47687_31286,Bright Pink,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47687_31287,Bright Pink,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47687_31288,Bright Pink,,,,,,,,,,,,,,,,,
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57579_57577,Bright Pink,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47688_57576,Charcoal,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47688_31285,Charcoal,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47688_31286,Charcoal,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47688_31287,Charcoal,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47688_31288,Charcoal,,,,,,,,,,,,,,,,,
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57580_57577,Charcoal,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31291_57576,Classic Red,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31291_31285,Classic Red,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31291_31286,Classic Red,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31291_31287,Classic Red,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31291_31288,Classic Red,,,,,,,,,,,,,,,,,
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57581_57577,Classic Red,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_57584_57576,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_57584_31285,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_57584_31286,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_57584_31287,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_57584_31288,Heather Grey,,,,,,,,,,,,,,,,,
