type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_option_Size
product_option,1259,,,,,,,,,,,,,,,,,Color,Moka,RADIOBUTTONS,TRUE,,,,,
product_option,1259,,,,,,,,,,,,,,,,,Color,Sand,RADIOBUTTONS,TRUE,,,,,
product_option,1259,,,,,,,,,,,,,,,,,Color,Shadow,RADIOBUTTONS,TRUE,,,,,
product_variation,1259,10.9,,,,,,,,,,,,,,KP193_80616_80615,Dark Olive,,,,,,,,,One Size
product_variation,1259,10.9,,,,,,,,,,,,,,KP193_80617_80615,Minorca Navy,,,,,,,,,
product_variation,1259,10.9,,,,,,,,,,,,,,KP193_80618_80615,Moka,,,,,,,,,
product_variation,1259,10.9,,,,,,,,,,,,,,KP193_80619_80615,Sand,,,,,,,,,
product_variation,1259,10.9,,,,,,,,,,,,,,KP193_80620_80615,Shadow,,,,,,,,,
product,1260,14.96,Bucket-muts,100% twillkatoen. Zwaar twillkatoen. Perfecte accessoire om modieus en trendy te zijn.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383828&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383828&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390721&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390720&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390719&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1260,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1260,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1260,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_option,1260,,,,,,,,,,,,,,,,,Color,Honey Brown,RADIOBUTTONS,TRUE,,,,,
product_option,1260,,,,,,,,,,,,,,,,,Color,Ivy Green,RADIOBUTTONS,TRUE,,,,,
product_option,1260,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1260,,,,,,,,,,,,,,,,,Color,Pale Khaki,RADIOBUTTONS,TRUE,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80656_80654,Black,,,,,,,,,S/M
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80656_80655,Black,,,,,,,,,L/XL
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80657_80654,Honey Brown,,,,,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80657_80655,Honey Brown,,,,,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80658_80654,Ivy Green,,,,,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80658_80655,Ivy Green,,,,,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80660_80654,Navy,,,,,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80660_80655,Navy,,,,,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80661_80654,Pale Khaki,,,,,,,,,
product_variation,1260,14.96,,,,,,,,,,,,,,KP211_80661_80655,Pale Khaki,,,,,,,,,
product,1261,14.44,Corduroy pet - 5 panelen,100% Corduroy katoen. Verstelbare metalen gespsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390717&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390717&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390716&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383827&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390718&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383823&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383825&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383822&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383824&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383826&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1261,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1261,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1261,,,,,,,,,,,,,,,,,Color,Helmwood,RADIOBUTTONS,TRUE,,,,,
product_option,1261,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1261,,,,,,,,,,,,,,,,,Color,Tan Brown,RADIOBUTTONS,TRUE,,,,,
product_option,1261,,,,,,,,,,,,,,,,,Color,Twine,RADIOBUTTONS,TRUE,,,,,
product_variation,1261,14.44,,,,,,,,,,,,,,KP212_80663_80662,Black,,,,,,,,,One Size
product_variation,1261,14.44,,,,,,,,,,,,,,KP212_80664_80662,Helmwood,,,,,,,,,
product_variation,1261,14.44,,,,,,,,,,,,,,KP212_80665_80662,Navy,,,,,,,,,
product_variation,1261,14.44,,,,,,,,,,,,,,KP212_80666_80662,Tan Brown,,,,,,,,,
product_variation,1261,14.44,,,,,,,,,,,,,,KP212_80667_80662,Twine,,,,,,,,,
product,1262,17.7,Winterpet met patch,100% polyester. Pet met oorbeschermers. Patch van 10 x 6 cm vooraan voor eenvoudige bedrukking. Verstelbaar met een elastisch koordje.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390711&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390711&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390710&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383820&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390709&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390708&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1262,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1262,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1262,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,
product_variation,1262,17.7,,,,,,,,,,,,,,KP214_80673_80672,Fluorescent Orange,,,,,,,,,One Size
product_variation,1262,17.7,,,,,,,,,,,,,,KP214_80674_80672,Fluorescent Yellow,,,,,,,,,
product,1263,13.2,Pet met patch - 6 panelen,100% polyester. Ademend materiaal. Patch van 10 x 6 cm vooraan voor eenvoudige bedrukking. Verstelbare plastic sluiting met klittenband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383821&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383821&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390712&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390714&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390713&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390715&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1263,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1263,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1263,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,
product_option,1263,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_variation,1263,13.2,,,,,,,,,,,,,,KP213_80669_80668,Fluorescent Orange,,,,,,,,,One Size
product_variation,1263,13.2,,,,,,,,,,,,,,KP213_80670_80668,Fluorescent Yellow,,,,,,,,,
product_variation,1263,13.2,,,,,,,,,,,,,,KP213_80671_80668,Navy,,,,,,,,,
product,1264,18.06,Wintermuts/pet,100% polyester. Wintermuts/pet met oorbescherming. Koordje aan de kin om de oorbescherming te verstellen bij sterke wind.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383819&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383819&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390706&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390707&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390705&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390704&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1264,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1264,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1264,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_option,1264,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,
product_option,1264,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_variation,1264,18.06,,,,,,,,,,,,,,KP222_80677_80675,Fluorescent Orange,,,,,,,,,S/M
product_variation,1264,18.06,,,,,,,,,,,,,,KP222_80677_80676,Fluorescent Orange,,,,,,,,,L/XL
product_variation,1264,18.06,,,,,,,,,,,,,,KP222_80678_80675,Fluorescent Yellow,,,,,,,,,
product_variation,1264,18.06,,,,,,,,,,,,,,KP222_80678_80676,Fluorescent Yellow,,,,,,,,,
product_variation,1264,18.06,,,,,,,,,,,,,,KP222_80679_80675,Navy,,,,,,,,,
product_variation,1264,18.06,,,,,,,,,,,,,,KP222_80679_80676,Navy,,,,,,,,,
product,1265,10.8,Sport snood,92% polyamide / 8% elastaan. Naadloze stof voor uitstekend comfort. Ideaal voor buitensporten zoals hardlopen of fietsen in de winter. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394440&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394440&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1265,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1265,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1265,10.8,,,,,,,,,,,,,,KP437_80717_80716,Black,,,,,,,,,One Size
product,1266,8.9,Naadloze hoofdband,79% polyamide / 21% elastaan. Naadloze hoofdband. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386304&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoofdband,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386304&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1266,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1266,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1266,8.9,,,,,,,,,,,,,,KP440_80723_80722,Black,,,,,,,,,One Size
product,1267,8.2,Naadloze hoofdband voor kinderen,79% polyamide / 21% elastaan. Naadloze hoofdband. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386305&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoofdband,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386305&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1267,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1267,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1267,8.2,,,,,,,,,,,,,,KP439_80721_80720,Black,,,,,,,,,One Size
product,1268,9.26,Sport snood voor kinderen,92% polyamide / 8% elastaan. Naadloze stof voor uitstekend comfort. Ideaal voor buitensporten in de winter. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386306&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386306&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1268,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1268,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1268,9.26,,,,,,,,,,,,,,KP438_80719_80718,Black,,,,,,,,,One Size
product,1269,12.44,Ademende en naadloze muts,94% polyamide / 6% elastaan. Ademende en naadloze muts. Geschikt voor sport en alle buitenactiviteiten. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394438&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394438&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1269,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1269,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1269,12.44,,,,,,,,,,,,,,KP441_80725_80724,Black,,,,,,,,,One Size
product,1270,16.44,Naadloze bivakmuts,"95% polyamide / 5% elastaan. Naadloze bivakmuts. Perfecte pasvorm rond het hoofd, met een grote bewegingsvrijheid en een goede warmteregulatie. Gemaakt in Italië.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=386303&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Balaclava,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386303&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1270,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1270,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1270,16.44,,,,,,,,,,,,,,KP442_80727_80726,Black,,,,,,,,,One Size
product,1271,15.56,Naadloze bivakmuts voor kinderen,"95% polyamide / 5% elastaan. Naadloze bivakmuts. Perfecte pasvorm rond het hoofd, met een grote bewegingsvrijheid en een goede warmteregulatie. Gemaakt in Italië.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=386302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Balaclava,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1271,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1271,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1271,15.56,,,,,,,,,,,,,,KP443_80729_80728,Black,,,,,,,,,One Size
product,1272,21.44,Naadloze armwarmer,"95% polyamide / 5% elastaan. Naadloze, voorgevormde armwarmer die altijd perfect rond de arm past. De stof aan de elleboog is aangepast om comfort en bewegingsvrijheid te garanderen. Ideaal voor fietsen en hardlopen. Gemaakt in Italië.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383798&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383798&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383799&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383792&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383794&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1272,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1272,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1272,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_variation,1272,21.44,,,,,,,,,,,,,,KP455_80732_80730,Black,,,,,,,,,S/M
product_variation,1272,21.44,,,,,,,,,,,,,,KP455_80732_80731,Black,,,,,,,,,L/XL
product,1273,26.86,Naadloze beenwarmer,"95% polyamide / 5% elastaan. Naadloze, voorgevormde beenwarmer die altijd perfect rond het been past. De stof aan de knie is aangepast om comfort en bewegingsvrijheid te garanderen. Voor wegfietsers en mountainbikers.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383795&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383795&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383796&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383794&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383797&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383792&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1273,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1273,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1273,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_variation,1273,26.86,,,,,,,,,,,,,,KP456_80735_80733,Black,,,,,,,,,S/M
product_variation,1273,26.86,,,,,,,,,,,,,,KP456_80735_80734,Black,,,,,,,,,L/XL
product,1274,13.96,Vintage bob,100% biologisch katoen. De muts is verwassen om het product een vintage look te geven. De kleurvariaties maken elk stuk uniek.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383818&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383818&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390702&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390703&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1274,,,,,,,,,,,,,,,,,Color,Sand Washed,RADIOBUTTONS,TRUE,,,,,
product_option,1274,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1274,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_option,1274,,,,,,,,,,,,,,,,,Color,Washed Black,RADIOBUTTONS,TRUE,,,,,
product_option,1274,,,,,,,,,,,,,,,,,Color,Washed Navy Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1274,,,,,,,,,,,,,,,,,Color,Washed Organic Khaki,RADIOBUTTONS,TRUE,,,,,
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_80684_80680,Sand Washed,,,,,,,,,S/M
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_80684_80681,Sand Washed,,,,,,,,,L/XL
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_84062_80680,Washed Black,,,,,,,,,
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_84062_80681,Washed Black,,,,,,,,,
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_84063_80680,Washed Navy Blue,,,,,,,,,
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_84063_80681,Washed Navy Blue,,,,,,,,,
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_84064_80680,Washed Organic Khaki,,,,,,,,,
product_variation,1274,13.96,,,,,,,,,,,,,,KP223_84064_80681,Washed Organic Khaki,,,,,,,,,
product,1275,12.64,Vintage pet - Dad cap,100% biologisch katoen. Voorgevormd voorpaneel voor een 'dad cap' look. Gebogen klep. De pet is verwassen om hem een vintage look te geven. De kleurvariaties maken elk stuk uniek.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390700&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390700&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383817&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390701&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1275,,,,,,,,,,,,,,,,,Color,Sand Washed,RADIOBUTTONS,TRUE,,,,,
product_option,1275,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1275,,,,,,,,,,,,,,,,,Color,Washed Black,RADIOBUTTONS,TRUE,,,,,
product_option,1275,,,,,,,,,,,,,,,,,Color,Washed Navy Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1275,,,,,,,,,,,,,,,,,Color,Washed Organic Khaki,RADIOBUTTONS,TRUE,,,,,
product_variation,1275,12.64,,,,,,,,,,,,,,KP224_80688_80686,Sand Washed,,,,,,,,,One Size
product_variation,1275,12.64,,,,,,,,,,,,,,KP224_84065_80686,Washed Black,,,,,,,,,
product_variation,1275,12.64,,,,,,,,,,,,,,KP224_84066_80686,Washed Navy Blue,,,,,,,,,
product_variation,1275,12.64,,,,,,,,,,,,,,KP224_84067_80686,Washed Organic Khaki,,,,,,,,,
product,1276,6.14,Truckerpet - 5 panelen,100% katoen. Voorpaneel en klep in katoen. Achterpanelen in polyester.  Voorgevormde klep. Snapbacksluiting in retrostijl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383816&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383816&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390697&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390698&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390699&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Royal Blue / Black,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,Royal Blue / White,RADIOBUTTONS,TRUE,,,,,
product_option,1276,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80692_80691,Black,,,,,,,,,One Size
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80693_80691,Black / Light Grey,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80694_80691,Black / White,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80695_80691,Dark Grey,,,,,,,,,
