type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_variation_option_Size,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12
product_variation,2113,20.58,,,,,,,,R112X_61791_61786,Charcoal,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61791_61785,Charcoal,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61791_61784,Charcoal,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61791_61787,Charcoal,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61791_61789,Charcoal,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61791_61783,Charcoal,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61792_61788,Navy,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61792_61786,Navy,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61792_61785,Navy,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61792_61784,Navy,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61792_61787,Navy,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61792_61789,Navy,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61792_61783,Navy,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61793_61788,Red,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61793_61786,Red,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61793_61785,Red,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61793_61784,Red,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61793_61787,Red,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61793_61789,Red,,,,,,,,,,,,,,,,
product_variation,2113,20.58,,,,,,,,R112X_61793_61783,Red,,,,,,,,,,,,,,,,
product,2114,20.58,MicroFleece Jacket,100% anti-pilling polyester super zacht microfleece. Toon op toon rits en 2 zijzakken. Raglanmouwen. Eenvoudig te wassen en sneldrogend. Nektape aan de hals. Wassen op 60 °C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70900&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70900&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392327&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392329&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392328&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2114,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2114,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32433_32431,Black,,,,,,,,,,,,,XS,,,
product_variation,2114,20.58,,,,,,,,R114_32433_32418,Black,,,,,,,,,,,,,S,,,
product_variation,2114,20.58,,,,,,,,R114_32433_32419,Black,,,,,,,,,,,,,M,,,
product_variation,2114,20.58,,,,,,,,R114_32433_32420,Black,,,,,,,,,,,,,L,,,
product_variation,2114,20.58,,,,,,,,R114_32433_32421,Black,,,,,,,,,,,,,XL,,,
product_variation,2114,20.58,,,,,,,,R114_32433_32422,Black,,,,,,,,,,,,,XXL,,,
product_variation,2114,20.58,,,,,,,,R114_32433_32423,Black,,,,,,,,,,,,,3XL,,,
product_variation,2114,20.58,,,,,,,,R114_49904_32431,Charcoal,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49904_32418,Charcoal,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49904_32419,Charcoal,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49904_32420,Charcoal,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49904_32421,Charcoal,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49904_32422,Charcoal,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49904_32423,Charcoal,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32434_32431,Navy,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32434_32418,Navy,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32434_32419,Navy,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32434_32420,Navy,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32434_32421,Navy,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32434_32422,Navy,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_32434_32423,Navy,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49905_32431,Orange,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49905_32418,Orange,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49905_32419,Orange,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49905_32420,Orange,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49905_32421,Orange,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49905_32422,Orange,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49905_32423,Orange,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49906_32431,Red,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49906_32418,Red,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49906_32419,Red,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49906_32420,Red,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49906_32421,Red,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49906_32422,Red,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49906_32423,Red,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49907_32431,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49907_32418,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49907_32419,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49907_32420,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49907_32421,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49907_32422,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2114,20.58,,,,,,,,R114_49907_32423,Royal Blue,,,,,,,,,,,,,,,,
product,2115,16.68,Micro fleece gilet,"100% anti-pilling microfleece in polyester, winddicht. Volledige ton-sur-ton rits en 2 zijzakken. Afwerking met fantasiesteek. Snel gewassen en gedroogd. Wassen op 60 °C.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70906&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70906&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70909&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70907&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70908&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2115,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2115,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57990_61795,Black,,,,,,,,,,,,,XS,,,
product_variation,2115,16.68,,,,,,,,R116X_57990_57987,Black,,,,,,,,,,,,,S,,,
product_variation,2115,16.68,,,,,,,,R116X_57990_57986,Black,,,,,,,,,,,,,M,,,
product_variation,2115,16.68,,,,,,,,R116X_57990_57985,Black,,,,,,,,,,,,,L,,,
product_variation,2115,16.68,,,,,,,,R116X_57990_57988,Black,,,,,,,,,,,,,XL,,,
product_variation,2115,16.68,,,,,,,,R116X_57990_57989,Black,,,,,,,,,,,,,XXL,,,
product_variation,2115,16.68,,,,,,,,R116X_57990_57984,Black,,,,,,,,,,,,,3XL,,,
product_variation,2115,16.68,,,,,,,,R116X_57991_61795,Charcoal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57991_57987,Charcoal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57991_57986,Charcoal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57991_57985,Charcoal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57991_57988,Charcoal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57991_57989,Charcoal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57991_57984,Charcoal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57992_61795,Forest Green,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57992_57987,Forest Green,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57992_57986,Forest Green,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57992_57985,Forest Green,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57992_57988,Forest Green,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57992_57989,Forest Green,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57992_57984,Forest Green,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57993_61795,Navy,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57993_57987,Navy,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57993_57986,Navy,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57993_57985,Navy,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57993_57988,Navy,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57993_57989,Navy,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57993_57984,Navy,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57994_61795,Orange,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57994_57987,Orange,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57994_57986,Orange,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57994_57985,Orange,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57994_57988,Orange,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57994_57989,Orange,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57994_57984,Orange,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57995_61795,Red,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57995_57987,Red,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57995_57986,Red,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57995_57985,Red,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57995_57988,Red,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57995_57989,Red,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57995_57984,Red,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57996_61795,Royal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57996_57987,Royal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57996_57986,Royal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57996_57985,Royal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57996_57988,Royal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57996_57989,Royal,,,,,,,,,,,,,,,,
product_variation,2115,16.68,,,,,,,,R116X_57996_57984,Royal,,,,,,,,,,,,,,,,
product,2116,68.88,High-viz Soft Shell Jacket,"Buitenkant 93% polyester / 7% elasthan. Tussenlaag: TPU 5000mm waterdicht, 3000gr/m2/24 ademend en winddicht membraan: Binnenkant: microfleece voor extra warmte. Gevoerd met 100% polyester taffeta op de achterkant. Zacht stretch materiaal. Comfortabele snit. Langer aan de achterkant. Stormoverslag aan de kraag en nek. Volledige ritssluiting. 2 zijzakken met rits, 1 borstzak met rits, 2 grote binnenzakken en 1 zak voor gsm. 3M™ Scotchlite™ reflecterende banden 50mm genaaid. Logo Result®. EN471, klasse 2 gecertificeerd.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70914&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70914&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70910&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70913&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70912&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2116,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2116,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2116,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2116,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2116,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2116,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2116,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2116,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2116,68.88,,,,,,,,R117_22353_22346,Fluorescent Orange,,,,,,,,,,,,,S,,,
product_variation,2116,68.88,,,,,,,,R117_22353_22347,Fluorescent Orange,,,,,,,,,,,,,M,,,
product_variation,2116,68.88,,,,,,,,R117_22353_22348,Fluorescent Orange,,,,,,,,,,,,,L,,,
product_variation,2116,68.88,,,,,,,,R117_22353_22349,Fluorescent Orange,,,,,,,,,,,,,XL,,,
product_variation,2116,68.88,,,,,,,,R117_22353_22350,Fluorescent Orange,,,,,,,,,,,,,XXL,,,
product_variation,2116,68.88,,,,,,,,R117_22353_22351,Fluorescent Orange,,,,,,,,,,,,,3XL,,,
product_variation,2116,68.88,,,,,,,,R117_22352_22346,Fluorescent Yellow,,,,,,,,,,,,,,,,
product_variation,2116,68.88,,,,,,,,R117_22352_22347,Fluorescent Yellow,,,,,,,,,,,,,,,,
product_variation,2116,68.88,,,,,,,,R117_22352_22348,Fluorescent Yellow,,,,,,,,,,,,,,,,
product_variation,2116,68.88,,,,,,,,R117_22352_22349,Fluorescent Yellow,,,,,,,,,,,,,,,,
product_variation,2116,68.88,,,,,,,,R117_22352_22350,Fluorescent Yellow,,,,,,,,,,,,,,,,
product_variation,2116,68.88,,,,,,,,R117_22352_22351,Fluorescent Yellow,,,,,,,,,,,,,,,,
product,2117,59.68,Activity Softshell Jacket,"Drielaagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in microfleece voor extra warmte. Waterdicht tot 8.000mm en ademend 1.000gr/24. Waterafstotende finish en winddicht. Zachte stretch. Comfortabele snit voor extra bewegingsvrijheid. Stormoverslag aan de binnenkant. Inzetstuk aan de voor-en achterkant in contrastkleur. Ritssluiting onder de armen met meshvoering. YKK®-ritssluiting. 2 grote voorzakken, 1 binnenzak en 1 binnenzak voor gsm. Verlengde mouwen met gaatje voor de duim. Langer achterpand Verstelbaar aanrijgkoord. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70917&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70917&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70916&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275969&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392330&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2117,,,,,,,,,,,Color,Navy / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2117,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2117,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2117,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2117,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2117,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2117,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2117,59.68,,,,,,,,R120_19843_14400,Navy / Black,,,,,,,,,,,,,S,,,
product_variation,2117,59.68,,,,,,,,R120_19843_14401,Navy / Black,,,,,,,,,,,,,M,,,
product_variation,2117,59.68,,,,,,,,R120_19843_14402,Navy / Black,,,,,,,,,,,,,L,,,
product_variation,2117,59.68,,,,,,,,R120_19843_14403,Navy / Black,,,,,,,,,,,,,XL,,,
product_variation,2117,59.68,,,,,,,,R120_19843_14404,Navy / Black,,,,,,,,,,,,,XXL,,,
product_variation,2117,59.68,,,,,,,,R120_14405_14400,Red / Black,,,,,,,,,,,,,,,,
product_variation,2117,59.68,,,,,,,,R120_14405_14401,Red / Black,,,,,,,,,,,,,,,,
product_variation,2117,59.68,,,,,,,,R120_14405_14402,Red / Black,,,,,,,,,,,,,,,,
product_variation,2117,59.68,,,,,,,,R120_14405_14403,Red / Black,,,,,,,,,,,,,,,,
product_variation,2117,59.68,,,,,,,,R120_14405_14404,Red / Black,,,,,,,,,,,,,,,,
product,2118,48.18,Classic Softshell Jacket,"3-laagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in 100% polyester microfleece voor extra warmte. Waterdicht tot 8.000mm en ademend 1.000gr/24. Waterafstotende finish en winddicht. Zachte stretch. Comfortabele snit voor extra bewegingsvrijheid. Stormoverslag aan de binnenkant. YKK®-ritssluiting. 2 zijzakken, 1 borstzak, 2 ruime binnenzakken en 1 binnenzak voor gsm. Langer achterpand. Verstelbaar aanrijgkoord. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70921&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70921&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152295&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152291&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152292&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152293&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275970&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392332&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392333&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392331&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,2118,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2118,,,,,,,,,,,Color,Workguard Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_14452_14423,Black,,,,,,,,,,,,,S,,,
product_variation,2118,48.18,,,,,,,,R121_14452_14424,Black,,,,,,,,,,,,,M,,,
product_variation,2118,48.18,,,,,,,,R121_14452_14425,Black,,,,,,,,,,,,,L,,,
product_variation,2118,48.18,,,,,,,,R121_14452_14426,Black,,,,,,,,,,,,,XL,,,
product_variation,2118,48.18,,,,,,,,R121_14452_14427,Black,,,,,,,,,,,,,XXL,,,
product_variation,2118,48.18,,,,,,,,R121_14452_57997,Black,,,,,,,,,,,,,3XL,,,
product_variation,2118,48.18,,,,,,,,R121_57999_14423,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_57999_14424,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_57999_14425,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_57999_14426,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_57999_14427,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_57999_57997,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_23210_14423,Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_23210_14424,Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_23210_14425,Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_23210_14426,Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_23210_14427,Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_23210_57997,Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_14453_14423,Navy,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_14453_14424,Navy,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_14453_14425,Navy,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_14453_14426,Navy,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_14453_14427,Navy,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_14453_57997,Navy,,,,,,,,,,,,,,,,
