type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_variation_option_Size,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / Marl Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy / Marl Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1810,,,,,,,,,,,,,,,,,,,,,,,,Color,White / Fine Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75684_75678,Black,,,,,,,,,,,S,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75684_75679,Black,,,,,,,,,,,M,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75684_75680,Black,,,,,,,,,,,L,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75684_75681,Black,,,,,,,,,,,XL,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75684_75682,Black,,,,,,,,,,,XXL,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75684_75683,Black,,,,,,,,,,,3XL,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75685_75678,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75685_75679,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75685_75680,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75685_75681,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75685_75682,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75685_75683,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75686_75678,Sporty Navy / Marl Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75686_75679,Sporty Navy / Marl Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75686_75680,Sporty Navy / Marl Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75686_75681,Sporty Navy / Marl Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75686_75682,Sporty Navy / Marl Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75686_75683,Sporty Navy / Marl Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75687_75678,Sporty Navy / White,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75687_75679,Sporty Navy / White,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75687_75680,Sporty Navy / White,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75687_75681,Sporty Navy / White,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75687_75682,Sporty Navy / White,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75687_75683,Sporty Navy / White,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75688_75678,White / Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75688_75679,White / Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75688_75680,White / Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75688_75681,White / Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75688_75682,White / Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1810,19.46,,,,,,,,,,,,,,,,,,,,,PA4030_75688_75683,White / Fine Grey,,,,,,,,,,,,,,,,,
product,1811,20,Tweekleurige padeltop voor dames,"80% polyester / 20% elasthan. Contrasterende inzetsels : 90% polyester / 10% elasthan. In jersey. Nauwsluitende pasvorm. Diepe halsopening. Afgewerkt met een biesje aan de halsopening en de mouwopeningen, en een dubbel stiksel aan de onderkant. Tear-away merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=249392&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249392&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249388&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249401&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249398&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249385&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249386&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246300&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246324&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249399&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246308&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246307&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246297&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246375&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249387&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249384&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249400&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375176&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422346&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422347&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / Coral,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / Marl Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1811,,,,,,,,,,,,,,,,,,,,,,,,Color,White / Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75694_75689,Black / Coral,,,,,,,,,,,XS,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75694_75690,Black / Coral,,,,,,,,,,,S,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75694_75691,Black / Coral,,,,,,,,,,,M,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75694_75692,Black / Coral,,,,,,,,,,,L,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75694_75693,Black / Coral,,,,,,,,,,,XL,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75695_75689,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75695_75690,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75695_75691,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75695_75692,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75695_75693,Black / Marl Dark Grey,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75696_75689,White / Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75696_75690,White / Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75696_75691,White / Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75696_75692,White / Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1811,20,,,,,,,,,,,,,,,,,,,,,PA4031_75696_75693,White / Sporty Navy,,,,,,,,,,,,,,,,,
product,1812,21.1,Rugbyshirt met korte mouwen uniseks,"100% polyester. Interlock. Rechte snit. Cut-and-sew-techniek. Ronde hals in 1x1 ribtricot in contrasterend wit voor alle kleuren, met toon-op-toon interlock-inzetsel. Mouwuiteinden in 1x1 ribtricot in contrasterend wit voor alle kleuren. Toon-op-toon nektape van interlock. Verstevigde naden met dubbel stiksel aan de mouwuiteinden, de schouders en aan de zijkanten. Afwerking met dubbel stiksel aan de onderkant. Afneembaar merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=380547&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380547&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380542&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380529&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380540&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395679&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395656&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395627&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395671&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402037&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402042&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1812,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80812,Black,,,,,,,,,,,XS,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80813,Black,,,,,,,,,,,S,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80814,Black,,,,,,,,,,,M,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80815,Black,,,,,,,,,,,L,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80816,Black,,,,,,,,,,,XL,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80817,Black,,,,,,,,,,,XXL,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80818,Black,,,,,,,,,,,3XL,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80820_80819,Black,,,,,,,,,,,4XL,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80812,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80813,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80814,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80815,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80816,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80817,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80818,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80821_80819,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80812,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80813,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80814,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80815,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80816,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80817,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80818,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80822_80819,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80812,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80813,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80814,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80815,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80816,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80817,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80818,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1812,21.1,,,,,,,,,,,,,,,,,,,,,PA4027_80823_80819,Sporty Red,,,,,,,,,,,,,,,,,
product,1813,17.9,Kinder rugbyshirt met korte mouwen,"100% polyester. Interlock. Rechte snit. Cut-and-sew-techniek. Ronde hals in 1x1 ribtricot in contrasterend wit voor alle kleuren, met toon-op-toon interlock-inzetsel. Mouwuiteinden in 1x1 ribtricot in contrasterend wit voor alle kleuren. Toon-op-toon nektape van interlock. Verstevigde naden met dubbel stiksel aan de mouwopeningen, de schouders en opzij. Afwerking met dubbel stiksel onderaan. Afneembaar merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=380539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380538&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380532&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380531&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380537&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380534&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380533&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380529&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402041&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402040&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Size,4/6 years (4/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Size,6/8 years (6/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Size,8/10 years (8/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Size,10/12 years (10/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Size,12/14 years (12/14 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1813,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80829_80824,Black,,,,,,,,,,,4/6 years (4/6 ans),,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80829_80825,Black,,,,,,,,,,,6/8 years (6/8 ans),,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80829_80826,Black,,,,,,,,,,,8/10 years (8/10 ans),,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80829_80827,Black,,,,,,,,,,,10/12 years (10/12 ans),,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80829_80828,Black,,,,,,,,,,,12/14 years (12/14 ans),,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80830_80824,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80830_80825,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80830_80826,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80830_80827,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80830_80828,Dark Royal Blue,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80831_80824,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80831_80825,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80831_80826,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80831_80827,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80831_80828,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80832_80824,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80832_80825,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80832_80826,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80832_80827,Sporty Red,,,,,,,,,,,,,,,,,
product_variation,1813,17.9,,,,,,,,,,,,,,,,,,,,,PA4028_80832_80828,Sporty Red,,,,,,,,,,,,,,,,,
