type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41,product_media_gallery_image_url_42
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,French Navy Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_69670_62939,45.06,Ash Heather,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_69670_55463,45.06,Ash Heather,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_69670_55464,45.06,Ash Heather,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_69670_55465,45.06,Ash Heather,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_69670_55466,45.06,Ash Heather,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_69670_62940,45.06,Ash Heather,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_60686_62939,45.06,Black,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_60686_55463,45.06,Black,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_60686_55464,45.06,Black,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_60686_55465,45.06,Black,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_60686_55466,45.06,Black,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_60686_62940,45.06,Black,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_55467_62939,45.06,Deep Grey Heather,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_55467_55463,45.06,Deep Grey Heather,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_55467_55464,45.06,Deep Grey Heather,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_55467_55465,45.06,Deep Grey Heather,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_55467_55466,45.06,Deep Grey Heather,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_55467_62940,45.06,Deep Grey Heather,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_62941_62939,45.06,French Navy Heather,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_62941_55463,45.06,French Navy Heather,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_62941_55464,45.06,French Navy Heather,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_62941_55465,45.06,French Navy Heather,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_62941_55466,45.06,French Navy Heather,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,E0h1zvcUPRrFQ7z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1009_62941_62940,45.06,French Navy Heather,XXL,,,,,,,,,,,,,,,,,,,,,,,
product,cVSUX17zByTgcPg6,Sportbroek,100% polyester. Lichte stof. Elastische tailleband met aanrijgkoord. Afgewerkt met overstiksels aan de inzetstukken. Afgewerkt met dubbele stiksels aan de onderkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=193056&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,PROACT®,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=193056&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=193203&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=193202&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249529&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205461&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=193057&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=153974&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200571&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200615&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249531&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249530&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249541&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249528&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249532&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422344&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23397,8.74,Black,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23384,8.74,Black,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23385,8.74,Black,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23386,8.74,Black,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23387,8.74,Black,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23388,8.74,Black,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_23413_23389,8.74,Black,3XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23397,8.74,Dark Grey,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23384,8.74,Dark Grey,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23385,8.74,Dark Grey,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23386,8.74,Dark Grey,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,cVSUX17zByTgcPg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA101_69671_23387,8.74,Dark Grey,XL,,,,,,,,,,,,,,,,,,,,,,,
