type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,FgCYgtT8lqOUmsTM,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22353_22346,68.88,Fluorescent Orange,S,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22353_22347,68.88,Fluorescent Orange,M,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22353_22348,68.88,Fluorescent Orange,L,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22353_22349,68.88,Fluorescent Orange,XL,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22353_22350,68.88,Fluorescent Orange,XXL,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22353_22351,68.88,Fluorescent Orange,3XL,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22352_22346,68.88,Fluorescent Yellow,S,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22352_22347,68.88,Fluorescent Yellow,M,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22352_22348,68.88,Fluorescent Yellow,L,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22352_22349,68.88,Fluorescent Yellow,XL,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22352_22350,68.88,Fluorescent Yellow,XXL,,,,,,,,,,,,,,,
product_variation,FgCYgtT8lqOUmsTM,,,,,,,,R117_22352_22351,68.88,Fluorescent Yellow,3XL,,,,,,,,,,,,,,,
product,row6Tx03WrL28nJB,Activity Softshell Jacket,"Drielaagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in microfleece voor extra warmte. Waterdicht tot 8.000mm en ademend 1.000gr/24. Waterafstotende finish en winddicht. Zachte stretch. Comfortabele snit voor extra bewegingsvrijheid. Stormoverslag aan de binnenkant. Inzetstuk aan de voor-en achterkant in contrastkleur. Ritssluiting onder de armen met meshvoering. YKK®-ritssluiting. 2 grote voorzakken, 1 binnenzak en 1 binnenzak voor gsm. Verlengde mouwen met gaatje voor de duim. Langer achterpand Verstelbaar aanrijgkoord. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70917&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70917&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70916&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275969&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392330&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Color,Navy / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,row6Tx03WrL28nJB,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_19843_14400,59.68,Navy / Black,S,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_19843_14401,59.68,Navy / Black,M,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_19843_14402,59.68,Navy / Black,L,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_19843_14403,59.68,Navy / Black,XL,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_19843_14404,59.68,Navy / Black,XXL,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_14405_14400,59.68,Red / Black,S,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_14405_14401,59.68,Red / Black,M,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_14405_14402,59.68,Red / Black,L,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_14405_14403,59.68,Red / Black,XL,,,,,,,,,,,,,,,
product_variation,row6Tx03WrL28nJB,,,,,,,,R120_14405_14404,59.68,Red / Black,XXL,,,,,,,,,,,,,,,
product,hfWv6fRbWYAXF1mw,Classic Softshell Jacket,"3-laagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in 100% polyester microfleece voor extra warmte. Waterdicht tot 8.000mm en ademend 1.000gr/24. Waterafstotende finish en winddicht. Zachte stretch. Comfortabele snit voor extra bewegingsvrijheid. Stormoverslag aan de binnenkant. YKK®-ritssluiting. 2 zijzakken, 1 borstzak, 2 ruime binnenzakken en 1 binnenzak voor gsm. Langer achterpand. Verstelbaar aanrijgkoord. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70921&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70921&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152295&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152291&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152292&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152293&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275970&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392332&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392333&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392331&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Color,Workguard Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,hfWv6fRbWYAXF1mw,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14452_14423,48.18,Black,S,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14452_14424,48.18,Black,M,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14452_14425,48.18,Black,L,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14452_14426,48.18,Black,XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14452_14427,48.18,Black,XXL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14452_57997,48.18,Black,3XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_57999_14423,48.18,Bottle Green,S,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_57999_14424,48.18,Bottle Green,M,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_57999_14425,48.18,Bottle Green,L,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_57999_14426,48.18,Bottle Green,XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_57999_14427,48.18,Bottle Green,XXL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_57999_57997,48.18,Bottle Green,3XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_23210_14423,48.18,Grey,S,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_23210_14424,48.18,Grey,M,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_23210_14425,48.18,Grey,L,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_23210_14426,48.18,Grey,XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_23210_14427,48.18,Grey,XXL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_23210_57997,48.18,Grey,3XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14453_14423,48.18,Navy,S,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14453_14424,48.18,Navy,M,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14453_14425,48.18,Navy,L,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14453_14426,48.18,Navy,XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14453_14427,48.18,Navy,XXL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_14453_57997,48.18,Navy,3XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_58000_14423,48.18,Workguard Grey,S,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_58000_14424,48.18,Workguard Grey,M,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_58000_14425,48.18,Workguard Grey,L,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_58000_14426,48.18,Workguard Grey,XL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_58000_14427,48.18,Workguard Grey,XXL,,,,,,,,,,,,,,,
product_variation,hfWv6fRbWYAXF1mw,,,,,,,,R121_58000_57997,48.18,Workguard Grey,3XL,,,,,,,,,,,,,,,
product,Ydd2b0q5UApFBOfn,Ladies Classic Softshell Jacket,"Drielaagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in 100% polyester microfleece voor extra warmte. Waterdicht tot 8000mm en ademend 1000g/m²/24h. Waterafstotende finish en winddicht. Zachte stretch. Comfortabele getailleerde snit voor extra bewegingsvrijheid. Stormoverslag aan de binnenkant. YKK®-ritssluiting. 2 zijzakken, 1 borstzak, 2 ruime binnenzakken en 1 binnenzak. Langer achterpand. Verstelbaar aanrijgkoord. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70931&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70931&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70930&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,Ydd2b0q5UApFBOfn,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44468_44467,48.18,Black,S,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44468_44469,48.18,Black,M,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44468_44470,48.18,Black,L,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44468_44471,48.18,Black,XL,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44468_44472,48.18,Black,XXL,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_58002_44467,48.18,Bottle Green,S,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_58002_44469,48.18,Bottle Green,M,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_58002_44470,48.18,Bottle Green,L,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_58002_44471,48.18,Bottle Green,XL,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_58002_44472,48.18,Bottle Green,XXL,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44473_44467,48.18,Grey,S,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44473_44469,48.18,Grey,M,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44473_44470,48.18,Grey,L,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44473_44471,48.18,Grey,XL,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44473_44472,48.18,Grey,XXL,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44474_44467,48.18,Navy,S,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44474_44469,48.18,Navy,M,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44474_44470,48.18,Navy,L,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44474_44471,48.18,Navy,XL,,,,,,,,,,,,,,,
product_variation,Ydd2b0q5UApFBOfn,,,,,,,,R121F_44474_44472,48.18,Navy,XXL,,,,,,,,,,,,,,,
product,k3s2Yb75KX6iCVO6,Softshell Bodywarmer,"Drielaagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in 100% polyester microfleece voor extra warmte. Waterdicht tot 8000mm en ademend 1000gr/m²/24h. Waterafstotende finish en winddicht. Zachte stretch. YKK®-ritssluiting. 2 zijzakken en 1 borstzak met rits. Inzetstuk aan de voor-en achterkant in contrastkleur. Verstelbaar aanrijgkoord aan de armsgaten en onderaan. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70935&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70935&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70936&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70934&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392334&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,k3s2Yb75KX6iCVO6,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
