type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product_variation,HovGxI0IR1OylCWT,,,,,,,,,,,,KI0751NM_74256_74245,2.2,Natural,M,,,,,,,,,,,,,,
product_variation,HovGxI0IR1OylCWT,,,,,,,,,,,,KI0751NL_74255_74246,3.1,Natural,L,,,,,,,,,,,,,,
product_variation,HovGxI0IR1OylCWT,,,,,,,,,,,,KI0751NXL_74257_74249,4.1,Natural,XL,,,,,,,,,,,,,,
product,TbOmDnBYgEPTD9R3,Tas voor yogamatje,100% katoen. Katoenen tas voor uw yoga- of pilatesmatje. Koordsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263295&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263295&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277858&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277857&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,TbOmDnBYgEPTD9R3,,,,,,,,,,,,,,,,Color,Hemp / Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,TbOmDnBYgEPTD9R3,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,TbOmDnBYgEPTD9R3,,,,,,,,,,,,KI0753_74259_74258,7.36,Hemp / Natural,One Size,,,,,,,,,,,,,,
product,rGnjkcdlEaCHIsi8,Sleutelhanger met haak en lint,"100% polyester. Sleutelhanger in polyester, met een haakje waarmee hij aan de meeste ritsen kan worden bevestigd, als decoratief element. Door het grote gemak waarmee het lint kan worden bedrukt, kan het worden gebruikt voor de decoratie of personalisatie van elke tas of kledingstuk met een ritssluiting met schuiver.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=266678&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Accessoires voor tassen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266678&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Antique Bronze,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Deep Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Goose Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Ice Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Light Titanium,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,rGnjkcdlEaCHIsi8,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80401_74201,2.7,Antique Bronze,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_74202_74201,2.7,Black,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80402_74201,2.7,Deep Red,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80403_74201,2.7,Goose Grey,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80404_74201,2.7,Ice Grey,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80405_74201,2.7,Light Sand,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80406_74201,2.7,Light Titanium,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80407_74201,2.7,Lime,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80408_74201,2.7,Navy,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80409_74201,2.7,Off White,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80410_74201,2.7,Orange,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80411_74201,2.7,Pink,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80412_74201,2.7,Purple,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80413_74201,2.7,Red,One Size,,,,,,,,,,,,,,
product_variation,rGnjkcdlEaCHIsi8,,,,,,,,,,,,KI0518_80414_74201,2.7,Royal Blue,One Size,,,,,,,,,,,,,,
product,y42JnLqMA5X26NdV,Fleshouder met kerstmotieven,100 % jute. <br/>Schuifsluiting. <br/>Ook ideaal voor champagneflessen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383664&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383664&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,y42JnLqMA5X26NdV,,,,,,,,,,,,,,,,Color,Natural / Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,y42JnLqMA5X26NdV,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,y42JnLqMA5X26NdV,,,,,,,,,,,,,,,,Color,Natural / Dark Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,y42JnLqMA5X26NdV,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,y42JnLqMA5X26NdV,,,,,,,,,,,,KI0726_80426_80425,3.46,Natural / Cherry Red,One Size,,,,,,,,,,,,,,
product_variation,y42JnLqMA5X26NdV,,,,,,,,,,,,KI0726_80427_80425,3.46,Natural / Dark Green,One Size,,,,,,,,,,,,,,
product,3wUjfdbOpDymVtDL,Shopper met kerstmotieven,100 % jute. Buitenzak van katoen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383663&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383663&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,3wUjfdbOpDymVtDL,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,3wUjfdbOpDymVtDL,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,3wUjfdbOpDymVtDL,,,,,,,,,,,,KI0732_80429_80428,6.36,Natural,One Size,,,,,,,,,,,,,,
product,qw8ce7GKzUXwFtUa,Shopper met kerstmotieven,100 % katoen. <br/>Shopper met platte bodem.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383662&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383662&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,qw8ce7GKzUXwFtUa,,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,qw8ce7GKzUXwFtUa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,qw8ce7GKzUXwFtUa,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,qw8ce7GKzUXwFtUa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,qw8ce7GKzUXwFtUa,,,,,,,,,,,,,,,,Color,Night Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,qw8ce7GKzUXwFtUa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,qw8ce7GKzUXwFtUa,,,,,,,,,,,,KI0733_80432_80430,7.3,Cherry Red,One Size,,,,,,,,,,,,,,
product_variation,qw8ce7GKzUXwFtUa,,,,,,,,,,,,KI0733N_80433_80431,5.26,Natural,One Size,,,,,,,,,,,,,,
product_variation,qw8ce7GKzUXwFtUa,,,,,,,,,,,,KI0733_80434_80430,7.3,Night Navy,One Size,,,,,,,,,,,,,,
product,xV8C9BI8rEdunYce,Tas met koord en kerstmotieven,100 % katoen. <br/>Sluit met een koordje.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367745&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367745&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367746&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383661&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,xV8C9BI8rEdunYce,,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xV8C9BI8rEdunYce,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xV8C9BI8rEdunYce,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xV8C9BI8rEdunYce,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xV8C9BI8rEdunYce,,,,,,,,,,,,,,,,Color,Night Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xV8C9BI8rEdunYce,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,xV8C9BI8rEdunYce,,,,,,,,,,,,KI0735_80437_80435,6.04,Cherry Red,One Size,,,,,,,,,,,,,,
product_variation,xV8C9BI8rEdunYce,,,,,,,,,,,,KI0735N_80438_80436,4.54,Natural,One Size,,,,,,,,,,,,,,
product_variation,xV8C9BI8rEdunYce,,,,,,,,,,,,KI0735_80439_80435,6.04,Night Navy,One Size,,,,,,,,,,,,,,
product,nfwyTcHNM9GiyZsd,Shopper met kerstmotieven,100 % jute. <br/>Handgrepen van koord.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383660&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383660&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,nfwyTcHNM9GiyZsd,,,,,,,,,,,,,,,,Color,Natural / Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,nfwyTcHNM9GiyZsd,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,nfwyTcHNM9GiyZsd,,,,,,,,,,,,,,,,Color,Natural / White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,nfwyTcHNM9GiyZsd,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,nfwyTcHNM9GiyZsd,,,,,,,,,,,,KI0736_80441_80440,7.3,Natural / Cherry Red,One Size,,,,,,,,,,,,,,
product_variation,nfwyTcHNM9GiyZsd,,,,,,,,,,,,KI0736_80442_80440,7.3,Natural / White,One Size,,,,,,,,,,,,,,
product,eZv0BbjJ040VZVy7,XL shopper,"100 % jute. <br/>Tas van XL-formaat met hengsels in contrasterende kleuren. <br/>Het rekken met plantaardig zetmeel verstijft de jute en dus de tas, die zo zijn vorm behoudt.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383657&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383657&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Color,Natural / Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Color,Natural / Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Color,Natural / Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Color,Natural / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,eZv0BbjJ040VZVy7,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,eZv0BbjJ040VZVy7,,,,,,,,,,,,KI0743_80460_80459,7.06,Natural / Black,One Size,,,,,,,,,,,,,,
product_variation,eZv0BbjJ040VZVy7,,,,,,,,,,,,KI0743_80461_80459,7.06,Natural / Cherry Red,One Size,,,,,,,,,,,,,,
product_variation,eZv0BbjJ040VZVy7,,,,,,,,,,,,KI0743_80462_80459,7.06,Natural / Fuchsia,One Size,,,,,,,,,,,,,,
product_variation,eZv0BbjJ040VZVy7,,,,,,,,,,,,KI0743_80463_80459,7.06,Natural / Kelly Green,One Size,,,,,,,,,,,,,,
product_variation,eZv0BbjJ040VZVy7,,,,,,,,,,,,KI0743_80464_80459,7.06,Natural / Navy,One Size,,,,,,,,,,,,,,
product,sMaYRZrMbSsGXt6P,Shopper,100 % twillkatoen. <br/>Ideaal oppervlak voor bedrukking en personalisatie. <br/>Lange hengsels: 70 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383659&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383659&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,sMaYRZrMbSsGXt6P,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,sMaYRZrMbSsGXt6P,,,,,,,,,,,,KI0739_80445_80443,5.46,Black,One Size,,,,,,,,,,,,,,
product_variation,sMaYRZrMbSsGXt6P,,,,,,,,,,,,KI0739N_80446_80444,3.76,Natural,One Size,,,,,,,,,,,,,,
product_variation,sMaYRZrMbSsGXt6P,,,,,,,,,,,,KI0739_80447_80443,5.46,Navy,One Size,,,,,,,,,,,,,,
product_variation,sMaYRZrMbSsGXt6P,,,,,,,,,,,,KI0739_80448_80443,5.46,Turquoise,One Size,,,,,,,,,,,,,,
product_variation,sMaYRZrMbSsGXt6P,,,,,,,,,,,,KI0739_80449_80443,5.46,White,One Size,,,,,,,,,,,,,,
product,71BURdtWEGEVTicu,Shopper van polykatoen,65 % katoen/35 % polyester. <br/>Twillweefsel. <br/>Ideaal voor bedrukking en personalisatie. <br/>Lengte van de hengsels: 70 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383658&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383658&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,71BURdtWEGEVTicu,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,71BURdtWEGEVTicu,,,,,,,,,,,,KI0741_80452_80450,6.24,Black,One Size,,,,,,,,,,,,,,
product_variation,71BURdtWEGEVTicu,,,,,,,,,,,,KI0741_80453_80450,6.24,Cherry Red,One Size,,,,,,,,,,,,,,
product_variation,71BURdtWEGEVTicu,,,,,,,,,,,,KI0741_80454_80450,6.24,Dark Grey,One Size,,,,,,,,,,,,,,
product_variation,71BURdtWEGEVTicu,,,,,,,,,,,,KI0741_80455_80450,6.24,Ice Mint,One Size,,,,,,,,,,,,,,
product_variation,71BURdtWEGEVTicu,,,,,,,,,,,,KI0741N_80456_80451,4.36,Natural,One Size,,,,,,,,,,,,,,
product_variation,71BURdtWEGEVTicu,,,,,,,,,,,,KI0741_80457_80450,6.24,Navy,One Size,,,,,,,,,,,,,,
product_variation,71BURdtWEGEVTicu,,,,,,,,,,,,KI0741_80458_80450,6.24,Turquoise,One Size,,,,,,,,,,,,,,
product,b0z975skL17rGxNb,Tas van jutecanvas,"Tas van jutecanvas, gevlochten om zacht en soepel aan te voelen. <br/>Bodem van gebreide jute.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383653&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383653&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383654&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383655&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383656&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408892&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Color,Natural / Washed Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Color,Natural / Washed Deep Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Color,Natural / Washed Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Color,Natural / Washed Thunder Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,b0z975skL17rGxNb,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,b0z975skL17rGxNb,,,,,,,,,,,,KI0754_80466_80465,23.96,Natural / Washed Black,One Size,,,,,,,,,,,,,,
product_variation,b0z975skL17rGxNb,,,,,,,,,,,,KI0754_81151_80465,23.96,Natural / Washed Deep Navy,One Size,,,,,,,,,,,,,,
product_variation,b0z975skL17rGxNb,,,,,,,,,,,,KI0754_80467_80465,23.96,Natural / Washed Natural,One Size,,,,,,,,,,,,,,
product_variation,b0z975skL17rGxNb,,,,,,,,,,,,KI0754_80468_80465,23.96,Natural / Washed Thunder Blue,One Size,,,,,,,,,,,,,,
