type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41,product_media_gallery_image_url_42,product_media_gallery_image_url_43,product_media_gallery_image_url_44,product_media_gallery_image_url_45,product_media_gallery_image_url_46,product_media_gallery_image_url_47
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Black / Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Black / Silver,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Camel / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Navy / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Navy / Light Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,Navy / Silver,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67306_67298,12.64,Black / Kelly Green,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67306_67299,12.64,Black / Kelly Green,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67306_67300,12.64,Black / Kelly Green,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67306_67301,12.64,Black / Kelly Green,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67306_67302,12.64,Black / Kelly Green,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67307_67303,13.96,Black / Kelly Green,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67307_67304,13.96,Black / Kelly Green,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67307_67305,13.96,Black / Kelly Green,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67309_67298,12.64,Black / Orange,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67309_67299,12.64,Black / Orange,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67309_67300,12.64,Black / Orange,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67309_67301,12.64,Black / Orange,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67309_67302,12.64,Black / Orange,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67308_67303,13.96,Black / Orange,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67308_67304,13.96,Black / Orange,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67308_67305,13.96,Black / Orange,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67310_67298,12.64,Black / Red,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67310_67299,12.64,Black / Red,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67310_67300,12.64,Black / Red,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67310_67301,12.64,Black / Red,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67310_67302,12.64,Black / Red,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67311_67303,13.96,Black / Red,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67311_67304,13.96,Black / Red,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67311_67305,13.96,Black / Red,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67313_67298,12.64,Black / Silver,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67313_67299,12.64,Black / Silver,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67313_67300,12.64,Black / Silver,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67313_67301,12.64,Black / Silver,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67313_67302,12.64,Black / Silver,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67312_67303,13.96,Black / Silver,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67312_67304,13.96,Black / Silver,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67312_67305,13.96,Black / Silver,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67314_67298,12.64,Black / Yellow,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67314_67299,12.64,Black / Yellow,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67314_67300,12.64,Black / Yellow,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67314_67301,12.64,Black / Yellow,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020_67314_67302,12.64,Black / Yellow,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67315_67303,13.96,Black / Yellow,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YQvBFb8L61N0e4Kz,,,,,,,,,,,,,,,,,WK3020X_67315_67304,13.96,Black / Yellow,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
