type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51163_51145,4.8,Olive Green,One Size,,,,,,
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51164_51145,4.8,Orange,One Size,,,,,,
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51165_51145,4.8,Purple,One Size,,,,,,
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51166_51145,4.8,Sand,One Size,,,,,,
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51167_51145,4.8,Sky Blue,One Size,,,,,,
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51168_51145,4.8,Surf Blue,One Size,,,,,,
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51169_51145,4.8,White,One Size,,,,,,
product_variation,YkWELIZHmXoAx6uk,,,,,,,,,,,,B10_51170_51145,4.8,Yellow,One Size,,,,,,
product,Pdg5gjTrBqVS6Q1C,Ultimate 5 Panel Cap,100% katoen drill. Rip-Strip™ klittenbandsluiting. Gestikte ventilatieoogjes.<br/>Perfect voor print en borduursel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219802&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219802&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62512&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62513&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_option,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_11130_11128,5.64,Black,One Size,,,,,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_11132_11128,5.64,Bottle Green,One Size,,,,,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_11133_11128,5.64,Bright Royal,One Size,,,,,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_51171_11128,5.64,Burgundy,One Size,,,,,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_11134_11128,5.64,Classic Red,One Size,,,,,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_11135_11128,5.64,French Navy,One Size,,,,,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_37232_11128,5.64,Graphite Grey,One Size,,,,,,
product_variation,Pdg5gjTrBqVS6Q1C,,,,,,,,,,,,B15_11129_11128,5.64,White,One Size,,,,,,
product,YIPsFhJQeqsAWK5v,Grand Prix Cap,100% katoen twill. Rip-Strip™ klittenbandsluiting. Gestikte ventilatieoogjes.<br/>Perfect voor print en borduursel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219795&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219795&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62514&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62515&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,Black / Classic Red,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,Black / Lime Green,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,Bright Royal / White,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,Classic Red / Black,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Color,White / Black,RADIOBUTTONS,TRUE,,
product_option,YIPsFhJQeqsAWK5v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_83208_25491,7.56,Black / Classic Red,One Size,,,,,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_83209_25491,7.56,Black / Lime Green,One Size,,,,,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_83210_25491,7.56,Black / Orange,One Size,,,,,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_25499_25491,7.56,Black / White,One Size,,,,,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_83211_25491,7.56,Black / Yellow,One Size,,,,,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_30964_25491,7.56,Bright Royal / White,One Size,,,,,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_25500_25491,7.56,Classic Red / Black,One Size,,,,,,
product_variation,YIPsFhJQeqsAWK5v,,,,,,,,,,,,B159_25492_25491,7.56,White / Black,One Size,,,,,,
product,BPXgT6f5ZQwDWhqt,Pet Ultimate met 5 panelen contrasterende sandwich,"100% drillkatoen, 5 panelen, voorgevormde klep met sandwich in contrastkleur, Rip-Strip™ klittenbandsluiting.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=219801&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219801&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Black / Bright Royal,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Black / Classic Red,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Black / Fuchsia,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Black / Lime Green,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Bright Royal / White,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Classic Red / White,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,French Navy / Classic Red,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,French Navy / Putty,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Graphite Grey / Oyster Grey,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,Putty / French Navy,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Color,White / French Navy,RADIOBUTTONS,TRUE,,
product_option,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51173_51172,5.86,Black / Bright Royal,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51174_51172,5.86,Black / Classic Red,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51175_51172,5.86,Black / Fuchsia,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51176_51172,5.86,Black / Light Grey,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51177_51172,5.86,Black / Lime Green,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51178_51172,5.86,Black / Orange,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51179_51172,5.86,Black / Yellow,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51180_51172,5.86,Bright Royal / White,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51181_51172,5.86,Classic Red / White,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51182_51172,5.86,French Navy / Classic Red,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51183_51172,5.86,French Navy / Putty,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51184_51172,5.86,Graphite Grey / Oyster Grey,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51185_51172,5.86,Putty / French Navy,One Size,,,,,,
product_variation,BPXgT6f5ZQwDWhqt,,,,,,,,,,,,B15C_51186_51172,5.86,White / French Navy,One Size,,,,,,
product,DWqly2ePb505gRpa,Outdoor 6 Panel Cap,100% Nylon Ripstop en 100% polyester Coolmax® zweetband. 6 panelen. Voorgevormde klep.  Waterdichte en ademende stof. Gesp-sluiting. Tearaway label voor het gemak van rebranding.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219794&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219794&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62527&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=62522&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_option,DWqly2ePb505gRpa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_variation,DWqly2ePb505gRpa,,,,,,,,,,,,B187_55850_55849,8.72,Black,One Size,,,,,,
product_variation,DWqly2ePb505gRpa,,,,,,,,,,,,B187_55851_55849,8.72,Light Grey,One Size,,,,,,
product_variation,DWqly2ePb505gRpa,,,,,,,,,,,,B187_55852_55849,8.72,Navy,One Size,,,,,,
product_variation,DWqly2ePb505gRpa,,,,,,,,,,,,B187_55853_55849,8.72,Olive Green,One Size,,,,,,
product,2sMKXtHDUKtnApAa,Air mesh 6 panel Cap,100% zacht aanvoelend Airmesh-polyester. TearAway-label. Ontwerp met 6 panelen. Gestructureerde voorsegmenten. Gestikte verluchtingsgaatjes. Voorgevormde klep. Onderkant van klep van katoenkeper. Zweetband van katoenkeper. Band van hetzelfde materiaal met verstelgesp.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219793&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219793&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,
product_option,2sMKXtHDUKtnApAa,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,2sMKXtHDUKtnApAa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,2sMKXtHDUKtnApAa,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,
product_option,2sMKXtHDUKtnApAa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,2sMKXtHDUKtnApAa,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,
product_option,2sMKXtHDUKtnApAa,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_variation,2sMKXtHDUKtnApAa,,,,,,,,,,,,B196_61064_61063,8.72,Black,One Size,,,,,,
product_variation,2sMKXtHDUKtnApAa,,,,,,,,,,,,B196_61065_61063,8.72,Light Grey,One Size,,,,,,
product_variation,2sMKXtHDUKtnApAa,,,,,,,,,,,,B196_61066_61063,8.72,Navy,One Size,,,,,,
product,swg5QHdOvz3V0TD1,Pet Athleisure met 6 panelen,"100% geborsteld katoen, uitneembaar tearaway etiket, model 6 panelen, voorgevormde klep, gestructureerde voorpanelen, halfhoog profiel, sandwichklep in een contrastkleur, verluchtingsgaatjes, verstelbare sluiting met gesp.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=219800&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219800&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Black / Classic Red,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Black / Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Black / Lime Green,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Bright Royal / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Classic Red / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,French Navy / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Fuchsia / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Graphite Grey / Black,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Kelly Green / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Orange / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Purple / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,Surf Blue / White,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,White / Bright Royal,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Color,White / Classic Red,RADIOBUTTONS,TRUE,,
product_option,swg5QHdOvz3V0TD1,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51189_51188,6.78,Black / Classic Red,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51190_51188,6.78,Black / Graphite Grey,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51191_51188,6.78,Black / Lime Green,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51192_51188,6.78,Black / Yellow,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51193_51188,6.78,Bright Royal / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51194_51188,6.78,Classic Red / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51195_51188,6.78,French Navy / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51196_51188,6.78,Fuchsia / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51197_51188,6.78,Graphite Grey / Black,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51198_51188,6.78,Kelly Green / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51199_51188,6.78,Orange / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51200_51188,6.78,Purple / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51201_51188,6.78,Surf Blue / White,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51202_51188,6.78,White / Bright Royal,One Size,,,,,,
product_variation,swg5QHdOvz3V0TD1,,,,,,,,,,,,B20_51203_51188,6.78,White / Classic Red,One Size,,,,,,
