type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_variation,JgR83Zh4XbHgNb2u,,,,,,,RU962F_44382_44379,40.02,White,L,,,,,,,,,,,,
product_variation,JgR83Zh4XbHgNb2u,,,,,,,RU962F_44382_44380,40.02,White,XL,,,,,,,,,,,,
product_variation,JgR83Zh4XbHgNb2u,,,,,,,RU962F_44382_44381,40.02,White,XXL,,,,,,,,,,,,
product,L4KOcmdVp8hI5lch,Men's Long Sleeve Herringbone Shirt,"84% katoen / 16% polyester. Dit overhemd met visgraatmotief is een geschikt alternatief voor het klassieke Oxford shirt. Half bedekte kraag en korte overslag. Smalle knooplijst. Afgeronde manchetten. Getailleerde snit. EasyCare. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387725&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Russell,Kleding,Overhemd,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387725&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387724&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Color,Light Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,L4KOcmdVp8hI5lch,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44367_44366,41.68,Light Blue,S,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44367_44368,41.68,Light Blue,M,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44367_44369,41.68,Light Blue,L,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44367_44370,41.68,Light Blue,XL,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44367_44371,41.68,Light Blue,XXL,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44367_44372,41.68,Light Blue,3XL,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44367_44373,41.68,Light Blue,4XL,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44374_44366,41.68,White,S,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44374_44368,41.68,White,M,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44374_44369,41.68,White,L,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44374_44370,41.68,White,XL,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44374_44371,41.68,White,XXL,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44374_44372,41.68,White,3XL,,,,,,,,,,,,
product_variation,L4KOcmdVp8hI5lch,,,,,,,RU962M_44374_44373,41.68,White,4XL,,,,,,,,,,,,
product,F8VYYqqa3WwZba2I,Ladies Short Sleeve Herringbone Shirt,"84% katoen / 16% polyester. Dit overhemd met visgraatmotief is een geschikt alternatief voor het klassieke Oxford shirt. Moderne kraag. Smalle knooplijst. Plooitjes ter hoogte van de borst en zoom aan de voor-en achterkant. Getailleerde snit. EasyCare. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387727&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Russell,Kleding,Overhemd,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387727&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387726&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Color,Light Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,F8VYYqqa3WwZba2I,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44350_44349,37,Light Blue,XS,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44350_44351,37,Light Blue,S,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44350_44352,37,Light Blue,M,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44350_44353,37,Light Blue,L,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44350_44354,37,Light Blue,XL,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44350_44355,37,Light Blue,XXL,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44356_44349,37,White,XS,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44356_44351,37,White,S,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44356_44352,37,White,M,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44356_44353,37,White,L,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44356_44354,37,White,XL,,,,,,,,,,,,
product_variation,F8VYYqqa3WwZba2I,,,,,,,RU963F_44356_44355,37,White,XXL,,,,,,,,,,,,
product,fUnAJWnX7ba5bsOH,Men's Short Sleeve Herringbone Shirt,"84% katoen / 16% polyester. Dit overhemd met visgraatmotief is een geschikt alternatief voor het klassieke Oxford shirt. Half bedekte kraag en korte overslag. Smalle knooplijst. Getailleerde snit. EasyCare. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387729&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Russell,Kleding,Overhemd,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387729&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387728&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Color,Light Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,fUnAJWnX7ba5bsOH,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44358_44357,38.02,Light Blue,S,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44358_44359,38.02,Light Blue,M,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44358_44360,38.02,Light Blue,L,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44358_44361,38.02,Light Blue,XL,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44358_44362,38.02,Light Blue,XXL,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44358_44363,38.02,Light Blue,3XL,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44358_44364,38.02,Light Blue,4XL,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44365_44357,38.02,White,S,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44365_44359,38.02,White,M,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44365_44360,38.02,White,L,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44365_44361,38.02,White,XL,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44365_44362,38.02,White,XXL,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44365_44363,38.02,White,3XL,,,,,,,,,,,,
product_variation,fUnAJWnX7ba5bsOH,,,,,,,RU963M_44365_44364,38.02,White,4XL,,,,,,,,,,,,
product,BBampR423hTE0PBW,Long-sleeved herringbone shirt,"84% katoen / 16% polyester. Getailleerd. Kraagstaander met knopen. Contrasterende elementen: binnenkant manchetten, binnenkant kraag met contrasterende bies. Lage knooplijst met contrasterende boorden. Contrasterende kleuren aan de knoopsgaten van de manchetten en het onderste knoopsgat. Plooien op de achterkant voor een betere pasvorm. Regelbare, afgeronde manchetten met twee knopen. Afgeronde zoom. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387731&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Russell,Kleding,Overhemd,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387731&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387730&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71781&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71782&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Color,Light Blue / Mid Blue / Bright Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Color,White / Silver / Convoy Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BBampR423hTE0PBW,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61982_61979,47.52,Light Blue / Mid Blue / Bright Navy,S,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61982_61978,47.52,Light Blue / Mid Blue / Bright Navy,M,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61982_61977,47.52,Light Blue / Mid Blue / Bright Navy,L,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61982_61980,47.52,Light Blue / Mid Blue / Bright Navy,XL,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61982_61981,47.52,Light Blue / Mid Blue / Bright Navy,XXL,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61982_61975,47.52,Light Blue / Mid Blue / Bright Navy,3XL,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61982_61976,47.52,Light Blue / Mid Blue / Bright Navy,4XL,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61983_61979,47.52,White / Silver / Convoy Grey,S,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61983_61978,47.52,White / Silver / Convoy Grey,M,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61983_61977,47.52,White / Silver / Convoy Grey,L,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61983_61980,47.52,White / Silver / Convoy Grey,XL,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61983_61981,47.52,White / Silver / Convoy Grey,XXL,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61983_61975,47.52,White / Silver / Convoy Grey,3XL,,,,,,,,,,,,
product_variation,BBampR423hTE0PBW,,,,,,,RU964M_61983_61976,47.52,White / Silver / Convoy Grey,4XL,,,,,,,,,,,,
product,StsXZdYQwENv5CkA,Long sleeve Ultimate Stretch shirt,"75% katoen / 25% elastomultiester (vezel Lycra® T400®). Getailleerd. Kraagstaander met knopen. Contrasterende elementen in twee kleuren: binnenkant manchetten met zigzagsteek, binnenkant kraag. Contrasterende kleuren aan de knoopsgaten van de manchetten en het onderste knoopsgat. Verlengd model. Regelbare, afgeronde manchetten met twee knopen. Afgeronde zoom. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387733&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Russell,Kleding,Overhemd,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387733&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387732&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71786&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Color,Black / Oxford Grey / Convoy Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Color,Bright Navy / Oxford Blue / White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Color,White / Oxford Blue / Bright Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,StsXZdYQwENv5CkA,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61991_61988,48.74,Black / Oxford Grey / Convoy Grey,S,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61991_61987,48.74,Black / Oxford Grey / Convoy Grey,M,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61991_61986,48.74,Black / Oxford Grey / Convoy Grey,L,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61991_61989,48.74,Black / Oxford Grey / Convoy Grey,XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61991_61990,48.74,Black / Oxford Grey / Convoy Grey,XXL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61991_61984,48.74,Black / Oxford Grey / Convoy Grey,3XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61991_61985,48.74,Black / Oxford Grey / Convoy Grey,4XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61992_61988,48.74,Bright Navy / Oxford Blue / White,S,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61992_61987,48.74,Bright Navy / Oxford Blue / White,M,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61992_61986,48.74,Bright Navy / Oxford Blue / White,L,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61992_61989,48.74,Bright Navy / Oxford Blue / White,XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61992_61990,48.74,Bright Navy / Oxford Blue / White,XXL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61992_61984,48.74,Bright Navy / Oxford Blue / White,3XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61992_61985,48.74,Bright Navy / Oxford Blue / White,4XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61993_61988,48.74,White / Oxford Blue / Bright Navy,S,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61993_61987,48.74,White / Oxford Blue / Bright Navy,M,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61993_61986,48.74,White / Oxford Blue / Bright Navy,L,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61993_61989,48.74,White / Oxford Blue / Bright Navy,XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61993_61990,48.74,White / Oxford Blue / Bright Navy,XXL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61993_61984,48.74,White / Oxford Blue / Bright Navy,3XL,,,,,,,,,,,,
product_variation,StsXZdYQwENv5CkA,,,,,,,RU966M_61993_61985,48.74,White / Oxford Blue / Bright Navy,4XL,,,,,,,,,,,,
product,OuJ6p7XYZ1PK2BTW,Classic T-shirt,"100% ringgesponnen katoen (Light Oxford: 93% katoen / 7% vicose). Nektape van schouder tot schouder. Tubulaire snit. Kraag 1x1 rib. Afwerking met dubbele stiksels. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391852&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Russell,Kleding,T-shirt,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391852&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391853&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
