type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,56 NL (50 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,58 NL (52 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,60 NL (54 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,62 NL (56 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,64 NL (58 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,44 NL (38 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,46 NL (40 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,48 NL (42 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,50 NL (44 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,52 NL (46 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,54 NL (48 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,56 NL (50 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,58 NL (52 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,60 NL (54 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,62 NL (56 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,0crbdVu4AT5ahENV,,,,,,,,,,,,,,,,,Size,64 NL (58 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67474,38.56,Black,44 NL (38 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67475,38.56,Black,46 NL (40 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67476,38.56,Black,48 NL (42 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67477,38.56,Black,50 NL (44 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67478,38.56,Black,52 NL (46 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67479,38.56,Black,54 NL (48 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67480,38.56,Black,56 NL (50 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67481,38.56,Black,58 NL (52 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67482,38.56,Black,60 NL (54 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67483,38.56,Black,62 NL (56 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67485_67484,38.56,Black,64 NL (58 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67474,38.56,Convoy Grey,44 NL (38 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67475,38.56,Convoy Grey,46 NL (40 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67476,38.56,Convoy Grey,48 NL (42 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67477,38.56,Convoy Grey,50 NL (44 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67478,38.56,Convoy Grey,52 NL (46 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67479,38.56,Convoy Grey,54 NL (48 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67480,38.56,Convoy Grey,56 NL (50 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67481,38.56,Convoy Grey,58 NL (52 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67482,38.56,Convoy Grey,60 NL (54 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67483,38.56,Convoy Grey,62 NL (56 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67486_67484,38.56,Convoy Grey,64 NL (58 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67474,38.56,Navy,44 NL (38 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67475,38.56,Navy,46 NL (40 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67476,38.56,Navy,48 NL (42 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67477,38.56,Navy,50 NL (44 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67478,38.56,Navy,52 NL (46 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67479,38.56,Navy,54 NL (48 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67480,38.56,Navy,56 NL (50 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67481,38.56,Navy,58 NL (52 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67482,38.56,Navy,60 NL (54 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67483,38.56,Navy,62 NL (56 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,0crbdVu4AT5ahENV,,,,,,,,,,,,,WK763_67487_67484,38.56,Navy,64 NL (58 FR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,QH2PtICZLZKm9prD,Werkoverall unisex,"65% polyester / 35% katoen. Twillstof. Wasbaar op 60 °C. 5 zakken op de voorkant: 2 opgezette zakken + 1 grote ritszak in het midden op de voorkant, met 1 penzak. 1 opgezette achterzak. Regelbare schouderbanden met een plastic gesp. Een brede elastiek op de achterkant, voor meer bewegingsvrijheid. Gulp met ritssluiting. Opening aan de zijkant met een dubbele knooplijst. 1 naametiket aan de binnenkant. Versterkte naden + knieversteviging. Ophanglus.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390348&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,WK. Designed To Work,Kleding,Werkoveral,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390348&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394974&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394973&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394985&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394983&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394571&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394972&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394971&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394977&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394970&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394969&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394987&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379847&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394975&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394976&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394986&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394984&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408048&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408047&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,QH2PtICZLZKm9prD,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_81085_67511,40.66,Forest Green,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_81085_67512,40.66,Forest Green,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_81085_67513,40.66,Forest Green,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_81085_67514,40.66,Forest Green,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_81085_67515,40.66,Forest Green,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_81085_67516,40.66,Forest Green,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_81085_67517,40.66,Forest Green,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67518_67511,40.66,Royal Blue,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67518_67512,40.66,Royal Blue,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67518_67513,40.66,Royal Blue,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67518_67514,40.66,Royal Blue,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67518_67515,40.66,Royal Blue,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67518_67516,40.66,Royal Blue,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67518_67517,40.66,Royal Blue,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67519_67511,40.66,White,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67519_67512,40.66,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67519_67513,40.66,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67519_67514,40.66,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67519_67515,40.66,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67519_67516,40.66,White,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,QH2PtICZLZKm9prD,,,,,,,,,,,,,WK829_67519_67517,40.66,White,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,sXURT7URJGem8nbx,Microfleece Vest Met Rits,"100% polyester. Polyester anti-pilling microfleece. 2 voorzakken met rits. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ 1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=257347&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,WK. Designed To Work,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257347&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257343&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257344&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257345&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257346&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257342&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257341&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257340&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=180739&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=180751&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257485&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=257484&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Color,Convoy Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,sXURT7URJGem8nbx,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
