type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_variation,IxlsyhNxAO9OeYdi,,,,,,,,KI0296N_74134_74131,4.9,Natural,One Size,,,,,,,,,,,
product,Abk2c2o5uddELZc5,XXL shopper,"100% katoen. Klassieke shopper, maat extra large. Hengsels in katoenlint in contrasterende kleuren. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=266672&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266672&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,Abk2c2o5uddELZc5,,,,,,,,,,,,Color,Black / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,Abk2c2o5uddELZc5,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,Abk2c2o5uddELZc5,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,Abk2c2o5uddELZc5,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,Abk2c2o5uddELZc5,,,,,,,,,,,,Color,Navy / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,Abk2c2o5uddELZc5,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,Abk2c2o5uddELZc5,,,,,,,,KI0297_74137_74135,11.3,Black / Natural,One Size,,,,,,,,,,,
product_variation,Abk2c2o5uddELZc5,,,,,,,,KI0297N_74138_74136,7.8,Natural / Black,One Size,,,,,,,,,,,
product_variation,Abk2c2o5uddELZc5,,,,,,,,KI0297_74139_74135,11.3,Navy / Natural,One Size,,,,,,,,,,,
product,z9J94iFVrZWuDhqQ,Shopper van katoen en verlijmde jutedraad,100% jute + 100% katoen. Klassieke shopper met een onderpaneel in gelamineerd jute en een katoenen hoofdpaneel voor eenvoudige personalisatie. Katoenen hengsels.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266671&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266671&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408929&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Arandano Red / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Black / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Cumin Yellow / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Dusty Light Green / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Ice Mint / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Light Sand / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Minorca Navy / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Sage / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Color,Snow Grey / Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,z9J94iFVrZWuDhqQ,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74142_74140,9.54,Arandano Red / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74143_74140,9.54,Black / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74144_74140,9.54,Cumin Yellow / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74145_74140,9.54,Dusty Light Green / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74146_74140,9.54,Ice Mint / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74147_74140,9.54,Light Sand / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74148_74140,9.54,Minorca Navy / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298N_74149_74141,8,Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74150_74140,9.54,Sage / Natural,One Size,,,,,,,,,,,
product_variation,z9J94iFVrZWuDhqQ,,,,,,,,KI0298_74151_74140,9.54,Snow Grey / Natural,One Size,,,,,,,,,,,
product,sKytqcy8QuEszxHu,Gerecycleerde koelshopper,75% gerecycleerd katoen / 22% gerecycleerd polyester / 3% andere vezels. 100% personaliseerbare zak aan de voorkant. Ritssluiting aan de bovenkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266274&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266274&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,sKytqcy8QuEszxHu,,,,,,,,,,,,Color,Black Night / Hemp,RADIOBUTTONS,TRUE,,,,,,,
product_option,sKytqcy8QuEszxHu,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,sKytqcy8QuEszxHu,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,sKytqcy8QuEszxHu,,,,,,,,,,,,Color,Ecume / Hemp,RADIOBUTTONS,TRUE,,,,,,,
product_option,sKytqcy8QuEszxHu,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,sKytqcy8QuEszxHu,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_variation,sKytqcy8QuEszxHu,,,,,,,,KI0378S_74182_74180,10.84,Black Night / Hemp,S,,,,,,,,,,,
product_variation,sKytqcy8QuEszxHu,,,,,,,,KI0378M_74183_74181,15.56,Black Night / Hemp,M,,,,,,,,,,,
product_variation,sKytqcy8QuEszxHu,,,,,,,,KI0378S_74185_74180,10.84,Ecume / Hemp,S,,,,,,,,,,,
product_variation,sKytqcy8QuEszxHu,,,,,,,,KI0378M_74184_74181,15.56,Ecume / Hemp,M,,,,,,,,,,,
product,Z5uROPmTSjlh3zh9,Katoenen handtas met schouderriem,100% katoen. Katoenen schouderriem. Hoofdvak met ritssluiting. Grote voorzak met nog een verticale zak met rits voor eenvoudige personalisatie. Verstelbare schouderriem.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266342&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266342&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,Z5uROPmTSjlh3zh9,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,Z5uROPmTSjlh3zh9,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,Z5uROPmTSjlh3zh9,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,Z5uROPmTSjlh3zh9,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,Z5uROPmTSjlh3zh9,,,,,,,,KI0375_74172_74171,13.4,Black,One Size,,,,,,,,,,,
product_variation,Z5uROPmTSjlh3zh9,,,,,,,,KI0375_74173_74171,13.4,Navy,One Size,,,,,,,,,,,
product,WEdeRxkWUl2Hp5qd,Shopper van gevlochten jute met gebreide look,"100% jute. Shopper in gevlochten jute met gebreide look. Katoenen hengsels. Ritssluiting aan de bovenkant. Katoenen voering aan de binnenkant. Drukkersrits aan weerszijden van de voering, voor eenvoudige decoratie. Binnenzak met ritssluiting voor spulletjes.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=266947&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266947&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266945&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266946&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266944&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=307729&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331295&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,
product_option,WEdeRxkWUl2Hp5qd,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,WEdeRxkWUl2Hp5qd,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WEdeRxkWUl2Hp5qd,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,WEdeRxkWUl2Hp5qd,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,WEdeRxkWUl2Hp5qd,,,,,,,,KI0257_74098_74096,22.1,Black,One Size,,,,,,,,,,,
product_variation,WEdeRxkWUl2Hp5qd,,,,,,,,KI0257N_74099_74097,17.14,Natural,One Size,,,,,,,,,,,
product,umgD0ligBOr7Mtyh,Padel tas,100 % gerecycled polyester. <br/>Deze tas is op maat gemaakt voor een racket. <br/>Dankzij de verstelbare band kan de tas ook over de schouder worden gedragen. <br/>Contrasterende ritsen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383674&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383674&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,umgD0ligBOr7Mtyh,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,umgD0ligBOr7Mtyh,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,umgD0ligBOr7Mtyh,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,umgD0ligBOr7Mtyh,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,umgD0ligBOr7Mtyh,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,umgD0ligBOr7Mtyh,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,umgD0ligBOr7Mtyh,,,,,,,,KI0381_80393_80392,11.24,Black,One Size,,,,,,,,,,,
product_variation,umgD0ligBOr7Mtyh,,,,,,,,KI0381_80394_80392,11.24,Black / Red,One Size,,,,,,,,,,,
product_variation,umgD0ligBOr7Mtyh,,,,,,,,KI0381_80395_80392,11.24,Black / Royal Blue,One Size,,,,,,,,,,,
product,RcNRUCh2fVXTO7I3,Padel rugzak,"100 % gerecycled polyester. <br/>Deze rugzak heeft twee vakken, één voor het racket en een tweede, groter vak voor reservekleding of andere accessoires.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383673&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383673&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,RcNRUCh2fVXTO7I3,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,RcNRUCh2fVXTO7I3,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,RcNRUCh2fVXTO7I3,,,,,,,,KI0382_80397_80396,22.04,Black,One Size,,,,,,,,,,,
product,a124vE0f1v9tzd72,Schoenentas,100 % polyester. <br/>Deze tas heeft twee vakken en is ruim genoeg voor trekking- of veiligheidsschoenen. <br/>De handige handgreep zit om de tas heen om hem te verstevigen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392563&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392563&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=417985&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=417984&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,
product_option,a124vE0f1v9tzd72,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,a124vE0f1v9tzd72,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,a124vE0f1v9tzd72,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,a124vE0f1v9tzd72,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,a124vE0f1v9tzd72,,,,,,,,KI0383_80399_80398,12.54,Black,One Size,,,,,,,,,,,
product_variation,a124vE0f1v9tzd72,,,,,,,,KI0383_80400_80398,12.54,Navy,One Size,,,,,,,,,,,
product,3MwuqZ0RtH0IsWaj,Zware Shopper,Shopper van canvas Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67576&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67576&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67575&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,3MwuqZ0RtH0IsWaj,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,
product_option,3MwuqZ0RtH0IsWaj,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,3MwuqZ0RtH0IsWaj,,,,,,,,,,,,Color,Light Burnt / Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,3MwuqZ0RtH0IsWaj,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,3MwuqZ0RtH0IsWaj,,,,,,,,KI0212_37726_37722,4.42,Burnt Lime,One Size,,,,,,,,,,,
product_variation,3MwuqZ0RtH0IsWaj,,,,,,,,KI0212_37725_37722,4.42,Light Burnt / Orange,One Size,,,,,,,,,,,
product,QlTGJFi8ZVyUrgWL,Jute Strandtas,"Strandtas / shopper, katoenen hengsels, klittenbandsluiting.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67584&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67584&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207650&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207680&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207679&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67583&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331267&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Black / Silver,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Capuccino,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Cherry Red / Gold,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Cool Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Light Marsala,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Light Rosewood,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Natural / Gold,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Plum Violet,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Red Clay,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Saffron,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,True Coral,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,
product_option,QlTGJFi8ZVyUrgWL,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_54032_40248,6.26,Black,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219C_62834_62833,8.44,Black / Silver,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_40249_40248,6.26,Capuccino,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219C_62835_62833,8.44,Cherry Red / Gold,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_55733_40248,6.26,Cool Grey,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_54033_40248,6.26,Fuchsia,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_76906_40248,6.26,Ice Mint,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_55734_40248,6.26,Light Marsala,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_76907_40248,6.26,Light Rosewood,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_40250_40248,6.26,Lime,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_40251_40248,6.26,Midnight Blue,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219N_61036_61035,5.56,Natural,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_62836_40248,6.26,Natural / Gold,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_55735_40248,6.26,Plum Violet,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_80389_40248,6.26,Red Clay,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_40252_40248,6.26,Saffron,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_76908_40248,6.26,True Coral,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_40253_40248,6.26,Turquoise,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_55736_40248,6.26,White,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_40254_40248,6.26,Wine,One Size,,,,,,,,,,,
product_variation,QlTGJFi8ZVyUrgWL,,,,,,,,KI0219_54035_40248,6.26,Yellow,One Size,,,,,,,,,,,
product,WlNTQR5D67gFsmmU,Jute Shopper,"Shopper van jute met katoenen hengsels, voorvak van katoen. Natural Kleur: Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1164/1, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67587&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67587&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Color,Black / Silver,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Color,Cherry Red / Gold,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Color,Lime Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
