type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14
product,M8zrjsl8LuSaxIOB,Muts met kerstmotieven,95% acryl / 5% elastaan. Muts met pompon.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367585&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367585&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367593&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367592&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367591&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367583&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367588&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367587&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367594&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367590&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367584&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367589&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367582&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367581&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367586&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl
product_option,M8zrjsl8LuSaxIOB,,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,M8zrjsl8LuSaxIOB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,M8zrjsl8LuSaxIOB,,,,,,,,,,,,,,,,Color,Night Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,M8zrjsl8LuSaxIOB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,M8zrjsl8LuSaxIOB,,,,,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,M8zrjsl8LuSaxIOB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,M8zrjsl8LuSaxIOB,,,,,,,,,,,,KP558_80740_80739,7.46,Cherry Red,One Size,,,,,,,,,,,,,
product_variation,M8zrjsl8LuSaxIOB,,,,,,,,,,,,KP558_80741_80739,7.46,Night Navy,One Size,,,,,,,,,,,,,
product_variation,M8zrjsl8LuSaxIOB,,,,,,,,,,,,KP558_80742_80739,7.46,Off White,One Size,,,,,,,,,,,,,
product,FEf2iRIi8bSR7e3W,Microgeperforeerde pet - 6 panelen,100% gerecycleerd polyester. De 4 achterpanelen zijn met de laser microgeperforeerd voor een uitstekende ventilatie. Gewelfde klep en klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390614&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390614&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390613&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390615&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383762&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Color,Nocturn Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Color,Sky Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FEf2iRIi8bSR7e3W,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,FEf2iRIi8bSR7e3W,,,,,,,,,,,,KP918_80744_80743,19.66,Black,One Size,,,,,,,,,,,,,
product_variation,FEf2iRIi8bSR7e3W,,,,,,,,,,,,KP918_80745_80743,19.66,Navy,One Size,,,,,,,,,,,,,
product_variation,FEf2iRIi8bSR7e3W,,,,,,,,,,,,KP918_80746_80743,19.66,Nocturn Blue,One Size,,,,,,,,,,,,,
product_variation,FEf2iRIi8bSR7e3W,,,,,,,,,,,,KP918_80747_80743,19.66,Sky Grey,One Size,,,,,,,,,,,,,
product_variation,FEf2iRIi8bSR7e3W,,,,,,,,,,,,KP918_80748_80743,19.66,White,One Size,,,,,,,,,,,,,
product,NfLDXQFJCO3QZUdi,Pet - 6 panelen,100% gerecycleerd polyester. Gewelfde klep en klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383761&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383761&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390609&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390610&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390611&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390612&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Color,Dark Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Color,Icy Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Color,Rock grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,NfLDXQFJCO3QZUdi,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,NfLDXQFJCO3QZUdi,,,,,,,,,,,,KP919_80750_80749,18.26,Black,One Size,,,,,,,,,,,,,
product_variation,NfLDXQFJCO3QZUdi,,,,,,,,,,,,KP919_80751_80749,18.26,Dark Blue,One Size,,,,,,,,,,,,,
product_variation,NfLDXQFJCO3QZUdi,,,,,,,,,,,,KP919_80752_80749,18.26,Icy Blue,One Size,,,,,,,,,,,,,
product_variation,NfLDXQFJCO3QZUdi,,,,,,,,,,,,KP919_80753_80749,18.26,Rock grey,One Size,,,,,,,,,,,,,
product_variation,NfLDXQFJCO3QZUdi,,,,,,,,,,,,KP919_80754_80749,18.26,White,One Size,,,,,,,,,,,,,
product,RMg75GvT0nuqLs97,Trucker pet - 6 panelen,100% gerecycleerd polyester. Truckermodel met Snapback-sluiting. Voorpanelen in Oxford-polyester. Tricot van gerecycleerd polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383760&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383760&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390605&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390606&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390607&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390608&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Color,Abyss Blue Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Color,Dark Shadow Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Color,Granite Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,RMg75GvT0nuqLs97,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,RMg75GvT0nuqLs97,,,,,,,,,,,,KP920_80756_80755,16.14,Abyss Blue Heather,One Size,,,,,,,,,,,,,
product_variation,RMg75GvT0nuqLs97,,,,,,,,,,,,KP920_80757_80755,16.14,Black,One Size,,,,,,,,,,,,,
product_variation,RMg75GvT0nuqLs97,,,,,,,,,,,,KP920_80758_80755,16.14,Dark Shadow Heather,One Size,,,,,,,,,,,,,
product_variation,RMg75GvT0nuqLs97,,,,,,,,,,,,KP920_80759_80755,16.14,Granite Grey Heather,One Size,,,,,,,,,,,,,
product,MMxWHACUcjOgBe5w,Dubbel geribde muts met omslag,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383744&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383744&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390870&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390869&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390871&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Color,Algae Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Color,Granite Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,MMxWHACUcjOgBe5w,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,MMxWHACUcjOgBe5w,,,,,,,,,,,,KP953_81155_80773,8.06,Algae Green,One Size,,,,,,,,,,,,,
product_variation,MMxWHACUcjOgBe5w,,,,,,,,,,,,KP953_80774_80773,8.06,Black,One Size,,,,,,,,,,,,,
product_variation,MMxWHACUcjOgBe5w,,,,,,,,,,,,KP953_81156_80773,8.06,Granite Grey,One Size,,,,,,,,,,,,,
product_variation,MMxWHACUcjOgBe5w,,,,,,,,,,,,KP953_80777_80773,8.06,Light Sand,One Size,,,,,,,,,,,,,
product_variation,MMxWHACUcjOgBe5w,,,,,,,,,,,,KP953_80778_80773,8.06,Navy,One Size,,,,,,,,,,,,,
product,85NHjMmLx6GPQx0A,Geribde muts met omslag,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Muts met omslag. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383759&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383759&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390604&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390603&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Color,Mauve,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,85NHjMmLx6GPQx0A,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,85NHjMmLx6GPQx0A,,,,,,,,,,,,KP950_80761_80760,9.1,Black,One Size,,,,,,,,,,,,,
product_variation,85NHjMmLx6GPQx0A,,,,,,,,,,,,KP950_80762_80760,9.1,Light Sand,One Size,,,,,,,,,,,,,
product_variation,85NHjMmLx6GPQx0A,,,,,,,,,,,,KP950_80763_80760,9.1,Mauve,One Size,,,,,,,,,,,,,
product_variation,85NHjMmLx6GPQx0A,,,,,,,,,,,,KP950_80764_80760,9.1,Off White,One Size,,,,,,,,,,,,,
product,PDsdwvQG4iLiDw3m,Geribde muts met dubbele omslag,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Geribde muts met dubbele omslag. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het platform van Aware™. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383758&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383758&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390876&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390875&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383750&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383757&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383751&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383753&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383755&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Color,Algae Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Color,Cement Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Color,Twilight Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PDsdwvQG4iLiDw3m,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,PDsdwvQG4iLiDw3m,,,,,,,,,,,,KP951_81153_80765,10.9,Algae Green,One Size,,,,,,,,,,,,,
product_variation,PDsdwvQG4iLiDw3m,,,,,,,,,,,,KP951_80766_80765,10.9,Black,One Size,,,,,,,,,,,,,
product_variation,PDsdwvQG4iLiDw3m,,,,,,,,,,,,KP951_81154_80765,10.9,Cement Grey,One Size,,,,,,,,,,,,,
product_variation,PDsdwvQG4iLiDw3m,,,,,,,,,,,,KP951_80769_80765,10.9,Twilight Blue,One Size,,,,,,,,,,,,,
product,DNTpbozyqhQOp0B2,Lange muts,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Lange, dubbel geribde muts. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383749&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383749&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390874&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390873&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383746&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383745&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383748&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383747&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390872&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,DNTpbozyqhQOp0B2,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DNTpbozyqhQOp0B2,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DNTpbozyqhQOp0B2,,,,,,,,,,,,,,,,Color,Insignia Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DNTpbozyqhQOp0B2,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,DNTpbozyqhQOp0B2,,,,,,,,,,,,KP952_80771_80770,6.54,Black,One Size,,,,,,,,,,,,,
product_variation,DNTpbozyqhQOp0B2,,,,,,,,,,,,KP952_80772_80770,6.54,Insignia Blue,One Size,,,,,,,,,,,,,
product,hBPhRd0aiOoSoDSx,Fijn gebreide muts,"100% Polylana® (50% gerecycleerd polyester / 50% polyester). Fijn gebreide muts met omslag. Polylana®-vezel voelt even zacht en aangenaam aan als wol. Dit alternatief voor acryl heeft een lage milieu-impact omdat er voor de productie minder energie en water nodig is. De CO2-uitstoot is dan ook kleiner. Polylana®-garen is Impact Aware™ gecertificeerd, wat een 100% transparant en eerlijk product garandeert doorheen de hele productieketen. De authenticiteit van de Polylana®-vezel kan worden geverifieerd via het blockchainplatform van Aware™. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform. Zo kunnen de certificeringen makkelijk worden geraadpleegd met een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383743&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383743&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390868&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390867&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Color,Algae Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Color,Cement Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Color,Dark Cherry,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hBPhRd0aiOoSoDSx,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
