type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14
product_option,DKvmCMxBKmhrRy2t,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,
product_option,DKvmCMxBKmhrRy2t,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,DKvmCMxBKmhrRy2t,,,,,,,,,,,,,,,,,KP213_80669_80668,13.2,Fluorescent Orange,One Size,,,,,,,,
product_variation,DKvmCMxBKmhrRy2t,,,,,,,,,,,,,,,,,KP213_80670_80668,13.2,Fluorescent Yellow,One Size,,,,,,,,
product_variation,DKvmCMxBKmhrRy2t,,,,,,,,,,,,,,,,,KP213_80671_80668,13.2,Navy,One Size,,,,,,,,
product,FN5uaNWg0VIOgLTW,Wintermuts/pet,100% polyester. Wintermuts/pet met oorbescherming. Koordje aan de kin om de oorbescherming te verstellen bij sterke wind.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383819&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383819&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390706&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390707&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390705&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390704&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_variation,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,KP222_80677_80675,18.06,Fluorescent Orange,S/M,,,,,,,,
product_variation,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,KP222_80677_80676,18.06,Fluorescent Orange,L/XL,,,,,,,,
product_variation,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,KP222_80678_80675,18.06,Fluorescent Yellow,S/M,,,,,,,,
product_variation,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,KP222_80678_80676,18.06,Fluorescent Yellow,L/XL,,,,,,,,
product_variation,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,KP222_80679_80675,18.06,Navy,S/M,,,,,,,,
product_variation,FN5uaNWg0VIOgLTW,,,,,,,,,,,,,,,,,KP222_80679_80676,18.06,Navy,L/XL,,,,,,,,
product,2EpuE5n2GSWq6TUE,Sport snood,92% polyamide / 8% elastaan. Naadloze stof voor uitstekend comfort. Ideaal voor buitensporten zoals hardlopen of fietsen in de winter. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394440&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394440&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383800&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,2EpuE5n2GSWq6TUE,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2EpuE5n2GSWq6TUE,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,2EpuE5n2GSWq6TUE,,,,,,,,,,,,,,,,,KP437_80717_80716,10.8,Black,One Size,,,,,,,,
product,s6q69ZmljqydtfaM,Naadloze hoofdband,79% polyamide / 21% elastaan. Naadloze hoofdband. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386304&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Hoofdband,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386304&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,s6q69ZmljqydtfaM,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,s6q69ZmljqydtfaM,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,s6q69ZmljqydtfaM,,,,,,,,,,,,,,,,,KP440_80723_80722,8.9,Black,One Size,,,,,,,,
product,n2deJ8t5HJrezzSo,Naadloze hoofdband voor kinderen,79% polyamide / 21% elastaan. Naadloze hoofdband. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386305&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Hoofdband,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386305&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,n2deJ8t5HJrezzSo,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,n2deJ8t5HJrezzSo,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,n2deJ8t5HJrezzSo,,,,,,,,,,,,,,,,,KP439_80721_80720,8.2,Black,One Size,,,,,,,,
product,YYfdE4mUpQpHnlj0,Sport snood voor kinderen,92% polyamide / 8% elastaan. Naadloze stof voor uitstekend comfort. Ideaal voor buitensporten in de winter. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386306&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386306&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,YYfdE4mUpQpHnlj0,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,YYfdE4mUpQpHnlj0,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,YYfdE4mUpQpHnlj0,,,,,,,,,,,,,,,,,KP438_80719_80718,9.26,Black,One Size,,,,,,,,
product,ll8IImjJDYj4sM20,Ademende en naadloze muts,94% polyamide / 6% elastaan. Ademende en naadloze muts. Geschikt voor sport en alle buitenactiviteiten. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394438&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394438&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383800&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,ll8IImjJDYj4sM20,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,ll8IImjJDYj4sM20,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,ll8IImjJDYj4sM20,,,,,,,,,,,,,,,,,KP441_80725_80724,12.44,Black,One Size,,,,,,,,
product,oK6GF1x47Dumm9JM,Naadloze bivakmuts,"95% polyamide / 5% elastaan. Naadloze bivakmuts. Perfecte pasvorm rond het hoofd, met een grote bewegingsvrijheid en een goede warmteregulatie. Gemaakt in Italië.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=386303&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Balaclava,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386303&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,oK6GF1x47Dumm9JM,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,oK6GF1x47Dumm9JM,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,oK6GF1x47Dumm9JM,,,,,,,,,,,,,,,,,KP442_80727_80726,16.44,Black,One Size,,,,,,,,
product,NqiflH6KaVOlYhMn,Naadloze bivakmuts voor kinderen,"95% polyamide / 5% elastaan. Naadloze bivakmuts. Perfecte pasvorm rond het hoofd, met een grote bewegingsvrijheid en een goede warmteregulatie. Gemaakt in Italië.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=386302&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Balaclava,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386302&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,NqiflH6KaVOlYhMn,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,NqiflH6KaVOlYhMn,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,NqiflH6KaVOlYhMn,,,,,,,,,,,,,,,,,KP443_80729_80728,15.56,Black,One Size,,,,,,,,
product,wOKGxsVXBjUB9R0h,Naadloze armwarmer,"95% polyamide / 5% elastaan. Naadloze, voorgevormde armwarmer die altijd perfect rond de arm past. De stof aan de elleboog is aangepast om comfort en bewegingsvrijheid te garanderen. Ideaal voor fietsen en hardlopen. Gemaakt in Italië.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383798&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383798&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383799&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383792&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383793&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383794&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,wOKGxsVXBjUB9R0h,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,wOKGxsVXBjUB9R0h,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,wOKGxsVXBjUB9R0h,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_variation,wOKGxsVXBjUB9R0h,,,,,,,,,,,,,,,,,KP455_80732_80730,21.44,Black,S/M,,,,,,,,
product_variation,wOKGxsVXBjUB9R0h,,,,,,,,,,,,,,,,,KP455_80732_80731,21.44,Black,L/XL,,,,,,,,
product,Y8mrl8gTM5EhzdUJ,Naadloze beenwarmer,"95% polyamide / 5% elastaan. Naadloze, voorgevormde beenwarmer die altijd perfect rond het been past. De stof aan de knie is aangepast om comfort en bewegingsvrijheid te garanderen. Voor wegfietsers en mountainbikers.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383795&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383795&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383796&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383794&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383797&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383793&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383792&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,
product_option,Y8mrl8gTM5EhzdUJ,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,Y8mrl8gTM5EhzdUJ,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,Y8mrl8gTM5EhzdUJ,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_variation,Y8mrl8gTM5EhzdUJ,,,,,,,,,,,,,,,,,KP456_80735_80733,26.86,Black,S/M,,,,,,,,
product_variation,Y8mrl8gTM5EhzdUJ,,,,,,,,,,,,,,,,,KP456_80735_80734,26.86,Black,L/XL,,,,,,,,
product,08tgoREJSrVyQvzh,Vintage bob,100% biologisch katoen. De muts is verwassen om het product een vintage look te geven. De kleurvariaties maken elk stuk uniek.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383818&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383818&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390702&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390703&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Color,Sand Washed,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Color,Washed Black,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Color,Washed Navy Blue,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Color,Washed Organic Khaki,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,
product_option,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_80684_80680,13.96,Sand Washed,S/M,,,,,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_80684_80681,13.96,Sand Washed,L/XL,,,,,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_84062_80680,13.96,Washed Black,S/M,,,,,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_84062_80681,13.96,Washed Black,L/XL,,,,,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_84063_80680,13.96,Washed Navy Blue,S/M,,,,,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_84063_80681,13.96,Washed Navy Blue,L/XL,,,,,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_84064_80680,13.96,Washed Organic Khaki,S/M,,,,,,,,
product_variation,08tgoREJSrVyQvzh,,,,,,,,,,,,,,,,,KP223_84064_80681,13.96,Washed Organic Khaki,L/XL,,,,,,,,
product,29JM0lxptig0iamD,Vintage pet - Dad cap,100% biologisch katoen. Voorgevormd voorpaneel voor een 'dad cap' look. Gebogen klep. De pet is verwassen om hem een vintage look te geven. De kleurvariaties maken elk stuk uniek.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390700&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390700&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383817&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390701&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Color,Sand Washed,RADIOBUTTONS,TRUE,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Color,Washed Black,RADIOBUTTONS,TRUE,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Color,Washed Navy Blue,RADIOBUTTONS,TRUE,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Color,Washed Organic Khaki,RADIOBUTTONS,TRUE,,,,
product_option,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,KP224_80688_80686,12.64,Sand Washed,One Size,,,,,,,,
product_variation,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,KP224_84065_80686,12.64,Washed Black,One Size,,,,,,,,
product_variation,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,KP224_84066_80686,12.64,Washed Navy Blue,One Size,,,,,,,,
product_variation,29JM0lxptig0iamD,,,,,,,,,,,,,,,,,KP224_84067_80686,12.64,Washed Organic Khaki,One Size,,,,,,,,
product,olFp4l7G9Erk2sWU,Truckerpet - 5 panelen,100% katoen. Voorpaneel en klep in katoen. Achterpanelen in polyester.  Voorgevormde klep. Snapbacksluiting in retrostijl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383816&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383816&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390696&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390697&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390698&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390699&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue / Black,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue / White,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,
product_option,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80692_80691,6.14,Black,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80693_80691,6.14,Black / Light Grey,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80694_80691,6.14,Black / White,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80695_80691,6.14,Dark Grey,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80696_80691,6.14,Forest Green,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80697_80691,6.14,Navy,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80698_80691,6.14,Navy / White,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80699_80691,6.14,Red,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80700_80691,6.14,Red / White,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80701_80691,6.14,Royal Blue / Black,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80702_80691,6.14,Royal Blue / White,One Size,,,,,,,,
product_variation,olFp4l7G9Erk2sWU,,,,,,,,,,,,,,,,,KP225_80703_80691,6.14,White,One Size,,,,,,,,
