type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25
product_variation,65ylgUcGy4yzLoAa,,,,,,,,,,,,,,,,,,,,,,,,,K886_55175_16818,9.74,Dark Grey,One Size,,,,,,,,,,,
product_variation,65ylgUcGy4yzLoAa,,,,,,,,,,,,,,,,,,,,,,,,,K886CC_60978_60977,13.9,Denim,One Size,,,,,,,,,,,
product_variation,65ylgUcGy4yzLoAa,,,,,,,,,,,,,,,,,,,,,,,,,K886_59971_16818,9.74,Light Grey,One Size,,,,,,,,,,,
product_variation,65ylgUcGy4yzLoAa,,,,,,,,,,,,,,,,,,,,,,,,,K886_55176_16818,9.74,Navy,One Size,,,,,,,,,,,
product_variation,65ylgUcGy4yzLoAa,,,,,,,,,,,,,,,,,,,,,,,,,K886_59972_16818,9.74,Red,One Size,,,,,,,,,,,
product_variation,65ylgUcGy4yzLoAa,,,,,,,,,,,,,,,,,,,,,,,,,K886_59973_16818,9.74,White,One Size,,,,,,,,,,,
product_variation,65ylgUcGy4yzLoAa,,,,,,,,,,,,,,,,,,,,,,,,,K886_16835_16818,9.74,Wine,One Size,,,,,,,,,,,
product,iISzCJKE9aDhoGrM,Katoenen lang schort,"100% katoen. Thuis wassen op 60 °C. 2 zakken: 1  grote zak en 1 zak verdeeld  in 2 compartimenten. Afmetingen: H 62,5 cm  x B 90 cm. Denim kleur: dit product kreeg een speciale behandeling om het er verouderd te laten uitzien. Dit ambachtelijke procedé maakt dat er kleurverschillen zijn tussen de producten, waardoor elk stuk uniek is.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=244116&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kariban,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244116&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244119&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244118&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244122&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244121&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244139&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244138&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244117&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244120&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371978&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371979&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Denim,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,
product_option,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_55177_16848,13.54,Beige,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_16864_16848,13.54,Black,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_55178_16848,13.54,Chocolate,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_55179_16848,13.54,Dark Grey,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887CC_60980_60979,21.86,Denim,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_59975_16848,13.54,Light Grey,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_55180_16848,13.54,Navy,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_59976_16848,13.54,Red,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_59977_16848,13.54,White,One Size,,,,,,,,,,,
product_variation,iISzCJKE9aDhoGrM,,,,,,,,,,,,,,,,,,,,,,,,,K887_16865_16848,13.54,Wine,One Size,,,,,,,,,,,
product,4DSru5FS2FewptPg,Apron - Kinderschort,"100% katoen. Verstelbaar met metalen sluiting aan de hals.  Grote zak aan de voorkant met 2 vakken.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=379143&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kariban,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379143&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379138&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379139&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379141&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379144&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379146&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379147&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379148&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371977&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379145&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379140&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379142&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lagoon,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_option,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,K889_36018_36017,11.5,Black,One Size,,,,,,,,,,,
product_variation,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,K889_36019_36017,11.5,Dark Pink,One Size,,,,,,,,,,,
product_variation,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,K889_36020_36017,11.5,Lagoon,One Size,,,,,,,,,,,
product_variation,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,K889_36021_36017,11.5,Lime,One Size,,,,,,,,,,,
product_variation,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,K889_36022_36017,11.5,Navy,One Size,,,,,,,,,,,
product_variation,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,K889_36023_36017,11.5,Red,One Size,,,,,,,,,,,
product_variation,4DSru5FS2FewptPg,,,,,,,,,,,,,,,,,,,,,,,,,K889_36024_36017,11.5,White,One Size,,,,,,,,,,,
product,qRq9wiQeGCtxbMug,Polykatoen schort met vak,"65% polyester / 35% katoen (Denim, Black Denim 65 % katoen / 35 % polyester). Wasbaar op 60°C. Lengte verstelbaar via een metalen gesp aan de hals. Groot voorvak met 2 compartimenten. Afmetingen : L 90 cm - B 76 cm. Poche : L 20 cm - B 31,5 cm. Dit product kreeg een speciale behandeling om het er verouderd te laten uitzien. Dit ambachtelijke procedé maakt dat er kleurverschillen zijn tussen de producten, waardoor elk stuk uniek is.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=244131&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kariban,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244131&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244137&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244136&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244134&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244132&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244133&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244130&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244129&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244128&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244135&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371976&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371975&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Angora,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black Denim,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Burnt Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Cacao,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Camel,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Denim,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Green Olive,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lagoon,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light khaki,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Marsala,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Mustard,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Tropical Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,
product_option,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_59978_46791,11.5,Angora,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_46792_46791,11.5,Beige,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_46793_46791,11.5,Black,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890CC_59979_46812,17.24,Black Denim,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_46794_46791,11.5,Bottle Green,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_46795_46791,11.5,Burnt Orange,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_59980_46791,11.5,Cacao,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_59981_46791,11.5,Camel,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_46796_46791,11.5,Chocolate,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_46797_46791,11.5,Dark Grey,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890_46798_46791,11.5,Dark Pink,One Size,,,,,,,,,,,
product_variation,qRq9wiQeGCtxbMug,,,,,,,,,,,,,,,,,,,,,,,,,K890CC_46813_46812,17.24,Denim,One Size,,,,,,,,,,,
