type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11
product_variation,Zns4PtN8gDTWfYRh,,,,,,,,,R68_9290_9287,91.88,Red / Black,XL,,,,,,,,,,,,,
product_variation,Zns4PtN8gDTWfYRh,,,,,,,,,R68_9290_9288,91.88,Red / Black,XXL,,,,,,,,,,,,,
product,tXkMQHupIZ5vX9vx,Heavy Duty Removable Sleeve Jacket,"Buitenkant: 600D heavy duty oxford Taslon met PU coating. Wattering: 100% polyester 160 gram. Binnenvoering: 100% polyester 190T. Afritsbare mouwen. Polartherm™ gevoerde kraag. Versterkte naden. Kraag met fleece gevoerd. 3M™Scotchlite ™ reflecterende piping op de voor- en achterkant en op de mouwen. Volledige ritssluiting met stormoverslag met drukknopen. Lusjes voor headset. 2 opgezette zakken, 2 borstzakken met 2 penhouder en 2 sleutelringen (waarvan 1 veborgen). 2 binnenzakken. Elastische mouwuiteinden en onderkant. Drukkersritsen. Windproof.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=276553&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276553&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276552&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Color,Royal Blue / Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,tXkMQHupIZ5vX9vx,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9318_37230,72.56,Grey / Black,S,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9318_9310,72.56,Grey / Black,M,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9318_9311,72.56,Grey / Black,L,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9318_9312,72.56,Grey / Black,XL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9318_9313,72.56,Grey / Black,XXL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9318_9314,72.56,Grey / Black,3XL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9317_37230,72.56,Navy,S,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9317_9310,72.56,Navy,M,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9317_9311,72.56,Navy,L,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9317_9312,72.56,Navy,XL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9317_9313,72.56,Navy,XXL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9317_9314,72.56,Navy,3XL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9316_37230,72.56,Royal Blue / Navy,S,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9316_9310,72.56,Royal Blue / Navy,M,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9316_9311,72.56,Royal Blue / Navy,L,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9316_9312,72.56,Royal Blue / Navy,XL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9316_9313,72.56,Royal Blue / Navy,XXL,,,,,,,,,,,,,
product_variation,tXkMQHupIZ5vX9vx,,,,,,,,,R71_9316_9314,72.56,Royal Blue / Navy,3XL,,,,,,,,,,,,,
product,DJKgANVTUSrY8f3a,Heavy Duty Combo Coat,"Buitenkant: 600D heavy duty oxford Taslon met PU coating. Wattering: 100% polyester 160 gram. Binnenvoering: bovenkant 100% polyester fleece en onderkant 100% 190T nylon taffeta. Versterkte naden. Kraag met fleece gevoerd. 3M™Scotchlite ™ reflecterende piping op de voor- en achterkant en op de mouwen. Volledige ritssluiting met stormoverslag met drukknopen. Lusjes voor headset. 2 opgezette zakken, 2 borstzakken met 3 penhouders en 2 sleutelringen (waarvan 1 veborgen) en GSM zak. 2 binnenzakken en een groot vak van mesh. Elastische mouwuiteinden en onderkant. Drukkersritsen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391812&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391812&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Color,Navy / Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,DJKgANVTUSrY8f3a,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_9327_9320,84.06,Grey / Black,M,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_9327_9321,84.06,Grey / Black,L,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_9327_9322,84.06,Grey / Black,XL,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_9327_9323,84.06,Grey / Black,XXL,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_9327_9324,84.06,Grey / Black,3XL,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_52527_9320,84.06,Navy / Navy,M,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_52527_9321,84.06,Navy / Navy,L,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_52527_9322,84.06,Navy / Navy,XL,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_52527_9323,84.06,Navy / Navy,XXL,,,,,,,,,,,,,
product_variation,DJKgANVTUSrY8f3a,,,,,,,,,R72_52527_9324,84.06,Navy / Navy,3XL,,,,,,,,,,,,,
product,8zKlrVxfm98ABN1x,Ultra Padded Bodywarmer,"Buitenkant: 100% polyester. Binnenvoering: 100% polyester fleece. Vulling: 100% polyester 240 g/m² handgevuld. Capuchon in de kraag. Volledige ritssluiting. 2 zijzakken en 1 borstzak. Aanrijgkoordjes aan de capuchon, armsgaten en onderaan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71254&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71254&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392325&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,8zKlrVxfm98ABN1x,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5565_5557,52.78,Black,S,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5565_5558,52.78,Black,M,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5565_5559,52.78,Black,L,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5565_5560,52.78,Black,XL,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5565_5561,52.78,Black,XXL,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5563_5557,52.78,Navy,S,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5563_5558,52.78,Navy,M,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5563_5559,52.78,Navy,L,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5563_5560,52.78,Navy,XL,,,,,,,,,,,,,
product_variation,8zKlrVxfm98ABN1x,,,,,,,,,R88_5563_5561,52.78,Navy,XXL,,,,,,,,,,,,,
product,YBuwd4fMzfKrzUoD,Kids' Bodywarmer,"Buitenkant: 100% polyester. Zacht aanvoelen. Binnenvoering: 100% polyester fleece. Wattering van 100% polyesterwatten. Waterafstoten en winddicht. Warmtehoudend. Capuchon in de kraag. Volledige ritssluiting. 2 zijzakken en 1 borstzak. Aanrijgkoordjes aan de capuchon, armsgaten en onderaan. 3M™ Scotchlite™ veiligheidsdriehoek. Drukkersrits.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392326&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392326&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219368&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,5/6 years (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,7/8 years (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,9/10 years (9/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,11/12 years (11/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,5/6 years (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,7/8 years (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,9/10 years (9/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_option,YBuwd4fMzfKrzUoD,,,,,,,,,,,,,Size,11/12 years (11/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10169_10164,36.68,Navy,5/6 years (5/6 ans),,,,,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10169_10165,36.68,Navy,7/8 years (7/8 ans),,,,,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10169_10166,36.68,Navy,9/10 years (9/10 ans),,,,,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10169_10167,36.68,Navy,11/12 years (11/12 ans),,,,,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10168_10164,36.68,Red,5/6 years (5/6 ans),,,,,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10168_10165,36.68,Red,7/8 years (7/8 ans),,,,,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10168_10166,36.68,Red,9/10 years (9/10 ans),,,,,,,,,,,,,
product_variation,YBuwd4fMzfKrzUoD,,,,,,,,,R88J_10168_10167,36.68,Red,11/12 years (11/12 ans),,,,,,,,,,,,,
product,4XIcSbrwKohGhd4D,Alaska 3-in-1 Jacket,"Buitenjas: StormDri 2000 polyester met PVC coating. Gewatteerd met 280gsm  100% Polyester Microfleece. Voering van 100% polyester microfleece. Waterdicht en winddicht. Getapete naden. Gevoerde capuchon in de kraag met aanrijgkoord. Rits om binnenjas aan buitenjas te verbinden. Volledige ritssluiting met stormoverslag met drukknopen. 2 ruime zij- en borstzakken, 1 borstzak aan de binnenkant + gsm zak en grote mesh zak. Lusjes voor de MP3 oortjes. Elastische mouwuiteinden met klittenband verstelbaar. Aanrijgkoord onderaan. <br/>Binnenjas: 100% anti-pilling polyester microfleece. 2 ruime voorzakken. Volledige ritssluiting. Aanrijgkoord onderaan.",,Result,Kleding,Jas,,,,,,,,,,,,,,,,,,,
product_option,4XIcSbrwKohGhd4D,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,4XIcSbrwKohGhd4D,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,4XIcSbrwKohGhd4D,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,4XIcSbrwKohGhd4D,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,4XIcSbrwKohGhd4D,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,4XIcSbrwKohGhd4D,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,4XIcSbrwKohGhd4D,,,,,,,,,R99_9307_9301,42.5,Grey / Black,S,,,,,,,,,,,,,
product_variation,4XIcSbrwKohGhd4D,,,,,,,,,R99_9307_9302,42.5,Grey / Black,M,,,,,,,,,,,,,
product_variation,4XIcSbrwKohGhd4D,,,,,,,,,R99_9307_9303,42.5,Grey / Black,L,,,,,,,,,,,,,
product_variation,4XIcSbrwKohGhd4D,,,,,,,,,R99_9307_9304,42.5,Grey / Black,XL,,,,,,,,,,,,,
product_variation,4XIcSbrwKohGhd4D,,,,,,,,,R99_9307_9305,42.5,Grey / Black,XXL,,,,,,,,,,,,,
product,BMcjJcGj7ZbD6LLI,Cotton cap,100% twillkatoen. 5 panelen. Verstevigde voorzijde binnenin. Verluchtingsgaatjes. Aanpasbare maat met klittenbandsluiting. Geen naad op de voorkant wat de personalisatie vereenvoudigd.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71262&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71262&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71260&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Bottle,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Kelly,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Sky,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,BMcjJcGj7ZbD6LLI,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52529_52528,5.18,Black,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52530_52528,5.18,Bottle,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52531_52528,5.18,Burgundy,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52532_52528,5.18,Grey,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52533_52528,5.18,Kelly,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52534_52528,5.18,Navy,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52535_52528,5.18,Red,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52536_52528,5.18,Royal,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52537_52528,5.18,Sky,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52538_52528,5.18,White,One Size,,,,,,,,,,,,,
product_variation,BMcjJcGj7ZbD6LLI,,,,,,,,,RC005X_52539_52528,5.18,Yellow,One Size,,,,,,,,,,,,,
product,QBmV1lM62why91Wp,Skimuts Woolly,"100% gebreid acryl. Grey : 50% polyester, 50% acryl.<br/>Dubbele dikte. Ontvouwbare zoom. Geschikt voor borduring.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71264&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71264&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,QBmV1lM62why91Wp,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,QBmV1lM62why91Wp,,,,,,,,,RC029X_52541_52540,3.34,Black,One Size,,,,,,,,,,,,,
product_variation,QBmV1lM62why91Wp,,,,,,,,,RC029X_52542_52540,3.34,Grey,One Size,,,,,,,,,,,,,
product_variation,QBmV1lM62why91Wp,,,,,,,,,RC029X_52543_52540,3.34,Navy,One Size,,,,,,,,,,,,,
product_variation,QBmV1lM62why91Wp,,,,,,,,,RC029X_52544_52540,3.34,Red,One Size,,,,,,,,,,,,,
product_variation,QBmV1lM62why91Wp,,,,,,,,,RC029X_52545_52540,3.34,Royal,One Size,,,,,,,,,,,,,
