type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75135_75130,43.15,Washed Dark Navy,M,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75135_75131,43.15,Washed Dark Navy,L,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75135_75132,43.15,Washed Dark Navy,XL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75135_75133,43.15,Washed Dark Navy,XXL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75135_75134,43.15,Washed Dark Navy,3XL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75136_75129,43.15,Washed Organic Khaki,S,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75136_75130,43.15,Washed Organic Khaki,M,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75136_75131,43.15,Washed Organic Khaki,L,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75136_75132,43.15,Washed Organic Khaki,XL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75136_75133,43.15,Washed Organic Khaki,XXL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75136_75134,43.15,Washed Organic Khaki,3XL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75137_75129,43.15,Washed white,S,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75137_75130,43.15,Washed white,M,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75137_75131,43.15,Washed white,L,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75137_75132,43.15,Washed white,XL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75137_75133,43.15,Washed white,XXL,,,,,,,,,,,,
product_variation,1uvon8Ygsf53uAt9,,,,,,,,,,,,,,,,,NS513_75137_75134,43.15,Washed white,3XL,,,,,,,,,,,,
product,gdHtv2Jrzhvz2BvY,Herenjasje met hennep,90 % biologisch katoen / 10 % hennep<br/>S > 3XL<br/>Twillkatoen.<br/>Comfortabele snit.<br/>Knopen van gerecycleerd metaal.<br/>Natuurlijke stof (ongeverfd) met een authentieke look.<br/>Enzymgewassen product.<br/>Twee borstzakjes met klep en knoopje.<br/>Knooplijst.<br/>Aansnoerende knooplijst<br/>op de achterkant onderaan.<br/>Twee omzoomde zijzakken vooraan.<br/>Inzetsels op de voor- en achterkant.<br/>Mouwen met een split en knoopjes aan de mouweinden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301777&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Native Spirit,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301777&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301775&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301779&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301776&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301774&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301770&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301771&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301772&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301768&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277011&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,
product_option,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,,,,,Color,Raw Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,NS606_75242_75236,71.7,Raw Natural,S,,,,,,,,,,,,
product_variation,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,NS606_75242_75237,71.7,Raw Natural,M,,,,,,,,,,,,
product_variation,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,NS606_75242_75238,71.7,Raw Natural,L,,,,,,,,,,,,
product_variation,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,NS606_75242_75239,71.7,Raw Natural,XL,,,,,,,,,,,,
product_variation,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,NS606_75242_75240,71.7,Raw Natural,XXL,,,,,,,,,,,,
product_variation,gdHtv2Jrzhvz2BvY,,,,,,,,,,,,,,,,,NS606_75242_75241,71.7,Raw Natural,3XL,,,,,,,,,,,,
product,NdXpCs0ZlBaC7CjM,"Lichte, gerecycleerde herenbodywarmer",100 % gerecycled polyamide.<br/>Donsachtige vulling van 50 % Sorona / 50 % gerecycleerd polyester.<br/>Rechte snit.<br/>Opstaande kraag.<br/>Voelt zacht en glad aan.<br/>Waterafstotende stof niveau 4<br/>en winddicht 4 mm/s.<br/>Toon op toon ritsen van gerecycleerd plastic.<br/>Twee zijzakken met onzichtbare rits in gerecycleerd nylon.<br/>Twee binnenzakken.<br/>Inzetstukken opzij.<br/>Inzetstukken aan de schouders en opzij.<br/>Het voorpand is iets langer dan<br/>het achterpand.<br/>Geleverd met opbergzakje.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301321&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Native Spirit,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301321&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301327&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301326&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301328&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301325&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301322&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301323&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301324&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301329&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301331&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301316&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Color,Driftwood,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Color,Mineral Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75200_75193,59.7,Black,S,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75200_75194,59.7,Black,M,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75200_75195,59.7,Black,L,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75200_75196,59.7,Black,XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75200_75197,59.7,Black,XXL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75200_75198,59.7,Black,3XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75200_75199,59.7,Black,4XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75201_75193,59.7,Driftwood,S,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75201_75194,59.7,Driftwood,M,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75201_75195,59.7,Driftwood,L,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75201_75196,59.7,Driftwood,XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75201_75197,59.7,Driftwood,XXL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75201_75198,59.7,Driftwood,3XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75201_75199,59.7,Driftwood,4XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75202_75193,59.7,Hibiscus Red,S,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75202_75194,59.7,Hibiscus Red,M,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75202_75195,59.7,Hibiscus Red,L,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75202_75196,59.7,Hibiscus Red,XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75202_75197,59.7,Hibiscus Red,XXL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75202_75198,59.7,Hibiscus Red,3XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75202_75199,59.7,Hibiscus Red,4XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75203_75193,59.7,Mineral Grey,S,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75203_75194,59.7,Mineral Grey,M,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75203_75195,59.7,Mineral Grey,L,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75203_75196,59.7,Mineral Grey,XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75203_75197,59.7,Mineral Grey,XXL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75203_75198,59.7,Mineral Grey,3XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75203_75199,59.7,Mineral Grey,4XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75204_75193,59.7,Navy Blue,S,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75204_75194,59.7,Navy Blue,M,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75204_75195,59.7,Navy Blue,L,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75204_75196,59.7,Navy Blue,XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75204_75197,59.7,Navy Blue,XXL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75204_75198,59.7,Navy Blue,3XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75204_75199,59.7,Navy Blue,4XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75205_75193,59.7,Organic Khaki,S,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75205_75194,59.7,Organic Khaki,M,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75205_75195,59.7,Organic Khaki,L,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75205_75196,59.7,Organic Khaki,XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75205_75197,59.7,Organic Khaki,XXL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75205_75198,59.7,Organic Khaki,3XL,,,,,,,,,,,,
product_variation,NdXpCs0ZlBaC7CjM,,,,,,,,,,,,,,,,,NS6005_75205_75199,59.7,Organic Khaki,4XL,,,,,,,,,,,,
product,s708W3jGOeLOdv3W,Gerecycleerde heren donsjekker,"100 % post-consumer Gerecycled Polyester<br/>XS > 3XL<br/>Donsachtige vulling van 50 % Sorona / 50 % gerecycleerd polyester.<br/>Waterafstotende stof niveau 4<br/>en winddicht 4 mm/s.<br/>Opstaande kraag.<br/>Voering in Gerecycled Polyester<br/>post-consumer.<br/>Patch aan de binnenkant en drukkersrits onderaan en aan de binnenkant op de borst.<br/>1 x 1 ribboord aan de binnenkant van de mouwuiteinden.<br/>Twee binnenzakken.<br/>In het midden vooraan een rits van<br/>gerecycleerd plastic met een ritstrekker van gerecycleerd metaal en onzichtbare, metalen drukknopen met een klep.<br/>Twee zakken met klep en een omgekeerde rits aan de voorkant.<br/>Gemiddeld gewicht in maat L: 930g.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=301340&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Native Spirit,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301340&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301337&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301341&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301338&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276956&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301332&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301333&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301334&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301335&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301339&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401649&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=413113&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,s708W3jGOeLOdv3W,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
